311972225265836033	positive	:-))) Der neue Papst: Es ist ein Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	:-))) die neu Papst: es sein eine Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	NN ART ADJA NN PPER VAFIN ART NN NN APPR NN	6/PD 4/NK 4/NK 1/NK 6/SB 0/-- 8/NK 6/PD 8/NK 8/MNR 10/NK	case=nom|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=masc|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|*=True
311922181896540160	positive	"@marcopolo71: Hat der neue #Papst auch schon ein Twitteraccount?" - @Pontifex oder so ähnlich ;-)	"@marcopolo71: haben die neu #Papst auch schon eine Twitteraccount?" - @Pontifex oder so ähnlich ;-)	NN VAFIN ART ADJA NN ADV ADV ART NN $( ADJD KON ADV ADJD $(	0/-- 0/-- 5/NK 5/NK 2/SB 2/MO 2/MO 9/NK 2/OA 11/-- 0/-- 0/-- 14/MO 12/CJ 14/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ pos=True _ _ pos=True EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive
311913994862616576	positive	Wer ist nun der neue papst? :) #spannung #mit #vorfreude :)♥★	wer sein nun die neu papst? :) #spannung #mit #vorfreude :)♥★	PWS VAFIN ADV ART ADJA ADJA ADJA NN NN NN ADJA	2/SB 0/-- 2/MO 6/NK 6/NK 2/SB 8/NK 11/OA 8/MNR 9/NK 0/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|gender=fem|EmoExpression::markable_74::Polarity=positive|EmoExpression::markable_74::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_74::SubjectiveFact=false case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_76::Intensity=medium|gender=fem|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|EmoExpression::markable_76::EmoExpression=True|num=sg|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false case=nom|EmoExpression::markable_77::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::SubjectiveFact=false|num=sg|EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Polarity=positive|EmoExpression::markable_77::Intensity=medium
311939331642232832	mixed	RT @BistumMainz: "Das Gesetz fordert, die Strafe nimmt, die Gnade gibt." (#Franziskus von Assisi) #ausgründen #Papst #FranziskusI	RT @BistumMainz: "Das Gesetz fordert, die Strafe nimmt, die Gnade gibt." (#Franziskus von Assisi) #ausgründen #Papst #FranziskusI	NE ADJA NN NN VVFIN ART NN NE ART NN ADJA NN APPR NN NN NN NE	0/-- 1/UC 5/SB 3/NK 0/-- 7/NK 5/SB 7/NK 10/NK 5/OA 10/NK 0/-- 12/PG 15/NK 13/NK 15/NK 16/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10404350::SubjectiveFact=true|gender=fem|EmoExpression::markable_10404350::Uncertain=false|num=sg|EmoExpression::markable_10404350::Intensity=medium|EmoExpression::markable_10404350::Sarcasm=false|EmoExpression::markable_10404350::EmoExpression=True|EmoExpression::markable_10404350::Polarity=negative case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10404349::Sarcasm=false|EmoExpression::markable_10404349::Polarity=positive|EmoExpression::markable_10404349::EmoExpression=True|gender=fem|EmoExpression::markable_10404349::Intensity=medium|EmoExpression::markable_10404349::Uncertain=false|num=sg|EmoExpression::markable_10404349::SubjectiveFact=false case=acc|gender=fem|num=sg|comp=True case=nom|gender=masc|num=pl _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311921002269523968	neutral	RT @onlinegott: Ich hatte schon Angst, dass wir den Papst nicht zu Gesicht bekommen. Hat Tom Hanks den Tag doch noch gerettet!	RT @onlinegott: ich haben schon Angst, dass wir die Papst nicht zu Gesicht bekommen. haben Tom Hanks die Tag doch noch gerettet!	NE NN PPER VAFIN ADV NN KOUS PPER ART NN PTKNEG APPR NN NE VAFIN NE NN ART NN ADV ADV ADJA	2/AG 0/-- 4/SB 0/-- 4/MO 4/OA 6/MNR 7/SB 10/NK 7/OA 4/NG 4/MO 12/NK 13/NK 0/-- 17/PNC 15/SB 19/NK 22/MO 22/MO 22/MO 15/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_78::Sentiment=True case=nom|pers=1|num=sg|Source::markable_80::Source=True|Source::markable_80::Anaphref=empty|*=True|Sentiment::markable_78::Sentiment=True pers=1|Sentiment::markable_78::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_78::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True case=nom|Sentiment::markable_78::Sentiment=True|Target::markable_82::Anaphref=empty|*=True|Target::markable_82::Preferred=true|pers=1|Target::markable_82::Target=True|num=pl case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=dat|gender=fem|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=neut|num=pl|pos=True
311915783804563457	positive	RT @ProSieben: Jubel auf dem Petersplatz. Die Garde formiert sich. Kommt gleich Marco Schreyl mit dem Umschlag? #Papst	RT @ProSieben: Jubel auf die Petersplatz. die Garde formieren sich. kommen gleich Marco Schreyl mit die Umschlag? #Papst	NE ADJA NN APPR ART NE ART NN VVFIN NE VVFIN APPR NE NN APPR ART NN NN	0/-- 1/UC 0/-- 3/MNR 6/NK 4/NK 8/NK 9/SB 0/-- 9/OA 0/-- 11/MO 12/NK 11/SB 11/MO 17/NK 15/NK 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|EmoExpression::markable_83::EmoExpression=True|gender=masc|EmoExpression::markable_83::Intensity=medium|num=sg|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
312121921250676736	neutral	Der neue #Papst ist Argentinier - Messi überraschend mit sofortiger Wirkung nach Italien gewechselt.	die neu #Papst sein Argentinier - Messi überraschend mit sofortig Wirkung nach Italien gewechselt.	ART ADJA NN VAFIN NN $( NN ADJD APPR ADJA NN APPR NE NE	3/NK 3/NK 4/SB 0/-- 4/SB 5/-- 5/CJ 4/PD 8/MO 11/NK 9/NK 11/MNR 12/NK 8/UC	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pos=True _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _
311941011788144641	negative	RT @SasaKiar: Erst du Infos zum neuen #Papst geben leider keine Hoffnung für eine zeitgemässe Modernisierung! Er verteufelt die Homo-Ehe un ...	RT @SasaKiar: erst du Info zu neu #Papst geben leider keine Hoffnung für eine zeitgemäß Modernisierung! er verteufeln die Homo-Ehe un ...	NE NN ADV PPER NN APPRART ADJA NN VVFIN ADV PIAT NN APPR ART ADJA NN PPER VVFIN ART NN NE $.	2/PNC 0/-- 5/MO 5/PNC 9/SB 5/MNR 8/NK 6/NK 0/-- 9/MO 12/NK 9/OA 12/MNR 16/NK 16/NK 13/NK 18/SB 0/-- 20/NK 18/OA 20/NK 21/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_84::Intensity=medium|Source::markable_85::Source=True|*=True|Sentiment::markable_84::Polarity=negative|num=sg|Source::markable_85::Anaphref=empty|Sentiment::markable_84::Sentiment=True|Sentiment::markable_84::Sarcasm=false Sentiment::markable_84::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_84::Sentiment=True|pers=2 case=acc|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True case=dat|Target::markable_86::Target=True|gender=masc|Target::markable_86::Preferred=true|pos=True|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_86::Anaphref=empty case=dat|gender=masc|num=sg|Target::markable_86::Target=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True EmoExpression::markable_10404352::Intensity=medium|EmoExpression::markable_10404352::Uncertain=false|EmoExpression::markable_10404352::SubjectiveFact=false|EmoExpression::markable_10404352::Sarcasm=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_10404352::Polarity=negative|EmoExpression::markable_10404352::EmoExpression=True case=acc|num=sg|gender=fem|Sentiment::markable_84::Sentiment=True|Negation::markable_88::EmoExpressionRef=emo-expression:markable_87|Negation::markable_88::Negation=True case=acc|EmoExpression::markable_87::Polarity=positive|gender=fem|EmoExpression::markable_87::EmoExpression=True|EmoExpression::markable_87::Intensity=medium|num=sg|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_87::Uncertain=false Sentiment::markable_84::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_84::Sentiment=True case=acc|gender=fem|EmoExpression::markable_10404354::Polarity=positive|pos=True|EmoExpression::markable_10404354::Uncertain=false|EmoExpression::markable_10404354::Sarcasm=false|EmoExpression::markable_10404354::EmoExpression=True|num=sg|EmoExpression::markable_10404354::SubjectiveFact=true|EmoExpression::markable_10404354::Intensity=medium|Sentiment::markable_84::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|pers=3 mood=ind|EmoExpression::markable_10404355::SubjectiveFact=false|EmoExpression::markable_10404355::Polarity=negative|EmoExpression::markable_10404355::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_10404355::Sarcasm=false|EmoExpression::markable_10404355::EmoExpression=True|EmoExpression::markable_10404355::Uncertain=false case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _
312140357938839552	positive	RT @cdu_news: Hermann @groehe: Die CDU Deutschlands gratuliert Papst Franziskus herzlich zu seiner Wahl http://t.co/jlKVzdJ7hp /umg	RT @cdu_news: Hermann @groehe: die CDU Deutschland gratulieren Papst Franziskus herzlich zu sein Wahl http://t.co/jlKVzdJ7hp /umg	NE NN NE NN ART NE NE VVFIN NN NE ADJD APPR PPOSAT NN NN ADJD	2/PNC 0/-- 4/AG 0/-- 6/NK 8/SB 6/AG 0/-- 8/OA 9/NK 8/MO 8/MO 14/NK 12/NK 14/NK 8/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|Sentiment::markable_89::Sentiment=True|Source::markable_90::Anaphref=empty|gender=fem|Sentiment::markable_89::Sarcasm=false|Sentiment::markable_89::Polarity=positive|num=sg|Source::markable_90::Source=True|Sentiment::markable_89::Intensity=medium case=nom|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg|Source::markable_90::Source=True case=gen|gender=neut|Sentiment::markable_89::Sentiment=True|num=sg|Source::markable_90::Source=True Sentiment::markable_89::Sentiment=True|EmoExpression::markable_91::Uncertain=false|mood=ind|EmoExpression::markable_91::Sarcasm=false|pers=3|EmoExpression::markable_91::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive case=nom|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_92::Preferred=true|gender=masc|Target::markable_92::Target=True|Target::markable_92::Anaphref=empty case=nom|gender=masc|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_92::Target=True Sentiment::markable_89::Sentiment=True|EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|pos=True|EmoExpression::markable_93::EmoExpression=True|EmoExpression::markable_93::SubjectiveFact=false|EmoExpression::markable_93::Polarity=positive Sentiment::markable_89::Sentiment=True case=dat|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_89::Sentiment=True|num=sg case=nom|gender=masc|num=sg pos=True
311922605680635904	positive	Ich war auf der Beerdigung vom Papst. Sehr beliebt scheint er nicht gewesen zu sein. Ich war der einzige, der geklatscht hat.	ich sein auf die Beerdigung von Papst. sehr beliebt scheinen er nicht sein zu sein. ich sein die einzige, die klatschen hat.	PPER VAFIN APPR ART NN APPRART NN ADV ADJD VVFIN PPER PTKNEG VAPP APPR NE PPER VAFIN ART NE ART VVPP NE	2/SB 0/-- 2/MO 5/NK 3/NK 5/MNR 6/NK 9/MO 13/PD 0/-- 10/SB 13/NG 10/OC 13/MO 14/NK 17/SB 0/-- 19/NK 17/SB 22/NK 17/PD 21/OA	case=nom|gender=masc|Sentiment::markable_94::Polarity=positive|pers=1|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_94::Sentiment=True case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg Sentiment::markable_94::Sentiment=True|Intensifier::markable_97::Intensifier=True|Intensifier::markable_97::EmoExpressionRef=emo-expression:markable_96|Intensifier::markable_97::Degree=medium pos=True|EmoExpression::markable_96::EmoExpression=True|EmoExpression::markable_96::Uncertain=false|EmoExpression::markable_96::Intensity=medium|EmoExpression::markable_96::SubjectiveFact=false|EmoExpression::markable_96::Polarity=positive|EmoExpression::markable_96::Sarcasm=false|Sentiment::markable_94::Sentiment=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_94::Sentiment=True|num=sg|pers=3 Negation::markable_98::Negation=True|Sentiment::markable_94::Sentiment=True|Negation::markable_98::EmoExpressionRef=emo-expression:markable_96 Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True case=dat|*=True|Sentiment::markable_94::Sentiment=True|num=sg case=nom|gender=masc|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
311916620245237761	negative	"das ist ja der doofste Papst auf der ganzen Welt. Der kommt nicht und alle warten" Gut zusammengefasst von Mini.	"das sein ja die doof Papst auf die ganz Welt. die kommen nicht und alle warten" Gut zusammenfassen von Mini.	NN VAFIN ADV ART ADJA NN APPR ART ADJA NN PDS VVFIN PTKNEG KON PIAT ADJA NN VVPP APPR NE	2/SB 0/-- 2/MO 6/NK 6/NK 2/PD 6/MNR 10/NK 10/NK 7/NK 12/SB 0/-- 12/NG 12/CD 17/NK 17/NK 18/OA 14/CJ 18/SBP 19/NK	case=nom|Sentiment::markable_99::Polarity=negative|num=sg|Sentiment::markable_99::Intensity=strong|gender=neut|Sentiment::markable_99::Sentiment=True|Sentiment::markable_99::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_99::Sentiment=True Sentiment::markable_99::Sentiment=True case=nom|num=sg|Target::markable_100::Preferred=true|Target::markable_100::Anaphref=empty|gender=masc|Target::markable_100::Target=True|Sentiment::markable_99::Sentiment=True case=nom|EmoExpression::markable_101::EmoExpression=True|gender=masc|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=negative|pos=True|Sentiment::markable_99::Sentiment=True|EmoExpression::markable_101::Uncertain=false|num=sg|Target::markable_100::Target=True|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=strong case=nom|gender=masc|Target::markable_100::Target=True|num=sg|Sentiment::markable_99::Sentiment=True Sentiment::markable_99::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_99::Sentiment=True case=dat|gender=fem|num=sg|pos=True|Sentiment::markable_99::Sentiment=True case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|*=True|num=pl case=nom|gender=masc|num=pl|comp=True case=dat|gender=neut|EmoExpression::markable_10404372::Polarity=positive|EmoExpression::markable_10404372::Uncertain=false|EmoExpression::markable_10404372::Sarcasm=false|EmoExpression::markable_10404372::EmoExpression=True|num=sg|EmoExpression::markable_10404372::SubjectiveFact=false|EmoExpression::markable_10404372::Intensity=medium _ _ case=dat|gender=neut|num=sg
311977653848662017	neutral	RT @welt: Der neue #Papst heisst offiziell einfach nur Franziskus, nicht Franziskus I. - Erst wenn es einen Zweiten gibt, gibt es auch de ...	RT @welt: die neu #Papst heißen offiziell einfach nur Franziskus, nicht Franziskus I. - erst wenn es eine zweit gibt, geben es auch de ...	NE NN ART ADJA NN VVFIN ADJD ADJD ADV NE PTKNEG NE NE $( ADV KOUS PPER ART ADJA NE VVFIN PPER ADV NE $.	2/PNC 0/-- 5/NK 5/NK 6/SB 0/-- 6/MO 6/MO 10/MO 6/SB 6/NG 13/PNC 6/MO 13/-- 21/MO 21/CP 21/EP 20/NK 20/NK 21/OA 6/MO 21/EP 24/MO 21/OA 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ *=True _
311918728755417088	neutral	RT @possum_sed_nolo: Wie jetzt Jorge ist neuer Papst? Wer macht denn jetzt das Laufstegtraining bei Heidis Mädchen?	RT @possum_sed_nolo: wie jetzt Jorge sein neu Papst? wer machen denn jetzt die Laufstegtraining bei Heidi Mädchen?	NE ADJD KOKOM ADV NE VAFIN ADJA NN PWS VVFIN KON ADV ART NN APPR NE NN	0/-- 1/PD 4/MO 5/MO 6/SB 0/-- 8/NK 6/PD 10/SB 0/-- 10/MO 10/MO 14/NK 10/OA 14/MNR 17/AG 15/NK	case=nom|*=True|num=sg pos=True _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg
311926568828145664	negative	Jetzt hat mir der neue Papst das Abendprogramm vermasselt. Der fängt ja gut an... ;)	jetzt haben ich die neu Papst die Abendprogramm vermasselt. die fangen ja gut an... ;)	ADV VAFIN PPER ART ADJA NN ART NN NN PDS VVFIN ADV ADJD NN ADJA	2/MO 0/-- 1/DA 6/NK 6/NK 2/SB 8/NK 2/OA 8/NK 11/SB 0/-- 11/MO 11/MO 11/OA 0/--	Sentiment::markable_102::Polarity=negative|Sentiment::markable_102::Sarcasm=false|Sentiment::markable_102::Sentiment=True|Sentiment::markable_102::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_102::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_102::Sentiment=True|pers=1 case=nom|num=sg|Target::markable_103::Anaphref=empty|Target::markable_103::Preferred=true|Target::markable_103::Target=True|gender=masc|Sentiment::markable_102::Sentiment=True case=nom|num=sg|Target::markable_103::Target=True|gender=masc|Sentiment::markable_102::Sentiment=True|pos=True case=nom|gender=masc|num=sg|Target::markable_103::Target=True|Sentiment::markable_102::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_102::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_102::Sentiment=True case=acc|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_105::Sarcasm=false|EmoExpression::markable_105::Uncertain=false|EmoExpression::markable_105::Intensity=medium|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::SubjectiveFact=false|pos=True|EmoExpression::markable_105::EmoExpression=True case=acc|gender=masc|num=sg EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false
311919821438726146	positive	Nach dem besten Fussballer der Welt präsentieren die Argentinier nun auch den Papst.	nach die gut Fußballer die Welt präsentieren die Argentinier nun auch die Papst.	APPR ART ADJA NN ART NN VVFIN ART NN ADV ADV ART NN	7/MO 4/NK 4/NK 1/NK 6/NK 4/AG 0/-- 9/NK 7/OA 7/MO 13/MO 13/NK 7/OA	_ case=dat|Sentiment::markable_107::Sentiment=True|gender=neut|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true|Sentiment::markable_107::Intensity=strong|num=sg|Target::markable_109::Target=True|Sentiment::markable_107::Sarcasm=false|Sentiment::markable_107::Polarity=positive case=gen|EmoExpression::markable_108::Sarcasm=false|EmoExpression::markable_108::Uncertain=false|EmoExpression::markable_108::Polarity=positive|Sentiment::markable_107::Sentiment=True|gender=masc|EmoExpression::markable_108::SubjectiveFact=false|num=pl|EmoExpression::markable_108::Intensity=strong|Target::markable_109::Target=True|sup=True|EmoExpression::markable_108::EmoExpression=True case=gen|gender=masc|num=pl|Sentiment::markable_107::Sentiment=True|Target::markable_109::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_107::Sentiment=True|Target::markable_109::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_107::Sentiment=True|Target::markable_109::Target=True pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
311923091540426753	neutral	RT @onlinegott: Ich hatte schon Angst, dass wir den Papst nicht zu Gesicht bekommen. Hat Tom Hanks den Tag doch noch gerettet!	RT @onlinegott: ich haben schon Angst, dass wir die Papst nicht zu Gesicht bekommen. haben Tom Hanks die Tag doch noch gerettet!	NE NN PPER VAFIN ADV NN KOUS PPER ART NN PTKNEG APPR NN NE VAFIN NE NN ART NN ADV ADV ADJA	2/AG 0/-- 4/SB 0/-- 4/MO 4/OA 6/MNR 7/SB 10/NK 7/OA 4/NG 4/MO 12/NK 13/NK 0/-- 17/PNC 15/SB 19/NK 22/MO 22/MO 22/MO 15/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_110::Sentiment=True case=nom|pers=1|Source::markable_112::Source=True|num=sg|Source::markable_112::Anaphref=markable_111|*=True|Sentiment::markable_110::Sentiment=True pers=1|Sentiment::markable_110::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_110::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True case=nom|*=True|pers=1|num=pl|Target::markable_114::Target=True|Target::markable_114::Preferred=true|Target::markable_114::Anaphref=empty|Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True|Target::markable_114::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True|Target::markable_114::Target=True Target::markable_114::Target=True|Sentiment::markable_110::Sentiment=True Target::markable_114::Target=True|Sentiment::markable_110::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True|Target::markable_114::Target=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=neut|num=pl|pos=True
