311903717236555777	positive	RT @GERLittleMix: Wir haben einen neuen Papst :)	RT @GERLittleMix: wir haben eine neu Papst :)	NE NN PPER VAFIN ART ADJA NN ADJA	2/AG 0/-- 4/SB 0/-- 7/NK 7/NK 4/OA 4/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_1::Sentiment=True case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311927230160834560	positive	*harrharr* Bester Kommentar ever @NDRnetzwelt: Neuer #papst ist kein Norddeutscher ;-)	*harrharr* gut Kommentar ever @NDRnetzwelt: neu #papst sein keine norddeutsch ;-)	NN ADJA NN ADJA NN ADJA NN VAFIN PIAT ADJA $(	0/-- 3/NK 1/MNR 5/NK 3/AG 7/NK 8/SB 0/-- 10/MO 8/PD 10/--	case=nom|gender=fem|num=sg Sentiment::markable_84::Intensity=strong|EmoExpression::markable_86::Sarcasm=false|Sentiment::markable_84::Sentiment=True|*=True|pos=True|Target::markable_85::Target=True|EmoExpression::markable_86::Intensity=strong|Target::markable_85::Anaphref=markable_87|Target::markable_85::Preferred=true|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=positive|Sentiment::markable_84::Polarity=positive|Sentiment::markable_84::Sarcasm=false|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false case=nom|gender=masc|num=sg|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True case=gen|gender=fem|num=pl|pos=True|Sentiment::markable_84::Sentiment=True case=gen|gender=fem|num=pl|Sentiment::markable_84::Sentiment=True case=nom|Target::markable_87::Target=True|gender=masc|Target::markable_87::Anaphref=empty|pos=True|num=sg|Target::markable_87::Preferred=true|Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_87::Target=True|Sentiment::markable_84::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True case=nom|num=sg|Target::markable_87::Target=True|gender=masc|Sentiment::markable_84::Sentiment=True|pos=True EmoExpression::markable_88::Polarity=positive|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_88::EmoExpression=True|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false
311906917721182209	positive	Der neue Papst ist da! Bin ich jetzt Kaiser? :)	die neu Papst sein da! sein ich jetzt Kaiser? :)	ART ADJA NN VAFIN ADJD VAFIN PPER ADV NN ADJA	3/NK 3/NK 4/SB 0/-- 4/PD 0/-- 6/SB 6/MO 6/PD 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|gender=fem|num=sg EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True
311902958872846336	neutral	RT @tagesspiegel_de: Erst grau, dann weiss: Es raucht am Petersplatz, der neue Papst ist gewählt. Es wird ein langer Abend in der Redakti ...	RT @tagesspiegel_de: erst grau, dann weiss: Es rauchen an Petersplatz, die neu Papst sein gewählt. es werden eine lang Abend in die Redakti ...	NE NN ADV ADJD ADV ADJA NN VVFIN APPRART NE ART ADJA NN VAFIN NE PPER VAFIN ART ADJA NN APPR ART NN $.	2/AG 0/-- 4/MO 6/MO 6/MO 7/NK 8/SB 0/-- 8/MO 9/NK 13/NK 13/NK 14/SB 8/CJ 14/SB 17/SB 0/-- 20/NK 20/NK 17/SB 20/MNR 23/NK 21/NK 23/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ pos=True _ pos=True case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
311918300579917824	neutral	Der neue #Papst heisst Joche! Die #topmodel Gucken wissen was das heisst!	die neu #Papst heißen Joche! die #topmodel Gucken wissen was die heisst!	ART ADJA NN VVFIN NE ART NN NN VVFIN PIS ART ADJA	3/NK 3/NK 4/SB 0/-- 4/OA 7/NK 9/OA 7/NK 0/-- 9/SB 12/NK 10/AG	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
311923737941405699	neutral	BTW: Wo geht der #Papst jetzt eigentlich feiern?	BTW: wo gehen die #Papst jetzt eigentlich feiern?	NN PWAV VVFIN ART NN ADV ADV ADJA	3/SVP 3/MO 0/-- 5/NK 3/SB 3/MO 3/MO 3/MO	case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _
311879417511161856	neutral	@BeckiSchnubiiii das kann ich nachvollziehen. nun gut, hiermit weihe ich dich zum diskordianischen Papst! @BartoCast @elektro_bier	@BeckiSchnubiiii die können ich nachvollziehen. nun gut, hiermit weihen ich du zu diskordianischen Papst! @BartoCast @elektro_bier	NN PDS VMFIN PPER ADJD ADV ADJD PAV VVFIN PPER PPER APPRART ADJA NN NN NN	0/-- 9/OA 2/RE 3/SB 3/MO 3/MO 3/MO 2/NK 0/-- 9/SB 9/DA 9/MO 14/NK 12/NK 0/-- 0/--	case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pos=True _ pos=True _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|pers=2|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ _
311950286937796608	negative	RT @Schlachtzeile: Ach, der neue Papst ist ein strikter Gegner der Homo-Ehe? Das ist aber mal eine Überraschung! Sagt nicht, er sei auch ...	RT @Schlachtzeile: Ach, die neu Papst sein eine strikt Gegner die Homo-Ehe? die sein aber mal eine Überraschung! sagen nicht, er sein auch ...	NE NN NE ART ADJA NN VAFIN ART ADJA NN ART NN PDS VAFIN ADV ADV ART NN VVFIN NE PPER VAFIN ADV $.	2/AG 0/-- 7/SB 6/NK 6/NK 3/AG 0/-- 10/NK 10/NK 7/PD 12/NK 10/AG 14/SB 0/-- 14/MO 14/MO 18/NK 14/PD 0/-- 19/SB 22/SB 19/OC 22/MO 23/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_97::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_97::Sentiment=True case=nom|Source::markable_92::Source=True|Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|Target::markable_97::Anaphref=empty|gender=masc|Source::markable_92::Anaphref=empty|Target::markable_97::Target=True|num=sg|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=negative|Sentiment::markable_97::Sentiment=True|Target::markable_97::Preferred=true case=nom|Source::markable_92::Source=True|gender=masc|Target::markable_97::Target=True|pos=True|num=sg|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True case=nom|Source::markable_92::Source=True|num=sg|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_92::Sentiment=True|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True case=nom|num=sg|Sentiment::markable_92::Sentiment=True|gender=masc|Target::markable_97::Target=True|Sentiment::markable_97::Sentiment=True case=nom|Intensifier::markable_95::Degree=strong|Intensifier::markable_95::EmoExpressionRef=emo-expression:markable_94|gender=masc|Target::markable_97::Target=True|pos=True|num=sg|Intensifier::markable_95::Intensifier=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True case=nom|EmoExpression::markable_92::SubjectiveFact=false|gender=masc|Target::markable_97::Target=True|EmoExpression::markable_92::Uncertain=false|num=sg|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True|EmoExpression::markable_92::Intensity=medium|EmoExpression::markable_92::Polarity=negative|EmoExpression::markable_92::Sarcasm=false case=gen|gender=fem|Target::markable_92::Target=True|Target::markable_97::Target=True|num=sg|Target::markable_92::Preferred=true|Sentiment::markable_92::Sentiment=True|Sentiment::markable_97::Sentiment=True|Target::markable_92::Anaphref=empty case=gen|gender=fem|num=sg|Sentiment::markable_97::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_97::Sentiment=True pers=3|Sentiment::markable_97::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_97::Sentiment=True Sentiment::markable_97::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_97::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_97::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=subj _ _
311916546937212929	neutral	Der Papst soll sich beeilen. Habe Hunger.	die Papst sollen sich beeilen. haben Hunger.	ART NN VMFIN PRF NE VAFIN NE	2/NK 3/SB 0/-- 5/OA 3/SB 0/-- 6/SB	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
311923199673778176	neutral	RT @AlexHoaxmaster: Wer Homosexuelle verurteilt und gleichzeitig von Nächstenliebe spricht, ist bigott! So einfach ist das! Da bin ich l ...	RT @AlexHoaxmaster: wer Homosexuelle verurteilen und gleichzeitig von Nächstenliebe spricht, sein bigott! so einfach sein das! da sein ich l ...	NE ADJA PWS NN VVPP KON ADJD APPR NN NE VAFIN ADJD ADV ADJD VAFIN ADJD ADV VAFIN PPER NN $.	0/-- 1/UC 5/SB 5/OA 11/SB 5/CD 8/MO 6/CJ 8/NK 9/NK 0/-- 11/PD 14/MO 15/PD 0/-- 15/MO 18/MO 0/-- 18/SB 18/PD 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg|Target::markable_101::Target=True case=nom|num=sg|Target::markable_103::Anaphref=empty|Target::markable_103::Preferred=true|Target::markable_103::Target=True|gender=masc|Target::markable_101::Target=True case=acc|*=True|num=pl|Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_103::Target=True|Target::markable_101::Target=True Target::markable_103::Target=True|pos=True|Target::markable_101::Target=True Target::markable_103::Target=True|Target::markable_101::Target=True case=dat|gender=fem|num=sg|Target::markable_103::Target=True|Target::markable_101::Target=True case=dat|gender=fem|num=sg|Target::markable_101::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_101::Target=True Target::markable_101::Target=True _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg _
311921948026347521	positive	Aber sympathisch ist der Franziskus ja schon #papst	aber sympathisch sein die Franziskus ja schon #papst	KON ADJD VAFIN ART NE ADV ADV NN	3/JU 3/PD 0/-- 5/NK 3/SB 3/MO 3/MO 3/PD	Sentiment::markable_105::Sentiment=True|Sentiment::markable_105::Polarity=positive|Sentiment::markable_105::Intensity=medium|Sentiment::markable_105::Sarcasm=false EmoExpression::markable_106::Uncertain=false|Sentiment::markable_105::Sentiment=True|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false|pos=True pers=3|Sentiment::markable_105::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_107::Target=True|Target::markable_107::Preferred=true|Target::markable_107::Anaphref=empty|gender=masc case=nom|gender=masc|Sentiment::markable_105::Sentiment=True|num=sg|Target::markable_107::Target=True Sentiment::markable_105::Sentiment=True Sentiment::markable_105::Sentiment=True pers=2|num=sg|tense=pres|mood=ind
311922383994892289	negative	RT @Volker_Beck: Die Homosexuellenehe war für den Kardinal, der jetzt Papst ist, eine Zerstörung von Gottes Plan http://t.co/CLH1W9oTGf	RT @Volker_Beck: die Homosexuellenehe sein für die Kardinal, die jetzt Papst ist, eine Zerstörung von Gott Plan http://t.co/CLH1W9oTGf	NE NN ART NN VAFIN APPR ART NN ART ADV NN NE ART NN APPR NN NN NE	2/AG 0/-- 4/NK 5/SB 0/-- 5/MO 8/NK 6/NK 11/NK 11/MO 8/AG 11/NK 14/NK 5/SB 14/PG 17/AG 15/NK 17/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|Sentiment::markable_108::Polarity=negative|Sentiment::markable_108::Sarcasm=false|gender=fem|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true|Sentiment::markable_108::Intensity=medium|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_108::Sentiment=True Sentiment::markable_108::Sentiment=True case=acc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True|Source::markable_110::Anaphref=empty|gender=masc case=acc|gender=masc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True case=gen|gender=fem|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_110::Source=True|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_108::Sentiment=True case=acc|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=fem|EmoExpression::markable_111::Polarity=negative|EmoExpression::markable_111::SubjectiveFact=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::Uncertain=false Sentiment::markable_108::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True case=nom|gender=masc|num=sg
311925595833503744	neutral	.. ☠Ich dachte es gibt einem #Papst mit dunkler Hautpigmentierung. Bin etwas enttäuscht. Ob hama papem den Franz mag?	.. ☠Ich denken es geben eine #Papst mit dunkel Hautpigmentierung. sein etwas enttäuscht. ob hama papem die Franz mag?	ADJA NN VVFIN PPER VVFIN ART NN APPR ADJA NN VAFIN ADV ADJD APPR NE ADJA ART NE ADJA	0/-- 3/SB 0/-- 5/EP 3/OC 7/NK 5/DA 5/MO 10/NK 8/NK 0/-- 13/MO 11/PD 16/MO 14/NK 0/-- 18/NK 16/DA 16/MO	_ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ pos=True _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
311902783529947136	neutral	Wie komme ich nun so schnell nach Rom? Die haben gerade angerufen.. Ich bin es wirklich geworden! #Privat-Jet... #Papst	wie kommen ich nun so schnell nach Rom? die haben gerade angerufen.. ich sein es wirklich geworden! #Privat-Jet... #Papst	KOKOM VVFIN PPER ADV ADV ADJD APPR NN PDS VAFIN ADV ADJA PPER VAFIN PPER ADJD ADJA ADJA NN	2/MO 0/-- 2/SB 2/MO 6/MO 2/MO 2/MO 7/NK 10/SB 0/-- 12/MO 10/OC 14/SB 0/-- 14/SB 14/MO 14/MO 0/-- 0/--	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ pos=True _ case=dat|gender=masc|num=sg case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ case=nom|gender=neut|num=sg|pos=True _
311940898743275520	negative	RT @GameWolf: Ähm ... ähm ... ähm ... schnell, irgendwas Geistreiches! Ähm ... Kommt 'n #Papst zum Arzt und ... ähm ... ach, fuck it.	RT @GameWolf: Ähm ... ähm ... ähm ... schnell, irgendwas Geistreiches! Ähm ... kommen 'n #Papst zu Arzt und ... ähm ... ach, fuck it.	NE ADJA NN $. VVFIN $. VVFIN $. ADV PIAT ADJA NN $. VVFIN NE NN APPRART NN KON $. VVFIN $. NE NN NE	0/-- 1/UC 0/-- 3/-- 0/-- 5/-- 0/-- 7/-- 10/MO 11/MO 0/-- 0/-- 12/-- 0/-- 16/NK 14/SB 14/MO 17/NK 17/CD 19/CJ 0/-- 21/-- 24/AG 0/-- 24/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg _ _ _ _ _ _ case=gen|*=True|num=sg case=nom|gender=fem|num=pl|pos=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ case=nom|EmoExpression::markable_114::SubjectiveFact=false|*=True|num=sg|EmoExpression::markable_114::Intensity=strong|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Polarity=negative case=nom|*=True|num=sg
311918116684832768	positive	OK, unsere Tipps zum Papst lagen komplett daneben... Gut, dass ich nicht wette. ;-) #Papst	OK, unser Tip zu Papst liegen komplett daneben... Gut, dass ich nicht wette. ;-) #Papst	NN PPOSAT NN APPRART NN VVFIN ADJD ADJA NN KOUS PPER PTKNEG ADJA $( NN	6/SB 3/NK 1/AG 3/MNR 4/NK 0/-- 8/MO 6/MO 13/MO 13/CP 13/SB 13/NG 0/-- 15/-- 0/--	_ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind pos=True case=dat|Sentiment::markable_115::Intensity=medium|EmoExpression::markable_116::Uncertain=false|Sentiment::markable_115::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_116::EmoExpression=True|Sentiment::markable_115::Polarity=positive|EmoExpression::markable_116::Sarcasm=false|num=sg|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::SubjectiveFact=false|Sentiment::markable_115::Sentiment=True|EmoExpression::markable_116::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_115::Sentiment=True Sentiment::markable_115::Sentiment=True case=nom|Target::markable_117::Preferred=true|Target::markable_117::Target=True|Target::markable_117::Anaphref=empty|*=True|pers=1|num=sg|Sentiment::markable_115::Sentiment=True Target::markable_117::Target=True|Sentiment::markable_115::Sentiment=True pos=True|Sentiment::markable_115::Sentiment=True EmoExpression::markable_118::EmoExpression=True|EmoExpression::markable_118::Polarity=positive|Sentiment::markable_115::Sentiment=True|EmoExpression::markable_118::Intensity=medium|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false _
311921677867048961	positive	RT @Sky_Carolin: Konkurrenz für #LionelMessi. Die Argentinier haben einen 2. Papst ;) #Franziskus #ssnhd	RT @Sky_Carolin: Konkurrenz für #LionelMessi. die Argentinier haben eine 2. Papst ;) #Franziskus #ssnhd	NE ADJA NN APPR NN ART NN VAFIN ART ADJA NN ADJA NN NE	2/SB 0/-- 0/-- 3/MNR 4/NK 7/NK 8/SB 0/-- 11/NK 11/NK 12/OA 13/NK 8/SB 13/AG	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=nom|EmoExpression::markable_119::Sarcasm=false|EmoExpression::markable_119::Polarity=positive|gender=masc|EmoExpression::markable_119::Intensity=medium|pos=True|num=pl|EmoExpression::markable_119::Uncertain=false|EmoExpression::markable_119::SubjectiveFact=false|EmoExpression::markable_119::EmoExpression=True case=nom|gender=masc|num=pl case=gen|*=True|num=sg
312096753958674432	positive	Moin @bosch Okay,wir haben einen neuen Papst. Aber was noch schlimmer ist http://t.co/iMUnhxmxzZ #Google will den Reader zum 1.7. einstellen	Moin @bosch Okay,wir haben eine neu Papst. aber was noch schlimm sein http://t.co/iMUnhxmxzZ #Google wollen die Reader zu @card@ einstellen	NE NE NE VAFIN ART ADJA NN KON PIS ADV ADJD VAFIN NN NN VMFIN ART NN APPRART CARD VVFIN	2/PNC 0/-- 4/SB 0/-- 7/NK 7/NK 4/OA 15/JU 15/SB 11/MO 12/PD 9/CC 12/SB 13/NK 0/-- 17/NK 20/OA 17/MNR 18/NK 15/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|comp=True|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::SubjectiveFact=false|EmoExpression::markable_120::Intensity=medium pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|Sentiment::markable_121::Sentiment=True|Sentiment::markable_121::Sarcasm=false|Sentiment::markable_121::Polarity=positive|gender=masc|num=sg|Source::markable_122::Source=True|Sentiment::markable_121::Intensity=medium|Source::markable_122::Anaphref=empty pers=3|Sentiment::markable_121::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_121::Sentiment=True|num=sg|Target::markable_124::Anaphref=empty|gender=masc|Target::markable_124::Preferred=true|Target::markable_124::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_121::Sentiment=True|Target::markable_124::Target=True
311921188991533056	neutral	Schön, wie ihr alle über den Papst redet. Mich interessiert es nicht, habe eh nichts davon	Schön, wie ihr alle über die Papst redet. ich interessieren es nicht, haben eh nichts davon	NE KOKOM PPOSAT PIS APPR ART NN VVFIN PPER VVFIN PPER NE VAFIN ADV PIS PAV	8/SB 4/CM 4/NK 8/MO 4/MNR 7/NK 5/NK 0/-- 10/SB 0/-- 10/OA 13/SB 11/RE 10/MO 10/OA 15/NK	case=nom|*=True|num=sg|Sentiment::markable_125::Sentiment=True Target::markable_127::Anaphref=empty|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True|Target::markable_127::Preferred=true case=acc|gender=neut|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True pers=3|num=sg|tense=past|mood=ind case=acc|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ pers=3|num=sg|tense=pres|mood=subj _ gender=neut|*=True _
311938365551411200	positive	Mich interessiert weder Fussball noch der Papst !	ich interessieren weder Fußball noch die Papst !	PPER VVPP KON NN ADV ART NN $.	2/SB 0/-- 4/CD 2/OA 4/CD 7/NK 5/CJ 7/--	case=acc|*=True|num=sg|pers=1 EmoExpression::markable_104011544::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_104011544::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_104011544::Sarcasm=false|EmoExpression::markable_104011544::Polarity=positive|EmoExpression::markable_104011544::Uncertain=false|EmoExpression::markable_104011544::Intensity=medium _ case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
