317379081333243904	negative	hihi. RT‏@GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi. RT‏@GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	ADJA NN $( NN NE ART NN ART NN NE	0/-- 0/-- 4/-- 0/-- 4/NK 7/NK 4/DA 9/NK 7/AG 9/NK	_ case=nom|gender=masc|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
323170801949999104	negative	@Volker_Beck @sigmargabriel Wo wir gerade bei der FDP sind: Deren Nazi-Vergangenheit ist auch nicht sehr rühmlich. ;-)	@Volker_Beck @sigmargabriel wo wir gerade bei die FDP sind: die Nazi-Vergangenheit sein auch nicht sehr rühmlich. ;-)	NN NN PWAV PPER ADV APPR ART NE ADJD PDAT NN VAFIN ADV PTKNEG ADV ADJA $(	0/-- 0/-- 12/MO 12/SB 6/MO 4/MNR 8/NK 6/NK 10/MO 11/NK 8/AG 0/-- 12/MO 12/NG 16/MO 12/MO 0/--	case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg Sentiment::markable_21::Polarity=negative|Sentiment::markable_21::Sarcasm=false|Sentiment::markable_21::Intensity=medium|Sentiment::markable_21::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_21::Sentiment=True|pers=1 Sentiment::markable_21::Sentiment=True Sentiment::markable_21::Sentiment=True case=dat|num=sg|Target::markable_100500137::Target=True|gender=fem|Target::markable_100500137::Preferred=true|Target::markable_100500137::Anaphref=empty|Sentiment::markable_21::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_21::Sentiment=True|Target::markable_100500137::Target=True pos=True|Sentiment::markable_21::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_21::Sentiment=True case=gen|gender=fem|num=sg|EmoExpression::markable_100500139::EmoExpression=True|Sentiment::markable_21::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_21::Sentiment=True Sentiment::markable_21::Sentiment=True Negation::markable_25::Negation=True|Sentiment::markable_21::Sentiment=True|Negation::markable_25::EmoExpressionRef=empty Intensifier::markable_24::Degree=medium|Intensifier::markable_24::Intensifier=True|Intensifier::markable_24::EmoExpressionRef=emo-expression:markable_23|Sentiment::markable_21::Sentiment=True pos=True|Sentiment::markable_21::Sentiment=True EmoExpression::markable_100500138::Polarity=positive|EmoExpression::markable_100500138::SubjectiveFact=false|EmoExpression::markable_100500138::EmoExpression=True|EmoExpression::markable_100500138::Uncertain=false|EmoExpression::markable_100500138::Intensity=medium|EmoExpression::markable_100500138::Sarcasm=false|Sentiment::markable_21::Sentiment=True
333668323646648323	positive	RT @einfachBen: Der Unterschied zwischen Seehofer und seinen Ministern? Er macht das so, dass man ihm nichts nachweisen kann. ;-) http://t....	RT @einfachBen: die Unterschied zwischen Seehofer und sein Ministern? er machen die so, dass man er nichts nachweise kann. ;-) http://t....	NE NN ART NN APPR NE KON PPOSAT NN PPER VVFIN ART ADJA KOUS PIS PPER PIAT ADJA NE $( NN	2/AG 0/-- 4/NK 0/-- 4/MNR 5/NK 6/CD 9/NK 7/CJ 11/SB 0/-- 19/NK 19/NK 18/CP 18/SB 18/DA 18/NK 19/NK 11/OA 21/-- 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg case=dat|gender=masc|num=sg|pers=3 gender=neut|*=True _ _ EmoExpression::markable_26::Sarcasm=false|EmoExpression::markable_26::EmoExpression=True|EmoExpression::markable_26::Uncertain=false|EmoExpression::markable_26::Intensity=medium|EmoExpression::markable_26::SubjectiveFact=false|EmoExpression::markable_26::Polarity=positive _
318119434491412480	positive	RT @sauberhaui: Ich musste Schmunzeln, obwohl das Thema Ernst ist :-) http://t.co/0duz5ZAuZF #Zypern #FAZinvestigativ #Cyprus #StopDen ...	RT @sauberhaui: ich müssen Schmunzeln, obwohl die Thema Ernst sein :-) http://t.co/0duz5ZAuZF #Zypern #FAZinvestigativ #Cyprus #StopDen ...	NE NN PPER VMFIN TRUNC KOUS ART NN NE VAFIN $( NN NE NN NN ADJD $.	2/PNC 0/-- 4/SB 0/-- 10/PD 10/CP 8/NK 10/SB 8/NK 4/OC 12/-- 10/PD 15/PNC 15/NK 12/NK 10/PD 16/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|EmoExpression::markable_27::EmoExpression=True|EmoExpression::markable_27::Uncertain=false|num=sg|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg pos=True _
325347526813298689	negative	#datenschutz: schau an, innenministerium hat direkten zugang zu #öbb-videoüberwachung... http://t.co/4Q5jprBJ5z hauptsach #bankgeheimnis :-(	#datenschutz: schauen an, innenministerium haben direkt Zugang zu #öbb-videoüberwachung... http://t.co/4Q5jprBJ5z hauptsach #bankgeheimnis :-(	NN VVIMP NN ADJD VAFIN ADJA NN APPR ADJA NN NE NN $(	5/SB 1/NK 2/OA 2/MO 0/-- 7/NK 5/OA 7/MNR 8/NK 0/-- 12/PNC 10/NK 12/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_100500141::Polarity=negative|EmoExpression::markable_100500141::EmoExpression=True|EmoExpression::markable_100500141::Uncertain=false|EmoExpression::markable_100500141::Intensity=medium|EmoExpression::markable_100500141::Sarcasm=false|EmoExpression::markable_100500141::SubjectiveFact=false
322443181365002240	negative	RT @stuttgarter1977 #RamSAUer also auch beim Autobahnbau ein Flop. Wer es zahlt? Wieder die Steuerzahler :-( ÖP... http://t.co/NhyicZDrjn	RT @stuttgarter1977 #RamSAUer also auch bei Autobahnbau eine Flop. wer es zahlt? wieder die Steuerzahler :-( ÖP... http://t.co/NhyicZDrjn	NE CARD NN ADV ADV APPRART NN ART NN PWS PPER VVFIN ADV ART NN $( NN NE	0/-- 1/NK 0/-- 3/MO 6/MO 3/MO 6/NK 9/NK 3/SB 12/SB 12/OA 0/-- 15/MO 15/NK 0/-- 15/-- 15/CJ 0/--	case=nom|gender=neut|num=sg _ case=nom|Target::markable_100500143::Target=True|Sentiment::markable_100500142::Intensity=medium|Target::markable_100500143::Anaphref=empty|gender=masc|num=sg|Sentiment::markable_100500142::Sentiment=True|Sentiment::markable_100500142::Sarcasm=false|Target::markable_100500143::Preferred=true|Sentiment::markable_100500142::Polarity=negative Sentiment::markable_100500142::Sentiment=True Sentiment::markable_100500142::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500142::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500142::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500142::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500142::Sentiment=True case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|EmoExpression::markable_100500145::SubjectiveFact=false|EmoExpression::markable_100500145::Polarity=negative|gender=fem|EmoExpression::markable_100500145::Uncertain=false|EmoExpression::markable_100500145::Intensity=medium|EmoExpression::markable_100500145::EmoExpression=True|num=sg|EmoExpression::markable_100500145::Sarcasm=false case=acc|gender=fem|num=sg _
323874133886763009	positive	@Zaphod__B jup, keine hetze, nach der wahl ist vor der wahl :)	@Zaphod__B jup, keine hetze, nach die Wahl sein vor die wahl :)	NN NE PIAT NE APPR ART NN VAFIN APPR ART ADJA ADJA	0/-- 4/PNC 4/NK 8/SB 4/MNR 7/NK 5/NK 0/-- 8/MO 12/NK 12/NK 9/NK	_ case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|EmoExpression::markable_28::EmoExpression=True|*=True|pos=True|EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::Uncertain=false
333312096253116416	positive	RT @potsdam: #BER #Fightclub: im Ring #Mehdorn vs. #Wowereit. #Platzeck mit k. o. ausgeschieden;-) Wen erwischt es? http://t.co/EXhEi6IX0N...	RT @potsdam: #BER #Fightclub: in Ring #Mehdorn vs. #Wowereit. #Platzeck mit k. oder ausgeschieden;-) Wen erwischen es? http://t.co/EXhEi6IX0N...	NE ADJA ADJA NN APPRART NN NN NN NN NN APPR NN APPR $( NE VVFIN ADJA NN	0/-- 1/PNC 4/NK 0/-- 4/MNR 5/NK 6/NK 6/MNR 8/PNC 16/SB 10/MNR 11/NK 12/MNR 13/-- 13/NK 0/-- 16/MO 0/--	case=nom|*=True|num=sg *=True|pos=True _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg *=True *=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ EmoExpression::markable_29::Uncertain=false|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::Intensity=medium|EmoExpression::markable_29::SubjectiveFact=false *=True _ _ case=nom|gender=masc|num=pl
332610924768808961	negative	@spliff_richard Hatte aber nie eine Wahl, das zu ändern :-(	@spliff_richard haben aber nie eine Wahl, die zu ändern :-(	NN VAFIN ADV ADV ART NN PDS PTKZU VVINF $(	0/-- 0/-- 9/MO 9/MO 6/NK 2/SB 9/OA 9/PM 2/OC 9/--	case=nom|gender=masc|num=sg Target::markable_32::Target=True|Sentiment::markable_31::Intensity=medium|Target::markable_32::Anaphref=empty|mood=ind|Sentiment::markable_31::Polarity=negative|pers=3|Target::markable_32::Preferred=true|num=sg|tense=past|Sentiment::markable_31::Sentiment=True|Sentiment::markable_31::Sarcasm=false Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True case=acc|gender=fem|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True case=acc|gender=fem|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True case=nom|gender=neut|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Sarcasm=false|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=negative|Sentiment::markable_31::Sentiment=True
318448951449776129	neutral	Kann mir voll vorstellen, dass die Linke Anna ist. RT @alsobey_: los, sagt mir "hi" :--) http://t.co/jUDBGSE7gP	können ich voll vorstellen, dass die Linke Anna ist. RT @alsobey_: los, sagen ich "hi" :--) http://t.co/jUDBGSE7gP	VMFIN PPER ADJD VVFIN KOUS ART NN NE NE NE NN NE VVFIN PPER NN $( NN	0/-- 1/SB 4/MO 1/OC 4/MO 7/NK 5/NK 9/PNC 7/NK 11/PNC 0/-- 13/SB 0/-- 13/DA 13/OA 15/-- 15/CJ	pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 pos=True _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg|EmoExpression::markable_33::EmoExpression=True EmoExpression::markable_33::EmoExpression=True case=acc|gender=fem|num=sg
338047237156392960	positive	Ab heute bin ich SPD Mitglied! :-)	ab heute sein ich SPD Mitglied! :-)	APPR ADV VAFIN PPER NE NN $(	3/MO 1/NK 0/-- 3/SB 6/PNC 3/PD 0/--	Target::markable_37::Anaphref=empty|Target::markable_37::Preferred=true|Sentiment::markable_36::Sarcasm=false|Sentiment::markable_36::Polarity=positive|Target::markable_37::Target=True|Sentiment::markable_36::Intensity=medium|Sentiment::markable_36::Sentiment=True Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True case=nom|pers=1|num=sg|Target::markable_37::Target=True|*=True|Sentiment::markable_36::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True EmoExpression::markable_34::SubjectiveFact=false|EmoExpression::markable_34::Intensity=medium|EmoExpression::markable_34::EmoExpression=True|Sentiment::markable_36::Sentiment=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Sarcasm=false
319195993260298241	positive	@_Einatmen Yep, und das auf ganzer Linie und deshalb sag ich's ja! :) #Aigner #Lobby - #Politik #fail	@_Einatmen Yep, und die auf ganz Linie und deshalb sagen ich's ja! :) #Aigner #Lobby - #Politik #fail	NN NE KON ART APPR ADJA NN KON PAV VVIMP ADJD ADJA ADJA NN NN $( NN NE	0/-- 0/-- 2/CD 12/SB 12/MO 7/NK 5/NK 5/CD 10/NK 8/CJ 12/MO 3/CJ 14/NK 0/-- 14/NK 15/-- 15/APP 17/NK	_ case=nom|*=True|num=sg _ case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ pers=3|num=sg|tense=past|mood=ind pos=True _ case=nom|EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_35::EmoExpression=True|num=sg|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Polarity=positive case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
336565821138694145	positive	"RT @kreon_nrw: @DerFizz Eine SDP-CDU-Koalition ohne CSU hätte auch was." #SDP würde nie so ekliges machen. Siehe http://t.co/SXvBkjmlVT ;-)	"RT @kreon_nrw: @DerFizz eine SDP-CDU-Koalition ohne CSU haben auch was." #SDP werden nie so eklig machen. siehe http://t.co/SXvBkjmlVT ;-)	NN ADJA NN ART NN APPR NE VAFIN ADV ADJA NN VAFIN ADV ADV ADJA NE ADV NN $(	0/-- 1/MO 0/-- 5/NK 8/SB 5/MNR 6/NK 0/-- 10/MO 8/SB 12/SB 0/-- 15/MO 15/MO 16/NK 12/SB 18/MO 0/-- 18/--	_ _ _ case=nom|gender=fem|num=sg case=nom|Sentiment::markable_39::Sentiment=True|Sentiment::markable_39::Sarcasm=false|Sentiment::markable_39::Polarity=positive|gender=fem|Target::markable_42::Anaphref=empty|num=sg|Target::markable_42::Target=True|Target::markable_42::Preferred=true|Sentiment::markable_39::Intensity=medium _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _ Intensifier::markable_41::Intensifier=True|Sentiment::markable_39::Sentiment=True|Intensifier::markable_41::Degree=medium|Intensifier::markable_41::EmoExpressionRef=emo-expression:markable_40 case=nom|Sentiment::markable_39::Sentiment=True|EmoExpression::markable_40::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_40::Sarcasm=false|num=sg|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Polarity=negative case=nom|gender=neut|num=sg pers=2|num=sg|mood=imp case=acc|gender=masc|num=sg _
334764901849509888	mixed	Eine neue Erfahrung für die Koalition, die sich vor dem Sparen gedrückt und Projekte über Schulden finanziert hat. http://t.co/xLQ1Z8yeFh	eine neu Erfahrung für die Koalition, die sich vor die Sparen drücken und Projekt über Schuld finanzieren hat. http://t.co/xLQ1Z8yeFh	ART ADJA NN APPR ART NN ART PRF APPR ART NN VVPP KON NN APPR NN VVFIN NE NE	3/NK 3/NK 12/OA 3/MNR 6/NK 4/NK 12/OA 12/OA 12/MO 11/NK 9/NK 0/-- 12/CD 17/OA 14/MNR 15/NK 13/CJ 19/PNC 17/OA	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|EmoExpression::markable_100500204::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500204::Polarity=positive|pos=True|EmoExpression::markable_100500204::Intensity=medium|num=sg|EmoExpression::markable_100500204::Sarcasm=true case=nom|gender=fem|EmoExpression::markable_100500204::EmoExpression=True|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|pers=3|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=acc|gender=neut|num=pl _ case=acc|EmoExpression::markable_100500205::EmoExpression=True|gender=fem|EmoExpression::markable_100500205::Polarity=negative|EmoExpression::markable_100500205::Sarcasm=false|num=pl|EmoExpression::markable_100500205::SubjectiveFact=true|EmoExpression::markable_100500205::Uncertain=false|EmoExpression::markable_100500205::Intensity=medium _ _ _
332956708697694208	negative	Der Sauer kann sprechen, ich dachte das ist ihr Schosshündchen #heuteshow #merkel	die Sauer können sprechen, ich denken die sein ihr Schosshündchen #heuteshow #merkel	ART NN VMFIN NE PPER VVFIN PDS VAFIN PPOSAT NN NN NN	2/NK 3/SB 0/-- 3/SB 6/SB 3/CJ 6/OA 6/OC 10/NK 8/PD 10/NK 8/PD	case=nom|num=sg|Target::markable_45::Preferred=true|gender=masc|Target::markable_45::Target=True|Target::markable_45::Anaphref=empty case=nom|gender=masc|Target::markable_45::Target=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=acc|Sentiment::markable_43::Sarcasm=false|Sentiment::markable_43::Intensity=medium|Target::markable_44::Target=True|gender=neut|Sentiment::markable_43::Sentiment=True|Target::markable_44::Preferred=true|num=sg|Sentiment::markable_43::Polarity=negative|Target::markable_44::Anaphref=markable_45 pers=3|Sentiment::markable_43::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_43::Sentiment=True|num=sg case=nom|EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|gender=masc|Sentiment::markable_43::Sentiment=True|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=negative|num=sg|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
335124634087346176	mixed	Streit um das Loipenspuren in Buntenbock: SPD hofft auf Schlichtung http://t.co/DLGGEuTb0r #Weihnachten	Streit um die Loipenspuren in Buntenbock: SPD hoffen auf Schlichtung http://t.co/DLGGEuTb0r #Weihnachten	NN APPR ART NN APPR ADJA NE VVFIN APPR NN NN ADJD	8/SB 1/OP 4/NK 2/NK 4/MNR 7/NK 5/NK 0/-- 8/OP 9/NK 10/NK 8/SVP	case=nom|EmoExpression::markable_100500206::Uncertain=false|EmoExpression::markable_100500206::Intensity=medium|EmoExpression::markable_100500206::Sarcasm=false|EmoExpression::markable_100500206::Polarity=negative|gender=masc|EmoExpression::markable_100500206::EmoExpression=True|num=sg|EmoExpression::markable_100500206::SubjectiveFact=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg mood=ind|EmoExpression::markable_100500208::Polarity=positive|EmoExpression::markable_100500208::SubjectiveFact=false|EmoExpression::markable_100500208::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500208::EmoExpression=True|EmoExpression::markable_100500208::Intensity=medium|EmoExpression::markable_100500208::Sarcasm=false EmoExpression::markable_100500208::EmoExpression=True case=acc|EmoExpression::markable_100500207::Intensity=medium|EmoExpression::markable_100500207::SubjectiveFact=false|EmoExpression::markable_100500207::EmoExpression=True|gender=fem|EmoExpression::markable_100500207::Sarcasm=false|num=sg|EmoExpression::markable_100500207::Polarity=positive|EmoExpression::markable_100500207::Uncertain=false case=acc|gender=fem|num=sg pos=True
322499024198455296	positive	@ixxim Politik ist niemals nicht nie überflüssig #Domian	@ixxim Politik sein niemals nicht nie überflüssig #Domian	NN NN VAFIN ADV PTKNEG ADV ADJD NN	0/-- 3/SB 0/-- 3/MO 3/NG 3/MO 6/MO 3/PD	case=nom|gender=neut|num=sg case=nom|gender=fem|Sentiment::markable_100500146::Polarity=positive|Sentiment::markable_100500146::Sarcasm=false|num=sg|Target::markable_100500147::Target=True|Target::markable_100500147::Preferred=true|Sentiment::markable_100500146::Sentiment=True|Target::markable_100500147::Anaphref=empty|Sentiment::markable_100500146::Intensity=medium pers=3|Sentiment::markable_100500146::Sentiment=True|num=sg|tense=pres|mood=ind Negation::markable_100500195::Negation=True|Sentiment::markable_100500146::Sentiment=True|Negation::markable_100500195::EmoExpressionRef=emo-expression:markable_100500148 Negation::markable_100500194::Negation=True|Sentiment::markable_100500146::Sentiment=True|Negation::markable_100500194::EmoExpressionRef=emo-expression:markable_100500148 Negation::markable_100500149::EmoExpressionRef=emo-expression:markable_100500148|Negation::markable_100500149::Negation=True|Sentiment::markable_100500146::Sentiment=True pos=True|EmoExpression::markable_100500148::Uncertain=false|EmoExpression::markable_100500148::Intensity=medium|EmoExpression::markable_100500148::SubjectiveFact=false|EmoExpression::markable_100500148::EmoExpression=True|EmoExpression::markable_100500148::Polarity=negative|Sentiment::markable_100500146::Sentiment=True|EmoExpression::markable_100500148::Sarcasm=false gender=masc|*=True|num=sg
323873700095074304	positive	Das siebte Gebot:" Du sollst nicht stehlen." Liebe Politik in D und der Welt!	die siebt Gebot:" du sollen nicht stehlen." Liebe Politik in D und die Welt!	ART ADJA NN PPER VMFIN PTKNEG ADJA NN NN APPR NN KON ART NN	3/NK 3/NK 5/SB 5/SB 0/-- 7/NG 5/MO 0/-- 8/NK 8/MNR 10/NK 11/CD 14/NK 12/CJ	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_50::Intensity=medium|Target::markable_49::Target=True|Target::markable_49::Anaphref=empty|Sentiment::markable_48::Intensity=medium|EmoExpression::markable_50::Uncertain=false|num=sg|EmoExpression::markable_50::Polarity=positive|EmoExpression::markable_50::Sarcasm=false|Target::markable_49::Preferred=true|case=nom|EmoExpression::markable_50::EmoExpression=True|gender=fem|Sentiment::markable_48::Sentiment=True|Sentiment::markable_48::Sarcasm=false|Sentiment::markable_48::Polarity=positive|EmoExpression::markable_50::SubjectiveFact=false case=nom|gender=fem|num=sg|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
337434730247106561	positive	Westerwelle fordert besseren Schutz der Grundwerte in der EU http://t.co/OzHtvfnXX0 Keine Sorge, er meint nicht das Recht auf Asyl	Westerwelle fordern gut Schutz die Grundwert in die EU http://t.co/OzHtvfnXX0 keine Sorge, er meinen nicht die Recht auf Asyl	NN VVFIN ADJA NN ART NN APPR ART NN CARD PIAT NN PPER VVFIN PTKNEG ART NN APPR NN	2/SB 0/-- 4/NK 2/OA 6/NK 4/AG 6/MNR 9/NK 7/NK 9/NK 12/NK 2/OA 14/SB 2/CJ 14/NG 17/NK 14/OA 17/MNR 18/NK	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|comp=True case=acc|EmoExpression::markable_100500209::Uncertain=false|gender=masc|EmoExpression::markable_100500209::Intensity=medium|EmoExpression::markable_100500209::Sarcasm=false|EmoExpression::markable_100500209::SubjectiveFact=false|num=sg|EmoExpression::markable_100500209::Polarity=positive|EmoExpression::markable_100500209::EmoExpression=True case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg
318119417445761024	neutral	RT @Gisela_Piltz: So funktioniert das von der FDP-Bundestagsfraktion für eine EEG-Reform vorgeschlagene Mengenmodell http://t.co/KGMIGJIM5x	RT @Gisela_Piltz: so funktionieren die von die FDP-Bundestagsfraktion für eine EEG-Reform vorgeschlagen Mengenmodell http://t.co/KGMIGJIM5x	NE NN ADV VVFIN PDS APPR ART NN APPR ART NN ADJA NN NN	2/AG 0/-- 4/MO 0/-- 4/SB 12/SBP 8/NK 6/NK 12/MO 11/NK 9/NK 13/NK 4/OA 13/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg
