383645778335789056	positive	@wom_75 @ProSieben Geil!!! Ist so die Geile Serie!! :)	@wom_75 @ProSieben Geil!!! sein so die geil Serie!! :)	CARD ADJA NN VAFIN ADV ART ADJA NN ADJA	0/-- 0/-- 0/-- 0/-- 4/MO 8/NK 8/NK 4/PD 0/--	_ _ case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_4::Preferred=true|num=sg|Target::markable_4::Anaphref=empty|gender=fem|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|Target::markable_4::Target=True|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=strong|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=fem|num=sg|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True
379203011328757760	positive	RT @JuliusBetschka: #U18-Wahl in #Neukölln gewonnen - die Zukunft scheint gesichert ;-) #SPD https://t.co/IqWsJNUjHk	RT @JuliusBetschka: #U18-Wahl in #Neukölln gewinnen - die Zukunft scheinen gesichert ;-) #SPD https://t.co/IqWsJNUjHk	NE ADJA NN APPR NE VVPP $( ART NN VVFIN ADJD $( ADJA NN	2/SB 0/-- 10/SB 3/MNR 4/NK 3/CJ 6/-- 9/NK 6/OA 0/-- 10/MO 11/-- 14/NK 9/AG	case=nom|*=True|num=sg case=nom|gender=masc|num=pl|pos=True|Sentiment::markable_101::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_101::Sentiment=True EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=positive Sentiment::markable_101::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_101::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_101::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_101::Sentiment=True EmoExpression::markable_104013220::SubjectiveFact=false|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_104013220::EmoExpression=True|EmoExpression::markable_104013220::Uncertain=false|EmoExpression::markable_104013220::Polarity=positive|EmoExpression::markable_104013220::Sarcasm=false|EmoExpression::markable_104013220::Intensity=medium EmoExpression::markable_104::Intensity=medium|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::Sarcasm=false|EmoExpression::markable_104::Uncertain=false case=gen|Sentiment::markable_101::Sentiment=True|gender=fem|pos=True|num=sg|Target::markable_103::Anaphref=empty|Target::markable_103::Target=True|Target::markable_103::Preferred=true case=gen|gender=fem|num=sg
363676796639645698	mixed	RT @hope_no1: @Buergermeinung der dumme #deutscheMichl glaubt es und wählt mehrheitlich wieder #Merkel und #CDU ;-(((	RT @hope_no1: @Buergermeinung die dumm #deutscheMichl glauben es und wählen mehrheitlich wieder #Merkel und #CDU ;-(((	NE ADJA NN ART ADJA NN VVFIN PPER KON VVFIN ADJD ADV NN KON NN ADJA	0/-- 1/UC 0/-- 6/NK 6/NK 7/SB 0/-- 7/EP 7/CD 9/CJ 10/MO 10/MO 10/OA 13/CD 14/CJ 10/DA	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|Sentiment::markable_115::Intensity=medium|Source::markable_106::Anaphref=empty|Sentiment::markable_115::Sarcasm=false|gender=fem|Sentiment::markable_115::Polarity=negative|Source::markable_106::Source=True|num=sg|Sentiment::markable_115::Sentiment=True Target::markable_106::Preferred=true|Sentiment::markable_106::Sentiment=True|num=sg|Sentiment::markable_110::Intensity=medium|Source::markable_111::Source=True|Sentiment::markable_110::Sarcasm=false|Target::markable_106::Anaphref=empty|case=nom|Sentiment::markable_106::Intensity=medium|Target::markable_115::Target=True|Sentiment::markable_106::Sarcasm=false|gender=masc|Sentiment::markable_110::Polarity=positive|Sentiment::markable_106::Polarity=negative|Target::markable_106::Target=True|Target::markable_115::Anaphref=empty|Sentiment::markable_115::Sentiment=True|Source::markable_111::Anaphref=empty|Sentiment::markable_110::Sentiment=True|Target::markable_115::Preferred=true Sentiment::markable_115::Sentiment=True|EmoExpression::markable_107::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_107::Intensity=medium|Source::markable_111::Source=True|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::EmoExpression=True|EmoExpression::markable_107::Polarity=negative|case=nom|Target::markable_115::Target=True|EmoExpression::markable_107::SubjectiveFact=false|gender=masc|Target::markable_106::Target=True|Sentiment::markable_106::Sentiment=True|Sentiment::markable_110::Sentiment=True case=nom|Target::markable_106::Target=True|gender=masc|Sentiment::markable_106::Sentiment=True|Target::markable_115::Target=True|num=sg|Source::markable_111::Source=True|Sentiment::markable_115::Sentiment=True|Sentiment::markable_110::Sentiment=True pers=3|Target::markable_115::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_115::Sentiment=True|Sentiment::markable_110::Sentiment=True case=nom|pers=3|num=sg|Target::markable_115::Target=True|gender=neut|Sentiment::markable_115::Sentiment=True|Sentiment::markable_110::Sentiment=True Target::markable_115::Target=True|Sentiment::markable_110::Sentiment=True|Sentiment::markable_115::Sentiment=True EmoExpression::markable_112::Uncertain=false|EmoExpression::markable_112::EmoExpression=True|mood=ind|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|EmoExpression::markable_112::Sarcasm=false|pers=3|Target::markable_115::Target=True|num=sg|tense=pres|Sentiment::markable_115::Sentiment=True|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_112::SubjectiveFact=true Target::markable_115::Target=True|Sentiment::markable_110::Sentiment=True|pos=True|Sentiment::markable_115::Sentiment=True Target::markable_115::Target=True|Sentiment::markable_110::Sentiment=True|Sentiment::markable_115::Sentiment=True case=nom|gender=masc|Target::markable_115::Target=True|num=sg|Target::markable_110::Anaphref=empty|Sentiment::markable_115::Sentiment=True|Target::markable_110::Target=True|Target::markable_110::Preferred=true|Sentiment::markable_110::Sentiment=True Target::markable_115::Target=True|Sentiment::markable_110::Sentiment=True|Sentiment::markable_115::Sentiment=True case=nom|gender=fem|Target::markable_115::Target=True|num=sg|Target::markable_110::Anaphref=empty|Sentiment::markable_115::Sentiment=True|Target::markable_110::Target=True|Target::markable_110::Preferred=true|Sentiment::markable_110::Sentiment=True case=nom|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=fem|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|pos=True|num=sg|Sentiment::markable_115::Sentiment=True
380051721960951808	positive	Ok. Ich nehme einen griech. Salat. :-) RT @Das_Muttertier: @Jakob_Juergen ich werde dann morgen alle abwesenden Piraten vertreten	Ok. ich nehmen eine griech. Salat. :-) RT @Das_Muttertier: @Jakob_Juergen ich werden dann morgen alle abwesend Pirat vertreten	NE PPER VVFIN ART ADJA NN $( NE NN NN PPER VAFIN ADV ADV PIAT ADJA NN VVPP	0/-- 3/SB 0/-- 3/OA 3/MO 0/-- 8/-- 9/PNC 0/-- 0/-- 12/SB 0/-- 18/MO 18/MO 17/NK 17/NK 18/OA 12/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg EmoExpression::markable_119::Sarcasm=false|EmoExpression::markable_119::Uncertain=false|EmoExpression::markable_119::Polarity=positive|EmoExpression::markable_119::SubjectiveFact=false|EmoExpression::markable_119::Intensity=medium|EmoExpression::markable_119::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _
383700694248595456	positive	@Sinneswandlerin Die FDP sagt ja immer, man muss nur wollen. Aber die ist abgewählt. :)	@Sinneswandlerin die FDP sagen ja immer, man müssen nur wollen. aber die sein abgewählt. :)	NN ART NE VVFIN ADV NE PIS VMFIN ADV VVINF KON PDS VAFIN ADJD ADJA	0/-- 3/NK 4/SB 0/-- 4/MO 4/DA 8/SB 4/OC 10/MO 8/OC 13/JU 13/SB 0/-- 13/PD 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::SubjectiveFact=false|EmoExpression::markable_120::Intensity=medium
373342194028904448	positive	Die Hochstaplerinnen aus der LGS ;-) #Wahlkampfzeitungen für LSA #btw13 http://t.co/WdGFJRHgIN	die Hochstaplerinnen aus die LGS ;-) #Wahlkampfzeitungen für LSA #btw13 http://t.co/WdGFJRHgIN	ART NN APPR ART NN $( NN APPR NN CARD NN	2/NK 0/-- 2/MNR 5/NK 3/NK 5/-- 5/PAR 7/MNR 8/NK 11/NK 7/PD	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::Intensity=medium|EmoExpression::markable_122::EmoExpression=True case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg
363274821150318592	positive	Wie wär''s denn mit ein paar Mitleids-Likes für den armen #SPD -Abgeordneten '' Mützenich? ;-) http://t.co/lfBoxbEPRZ	wie wär''s denn mit eine paar Mitleids-Likes für die arm #SPD -Abgeordnete '' Mützenich? ;-) http://t.co/lfBoxbEPRZ	KOKOM VVFIN ADV APPR ART PIAT NN APPR ART ADJA ADJA NN $( NN $( NN	2/MO 0/-- 2/MO 2/MO 6/NK 7/NK 4/NK 7/MNR 12/NK 12/NK 12/NK 8/NK 12/-- 2/OA 16/-- 0/--	Sentiment::markable_123::Intensity=medium|Sentiment::markable_123::Polarity=positive|Sentiment::markable_123::Sarcasm=false|Sentiment::markable_123::Sentiment=True pers=3|Sentiment::markable_123::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True|*=True Sentiment::markable_123::Sentiment=True|*=True case=acc|gender=neut|Sentiment::markable_123::Sentiment=True|num=pl|EmoExpression::markable_126::EmoExpression=True Sentiment::markable_123::Sentiment=True case=acc|num=sg|Target::markable_124::Anaphref=empty|gender=masc|Sentiment::markable_123::Sentiment=True|Target::markable_124::Preferred=true|Target::markable_124::Target=True case=acc|EmoExpression::markable_125::EmoExpression=True|gender=masc|pos=True|num=sg|Target::markable_124::Target=True|EmoExpression::markable_125::Polarity=positive|EmoExpression::markable_125::Intensity=medium|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false|Sentiment::markable_123::Sentiment=True case=acc|num=sg|Target::markable_124::Target=True|gender=masc|Sentiment::markable_123::Sentiment=True|pos=True case=acc|gender=masc|Sentiment::markable_123::Sentiment=True|num=sg|Target::markable_124::Target=True Sentiment::markable_123::Sentiment=True|Target::markable_124::Target=True case=acc|gender=masc|Sentiment::markable_123::Sentiment=True|num=sg EmoExpression::markable_127::SubjectiveFact=false|EmoExpression::markable_127::Polarity=positive|EmoExpression::markable_127::Sarcasm=false|EmoExpression::markable_127::Uncertain=false|EmoExpression::markable_127::EmoExpression=True|EmoExpression::markable_127::Intensity=medium|Sentiment::markable_123::Sentiment=True _
377862250595639296	positive	@Nthing2seehere Einen HD Stream haben wir (noch? ) nicht am Start. Aber auf unserem Testsystemen läuft gerade alles prima in guter Qualität.	@Nthing2seehere Eine HD Stream haben wir (noch? ) nicht an Start. aber auf unser Testsystem laufen gerade alle prima in gut Qualität.	ADJA NN NE NN VAFIN PPER NN $( PTKNEG APPRART NN KON APPR PPOSAT NN VVFIN ADV PIAT ADJA APPR ADJA NN	0/-- 6/CJ 4/PNC 2/NK 0/-- 5/SB 5/OA 9/-- 11/NG 0/-- 10/NK 16/JU 16/MO 15/NK 13/NK 0/-- 16/MO 19/NK 16/SB 16/MO 22/NK 20/NK	case=nom|*=True|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg Sentiment::markable_128::Sarcasm=false|Sentiment::markable_128::Intensity=medium|Sentiment::markable_128::Sentiment=True|Sentiment::markable_128::Polarity=positive Sentiment::markable_128::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_128::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_128::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_128::Sentiment=True Sentiment::markable_128::Sentiment=True case=nom|Target::markable_131::Target=True|num=sg|Sentiment::markable_128::Sentiment=True|gender=neut|Target::markable_131::Anaphref=empty|Target::markable_131::Preferred=true EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Sarcasm=false|Sentiment::markable_128::Sentiment=True|EmoExpression::markable_130::EmoExpression=True|pos=True|EmoExpression::markable_130::Intensity=strong|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Uncertain=false Sentiment::markable_128::Sentiment=True case=dat|EmoExpression::markable_132::EmoExpression=True|Sentiment::markable_128::Sentiment=True|gender=fem|pos=True|num=sg|EmoExpression::markable_132::Polarity=positive|EmoExpression::markable_132::Intensity=medium|EmoExpression::markable_132::Uncertain=false|EmoExpression::markable_132::Sarcasm=false|EmoExpression::markable_132::SubjectiveFact=false case=dat|gender=fem|num=sg|Sentiment::markable_128::Sentiment=True
373241294325547008	positive	RT @d_kerstin: Das C in der #CDU steht vermutlich für C-Waffen. Weil es seit #Merkel erfreulich ist, wenn es gelingt, Menschen zu töten.	RT @d_kerstin: die C in die #CDU stehen vermutlich für C-Waffen. weil es seit #Merkel erfreulich ist, wenn es gelingt, Mensch zu töten.	NE NN ART NN APPR ART NN VVFIN ADV APPR NN KOUS PPER APPR NN ADJD VVFIN KOUS PPER NE NN APPR NE	2/PNC 0/-- 4/NK 8/SB 4/MNR 7/NK 5/NK 0/-- 8/MO 8/MO 10/NK 17/CP 17/SB 17/MO 14/NK 17/MO 0/-- 20/CP 20/SB 17/SB 17/OA 21/MNR 22/NK	case=nom|*=True|num=sg case=nom|*=True|Sentiment::markable_133::Sentiment=True|num=sg case=nom|gender=neut|Sentiment::markable_133::Sentiment=True|num=sg case=nom|gender=neut|Sentiment::markable_133::Sentiment=True|num=sg Sentiment::markable_133::Sentiment=True case=dat|gender=fem|Sentiment::markable_133::Sentiment=True|num=sg case=dat|Target::markable_134::Target=True|num=sg|gender=fem|Sentiment::markable_133::Sentiment=True|Target::markable_134::Preferred=true|Target::markable_134::Anaphref=empty pers=3|Sentiment::markable_133::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_133::Sentiment=True Sentiment::markable_133::Sentiment=True case=acc|gender=masc|Sentiment::markable_133::Sentiment=True|num=sg Sentiment::markable_133::Sentiment=True case=nom|gender=neut|Sentiment::markable_133::Sentiment=True|num=sg|pers=3 Sentiment::markable_133::Sentiment=True case=dat|gender=masc|Sentiment::markable_133::Sentiment=True|num=sg EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=positive|Sentiment::markable_133::Sentiment=True|pos=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false Sentiment::markable_133::Sentiment=True Sentiment::markable_133::Sentiment=True case=nom|gender=neut|Sentiment::markable_133::Sentiment=True|num=sg|pers=3 Sentiment::markable_133::Sentiment=True case=acc|gender=masc|Sentiment::markable_133::Sentiment=True|num=pl Sentiment::markable_133::Sentiment=True case=dat|*=True|Sentiment::markable_133::Sentiment=True|num=sg
383498400718942208	mixed	RT @clara_herrmann: Das Richtige falsch verkauft - #grüne traten mit dem ehrlichsten Programm an und wurden bestraft http://t.co/Uy91L7pJyW	RT @clara_herrmann: die Richtige falsch verkaufen - #grüne treten mit die ehrlich Programm an und werden bestrafen http://t.co/Uy91L7pJyW	NE NN ART NN ADJD VVPP $( NN VVFIN APPR ART ADJA NN PTKVZ KON VAFIN VVPP NN	2/AG 0/-- 4/NK 6/OA 6/MO 16/OC 6/-- 9/SB 0/-- 9/MO 13/NK 13/NK 10/NK 9/SVP 9/CD 15/CJ 16/OC 17/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_138::Sentiment=True case=nom|EmoExpression::markable_141::Polarity=positive|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Sarcasm=false|Sentiment::markable_138::Sentiment=True|EmoExpression::markable_141::Uncertain=false case=nom|gender=neut|num=sg|EmoExpression::markable_141::EmoExpression=True|Sentiment::markable_138::Sentiment=True EmoExpression::markable_142::Polarity=negative|EmoExpression::markable_142::Sarcasm=false|pos=True|EmoExpression::markable_142::SubjectiveFact=false|Sentiment::markable_138::Sentiment=True|EmoExpression::markable_142::Uncertain=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Intensity=medium Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True case=nom|num=pl|Sentiment::markable_138::Sentiment=True|Target::markable_140::Preferred=true|gender=masc|Target::markable_140::Target=True|Target::markable_140::Anaphref=empty pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_138::Sentiment=True case=dat|EmoExpression::markable_143::EmoExpression=True|gender=neut|EmoExpression::markable_143::Intensity=strong|pos=True|EmoExpression::markable_143::Uncertain=false|EmoExpression::markable_143::Sarcasm=false|EmoExpression::markable_143::SubjectiveFact=false|EmoExpression::markable_143::Polarity=positive|num=sg|Sentiment::markable_138::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_138::Sentiment=True EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Intensity=medium|Sentiment::markable_138::Sentiment=True|EmoExpression::markable_144::SubjectiveFact=false|EmoExpression::markable_144::EmoExpression=True|EmoExpression::markable_144::Polarity=negative case=nom|*=True|num=pl
383739835313565696	negative	RT @schafzwitschern: Ich bin jetzt 23 Jahre CDU-Regiert. Zwischendurch haben die Grünen einen Krieg angefangen und die SPD hat Hartz 4 eing...	RT @schafzwitschern: ich sein jetzt 23 Jahr CDU-Regiert. zwischendurch haben die Grüne eine Krieg anfangen und die SPD haben Hartz 4 eing...	NE NN PPER VAFIN ADV CARD NN NN ADV VAFIN ART NN ART NN VVPP KON ART NE VAFIN NE CARD ADJA	2/AG 0/-- 4/SB 0/-- 4/MO 7/NK 4/PD 7/NK 15/MO 0/-- 12/NK 10/SB 14/NK 15/OA 10/OC 10/CD 18/NK 19/SB 16/CJ 19/SB 22/MO 19/OC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=neut|num=pl case=nom|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_145::Intensity=medium|EmoExpression::markable_145::Polarity=negative|EmoExpression::markable_145::Uncertain=false|gender=masc|EmoExpression::markable_145::SubjectiveFact=false|num=sg|EmoExpression::markable_145::Sarcasm=false|EmoExpression::markable_145::EmoExpression=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _
366318215749574657	negative	RT @ahoi_polloi: In der SPD regt sich Widerstand gegen die Parteispitze, weil sie .. .. zu aktiv gegen Prism ist. ROFL. http://t.co/U9xs2B...	RT @ahoi_polloi: in die SPD regen sich Widerstand gegen die Parteispitze, weil sie .. .. zu aktiv gegen Prism ist. ROFL. http://t.co/U9xs2B...	NE NN APPR ART NE VVFIN PRF NN APPR ART NN KOUS PPER ADJA NN PTKA ADJD APPR NE NE NN NN	2/AG 0/-- 6/MO 5/NK 3/NK 0/-- 6/OA 6/SB 8/MNR 11/NK 9/NK 14/CP 14/SB 11/AG 0/-- 17/MO 18/PD 0/-- 20/PNC 18/NK 0/-- 21/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|Sentiment::markable_146::Sentiment=True|num=sg Sentiment::markable_146::Sentiment=True case=dat|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg pers=3|Sentiment::markable_146::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|pers=3|Sentiment::markable_146::Sentiment=True|num=sg case=acc|EmoExpression::markable_148::Intensity=medium|EmoExpression::markable_148::EmoExpression=True|gender=masc|Sentiment::markable_146::Sentiment=True|EmoExpression::markable_148::SubjectiveFact=true|EmoExpression::markable_148::Uncertain=false|num=sg|EmoExpression::markable_148::Polarity=negative|EmoExpression::markable_148::Sarcasm=false EmoExpression::markable_104013221::EmoExpression=True|EmoExpression::markable_104013221::Intensity=medium|EmoExpression::markable_104013221::Uncertain=false|Sentiment::markable_146::Sentiment=True|EmoExpression::markable_104013221::SubjectiveFact=false|EmoExpression::markable_104013221::Polarity=negative|EmoExpression::markable_104013221::Sarcasm=false case=acc|Target::markable_149::Preferred=true|Target::markable_149::Anaphref=empty|Source::markable_150::Source=True|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg|Source::markable_150::Anaphref=empty|Target::markable_149::Target=True case=acc|gender=fem|num=sg _ case=nom|Sentiment::markable_150::Sentiment=True|Source::markable_153::Anaphref=empty|Source::markable_153::Source=True|Sentiment::markable_150::Intensity=medium|gender=fem|Sentiment::markable_150::Sarcasm=false|pers=3|num=sg|Sentiment::markable_150::Polarity=negative case=gen|gender=fem|Sentiment::markable_150::Sentiment=True|num=sg|pos=True case=nom|gender=fem|Sentiment::markable_150::Sentiment=True|num=sg Sentiment::markable_150::Sentiment=True Sentiment::markable_150::Sentiment=True|pos=True Sentiment::markable_150::Sentiment=True|EmoExpression::markable_151::Polarity=negative|EmoExpression::markable_151::Sarcasm=false|EmoExpression::markable_151::Uncertain=false|EmoExpression::markable_151::EmoExpression=True|EmoExpression::markable_151::SubjectiveFact=false|EmoExpression::markable_151::Intensity=medium case=acc|Sentiment::markable_150::Sentiment=True|Target::markable_152::Target=True|num=sg|*=True|Target::markable_152::Preferred=true|Target::markable_152::Anaphref=empty _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
363942820362465280	negative	Pofalla kann Zweifel in NSA-Affäre nicht ausräumen - wsj.de http://t.co/qzANiemYO1 via @WSJDeutschland	Pofalla können Zweifel in NSA-Affäre nicht ausräumen - wsj.de http://t.co/qzANiemYO1 via @WSJDeutschland	NE VMFIN NN APPR NN PTKNEG VVINF $( ADJA NN APPR NN	2/SB 0/-- 7/OA 3/MNR 4/NK 2/NG 2/OC 7/-- 10/NK 3/CJ 10/MNR 11/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_156::Intensity=medium|Sentiment::markable_155::Polarity=negative|EmoExpression::markable_156::Polarity=negative|EmoExpression::markable_156::Uncertain=false|gender=masc|Sentiment::markable_155::Sentiment=True|Sentiment::markable_155::Intensity=medium|EmoExpression::markable_156::SubjectiveFact=false|num=pl|EmoExpression::markable_156::Sarcasm=false|Sentiment::markable_155::Sarcasm=false|EmoExpression::markable_156::EmoExpression=True Sentiment::markable_155::Sentiment=True case=acc|num=pl|Target::markable_157::Target=True|EmoExpression::markable_158::EmoExpression=True|gender=masc|Sentiment::markable_155::Sentiment=True _ _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg
367720443194523648	neutral	. @JTrittin Können Die #Grünen Einen Demokratischen Wahlkampf Führen? Via @faz_net: http://t.co/Ns41QCZ3Uh #GrünerJugend #AfD #BTW13	. @JTrittin Können die #Grünen Eine demokratisch Wahlkampf Führen? Via @faz_net: http://t.co/Ns41QCZ3Uh #GrünerJugend #AfD #BTW13	$. NN NN ART ADJA NN ADJA NN NN NE ADJA NN NN ADJD CARD	0/-- 0/-- 0/-- 6/NK 6/NK 3/NK 8/NK 3/CJ 8/PD 0/-- 10/UC 0/-- 12/NK 15/MO 13/NK	_ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=pl|pers=1 case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _
