319780665581264897	negative	JETZT gebe ich Player 6 den Todesstoss. Lange genug hat er sich gewehrt :)	jetzt geben ich Player 6 die Todesstoss. Lange genug haben er sich wehren :)	ADV VVFIN PPER NN CARD ART NN NE ADV VAFIN PPER PRF VVPP ADJA	2/MO 0/-- 2/SB 2/OA 4/NK 7/NK 2/OA 10/SB 8/MO 0/-- 10/SB 13/OA 10/OC 13/MO	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ case=gen|EmoExpression::markable_5::Intensity=medium|gender=masc|EmoExpression::markable_5::EmoExpression=True|pos=True|EmoExpression::markable_5::Uncertain=false|num=pl|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive
319973164375486464	positive	Morgen sind meine Eltern wieder da! :)	Morgen sein mein Eltern wieder da! :)	NN VAFIN PPOSAT NN ADV ADJA ADJA	2/SB 0/-- 4/NK 2/SB 2/MO 2/MO 0/--	case=nom|Target::markable_101::Preferred=true|gender=fem|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100::Sarcasm=false|Target::markable_101::Anaphref=empty|num=pl|Sentiment::markable_100::Polarity=positive|Sentiment::markable_100::Intensity=medium|Target::markable_101::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=pl|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=pl|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=pl|pos=True|Sentiment::markable_100::Sentiment=True EmoExpression::markable_103::Intensity=medium|EmoExpression::markable_103::Uncertain=false|EmoExpression::markable_103::Sarcasm=false|EmoExpression::markable_103::SubjectiveFact=false|EmoExpression::markable_103::EmoExpression=True|Sentiment::markable_100::Sentiment=True|EmoExpression::markable_103::Polarity=positive
326367722738954241	positive	Der Apfel fällt nicht weit vom Birnenbaum :-) Köhler Sven &amp; Nico Küstermann Das hat man heute gesehen.	die Apfel fallen|fällen nicht weit von Birnenbaum :-) Köhler Sven &amp; Nico Küstermann die haben man heute gesehen.	ART NN VVFIN PTKNEG ADJD APPRART NN $( NE NE $( NE NN PDS VAFIN PIS ADV NE	2/NK 3/SB 0/-- 3/NG 3/MO 3/MO 10/PNC 7/-- 10/PNC 6/NK 10/-- 10/CJ 18/PNC 15/OA 3/CJ 15/SB 15/MO 12/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::Sarcasm=false|EmoExpression::markable_104::Uncertain=false case=nom|*=True|num=sg *=True *=True *=True *=True case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|*=True|num=sg
318692576301563904	negative	@supitsaileen ja *-* aber ich weiss nicht bei welchem lied o: habe ich ein lieblingslied? :b	@supitsaileen ja *-* aber ich wissen nicht bei welche lied o: haben ich eine lieblingslied? :b	NN ADV XY KON PPER VVFIN PTKNEG APPR PRELS ADJD ADJD VAFIN PPER ART ADJA NN	0/-- 11/MO 11/CJ 3/CD 6/SB 4/CJ 6/NG 6/MO 8/NK 11/MO 12/MO 0/-- 12/SB 15/NK 12/MO 0/--	_ EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=positive|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_100500220::Sarcasm=false|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|Sentiment::markable_107::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|Sentiment::markable_107::Sarcasm=false|Sentiment::markable_107::Polarity=negative EmoExpression::markable_105::Uncertain=false|mood=ind|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::EmoExpression=True|pers=3|EmoExpression::markable_105::Sarcasm=false|num=sg|tense=past|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_105::Intensity=medium Sentiment::markable_107::Sentiment=True case=nom|Sentiment::markable_107::Sentiment=True|*=True|Target::markable_108::Preferred=true|pers=1|num=sg|Target::markable_108::Target=True|Target::markable_108::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True|EmoExpression::markable_106::EmoExpression=True pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_109::Intensity=medium|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_109::SubjectiveFact=false|num=sg|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::EmoExpression=True EmoExpression::markable_109::EmoExpression=True
319737047696949249	positive	@HerrTutorial @YolandoDespidar Wir haben das gleiche Bild, Sami. Weeey! :-)	@HerrTutorial @YolandoDespidar wir haben die gleich Bild, Sami. Weeey! :-)	NN NN PPER VAFIN ART ADJA NN ADJA NN $(	0/-- 0/-- 4/SB 0/-- 7/NK 7/NK 8/OA 4/OC 0/-- 0/--	case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100500222::Intensity=medium|gender=neut|EmoExpression::markable_100500222::SubjectiveFact=false|pos=True|EmoExpression::markable_100500222::Sarcasm=false|num=sg|EmoExpression::markable_100500222::Polarity=positive|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Uncertain=false case=nom|gender=masc|num=sg EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::SubjectiveFact=false|EmoExpression::markable_110::EmoExpression=True|EmoExpression::markable_110::Polarity=positive
320269238625505281	positive	@Unerklaerlich wollte mal ausschlafen. Aber so ab 12/ halb 1 bin ich da. :) warum?	@Unerklaerlich wollen mal ausschlafen. aber so ab @card@ halb 1 sein ich Da. :) warum?	ADJD VMFIN ADV ADJD KON ADV APPR CARD ADJD CARD VAFIN PPER NE ADJA ADJA	0/-- 0/-- 2/MO 2/MO 11/JU 7/MO 11/MO 10/NMC 10/MO 7/NK 0/-- 11/SB 11/SB 0/-- 14/MO	pos=True pers=3|num=sg|tense=past|mood=ind _ pos=True _ _ _ _ pos=True _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind EmoExpression::markable_111::SubjectiveFact=false|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|EmoExpression::markable_111::Uncertain=false|EmoExpression::markable_111::Polarity=positive _
327826286338789376	neutral	Lena Glück: Lies mich und verkaufe dein Buch Sie haben ein Buch geschrieben, doch die Verkäufe sind schleppend? http://t.co/IbLPJHG7N3	Lena Glück: Lies ich und verkaufen dein Buch Sie haben eine Buch geschrieben, doch die Verkauf sein schleppend? http://t.co/IbLPJHG7N3	NE NN NE PRF KON VVFIN PPOSAT NN PPER VAFIN ART NN NE KON ART NN VAFIN ADJA NN	2/AG 0/-- 2/NK 2/OA2 4/CD 5/CJ 8/NK 6/OA 10/SB 6/CJ 12/NK 10/OA 12/NK 10/CD 16/NK 17/SB 14/CJ 17/MO 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg case=acc|*=True|num=sg|pers=1 _ pers=3|num=sg|tense=pres|mood=subj case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl|pos=True _
328506279175806976	negative	Foto: dortmunderjungs11: Also wenn er lacht sieht er ja schon knuffelich aus ^-^ http://t.co/cgmILQ2Who	Foto: dortmunderjungs11: also wenn er lachen sehen er ja schon knuffelich aus ^-^ http://t.co/cgmILQ2Who	NN VVFIN ADV KOUS PPER VVFIN VVFIN PPER ADV ADV ADJD PTKVZ XY NN	2/SB 0/-- 2/MO 6/CP 6/SB 7/MO 2/CJ 7/SB 7/MO 11/MO 7/MO 7/SVP 12/NK 12/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind Sentiment::markable_112::Polarity=negative|Sentiment::markable_112::Sarcasm=false|Sentiment::markable_112::Sentiment=True|Sentiment::markable_112::Intensity=medium Sentiment::markable_112::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_112::Sentiment=True|pers=3 pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True case=nom|Sentiment::markable_112::Sentiment=True|gender=masc|pers=3|num=sg|Target::markable_114::Target=True|Target::markable_114::Preferred=true|Target::markable_114::Anaphref=empty Sentiment::markable_112::Sentiment=True Sentiment::markable_112::Sentiment=True EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_115::Intensity=medium|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|pos=True Sentiment::markable_112::Sentiment=True case=dat|gender=neut|num=sg|EmoExpression::markable_116::EmoExpression=True|Sentiment::markable_112::Sentiment=True case=dat|gender=neut|num=sg
324244065191342080	neutral	Habe eigentlich noch genug Zeit für die Hausaufgaben, mache sie aber lieber morgen in der Pause.	haben eigentlich noch genug Zeit für die Hausaufgaben, machen sie aber lieb morgen in die Pause.	VAFIN ADV ADV ADV NN APPR ART NN VVFIN PPER ADV ADJD ADV APPR ART ADJA	0/-- 9/MO 4/MO 5/MO 9/OA 5/MNR 8/NK 6/NK 1/OC 9/OA 9/MO 9/MO 9/MO 9/MO 16/NK 14/NK	pers=3|num=sg|tense=past|mood=subj _ _ *=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg|pers=3 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
323008229334478848	neutral	ich kriege das OP von Haiyore! Nyarlko-san W immer noch nicht aus dem kopf	ich kriegen die OP von Haiyore! Nyarlko-san W immer noch nicht aus die kopf	PPER VVFIN ART NN APPR NE NE NN ADV ADV PTKNEG APPR PDS PTKVZ	2/SB 0/-- 4/NK 2/OA 4/PG 5/NK 8/PNC 0/-- 11/MO 11/MO 13/NG 8/PD 12/NK 12/SVP	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _ case=dat|gender=neut|num=sg _
325201699667066880	neutral	@astridschuler Zühlke Blog, danke dafür, liest sich super! Gibt's Abo-Liste, Hashtag, um schnell zu erfahren, wenn es wieder was Neues gibt?	@astridschuler Zühlke Blog, danken dafür, lesen sich super! geben Abo-Liste, Hashtag, um schnell zu erfahren, wenn es wieder was Neue gibt?	NN NE NE VVFIN ADV VVFIN PRF ADJD VVFIN NE NE APPR ADJD APPR NE KOUS PPER ADV PIAT NN ADJA	0/-- 3/PNC 4/SB 6/SB 4/MO 0/-- 6/OA 6/MO 0/-- 11/PNC 9/SB 9/MO 12/MO 9/MO 14/NK 9/MO 9/EP 9/MO 20/NK 9/OA 20/MO	comp=True case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg pos=True pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True _ case=dat|*=True|num=sg _ case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
321956866903138304	neutral	Ist es grau, dann mach dich schlau! http://t.co/6gKHj9mEmt	sein es grau, dann machen du schlau! http://t.co/6gKHj9mEmt	VAFIN PPER ADJD ADV VVIMP PPER ADJA NN	0/-- 1/SB 1/PD 3/MO 1/CJ 5/OA 5/NK 0/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ pers=3|num=sg|tense=past|mood=ind case=acc|pers=2|num=sg case=acc|gender=fem|num=sg|pos=True _
318962694411653120	positive	der mensch ist unhöflich, müde, sehr interessant, seltsam und neugierig!	die Mensch sein unhöflich, müde, sehr interessant, seltsam und neugierig!	ART NN VAFIN NE NE ADV NE ADJD KON ADJD	2/NK 3/SB 0/-- 5/PNC 3/SB 7/MO 8/DA 3/PD 8/CD 9/CJ	case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=false|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True pers=3|Sentiment::markable_118::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=negative|Sentiment::markable_118::Sentiment=True|gender=masc|EmoExpression::markable_121::EmoExpression=True|num=sg|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|Intensifier::markable_123::Degree=medium|Intensifier::markable_123::Intensifier=True|Intensifier::markable_123::EmoExpressionRef=emo-expression:markable_122 Sentiment::markable_118::Sentiment=True|pos=True Sentiment::markable_118::Sentiment=True|EmoExpression::markable_124::Uncertain=false|EmoExpression::markable_124::SubjectiveFact=false|pos=True|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Sarcasm=false|EmoExpression::markable_124::Polarity=positive|EmoExpression::markable_124::Intensity=medium Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|EmoExpression::markable_126::Intensity=medium|pos=True|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Sarcasm=false|EmoExpression::markable_126::Uncertain=false|EmoExpression::markable_126::Polarity=positive|EmoExpression::markable_126::SubjectiveFact=false
325162078191095808	neutral	RT @DieKlatsche: Mal sehen was morgen denn dann geht gegen den neuen deutschen Meister... Punkte brauchen die eh nicht mehr +heimsieg #h96	RT @DieKlatsche: Mal sehen was morgen denn dann gehen gegen die neu deutsch Meister... Punkt brauchen die eh nicht mehr +heimsieg #h96	NE ADJA NN VVFIN PIS ADV ADV ADV VVFIN APPR ART ADJA ADJA NN NN VVFIN PDS ADV PTKNEG PIAT NN CARD	2/SB 0/-- 4/MO 0/-- 4/OA 5/MNR 8/MO 9/MO 4/CJ 9/MO 14/NK 14/NK 14/NK 10/NK 16/SB 0/-- 16/OA 16/MO 16/NG 21/NK 16/OA 21/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True _ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg _ _ *=True case=acc|gender=masc|num=sg _
325122612378337281	neutral	Wie wäre's jetzt mit einem exotischen Cocktail auf Bali? http://t.co/S5Q10MYxnG http://t.co/nDotGlYkls	wie wäre's jetzt mit eine exotisch Cocktail auf Bali? http://t.co/S5Q10MYxnG http://t.co/nDotGlYkls	KOKOM NE ADV APPR ART ADJA NN APPR NE NE NN	2/CM 0/-- 2/MO 2/MO 7/NK 7/NK 4/NK 7/MNR 8/NK 11/AG 0/--	_ case=nom|*=True|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=acc|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
326378849120157697	neutral	RT @SusiSorglos15: Twitter, Facebook, Google+... so viele 'Spielwiesen' und so viel Einsamkeit.	RT @SusiSorglos15: Twitter, Facebook, Google+... so viele 'Spielwiesen' und so viele Einsamkeit.	NE ADJA NN NE NN ADV PIAT TRUNC KON ADV PIAT NN	0/-- 1/UC 0/-- 5/PNC 3/NK 12/MO 8/NK 9/CJ 12/CD 11/MO 12/NK 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|Intensifier::markable_130::Degree=medium|Intensifier::markable_130::EmoExpressionRef=emo-expression:markable_129|Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|*=True|Sentiment::markable_127::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True
324071884239036417	neutral	@tomenmeta "das Leben ist zu kurz um Müesli zu frühstücken" (Reinhold Messner) @CSSTeam_at	@tomenmeta "das Leben sein zu kurz um Müesli zu frühstücken" (Reinhold Messner) @CSSTeam_at	NN NN NN VAFIN PTKA ADJD APPR NE APPR ADJA NN ADJA NN	0/-- 4/SB 2/NK 0/-- 6/MO 7/MO 12/MO 7/NK 12/MO 11/NK 9/NK 13/NK 4/PD	case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=acc|*=True|num=sg _ _ gender=fem|*=True|num=sg gender=fem|*=True|num=sg|pos=True gender=fem|*=True|num=sg
320226570247745536	negative	Zwei Wochen Pause für Bale: Hier entschuldigt sich Degen: Nach dem unglücklichen Zweikampf mit Gareth Bale ent... http://t.co/22s693CIv6	zwei Woche Pause für Bale: hier entschuldigen sich Degen: nach die unglücklich Zweikampf mit Gareth Bale ent... http://t.co/22s693CIv6	CARD NN NN APPR NN ADV VVFIN PRF NN APPR ART ADJA NN APPR NE NE NE CARD	2/NK 7/MO 2/NK 2/MNR 4/NK 7/MO 0/-- 7/OA 7/SB 9/MNR 13/NK 13/NK 10/NK 13/MNR 14/NK 17/PNC 9/UC 0/--	_ case=acc|gender=fem|num=pl case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=masc|num=sg Sentiment::markable_131::Polarity=negative|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Sarcasm=false|Sentiment::markable_131::Intensity=medium case=dat|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True|Target::markable_132::Preferred=true|gender=neut|Target::markable_132::Anaphref=empty case=dat|Target::markable_132::Target=True|EmoExpression::markable_133::Uncertain=false|gender=neut|EmoExpression::markable_133::SubjectiveFact=false|pos=True|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|EmoExpression::markable_133::Polarity=negative|EmoExpression::markable_133::Intensity=medium|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True Target::markable_132::Target=True|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True _ _
322641413235949569	neutral	Himmel blau und Sonne satt \o/	Himmel blau und Sonne satt \o/	NN ADJD KON NN ADJD ADJA	0/-- 6/MO 2/CD 3/CJ 6/MO 1/PD	case=nom|gender=masc|num=sg pos=True _ case=acc|gender=fem|num=sg pos=True case=acc|gender=fem|num=sg|EmoExpression::markable_100500223::EmoExpression=True|pos=True
318494157087854592	negative	Die Feinde des Reichs werden vor der Macht meines neuen Zaubers erzittern, Tief. http://t.co/L1Au860NA1 #Android #AndroidGames #gameinsight	die Feind die Reich werden vor die Macht mein neu Zauber erzittern, Tief. http://t.co/L1Au860NA1 #Android #AndroidGames #gameinsight	ART NN ART NE VAFIN APPR ART NN PPOSAT ADJA NN NE NE CARD NN ADJA NN	2/NK 5/SB 4/NK 2/AG 0/-- 16/MO 8/NK 6/NK 11/NK 11/NK 8/AG 13/PNC 11/NK 15/NK 5/SB 17/NK 15/NK	case=nom|EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::Polarity=negative|EmoExpression::markable_136::EmoExpression=True|gender=fem|Sentiment::markable_134::Intensity=medium|num=sg|Sentiment::markable_134::Polarity=negative|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_136::Intensity=medium|Sentiment::markable_134::Sarcasm=false|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false case=nom|gender=fem|EmoExpression::markable_136::EmoExpression=True|num=sg|Sentiment::markable_134::Sentiment=True case=gen|num=sg|Target::markable_135::Preferred=true|gender=masc|Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True|Target::markable_135::Anaphref=empty case=gen|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_135::Target=True pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
323918794915475456	negative	Beginnen Sie einfach mit einem, "kalten Entzug" der falschen Lebensmittel und Gewohnheiten. http://t.co/wfQq1FJhMG	beginnen Sie einfach mit einem, "kalten Entzug" die falsch Lebensmittel und Gewohnheiten. http://t.co/wfQq1FJhMG	VVFIN PPER ADJD APPR NE NN NN ART ADJA NN KON NN NE	0/-- 1/SB 1/MO 1/MO 6/PNC 7/NK 4/NK 10/NK 10/NK 7/AG 10/CD 11/CJ 10/AG	pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 pos=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|Sentiment::markable_137::Sarcasm=false|num=sg|Sentiment::markable_137::Polarity=negative|gender=fem|Sentiment::markable_137::Intensity=medium|Sentiment::markable_137::Sentiment=True case=gen|EmoExpression::markable_139::Intensity=medium|gender=fem|pos=True|Sentiment::markable_137::Sentiment=True|num=sg|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=negative case=gen|Target::markable_138::Anaphref=empty|num=sg|Target::markable_138::Preferred=true|gender=fem|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=gen|gender=fem|num=sg
328628433292771329	neutral	@broeselbub Für den #Euro mussten die Banken gerettet werden. Kein #Euro, keine Bankenrettung, keine Einmischung in die griechische Politik.	@broeselbub für die #Euro müssen die Bank retten werden. keine #Euro, keine Bankenrettung, keine Einmischung in die griechisch Politik.	NN APPR ART NN VMFIN ART NN VVPP NE PIAT NN PIAT NN PIAT NN APPR ART ADJA NN	0/-- 8/MO 4/NK 2/NK 0/-- 7/NK 5/SB 5/OC 8/OA 11/NK 0/-- 13/NK 11/CJ 15/NK 13/CJ 15/MNR 19/NK 19/NK 16/NK	case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ gender=neut|*=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg
324258207981785089	positive	@Sp3aedy @xs_11official genau auf den wollte ich hinaus :)	@Sp3aedy @xs_11official genau auf die wollen ich hinaus :)	NN ADJD ADJD APPR ART VMFIN PPER ADV ADJA	0/-- 0/-- 4/MO 6/MO 4/NK 0/-- 6/SB 6/MO 6/MO	case=nom|gender=fem|num=sg pos=True pos=True _ case=acc|gender=masc|num=sg pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ mood=ind|EmoExpression::markable_140::Uncertain=false|pers=1|EmoExpression::markable_140::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::EmoExpression=True|EmoExpression::markable_140::SubjectiveFact=false|EmoExpression::markable_140::Intensity=medium
