381764388614836224	positive	@ozerergun09 @spdhh das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht :-)	@ozerergun09 @spdhh die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen :-)	CARD NN PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP $(	0/-- 0/-- 4/SB 14/MO 4/MO 4/NK 0/-- 7/SB 8/NK 12/NK 12/NK 14/OA 14/MO 7/OC 14/--	_ _ case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
375203847670870016	negative	RT @Piraten_MV: Achtung, Satire: Der National-O-Mat als "rechte" Entscheidungshilfe für die Bundestagswahl:). http://t.co/4mNc4rLgZX /et	RT @Piraten_MV: Achtung, Satire: die National-O-Mat als "rechte" Entscheidungshilfe für die Bundestagswahl:). http://t.co/4mNc4rLgZX /et	NE ADJA NN NN ART NE KOKOM NN NN APPR ART NN NN NE	0/-- 1/UC 0/-- 6/PNC 6/NK 3/NK 3/CD 7/NK 8/NK 8/MNR 12/NK 10/NK 12/NK 13/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg|Sentiment::markable_100::Sentiment=True case=nom|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=masc|Sentiment::markable_100::Sentiment=True|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=negative|EmoExpression::markable_99::EmoExpression=True|EmoExpression::markable_99::Uncertain=false case=nom|gender=masc|num=sg|Sentiment::markable_100::Sentiment=True case=nom|Target::markable_101::Anaphref=empty|num=sg|Target::markable_101::Preferred=true|gender=masc|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=acc|gender=fem|num=sg case=nom|gender=fem|num=pl _
359372418374053891	positive	@Agetier mein bester,wir müssen die tage noch mal zusammensitzen/telefonieren wegen wahlkampf. :-) es ist wirklich nötig...	@Agetier mein bester,wir müssen die tagen noch mal zusammensitzen/telefonieren wegen wahlkampf. :-) es sein wirklich nötig...	NN PPOSAT NN VMFIN ART VVFIN ADV ADV VVFIN APPR NE $( PPER VAFIN ADJD ADJA	0/-- 3/NK 4/SB 0/-- 6/NK 7/PNC 8/MO 4/MO 4/OC 9/MO 10/NK 13/-- 14/SB 0/-- 16/MO 14/PD	case=nom|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|gender=neut|Sentiment::markable_103::Polarity=positive|Sentiment::markable_103::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_103::Sentiment=True case=nom|*=True|pers=1|num=pl|Target::markable_107::Target=True|Target::markable_107::Preferred=true|Target::markable_107::Anaphref=empty|Sentiment::markable_103::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Target::markable_107::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_107::Target=True|Sentiment::markable_103::Sentiment=True pers=3|num=sg|tense=pres|mood=subj|Target::markable_107::Target=True|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True|Target::markable_107::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_107::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_108::Anaphref=empty|Target::markable_108::Preferred=true|Target::markable_108::Target=True Target::markable_108::Target=True|Sentiment::markable_103::Sentiment=True gender=fem|*=True|num=sg|Sentiment::markable_103::Sentiment=True EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=positive case=nom|Target::markable_104::Preferred=true|gender=neut|Target::markable_104::Target=True|pers=3|num=sg|Target::markable_104::Anaphref=markable_107|Sentiment::markable_103::Sentiment=True pers=3|Sentiment::markable_103::Sentiment=True|num=sg|tense=pres|mood=ind Intensifier::markable_106::Degree=medium|Intensifier::markable_106::Intensifier=True|Sentiment::markable_103::Sentiment=True|pos=True|Intensifier::markable_106::EmoExpressionRef=emo-expression:markable_105 case=nom|gender=masc|num=sg|pos=True
362624402837364736	mixed	Und Wiederwahl Fehlversuche bei der #Fritzbox meiner Eltern. Nach Gewitter DSL Eingang keine Finktion. Tips?! :) http://t.co/CblOjeXg2p	und Wiederwahl Fehlversuch bei die #Fritzbox mein Eltern. nach Gewitter DSL Eingang keine Finktion. Tips?! :) http://t.co/CblOjeXg2p	KON NN NN APPR ART NN PPOSAT NN APPR NN NN NN PIAT NE NN ADJA NN	2/JU 0/-- 2/SB 2/MO 6/NK 4/NK 8/NK 6/AG 11/MO 9/NK 0/-- 14/PNC 14/NK 11/NK 0/-- 17/NK 0/--	_ case=nom|*=True|num=pl case=nom|EmoExpression::markable_10409979::Intensity=medium|EmoExpression::markable_10409979::Uncertain=false|EmoExpression::markable_10409979::SubjectiveFact=false|*=True|EmoExpression::markable_10409979::EmoExpression=True|num=pl|EmoExpression::markable_10409979::Sarcasm=false|EmoExpression::markable_10409979::Polarity=negative _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::Uncertain=false|EmoExpression::markable_109::EmoExpression=True|EmoExpression::markable_109::Intensity=medium _
359692759227039745	positive	@JRehborn Eine neue Haltung erfordert Rügrad! Etwas, dass ich bei den Grünen seid LANGEM vermisse! :( //@EinAugenschmaus	@JRehborn eine neu Haltung erfordern Rügrad! Etwas, dass ich bei die Grüne sein lang vermisse! :( //@EinAugenschmaus	NN ART ADJA NN VVFIN NN VVFIN KOUS PPER APPR ART NN VAFIN ADJA ADJA ADJA NN	0/-- 4/NK 4/NK 5/SB 0/-- 5/OA 13/MO 13/CP 13/SB 9/MNR 12/NK 10/NK 0/-- 15/NK 13/SB 17/NK 0/--	case=nom|gender=neut|num=sg case=nom|num=sg|Sentiment::markable_110::Intensity=medium|Sentiment::markable_110::Sarcasm=false|gender=fem|Sentiment::markable_110::Polarity=positive|Sentiment::markable_110::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True pers=3|Sentiment::markable_110::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True pers=3|Sentiment::markable_110::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_110::Sentiment=True case=nom|pers=1|num=sg|Source::markable_111::Source=True|Source::markable_111::Anaphref=empty|*=True|Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_110::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_110::Sentiment=True pers=2|Sentiment::markable_110::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|gender=neut|num=pl|Sentiment::markable_110::Sentiment=True|pos=True *=True|Sentiment::markable_110::Sentiment=True|pos=True EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::SubjectiveFact=false|EmoExpression::markable_114::Polarity=negative|Sentiment::markable_110::Sentiment=True _
380783489676623873	positive	Es gibt auch prognosen, die #piraten+ bei 5% sehen- zb erststimme in meinem wahlkreis :-) #oberhavel http://t.co/lhrM9lUOkk	Es geben auch prognosen, die #piraten+ bei @card@ sehen- zb Erststimme in mein wahlkreis :-) #oberhavel http://t.co/lhrM9lUOkk	NN VVFIN ADV NE ART NN APPR CARD TRUNC ADJA NN APPR PPOSAT ADJA $( ADJA NN	2/SB 0/-- 4/MO 2/SB 6/NK 2/OA 6/MNR 9/NK 10/CJ 11/NK 7/NK 11/MNR 17/NK 17/NK 14/-- 17/NK 12/NK	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=subj _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=neut|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
381616922544308225	positive	In ein paar Stunden sind die Wahlen... Wählt das richtige! ;-)	in eine paar Stunde|Stunden sein die Wahlen... wählen die richtige! ;-)	APPR ART PIAT NN VAFIN ART NN VVFIN ART ADJA $(	5/MO 3/NK 4/NK 1/NK 0/-- 7/NK 5/SB 0/-- 10/NK 8/SB 0/--	_ *=True *=True case=acc|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True EmoExpression::markable_117::Intensity=medium|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Sarcasm=false|EmoExpression::markable_117::Uncertain=false
376757618653425664	negative	RT @Revolt_Germany: #Piraten wirken gegen #Überwachung''swahn der #Polizei bei #FSA13 RT @0LG12: Gegen Kamerawagen kann man was tun! ;-) htt...	RT @Revolt_Germany: #Piraten wirken gegen #Überwachung''swahn die #Polizei bei #FSA13 RT @0LG12: gegen Kamerawagen können man was tun! ;-) htt...	NE ADJA NN VVFIN APPR NN ART NN APPR NN NE NN APPR NN VMFIN PIS PIAT ADJA $( NN	0/-- 1/PNC 4/SB 0/-- 4/MO 5/NK 8/NK 6/AG 4/MO 9/NK 10/NK 4/OA 15/MO 13/NK 0/-- 15/SB 18/MO 15/MO 20/-- 0/--	case=nom|*=True|num=sg *=True|pos=True case=nom|Sentiment::markable_118::Polarity=negative|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Sentiment::markable_118::Sarcasm=false|Source::markable_119::Anaphref=empty|num=pl|Source::markable_119::Source=True Sentiment::markable_118::Sentiment=True|mood=ind|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=medium|pers=3|num=pl|tense=pres|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::SubjectiveFact=false EmoExpression::markable_120::EmoExpression=True|Sentiment::markable_118::Sentiment=True case=acc|EmoExpression::markable_122::Polarity=negative|EmoExpression::markable_122::SubjectiveFact=false|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_122::Sarcasm=false|gender=masc|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::EmoExpression=True|num=pl|Target::markable_121::Target=True|Target::markable_121::Preferred=true|EmoExpression::markable_122::Intensity=medium|Target::markable_121::Anaphref=empty case=gen|gender=fem|num=sg|Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg Sentiment::markable_123::Intensity=medium|EmoExpression::markable_124::Uncertain=false|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Sarcasm=false|Sentiment::markable_123::Polarity=negative|EmoExpression::markable_124::Polarity=negative|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_124::Intensity=medium|Sentiment::markable_123::Sarcasm=false case=acc|num=sg|Target::markable_125::Anaphref=empty|Target::markable_125::Preferred=true|Target::markable_125::Target=True|gender=masc|Sentiment::markable_123::Sentiment=True pers=3|Sentiment::markable_123::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|*=True|Sentiment::markable_123::Sentiment=True|num=sg case=acc|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg case=acc|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg EmoExpression::markable_126::Sarcasm=false|EmoExpression::markable_126::Uncertain=false|EmoExpression::markable_126::Polarity=positive|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_126::SubjectiveFact=false|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Intensity=medium _
373772666412740608	positive	"Veranstaltungen der Piratenpartei, auf denen im gefühlten Fünf-Sekunden-Takt Fotos geschossen und ins Netz gestellt werden, besser meiden."	"Veranstaltungen die Piratenpartei, auf die in gefühlt Fünf-Sekunden-Takt Foto schießen und in Netz stellen werden, gut meiden."	NN ART NE APPR PDS APPRART ADJA NN NN VVPP KON APPRART NN VVPP NE ADJD ADJA	0/-- 3/NK 1/AG 10/MO 4/NK 10/MO 8/NK 6/NK 10/OA 1/OC 10/CD 14/MO 12/NK 11/CJ 14/OA 17/MO 1/PD	case=nom|Sentiment::markable_127::Sarcasm=false|gender=fem|Sentiment::markable_127::Polarity=positive|Target::markable_128::Anaphref=empty|Target::markable_128::Preferred=true|num=pl|Sentiment::markable_127::Intensity=medium|Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=dat|num=sg|Target::markable_128::Target=True|gender=masc|pos=True|Sentiment::markable_127::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=acc|gender=neut|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True comp=True|Sentiment::markable_127::Sentiment=True gender=fem|*=True|num=sg|pos=True
361072601482805249	negative	Wer hat Angst vorm "Steuer"- Monster? : Das Thema "Steuern" scheint im anlaufenden Wahlkampf ein wichtig... http://t.co/f3F5OBNqjD	wer haben Angst vorm "Steuer"- Monster? : die Thema "Steuern" scheinen in anlaufend Wahlkampf eine wichtig... http://t.co/f3F5OBNqjD	PWS VAFIN NN APPRART NN NN $. ART NN NN VVFIN APPRART ADJA NN ART ADJA NN	2/SB 0/-- 2/OA 3/MNR 4/NK 2/OA 0/-- 9/NK 11/SB 9/NK 0/-- 11/MO 14/NK 12/NK 16/NK 11/SB 0/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Sarcasm=false|gender=fem|EmoExpression::markable_130::EmoExpression=True|EmoExpression::markable_130::Intensity=medium|num=sg|EmoExpression::markable_130::Polarity=negative|EmoExpression::markable_130::Uncertain=false case=acc|gender=fem|num=sg EmoExpression::markable_131::Sarcasm=false|EmoExpression::markable_131::Uncertain=false|EmoExpression::markable_131::Polarity=negative|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::EmoExpression=True|EmoExpression::markable_131::Intensity=medium case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg
372114197137858560	negative	Piraten, die ehrenamtlichen Piraten Urlaub verbieten wollen wegen Wahlkampf. Niederbayern ist immer wieder für einen Lacher gut ;)	Piraten, die ehrenamtlich Pirat Urlaub verbieten wollen wegen Wahlkampf. Niederbayern sein immer wieder für eine Lacher gut ;)	NE ART ADJA NN NE VVINF VMFIN APPR NE NE VAFIN ADV ADV APPR ART NN ADJD ADJA	7/SB 4/NK 4/NK 6/OA 4/NK 7/OC 0/-- 7/MO 8/NK 11/SB 0/-- 13/MO 11/MO 11/MO 16/NK 14/NK 18/MO 11/PD	case=nom|*=True|Sentiment::markable_133::Sentiment=True|num=sg case=nom|num=pl|Sentiment::markable_133::Sentiment=True|Source::markable_134::Source=True|gender=fem|Source::markable_134::Anaphref=empty case=nom|num=pl|Source::markable_134::Source=True|gender=fem|Sentiment::markable_133::Sentiment=True|pos=True case=nom|gender=fem|Sentiment::markable_133::Sentiment=True|num=pl|Source::markable_134::Source=True case=acc|num=sg|Target::markable_135::Preferred=true|gender=masc|Sentiment::markable_133::Sentiment=True|Target::markable_135::Target=True|Target::markable_135::Anaphref=empty EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=negative|Sentiment::markable_133::Sentiment=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false pers=3|Sentiment::markable_133::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_133::Sentiment=True Sentiment::markable_133::Sentiment=True|*=True case=nom|Target::markable_138::Preferred=true|gender=neut|Sentiment::markable_137::Intensity=medium|Sentiment::markable_137::Sentiment=True|Sentiment::markable_137::Sarcasm=false|Target::markable_138::Anaphref=empty|num=sg|Sentiment::markable_137::Polarity=negative|Target::markable_138::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_137::Sentiment=True case=acc|EmoExpression::markable_141::Polarity=negative|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|gender=masc|Sentiment::markable_137::Sentiment=True|num=sg|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Sarcasm=false|EmoExpression::markable_141::Uncertain=false Sentiment::markable_137::Sentiment=True|pos=True|EmoExpression::markable_139::Intensity=medium|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=positive case=acc|EmoExpression::markable_140::Uncertain=false|gender=masc|pos=True|Sentiment::markable_137::Sentiment=True|EmoExpression::markable_140::Polarity=positive|num=sg|EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::EmoExpression=True|EmoExpression::markable_140::SubjectiveFact=false|EmoExpression::markable_140::Intensity=medium
381816299338207232	negative	RT @Annika_K: Das Wahlergebnis zeigt jedenfalls eins: #Überwachung und #NSA interessieren die Leute nicht wirklich; sonst würden sie nicht ...	RT @Annika_K: die Wahlergebnis zeigen jedenfalls eins: #Überwachung und #NSA interessieren die Leute nicht wirklich; sonst werden sie nicht ...	NE NN ART NN VVFIN ADV ADJA NN KON NN VVFIN ART NN PTKNEG ADJD ADV VAFIN PPER PTKNEG $.	2/PNC 0/-- 4/NK 5/SB 0/-- 5/MO 8/NK 11/SB 8/CD 9/CJ 5/OC 13/NK 11/SB 11/NG 11/MO 15/MO 11/CJ 17/SB 17/NG 19/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg|pos=True case=nom|Sentiment::markable_142::Sarcasm=false|Sentiment::markable_142::Polarity=negative|gender=fem|Target::markable_143::Target=True|Target::markable_143::Anaphref=empty|num=sg|Sentiment::markable_142::Intensity=medium|Target::markable_143::Preferred=true|Sentiment::markable_142::Sentiment=True Sentiment::markable_142::Sentiment=True case=nom|num=sg|Target::markable_144::Target=True|gender=fem|Target::markable_144::Anaphref=empty|Target::markable_144::Preferred=true|Sentiment::markable_142::Sentiment=True EmoExpression::markable_146::Sarcasm=false|mood=ind|EmoExpression::markable_146::Polarity=positive|EmoExpression::markable_146::Intensity=medium|pers=3|num=pl|tense=pres|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=false|Sentiment::markable_142::Sentiment=True|EmoExpression::markable_146::EmoExpression=True case=nom|num=pl|Source::markable_145::Source=True|*=True|Source::markable_145::Anaphref=empty|Sentiment::markable_142::Sentiment=True case=nom|*=True|Source::markable_145::Source=True|num=pl|Sentiment::markable_142::Sentiment=True Negation::markable_147::Negation=True|Negation::markable_147::EmoExpressionRef=emo-expression:markable_146|Sentiment::markable_142::Sentiment=True pos=True _ pers=3|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=3 _ _
347295927645638656	negative	RT @Volker_Beck: Ich hoffe, dass sich Politiker von Union und SPD an ihre Kritik an #prism erinnern, wenn es um #VDS geht #Obama	RT @Volker_Beck: ich hoffe, dass sich Politiker von Union und SPD an ihr Kritik an #prism erinnern, wenn es um #VDS gehen #Obama	NE NN PPER VVFIN KOUS PRF NN APPR NE KON NE APPR PPOSAT NN APPR NE VVFIN KOUS PPER APPR NN VVFIN NN	2/AG 0/-- 4/SB 0/-- 17/CP 17/OA 17/SB 7/PG 8/NK 9/CD 10/CJ 7/MNR 14/NK 12/NK 14/MNR 15/NK 4/OC 22/CP 22/EP 22/OP 20/NK 17/MO 17/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|pers=3|num=pl|Sentiment::markable_148::Intensity=medium|Sentiment::markable_148::Sentiment=True|Sentiment::markable_148::Sarcasm=false|Sentiment::markable_148::Polarity=negative case=nom|Source::markable_149::Anaphref=empty|num=pl|Sentiment::markable_148::Sentiment=True|gender=masc|Source::markable_149::Source=True Sentiment::markable_148::Sentiment=True|Source::markable_149::Source=True case=dat|gender=fem|num=sg|Source::markable_149::Source=True|Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True|Source::markable_149::Source=True case=dat|gender=fem|num=sg|Source::markable_149::Source=True|Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_148::Sentiment=True case=dat|EmoExpression::markable_150::EmoExpression=True|gender=fem|EmoExpression::markable_150::Intensity=medium|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false|EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::Polarity=negative|num=sg|Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True case=dat|Target::markable_151::Anaphref=empty|Sentiment::markable_148::Sentiment=True|num=sg|Target::markable_151::Target=True|gender=neut|Target::markable_151::Preferred=true _ _ case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg
380436611512958976	negative	RT @kreativkomm: An Steinhauser und seinen Verlegenheitsblicken merkt man, wie alt die Grünen geworden sind. #ampunkt	RT @kreativkomm: an Steinhauser und sein Verlegenheitsblicken merken man, wie alt die Grüne werden sind. #ampunkt	NE NN APPR NE KON PPOSAT NN VVFIN NE KOKOM ADJD ART NN VAPP ADJA NN	2/AG 0/-- 8/MO 3/NK 4/CD 7/NK 5/CJ 0/-- 8/SB 11/CM 8/MO 13/NK 8/OA 13/OC 8/MO 0/--	case=nom|Sentiment::markable_152::Intensity=medium|num=sg|Sentiment::markable_152::Polarity=negative|gender=neut|Sentiment::markable_152::Sentiment=True|Sentiment::markable_152::Sarcasm=false case=nom|gender=neut|Sentiment::markable_152::Sentiment=True|num=sg Sentiment::markable_152::Sentiment=True case=dat|gender=neut|Sentiment::markable_152::Sentiment=True|num=sg Sentiment::markable_152::Sentiment=True case=dat|gender=masc|Sentiment::markable_152::Sentiment=True|num=pl case=dat|gender=masc|Sentiment::markable_152::Sentiment=True|num=pl pers=3|Sentiment::markable_152::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|*=True|Sentiment::markable_152::Sentiment=True|num=sg Sentiment::markable_152::Sentiment=True EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Polarity=negative|Sentiment::markable_152::Sentiment=True|EmoExpression::markable_155::Intensity=medium|pos=True|EmoExpression::markable_155::Uncertain=false|EmoExpression::markable_155::SubjectiveFact=false|EmoExpression::markable_155::EmoExpression=True case=acc|Target::markable_154::Target=True|num=pl|Target::markable_154::Preferred=true|gender=fem|Sentiment::markable_152::Sentiment=True|Target::markable_154::Anaphref=empty case=acc|gender=fem|Sentiment::markable_152::Sentiment=True|num=pl|Target::markable_154::Target=True Sentiment::markable_152::Sentiment=True pers=3|Sentiment::markable_152::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg
