324257473294917633	negative	@Schlumpfkanone Auf dem Tisch liegen Mozart Kugeln, ber ich will mich nicht bewegen... :(	@Schlumpfkanone auf die Tisch liegen Mozart Kugeln, ber ich wollen ich nicht bewegen... :(	NN APPR ART NN VVFIN NE NE VVFIN PPER VMFIN PPER PTKNEG ADJA ADJA	0/-- 5/MO 4/NK 2/NK 0/-- 7/PNC 5/DA 5/MO 8/SB 8/MO 10/OA 10/NG 8/MO 0/--	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
337654220842995712	positive	RT @CeglarM: Lassalle forderte schon einen Mindestlohn. Nach der letzten SPD-Regierung fordert man das immer noch ;-) #150JahreSPD	RT @CeglarM: Lassalle fordern schon eine Mindestlohn. nach die letzt SPD-Regierung fordern man die immer noch ;-) #150JahreSPD	NE ADJA NN VVFIN ADV ART NE APPR ART ADJA NN VVFIN PIS PDS ADV ADV $( ADJD	0/-- 1/PNC 4/SB 0/-- 4/MO 7/NK 4/OA 12/MO 11/NK 11/NK 8/NK 0/-- 12/SB 12/OA 16/MO 12/MO 16/-- 12/MO	case=nom|*=True|num=sg *=True|pos=True case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=neut|num=sg _ _ EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=positive pos=True
320072692550217728	mixed	@join13luck wahrscheinlich, #Steinbrück fühlte sich als Kanzler ja eh unterbezahlt ;-)	@join13luck wahrscheinlich, #Steinbrück fühlen sich als Kanzler ja eh unterbezahlen ;-)	NN ADJA NN VVFIN PRF KOKOM NN ADV ADV VVPP $(	0/-- 3/NK 4/SB 0/-- 4/OA 10/MO 6/NK 10/MO 10/MO 4/MO 10/--	case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=masc|num=sg _ _ EmoExpression::markable_100500344::Intensity=medium|EmoExpression::markable_100500344::Sarcasm=false|EmoExpression::markable_100500344::SubjectiveFact=false|EmoExpression::markable_100500344::EmoExpression=True|EmoExpression::markable_100500344::Uncertain=false|EmoExpression::markable_100500344::Polarity=negative EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|EmoExpression::markable_47::Intensity=medium
319178588505141250	positive	Mehr Partizipation bei der SPD :) http://t.co/sBSMZW7qEp	mehr Partizipation bei die SPD :) http://t.co/sBSMZW7qEp	ADV NN APPR ART NE ADJA NN	2/MO 0/-- 2/MNR 5/NK 3/NK 7/NK 2/SB	*=True case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|gender=neut|pos=True|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::SubjectiveFact=false|num=pl|EmoExpression::markable_48::Intensity=medium|EmoExpression::markable_48::EmoExpression=True case=acc|gender=neut|num=pl
318817823164096514	positive	@BarbaraKaufmann Ah, Politik und Religion. Schon vorgemerkt. :-) #ö1 #journalpanorama	@BarbaraKaufmann Ah, Politik und Religion. schon vorgemerkt. :-) #ö1 #journalpanorama	NN NE NN KON NE ADV VVPP $( CARD NN	0/-- 3/AG 0/-- 3/CD 4/CJ 7/MO 0/-- 9/-- 10/NK 0/--	case=nom|gender=masc|num=sg case=gen|*=True|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=false|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::SubjectiveFact=false|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=medium _ gender=neut|*=True
332590423379935233	positive	#Piratenpartei Migranten jetzt besser unterstützen! : Die Migraten bei uns werden finanziell zu... http://t.co/eWqUMylZiM #Piraten #Forum	#Piratenpartei Migranten jetzt gut unterstützen! : die Migraten bei wir werden finanziell zu... http://t.co/eWqUMylZiM #Piraten #Forum	NN NN ADV ADJD VVFIN $. ART NN APPR PPER VAFIN ADJD ADJA NN NN NN	2/NK 5/OA 5/MO 5/MO 0/-- 11/-- 8/NK 11/SB 8/MNR 9/NK 0/-- 13/MO 11/OC 0/-- 14/NK 14/OA	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ EmoExpression::markable_100500232::Sarcasm=false|EmoExpression::markable_100500232::Polarity=positive|EmoExpression::markable_100500232::EmoExpression=True|comp=True|EmoExpression::markable_100500232::Uncertain=false|EmoExpression::markable_100500232::Intensity=medium|EmoExpression::markable_100500232::SubjectiveFact=false pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl
318970422139969536	neutral	Keine Unterstützung des Jüdischen Nationalfonds durch die SPD! https://t.co/MhSxsrJ34c via @change	keine Unterstützung die jüdisch Nationalfonds durch die SPD! https://t.co/MhSxsrJ34c via @change	PIAT NN ART ADJA NN APPR ART ADJA NN APPR NN	2/NK 0/-- 5/NK 5/NK 2/AG 2/MNR 8/NK 6/NK 0/-- 9/MNR 10/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True
324240205345345536	negative	RT @horizontgrau: Hört auf eich zu beschweren wenn ihr nur die "2. Wahl" seid. Immerhin besser als garkeine zu sein, so wie ich.	RT @horizontgrau: hören auf eichen zu beschweren wenn ihr nur die "2. Wahl" seid. immerhin gut als garkeine zu sein, so wie ich.	NE NN VVFIN PTKVZ VVIMP PTKZU VVINF KOUS PPER ADV ART NN NN NE ADV ADJD KOKOM ADJD APPR NE ADV KOKOM ADJA	2/AG 0/-- 0/-- 3/SVP 4/NK 7/PM 3/OC 3/OP 3/DA 12/MO 12/NK 3/SB 12/NK 13/NK 16/MO 0/-- 18/CM 16/CC 18/MO 19/NK 16/MO 23/CM 21/CC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=2|num=pl|mood=imp _ pos=True _ EmoExpression::markable_100500346::EmoExpression=True|EmoExpression::markable_100500346::Uncertain=false|EmoExpression::markable_100500346::Intensity=medium|EmoExpression::markable_100500346::SubjectiveFact=false|EmoExpression::markable_100500346::Sarcasm=false|EmoExpression::markable_100500346::Polarity=negative _ case=dat|gender=fem|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ comp=True _ case=nom|gender=fem|num=sg _ case=dat|*=True|num=sg _ _ case=dat|gender=fem|num=pl|pos=True
325849651381157888	neutral	RT @nyarla23: Nochmal Klartext: Keine der etablierten Parteien im Bundestag hat im Innenausschuss des Bundesrats gegen die Bestandsdatenaue es...	RT @nyarla23: nochmal Klartext: keine die etabliert Partei in Bundestag haben in Innenausschuss die Bundesrat gegen die Bestandsdatenaue es...	NE NN ADV NN PIAT ART ADJA NN APPRART NN VAFIN APPRART NN ART NN APPR ART NN ADJA	2/NK 0/-- 4/MO 11/SB 8/NK 8/NK 8/NK 4/AG 4/MNR 9/NK 0/-- 19/MO 12/NK 15/NK 13/AG 19/MO 18/NK 16/NK 11/OC	case=nom|*=True|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=acc|gender=masc|num=pl case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True
332944042407104512	negative	Neues von A. Merkel ? Alle wollten raus oder haben mit dem System geklüngelt ? Guckt nicht so ... Nichts neues ..!! http://t.co/oCTY3dj0S6	Neue von A. Merkel ? alle wollen raus oder haben mit die System geklüngelt ? gucken nicht so ... nichts neu ..!! http://t.co/oCTY3dj0S6	NN APPR NE NE $. PIS VMFIN ADV KON VAFIN APPR ART NN VVPP $. VVFIN PTKNEG ADV $. PIAT ADJA NN CARD	0/-- 1/PG 4/PNC 2/NK 4/-- 7/SB 0/-- 7/MO 7/CD 9/CJ 14/MO 13/NK 11/NK 10/OC 14/-- 0/-- 16/NG 16/MO 18/-- 22/NK 22/NK 0/-- 0/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|*=True|num=pl pers=3|num=pl|tense=past|mood=ind _ _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_100500233::SubjectiveFact=false|EmoExpression::markable_100500233::Polarity=negative|EmoExpression::markable_100500233::Sarcasm=false|EmoExpression::markable_100500233::Uncertain=false|EmoExpression::markable_100500233::EmoExpression=True|EmoExpression::markable_100500233::Intensity=medium _ pers=3|num=sg|tense=pres|mood=ind _ _ _ gender=neut|*=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _
332217373539041281	positive	Die SPD Chancen zur Gabriel Steinbrück an Gabriel und bin bis jetzt immer gut gelaufen damit.	die SPD Chance zu Gabriel Steinbrück an Gabriel und sein bis jetzt immer gut laufen damit.	ART NE NN APPRART NE NN APPR NE KON VAFIN KON ADV ADV ADJD VVPP VVFIN	2/NK 16/SB 16/OA 3/MNR 6/NK 4/NK 6/MNR 7/NK 3/CD 9/CJ 10/CD 15/MO 14/MO 15/MO 11/CJ 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=pl case=dat|gender=fem|num=sg *=True case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ pers=1|num=sg|tense=pres|mood=ind _ _ _ EmoExpression::markable_100500234::Uncertain=false|EmoExpression::markable_100500234::Polarity=positive|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::Intensity=medium|EmoExpression::markable_100500234::EmoExpression=True|pos=True|EmoExpression::markable_100500234::SubjectiveFact=false _ pers=3|num=sg|tense=past|mood=ind
322839612030586880	neutral	Spitzenpolitiker der Union gehen hart mit SPD-Wahlprogramm ins Gericht http://t.co/ECbniCVOdm	Spitzenpolitiker die Union gehen hart mit SPD-Wahlprogramm in Gericht http://t.co/ECbniCVOdm	NN ART NN VVFIN ADJD APPR NN APPRART NN NE	4/SB 3/NK 1/AG 0/-- 4/MO 4/MO 6/NK 4/MO 8/NK 9/NK	case=nom|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True _ case=dat|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg
317744156283904000	positive	@TSmithRV @korbinian dann sollten wir gut regieren mit linker politik	@TSmithRV @korbinian dann sollen wir gut regieren mit links politik	NN NN ADV VMFIN PPER ADJD VVFIN APPR ADJA ADJA	0/-- 0/-- 4/MO 0/-- 4/SB 4/MO 4/OC 7/MO 10/NK 8/NK	case=nom|gender=neut|num=sg _ _ pers=1|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=1 EmoExpression::markable_51::Intensity=medium|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::Sarcasm=false|EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=positive|pos=True|EmoExpression::markable_51::SubjectiveFact=false pers=1|num=pl|tense=pres|mood=ind|Target::markable_50::Target=True|Target::markable_50::Preferred=true|Target::markable_50::Anaphref=empty _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
334755236763824129	neutral	#Merkel: "Es kann keinen Zugriff auf geistige Leistung geben, der völlig kostenlos ist" -... http://t.co/RNaaAJootb	#Merkel: "Es können keine Zugriff auf geistig Leistung geben, die völlig kostenlos ist" -... http://t.co/RNaaAJootb	ADJA NN VMFIN PIAT NN APPR ADJA NN NE ART ADJD ADJD ADJA ADJA NN	2/NK 3/SB 0/-- 5/NK 3/SB 5/MNR 8/NK 6/NK 8/NK 13/NK 12/MO 13/MO 14/MO 3/MO 0/--	_ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True pos=True _ pos=True _
318459896997740544	negative	RT @hdBerretz: #Zypern will nicht raus aus dem Euro. Logisch, die wären ja blöde nicht erst die 10 Milliarden zu kassieren! #cdu,#spd htt ...	RT @hdBerretz: #Zypern wollen nicht raus aus die Euro. Logisch, die sein ja blöd nicht erst die 10 Milliarde zu kassieren! #cdu,#spd htt ...	NE ADJA NN VMFIN PTKNEG ADV APPR ART NN NE ART VAFIN ADV ADJA PTKNEG ADV ART CARD NN APPR ADJA ADJA NN $.	0/-- 1/UC 4/SB 0/-- 4/NG 7/MO 4/MO 9/NK 7/NK 12/SB 14/NK 0/-- 14/MO 12/SB 16/NG 19/MO 19/MO 19/NMC 12/SB 21/PM 19/NK 23/NK 0/-- 23/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|Source::markable_100500236::Anaphref=empty|gender=neut|Sentiment::markable_100500235::Sarcasm=false|num=sg|Sentiment::markable_100500235::Intensity=medium|Source::markable_100500236::Source=True|Sentiment::markable_100500235::Sentiment=True|Sentiment::markable_100500235::Polarity=negative EmoExpression::markable_100500237::Polarity=positive|mood=ind|EmoExpression::markable_100500237::Uncertain=false|EmoExpression::markable_100500237::Intensity=medium|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500237::EmoExpression=True|Sentiment::markable_100500235::Sentiment=True Negation::markable_100500238::Negation=True|Sentiment::markable_100500235::Sentiment=True|Negation::markable_100500238::EmoExpressionRef=empty Target::markable_100500239::Preferred=true|Target::markable_100500239::Target=True|Sentiment::markable_100500235::Sentiment=True|Target::markable_100500239::Anaphref=empty Target::markable_100500239::Target=True|Sentiment::markable_100500235::Sentiment=True case=dat|gender=neut|Target::markable_100500239::Target=True|num=sg|Sentiment::markable_100500235::Sentiment=True case=dat|gender=neut|num=sg case=nom|*=True|num=sg case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=subj _ EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|mood=subj|EmoExpression::markable_52::Polarity=negative|EmoExpression::markable_52::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_52::SubjectiveFact=false _ _ case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=pl|pos=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _
334042651752005632	negative	RT @BluestPuma: #steinbrück s "Kompetenz"team zeigt eindrucksvoll die Verlogenheit der linken Politik #spd	RT @BluestPuma: #steinbrück s "Kompetenz"team zeigen eindrucksvoll die Verlogenheit die links Politik #spd	NE ADJA NN NN NN VVFIN ADJD ART NN ART ADJA NN ADJA	0/-- 1/UC 6/SB 5/NK 3/NK 0/-- 6/MO 9/NK 13/OA 12/NK 12/NK 9/AG 6/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_100500348::Uncertain=false|EmoExpression::markable_100500348::Polarity=negative|EmoExpression::markable_100500348::Sarcasm=false|gender=fem|num=sg|EmoExpression::markable_100500348::Intensity=medium|EmoExpression::markable_100500348::SubjectiveFact=false|EmoExpression::markable_100500348::EmoExpression=True case=gen|gender=neut|num=pl case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=neut|num=pl|pos=True
332956897638494209	negative	RT @irm_tw: Bei den pro-Argumenten stört mich die Populistik. Auch mit SMV können wir keine Entscheidungen im Bundestag treffen. #bpt131	RT @irm_tw: bei die pro-Argumenten stören ich die Populistik. auch mit SMV können wir keine Entscheidung in Bundestag treffen. #bpt131	NE NN APPR ART NN VVFIN PRF ART NN ADV APPR NE VMFIN PPER PIAT NN APPRART NN NE CARD	2/AG 0/-- 6/MO 5/NK 3/NK 0/-- 6/OA 9/NK 6/SB 11/MO 13/MO 11/NK 0/-- 13/SB 16/NK 13/MO 16/MNR 17/NK 18/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg Sentiment::markable_53::Sentiment=True|Sentiment::markable_53::Sarcasm=false|Sentiment::markable_53::Intensity=medium|Sentiment::markable_53::Polarity=negative case=dat|gender=fem|num=pl|Sentiment::markable_53::Sentiment=True case=dat|gender=fem|EmoExpression::markable_100500251::EmoExpression=True|num=pl|Sentiment::markable_53::Sentiment=True EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::EmoExpression=True|mood=ind|EmoExpression::markable_56::Intensity=medium|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_56::Polarity=negative|EmoExpression::markable_56::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_56::Uncertain=false case=acc|pers=1|num=sg|Sentiment::markable_53::Sentiment=True|*=True|Source::markable_55::Source=True|Source::markable_55::Anaphref=empty case=nom|num=sg|Target::markable_54::Target=True|Target::markable_54::Anaphref=empty|gender=fem|Sentiment::markable_53::Sentiment=True|Target::markable_54::Preferred=true case=nom|gender=fem|num=sg _ _ case=dat|*=True|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _
338030757698211840	mixed	RT @diewallerts: Schmeisst den ganzen Senat raus, oder singt einfach unsere Lieder zum BER-Desaster ;) #BER #Berlin http://t.co/KL5iNR5NoJ	RT @diewallerts: schmeißen die ganz Senat raus, oder singen einfach unser Lied zu BER-Desaster ;) #BER #Berlin http://t.co/KL5iNR5NoJ	NE NN VVFIN ART ADJA NN NE KON VVFIN ADJD PPOSAT NN APPRART NN ADJA NN NE NE	2/PNC 0/-- 0/-- 6/NK 6/NK 3/OA 6/NK 3/CD 8/CJ 9/MO 12/NK 9/OA 12/MNR 13/NK 16/NK 9/OA 18/PNC 16/NK	case=nom|*=True|num=sg case=dat|gender=masc|num=sg|Sentiment::markable_100500241::Sentiment=True mood=ind|EmoExpression::markable_100500244::Polarity=negative|Sentiment::markable_100500241::Sentiment=True|EmoExpression::markable_100500244::SubjectiveFact=false|EmoExpression::markable_100500244::Uncertain=false|EmoExpression::markable_100500244::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500244::Intensity=strong|EmoExpression::markable_100500244::Sarcasm=false case=acc|num=sg|Target::markable_100500243::Preferred=true|Sentiment::markable_100500241::Sentiment=True|gender=masc|Target::markable_100500243::Target=True|Target::markable_100500243::Anaphref=empty case=acc|num=sg|Sentiment::markable_100500241::Sentiment=True|gender=masc|Target::markable_100500243::Target=True|pos=True case=acc|gender=masc|num=sg|Target::markable_100500243::Target=True|Sentiment::markable_100500241::Sentiment=True _ _ pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500240::Intensity=strong|EmoExpression::markable_100500240::Polarity=negative|gender=masc|EmoExpression::markable_100500240::SubjectiveFact=false|num=sg|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::Uncertain=false case=nom|EmoExpression::markable_57::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_57::Polarity=positive|EmoExpression::markable_57::Uncertain=false|num=pl|EmoExpression::markable_57::Sarcasm=false|EmoExpression::markable_57::Intensity=medium|EmoExpression::markable_57::EmoExpression=True case=nom|gender=masc|num=pl case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
337372840657551360	neutral	@ThomasOppermann Die Erfahrung mit der Personalpolitik von Frau Merkel bestätigt dies.	@ThomasOppermann die Erfahrung mit die Personalpolitik von Frau Merkel bestätigt dies.	NN ART NN APPR ART NN APPR NN NE ADJD ADJA	0/-- 3/NK 11/SB 3/MNR 6/NK 4/NK 6/PG 7/NK 8/NK 11/MO 0/--	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg _ gender=fem|*=True
322872297549606912	neutral	Politik aktuell: die Kandidaten zur Landtagswahl 2013 im Wahlkreis Oldenburg Mitte-Süd http://t.co/4ej8PkIM2J	Politik aktuell: die Kandidat zu Landtagswahl @card@ in Wahlkreis Oldenburg Mitte-Süd http://t.co/4ej8PkIM2J	NN ADJD ART NN APPRART NN CARD APPRART NN NE NN NE	2/SB 4/PD 4/NK 0/-- 4/MNR 5/NK 6/NK 6/MNR 8/NK 9/NK 9/PAR 11/NK	case=nom|gender=fem|num=sg pos=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
337332684894371841	negative	@bootboss klar jemand der die #linke wählt hat keine 7Euro für ein Mittagessen, tut mir leid mein Fehler.	@bootboss klar jemand die die #linke wählen haben keine 7Euro für eine Mittagessen, tun ich leid mein Fehler.	NN ADJD PIS ART ART NN VVFIN VAFIN PIAT NN APPR ART NE VVFIN PPER ADJD PPOSAT NN	0/-- 3/MO 8/SB 7/NK 6/NK 7/OA 3/RC 0/-- 10/NK 14/OA 10/MNR 13/NK 11/NK 8/OC 14/DA 14/MO 18/NK 14/OA	_ pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg Sentiment::markable_58::Intensity=medium|mood=ind|EmoExpression::markable_60::SubjectiveFact=false|Sentiment::markable_58::Sarcasm=false|EmoExpression::markable_60::Uncertain=false|pers=3|EmoExpression::markable_60::Polarity=negative|Sentiment::markable_58::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_60::EmoExpression=True|Sentiment::markable_58::Polarity=negative|EmoExpression::markable_60::Sarcasm=false|EmoExpression::markable_60::Intensity=medium case=dat|*=True|pers=1|Source::markable_100500245::Source=True|Sentiment::markable_58::Sentiment=True|num=sg|EmoExpression::markable_60::EmoExpression=True|Source::markable_100500245::Anaphref=empty Sentiment::markable_58::Sentiment=True|pos=True|EmoExpression::markable_60::EmoExpression=True case=acc|Sentiment::markable_58::Sentiment=True|num=sg|Target::markable_59::Anaphref=empty|gender=neut|Target::markable_59::Preferred=true|Target::markable_59::Target=True case=acc|gender=neut|num=sg
332630679043072000	positive	Mein Anti-Belästigungs-Konzept für die Piratenpartei: http://t.co/dHvBhI1Duv Wer mag mich dabei unterstützen? http://t.co/cImT0ag09V	mein Anti-Belästigungs-Konzept für die Piratenpartei: http://t.co/dHvBhI1Duv wer mögen ich dabei unterstützen? http://t.co/cImT0ag09V	PPOSAT NN APPR ART NN NN PWS VMFIN PRF PAV ADJA NN	2/NK 8/SB 2/MNR 5/NK 3/NK 5/NK 8/SB 0/-- 11/OA 11/NK 8/SB 0/--	case=nom|num=sg|Sentiment::markable_100500247::Polarity=positive|gender=masc|Sentiment::markable_100500247::Intensity=medium|Sentiment::markable_100500247::Sentiment=True|Sentiment::markable_100500247::Sarcasm=false case=nom|Target::markable_100500248::Anaphref=empty|num=sg|Target::markable_100500248::Preferred=true|Target::markable_100500248::Target=True|gender=masc|Sentiment::markable_100500247::Sentiment=True Sentiment::markable_100500247::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500247::Sentiment=True case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ case=nom|gender=neut|num=pl|pos=True case=nom|gender=fem|num=sg
