322318691100397568	positive	@EinfachJohannes die rote hose ist ja mal mega *-*	@EinfachJohannes die rot Hose sein ja mal mega *-*	NN ART ADJA NN VAFIN ADV ADV NN XY	0/-- 4/NK 4/NK 5/SB 0/-- 5/MO 8/MO 5/PD 8/NK	case=nom|gender=neut|num=sg case=nom|Target::markable_3::Anaphref=empty|gender=fem|Target::markable_3::Preferred=true|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Intensity=medium|Sentiment::markable_2::Sarcasm=false|Sentiment::markable_2::Polarity=positive|Sentiment::markable_2::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=fem|pos=True|Sentiment::markable_2::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::EmoExpression=True|*=True|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_2::Sentiment=True EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_2::Sentiment=True|EmoExpression::markable_1::Intensity=medium
322355761126719488	negative	Man @giuliaa_annaa gema mobbt mich wieder :(((	man @giuliaa_annaa gema mobbt ich wieder :(((	PIS NE NE VVFIN PRF ADV ADJA	2/SB 0/-- 4/SB 0/-- 4/OA 4/MO 4/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg Sentiment::markable_65::Polarity=negative|Sentiment::markable_65::Intensity=medium|Sentiment::markable_65::Sentiment=True|Source::markable_100500258::Source=True|Sentiment::markable_65::Sarcasm=false|Source::markable_100500258::Anaphref=empty EmoExpression::markable_100500259::Sarcasm=false|EmoExpression::markable_100500259::Uncertain=false|mood=ind|EmoExpression::markable_100500259::Intensity=medium|EmoExpression::markable_100500259::SubjectiveFact=false|Sentiment::markable_65::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500259::Polarity=negative|EmoExpression::markable_100500259::EmoExpression=True case=acc|Target::markable_100500260::Preferred=true|Sentiment::markable_65::Sentiment=True|Target::markable_100500260::Anaphref=empty|*=True|pers=1|num=sg|Target::markable_100500260::Target=True Sentiment::markable_65::Sentiment=True Sentiment::markable_65::Sentiment=True|EmoExpression::markable_66::EmoExpression=True|*=True|pos=True|EmoExpression::markable_66::Polarity=negative|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false
327365493465968640	positive	@wrf42 habe auch schon ein ticket :-)	@wrf42 haben auch schon ein ticken :-)	CARD VAFIN ADV ADV PTKVZ VVFIN $(	0/-- 0/-- 6/MO 6/MO 6/MO 2/OC 6/--	_ mood=subj|Target::markable_70::Anaphref=empty|Sentiment::markable_68::Intensity=medium|Target::markable_70::Preferred=true|pers=3|Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True|num=sg|tense=pres|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=positive Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True Sentiment::markable_68::Sentiment=True|Target::markable_70::Target=True Sentiment::markable_68::Sentiment=True|EmoExpression::markable_69::Intensity=medium|EmoExpression::markable_69::Polarity=positive|EmoExpression::markable_69::Sarcasm=false|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false|EmoExpression::markable_69::EmoExpression=True
328141375046561792	positive	@swaggymorrison der apfel ist ja richtig famous!! :D	@swaggymorrison die Apfel sein ja richtig famous!! :D	NN ART NN VAFIN ADV ADJD ADJA NN	0/-- 3/NK 4/SB 0/-- 4/MO 7/MO 4/MO 0/--	_ case=nom|Target::markable_72::Anaphref=empty|Target::markable_72::Preferred=true|Sentiment::markable_71::Sarcasm=false|gender=masc|Sentiment::markable_71::Polarity=positive|num=sg|Sentiment::markable_71::Intensity=strong|Target::markable_72::Target=True|Sentiment::markable_71::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_72::Target=True|Sentiment::markable_71::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_71::Sentiment=True Sentiment::markable_71::Sentiment=True Intensifier::markable_74::Intensifier=True|Intensifier::markable_74::Degree=strong|Sentiment::markable_71::Sentiment=True|pos=True|Intensifier::markable_74::EmoExpressionRef=emo-expression:markable_73 pos=True|Sentiment::markable_71::Sentiment=True case=nom|EmoExpression::markable_75::EmoExpression=True|gender=fem|EmoExpression::markable_75::Sarcasm=false|num=sg|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=strong|EmoExpression::markable_75::SubjectiveFact=false|EmoExpression::markable_75::Polarity=positive|Sentiment::markable_71::Sentiment=True
323693478653616128	negative	@deeeeep_z das Problem ist, dass ich en paar Wörter kennen	@deeeeep_z die Problem ist, dass ich en paar Wort kennen	NN ART NN VVFIN KOUS PPER FM PIAT NN VVFIN	0/-- 3/NK 4/SB 0/-- 10/CP 10/SB 10/MO 9/NK 10/OA 4/MO	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_100500265::Polarity=negative|num=sg|Sentiment::markable_100500265::Sentiment=True|Sentiment::markable_100500265::Sarcasm=false|Sentiment::markable_100500265::Intensity=weak|gender=neut case=nom|EmoExpression::markable_100500266::Sarcasm=false|gender=neut|EmoExpression::markable_100500266::SubjectiveFact=false|EmoExpression::markable_100500266::Polarity=negative|EmoExpression::markable_100500266::Intensity=weak|num=sg|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500266::Uncertain=false|EmoExpression::markable_100500266::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500265::Sentiment=True case=nom|Target::markable_100500267::Target=True|Target::markable_100500267::Preferred=true|Target::markable_100500267::Anaphref=empty|*=True|pers=1|num=sg|Sentiment::markable_100500265::Sentiment=True Target::markable_100500267::Target=True|Sentiment::markable_100500265::Sentiment=True Target::markable_100500267::Target=True|*=True|Sentiment::markable_100500265::Sentiment=True case=nom|gender=neut|num=pl|Sentiment::markable_100500265::Sentiment=True|Target::markable_100500267::Target=True pers=3|Target::markable_100500267::Target=True|num=pl|tense=pres|mood=ind|Sentiment::markable_100500265::Sentiment=True
323866550157332481	mixed	So ein verdammt langweiliger Abend... Ich will mit irgendwem knuddeln D:	so eine verdammt langweilig Abend... ich wollen mit irgendwer knuddeln D:	ADV ART ADJD ADJA NN PPER VMFIN APPR PIS ADJA NN	5/MO 5/NK 4/MO 5/NK 0/-- 7/SB 0/-- 7/MO 11/NK 11/NK 8/NK	Sentiment::markable_76::Sentiment=True|Sentiment::markable_76::Polarity=negative|Sentiment::markable_76::Sarcasm=false|Sentiment::markable_76::Intensity=strong case=nom|gender=neut|Sentiment::markable_76::Sentiment=True|num=sg Sentiment::markable_76::Sentiment=True|Intensifier::markable_79::Intensifier=True|Intensifier::markable_79::EmoExpressionRef=emo-expression:markable_78|Intensifier::markable_79::Degree=strong case=dat|EmoExpression::markable_78::Polarity=negative|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::Intensity=medium|gender=fem|Sentiment::markable_76::Sentiment=True|pos=True|num=sg|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::SubjectiveFact=false|EmoExpression::markable_78::EmoExpression=True case=dat|gender=fem|num=sg case=nom|Sentiment::markable_100500261::Sarcasm=false|Source::markable_100500262::Source=True|Sentiment::markable_100500261::Polarity=positive|*=True|pers=1|num=sg|Source::markable_100500262::Anaphref=empty|Sentiment::markable_100500261::Sentiment=True|Sentiment::markable_100500261::Intensity=medium mood=ind|EmoExpression::markable_100500263::EmoExpression=True|EmoExpression::markable_100500263::Uncertain=false|EmoExpression::markable_100500263::Polarity=positive|EmoExpression::markable_100500263::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_100500263::SubjectiveFact=false|Sentiment::markable_100500261::Sentiment=True|EmoExpression::markable_100500263::Intensity=medium Sentiment::markable_100500261::Sentiment=True|Target::markable_100500264::Anaphref=empty|Target::markable_100500264::Target=True|Target::markable_100500264::Preferred=true case=dat|gender=neut|Target::markable_100500264::Target=True|num=sg|Sentiment::markable_100500261::Sentiment=True Sentiment::markable_100500261::Sentiment=True|Target::markable_100500264::Target=True case=dat|EmoExpression::markable_80::Uncertain=false|EmoExpression::markable_80::Intensity=strong|EmoExpression::markable_80::Sarcasm=false|gender=fem|EmoExpression::markable_80::EmoExpression=True|num=sg|EmoExpression::markable_80::SubjectiveFact=false|Sentiment::markable_100500261::Sentiment=True|EmoExpression::markable_80::Polarity=positive
322239928048185344	positive	@Elfentaenzerin Mach es doch wie alle anderen: Setze dir doch einfach kleinere Ziele! :-)	@Elfentaenzerin machen es doch wie alle anderen: setzen du doch einfach klein Ziele! :-)	NN VVIMP PPER ADV KOUS PIS ADJD VVFIN PRF ADV ADJD ADJA NN $(	0/-- 0/-- 2/OA 2/MO 8/CM 8/SB 8/MO 3/RE 8/OA 8/MO 8/MO 13/NK 2/OA 0/--	case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg|pers=3 _ _ case=nom|*=True|num=pl pos=True pers=3|num=sg|tense=pres|mood=subj case=dat|*=True|num=sg|pers=2 _ _ case=nom|gender=neut|num=pl|comp=True case=nom|gender=neut|num=pl EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Uncertain=false|EmoExpression::markable_81::Sarcasm=false
327973670490361856	negative	will ich teilen kotz mich an das ich wieder nicht kommen kann hoffe das ich das bald ÄNDERN kann !!! http://t.co/1qYhMaLfm9	wollen ich teilen kotzen ich an die ich wieder nicht kommen können hoffen die ich die bald ändern können !!! http://t.co/1qYhMaLfm9	VMFIN PPER VVINF VVIMP PPER PTKVZ PRELS PPER ADV PTKNEG VVINF VMFIN VVFIN PDS PPER PDS ADV VVINF VMFIN ADJD CARD	0/-- 1/SB 1/OC 3/MO 4/OA 4/SVP 11/OA 12/SB 12/MO 12/NG 12/OC 1/CJ 12/MO 13/SB 19/SB 18/OA 19/MO 19/OC 12/CJ 19/MO 0/--	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ EmoExpression::markable_100500237::Polarity=negative|EmoExpression::markable_100500237::EmoExpression=True|EmoExpression::markable_100500237::Uncertain=false|EmoExpression::markable_100500237::Intensity=strong|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::SubjectiveFact=false case=acc|*=True|num=sg|pers=1 EmoExpression::markable_100500237::EmoExpression=True case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 _ _ _ pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=subj case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _
323776453269397504	neutral	Ich habe ein neues Foto auf Facebook gepostet http://t.co/RxfxnQ64yW	ich haben eine neu Foto auf Facebook gepostet http://t.co/RxfxnQ64yW	PPER VAFIN ART ADJA NN APPR NE VVPP NN	2/SB 0/-- 5/NK 5/NK 8/OA 5/MNR 6/NK 2/OC 8/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg
322460351553748993	positive	So meine lieben Tweeties, mir fällt nichts dusseliges mehr ein. Hund und ich wünschen bunte Träume allerseits... http://t.co/6TxJ9lsNQU	so mein lieb Tweeties, ich fallen|fällen nichts dusseliges mehr ein. Hund und ich wünschen bunt Traum allerseits... http://t.co/6TxJ9lsNQU	ADV PPOSAT ADJA NN PPER VVFIN PIAT NN ADV NE NN KON PPER VVFIN ADJA NN ADJA NN	6/MO 4/NK 4/NK 6/SB 6/DA 0/-- 8/NK 6/OA 8/MO 6/OA 17/SB 11/CD 14/SB 12/CJ 16/NK 14/OA 0/-- 0/--	_ case=nom|Source::markable_85::Anaphref=empty|Source::markable_85::Source=True|gender=fem|num=pl|Sentiment::markable_82::Sentiment=True|Sentiment::markable_82::Sarcasm=false|Sentiment::markable_82::Polarity=positive|Sentiment::markable_82::Intensity=medium EmoExpression::markable_84::Sarcasm=false|EmoExpression::markable_84::EmoExpression=True|Sentiment::markable_82::Sentiment=True|EmoExpression::markable_84::Intensity=medium|EmoExpression::markable_84::SubjectiveFact=false|EmoExpression::markable_84::Polarity=positive|EmoExpression::markable_84::Uncertain=false case=dat|gender=masc|num=sg case=dat|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=ind gender=neut|*=True case=nom|EmoExpression::markable_100500268::Polarity=negative|EmoExpression::markable_100500268::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_100500268::Uncertain=false|EmoExpression::markable_100500268::Intensity=medium|EmoExpression::markable_100500268::Sarcasm=false|EmoExpression::markable_100500268::SubjectiveFact=false _ case=nom|gender=neut|num=sg case=nom|Target::markable_100500269::Preferred=true|Source::markable_100500270::Anaphref=empty|gender=masc|Target::markable_100500269::Anaphref=empty|num=sg|Source::markable_100500270::Source=True|Target::markable_100500269::Target=True Target::markable_100500269::Target=True case=nom|pers=1|num=sg|Source::markable_100500271::Anaphref=empty|Target::markable_100500269::Target=True|Source::markable_100500271::Source=True|*=True EmoExpression::markable_100500272::Intensity=medium|EmoExpression::markable_100500272::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500272::Polarity=positive|EmoExpression::markable_100500272::Sarcasm=false|pers=1|num=sg|tense=pres|Target::markable_100500269::Target=True|EmoExpression::markable_100500272::Uncertain=false|EmoExpression::markable_100500272::EmoExpression=True case=acc|EmoExpression::markable_100500273::Uncertain=false|EmoExpression::markable_100500273::Intensity=medium|EmoExpression::markable_100500273::Sarcasm=false|EmoExpression::markable_100500273::Polarity=positive|gender=masc|pos=True|EmoExpression::markable_100500273::EmoExpression=True|num=pl|EmoExpression::markable_100500273::SubjectiveFact=false|Target::markable_100500269::Target=True case=acc|Target::markable_100500274::Target=True|Target::markable_100500274::Preferred=true|num=pl|Target::markable_100500274::Anaphref=empty|gender=masc|Target::markable_100500269::Target=True case=acc|gender=masc|num=pl|pos=True case=nom|gender=fem|num=sg
328227056276103169	negative	@ChrisStoecker die erkenntnisse so far sind ja eher trivial bzw konfus; als alter rausche-statistik-hörer könntest du da kritischer sein ;-)	@ChrisStoecker die Erkenntnis so far sein ja eher trivial bzw konfus; als alt rausche-statistik-hörer können du da kritisch sein ;-)	NN ART NN ADV NE VAFIN ADV ADV ADJD NE ADJD KOKOM ADJA NN VMFIN PPER ADV ADJD VAINF $(	0/-- 3/NK 6/SB 5/MO 3/AG 0/-- 6/MO 9/MO 6/MO 11/DA 6/PD 15/MO 14/NK 12/NK 8/CC 15/SB 15/MO 19/PD 15/OC 19/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_100500325::Sarcasm=false|Sentiment::markable_100500325::Polarity=negative|gender=fem|Sentiment::markable_100500325::Intensity=medium|Target::markable_100500326::Preferred=true|Target::markable_100500326::Target=True|Sentiment::markable_100500325::Sentiment=True|num=pl|Target::markable_100500326::Anaphref=empty case=nom|gender=fem|Sentiment::markable_100500325::Sentiment=True|num=pl|Target::markable_100500326::Target=True Sentiment::markable_100500325::Sentiment=True case=nom|*=True|Sentiment::markable_100500325::Sentiment=True|num=sg pers=3|Sentiment::markable_100500325::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500325::Sentiment=True Sentiment::markable_100500325::Sentiment=True|Diminisher::markable_100500329::Degree=medium|Diminisher::markable_100500329::Diminisher=True|Diminisher::markable_100500329::EmoExpressionRef=emo-expression:markable_100500327 EmoExpression::markable_100500327::Intensity=medium|pos=True|EmoExpression::markable_100500327::Sarcasm=false|Sentiment::markable_100500325::Sentiment=True|EmoExpression::markable_100500327::Polarity=negative|EmoExpression::markable_100500327::SubjectiveFact=false|EmoExpression::markable_100500327::EmoExpression=True|EmoExpression::markable_100500327::Uncertain=false Sentiment::markable_100500325::Sentiment=True pos=True Sentiment::markable_100500330::Intensity=weak|Sentiment::markable_100500330::Sentiment=True|Sentiment::markable_100500330::Polarity=negative|Sentiment::markable_100500330::Sarcasm=false case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_100500330::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500330::Sentiment=True pers=2|Sentiment::markable_100500330::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500330::Sentiment=True|Target::markable_100500331::Target=True|Target::markable_100500331::Preferred=true|*=True|Target::markable_100500331::Anaphref=empty Sentiment::markable_100500330::Sentiment=True Sentiment::markable_100500330::Sentiment=True|EmoExpression::markable_100500332::Sarcasm=false|EmoExpression::markable_100500332::Uncertain=false|EmoExpression::markable_100500332::Intensity=weak|comp=True|EmoExpression::markable_100500332::SubjectiveFact=false|EmoExpression::markable_100500332::Polarity=positive|EmoExpression::markable_100500332::EmoExpression=True Sentiment::markable_100500330::Sentiment=True Sentiment::markable_100500330::Sentiment=True|EmoExpression::markable_86::Sarcasm=false|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Intensity=medium|EmoExpression::markable_86::Polarity=positive|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false
327351662383607808	neutral	#Berlin: Du warst letztes Wochenende in der Nähe von Leipzig,da dein(... ) http://t.co/DKfjSscyxe #bibflirt #spotted	#Berlin: du sein letzt Wochenende in die Nähe von Leipzig,da dein(... ) http://t.co/DKfjSscyxe #bibflirt #spotted	NN PPER VAFIN ADJA NN APPR ART NN APPR NE NE $( NN NN NN	3/PD 3/SB 0/-- 5/NK 3/PD 5/MNR 8/NK 6/NK 8/PG 11/PNC 9/NK 13/-- 0/-- 13/NK 13/PD	case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
322286596491726850	positive	Heimarbeit mit Top-Verdienst Einfach und schnell umzusetzen auch ohne Homepage http://t.co/QRltnJp1b1	Heimarbeit mit Top-Verdienst einfach und schnell umsetzen auch ohne Homepage http://t.co/QRltnJp1b1	NN APPR NN ADJD KON ADJD VVIZU ADV APPR NN CARD	0/-- 1/MNR 2/NK 1/PD 4/CD 7/MO 5/CJ 9/MO 1/CJ 9/NK 10/NK	case=nom|gender=fem|num=sg _ case=dat|Target::markable_100500277::Target=True|num=sg|Sentiment::markable_100500276::Sentiment=True|Target::markable_100500277::Preferred=true|gender=masc|Target::markable_100500277::Anaphref=empty case=dat|EmoExpression::markable_100500279::Intensity=weak|EmoExpression::markable_100500279::Polarity=positive|EmoExpression::markable_100500279::Sarcasm=false|gender=masc|EmoExpression::markable_100500279::SubjectiveFact=false|num=sg|EmoExpression::markable_100500279::EmoExpression=True|EmoExpression::markable_100500279::Uncertain=false _ EmoExpression::markable_100500280::EmoExpression=True|EmoExpression::markable_100500280::Intensity=medium|EmoExpression::markable_100500280::Polarity=positive|EmoExpression::markable_100500280::SubjectiveFact=false|pos=True|EmoExpression::markable_100500280::Uncertain=false|EmoExpression::markable_100500280::Sarcasm=false _ _ _ case=acc|gender=fem|num=sg _
322246635528810496	mixed	Also ich mag dich trotzdem. Schlimm; schlimm, schlimm.	also ich mögen du trotzdem. Schlimm; schlimm, schlimm.	ADV PPER VMFIN PPER ADJA NN NE NE	2/MO 3/SB 0/-- 5/OA 3/MO 0/-- 8/PNC 6/NK	_ Sentiment::markable_88::Sarcasm=false|num=sg|Target::markable_90::Target=True|Sentiment::markable_91::Sentiment=True|Sentiment::markable_91::Sarcasm=false|Sentiment::markable_91::Polarity=positive|Sentiment::markable_91::Intensity=medium|Sentiment::markable_88::Intensity=strong|case=nom|Source::markable_92::Source=True|Source::markable_92::Anaphref=empty|*=True|Target::markable_90::Preferred=true|pers=1|Sentiment::markable_88::Polarity=negative|Sentiment::markable_88::Sentiment=True|Target::markable_90::Anaphref=empty EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|mood=ind|EmoExpression::markable_93::SubjectiveFact=false|EmoExpression::markable_93::EmoExpression=True|pers=1|num=sg|tense=pres|Sentiment::markable_91::Sentiment=True|Sentiment::markable_88::Sentiment=True|Target::markable_90::Target=True|EmoExpression::markable_93::Polarity=positive case=acc|Target::markable_94::Target=True|Target::markable_94::Preferred=true|*=True|Target::markable_94::Anaphref=empty|pers=2|num=sg|Target::markable_90::Target=True|Sentiment::markable_91::Sentiment=True|Sentiment::markable_88::Sentiment=True case=nom|num=pl|Sentiment::markable_88::Sentiment=True|gender=fem|EmoExpression::markable_89::EmoExpression=True|pos=True case=nom|gender=neut|num=sg|EmoExpression::markable_89::EmoExpression=True|Sentiment::markable_88::Sentiment=True case=nom|gender=neut|num=sg|EmoExpression::markable_89::EmoExpression=True|Sentiment::markable_88::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_88::Sentiment=True|pers=2
327997716787519488	mixed	Wenn Erwachsene kotzen müssen ist ja schon doof, aber einer 3-jährigen die ganze Nacht dabei zugucken müssen... Arme Maus.	wenn Erwachsene kotzen müssen sein ja schon doof, aber eine 3-jährigen die ganz Nacht dabei zugucken müssen... Arm|Arme Maus.	KOUS NN VVINF VMINF VAFIN ADV ADV ADJD ADV ART NN ART ADJA NN PAV VVFIN ADJA NN ADJA	4/CP 4/SB 4/OC 5/SB 0/-- 5/MO 8/MO 5/MO 5/MO 11/NK 5/SB 14/NK 14/NK 16/OA 16/NK 5/CJ 16/MO 0/-- 18/NK	Sentiment::markable_95::Sentiment=True|Target::markable_97::Anaphref=empty|Sentiment::markable_95::Intensity=medium|Sentiment::markable_95::Sarcasm=false|Target::markable_97::Target=True|Target::markable_97::Preferred=true|Sentiment::markable_95::Polarity=negative case=nom|*=True|num=pl|Target::markable_97::Target=True|Sentiment::markable_95::Sentiment=True Sentiment::markable_95::Sentiment=True|Target::markable_97::Target=True Sentiment::markable_95::Sentiment=True|Target::markable_97::Target=True pers=3|Sentiment::markable_95::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_95::Sentiment=True Sentiment::markable_95::Sentiment=True pos=True Sentiment::markable_100500284::Sentiment=True|Sentiment::markable_100500284::Intensity=medium|Sentiment::markable_100500284::Polarity=positive|Sentiment::markable_100500284::Sarcasm=false case=dat|gender=fem|num=sg|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500285::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500285::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500284::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500284::Sentiment=True|pos=True case=acc|gender=fem|num=sg|Sentiment::markable_100500284::Sentiment=True Sentiment::markable_100500284::Sentiment=True Sentiment::markable_100500284::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_100500284::Sentiment=True|pos=True case=nom|EmoExpression::markable_100500286::Polarity=positive|EmoExpression::markable_100500286::EmoExpression=True|gender=masc|Sentiment::markable_100500284::Sentiment=True|num=sg|EmoExpression::markable_100500286::Uncertain=false|EmoExpression::markable_100500286::Intensity=medium|EmoExpression::markable_100500286::Sarcasm=false|EmoExpression::markable_100500286::SubjectiveFact=false case=nom|gender=masc|num=sg|Sentiment::markable_100500284::Sentiment=True|pos=True
328252419907665920	neutral	susi191: Extra für euch gedreht und nur bei mir erhältlich! Ich habe für alle die auf Doppelmuschi(2Schwänze in... http://t.co/8grHNea3OQ	susi191: Extra für ihr drehen und nur bei ich erhältlich! ich haben für alle die auf Doppelmuschi(2Schwänze in... http://t.co/8grHNea3OQ	ADJA NN APPR PPER VVPP KON ADV APPR PPER VVFIN PPER VAFIN APPR PIS ART APPR NN ADJA NN	2/NK 10/SB 5/MO 3/NK 2/PAR 5/CD 8/MO 6/CJ 8/NK 0/-- 12/SB 0/-- 18/MO 13/NK 18/NK 18/MO 16/NK 12/OC 0/--	case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=dat|*=True|num=pl|pers=2 _ _ _ _ case=dat|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl|pos=True case=nom|gender=fem|num=sg
323843242791669760	neutral	Das neue buffed Magazin Ausgabe 05-06/2013 ab dem 17. April Handel!... http://t.co/Ci8RFhTmdo	die neu buffed Magazin Ausgabe @card@ ab die @ord@ April Handel!... http://t.co/Ci8RFhTmdo	ART ADJA NE NN NN CARD APPR ART ADJA NN NN NN	4/NK 4/NK 4/NK 0/-- 4/NK 5/NK 5/MNR 10/NK 10/NK 7/NK 10/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _
322361212874653697	mixed	"Gegen Angriffe kann man sich wehren. Gegen Lob ist man machtlos" Sigmund Freud	"Gegen Angriff können man sich wehren. gegen Lob sein man machtlos" Sigmund Freud	NN NN VMFIN PIS PRF NE APPR NN VAFIN PIS ADJA NE NE	3/SB 1/NK 0/-- 3/SB 6/OA 3/MO 9/MO 7/NK 0/-- 9/SB 9/MO 13/PNC 0/--	case=nom|gender=masc|num=pl case=nom|EmoExpression::markable_100500281::Uncertain=false|gender=masc|EmoExpression::markable_100500281::Intensity=medium|EmoExpression::markable_100500281::Sarcasm=false|EmoExpression::markable_100500281::SubjectiveFact=false|num=pl|EmoExpression::markable_100500281::Polarity=negative|EmoExpression::markable_100500281::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|pers=3|num=sg case=nom|*=True|num=sg _ case=acc|EmoExpression::markable_100500283::Sarcasm=false|EmoExpression::markable_100500283::Polarity=positive|gender=neut|EmoExpression::markable_100500283::Uncertain=false|EmoExpression::markable_100500283::Intensity=medium|num=sg|EmoExpression::markable_100500283::EmoExpression=True|EmoExpression::markable_100500283::SubjectiveFact=false pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg EmoExpression::markable_100500334::EmoExpression=True|EmoExpression::markable_100500334::Intensity=medium|EmoExpression::markable_100500334::Uncertain=false|EmoExpression::markable_100500334::SubjectiveFact=false|EmoExpression::markable_100500334::Polarity=negative|EmoExpression::markable_100500334::Sarcasm=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
