334042502166347776	positive	Obama's "red line" und #Syrien - Ein Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	Obama's "red line" und #Syrien - eine Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	NN NE ADJD KON ADJD $( ART NN APPR NE NE $( NE $(	2/PNC 0/-- 2/PD 3/CD 4/CJ 7/-- 8/NK 0/-- 8/PG 11/PNC 9/NK 11/-- 11/PAR 13/--	*=True case=nom|*=True|num=sg pos=True _ pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|EmoExpression::markable_100500155::EmoExpression=True|gender=masc|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
319187555029508096	negative	Bundesregierung will an die Verschlüsselung in der Cloud Privatsphäre ist denen wohl ein Fremdwort :( http://t.co/UZ9T9aaaUU	Bundesregierung wollen an die Verschlüsselung in die Cloud Privatsphäre sein die wohl eine Fremdwort :( http://t.co/UZ9T9aaaUU	NN VMFIN APPR ART NN APPR ART NE NN VAFIN PDS ADV ART NN ADJA NN	2/SB 0/-- 2/MO 5/NK 3/NK 5/MNR 9/NK 9/NK 6/NK 2/CJ 10/SB 10/MO 14/NK 10/PD 16/NK 14/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg *=True case=dat|Sentiment::markable_83::Sarcasm=false|Target::markable_85::Preferred=true|gender=fem|Sentiment::markable_83::Intensity=medium|Target::markable_85::Target=True|Target::markable_85::Anaphref=empty|num=sg|Sentiment::markable_83::Polarity=negative|Sentiment::markable_83::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_83::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True case=nom|EmoExpression::markable_86::Sarcasm=false|gender=neut|EmoExpression::markable_86::Intensity=medium|num=sg|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=negative|EmoExpression::markable_86::EmoExpression=True|Sentiment::markable_83::Sentiment=True|EmoExpression::markable_86::SubjectiveFact=false case=nom|gender=neut|num=sg|EmoExpression::markable_86::EmoExpression=True|Sentiment::markable_83::Sentiment=True case=nom|EmoExpression::markable_84::Sarcasm=false|EmoExpression::markable_84::EmoExpression=True|EmoExpression::markable_84::Uncertain=false|EmoExpression::markable_84::Intensity=medium|gender=neut|EmoExpression::markable_84::Polarity=negative|pos=True|num=sg|EmoExpression::markable_84::SubjectiveFact=false|Sentiment::markable_83::Sentiment=True case=nom|gender=neut|num=sg
334130406532186112	positive	Bis man sich zur nächsten Miss Wahl anmelden kann, steht ein Casting an :-) Preise im Gesamtwert von mehr als Euro... http://t.co/0ijxnfBZSx	bis man sich zu nah Miss Wahl anmelden kann, stehen eine Casting an :-) Preis in Gesamtwert von mehr als Euro... http://t.co/0ijxnfBZSx	KOUS PIS PRF APPRART ADJA NN NN VVFIN NE VVFIN ART NN APPR $( NN APPRART NN APPR ADV KOKOM NN NN	8/CP 8/SB 8/OA 8/MO 6/NK 4/NK 6/NK 10/MO 8/SB 0/-- 12/NK 10/SB 10/MO 13/-- 13/NK 15/MNR 16/NK 17/MNR 18/NK 21/CM 19/CC 0/--	_ case=nom|*=True|num=sg case=acc|pers=3|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|EmoExpression::markable_88::EmoExpression=True|gender=masc|num=pl|EmoExpression::markable_88::Polarity=positive|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=acc|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ *=True _ *=True case=nom|gender=fem|num=sg
333678354496626690	positive	"Aber das ist die Politik, ich bin beim Feuilleton, das ist nicht das Gleiche" - Man muss geschmeidig sein bei der FAZ :-)	"Aber die sein die Politik, ich sein bei Feuilleton, die sein nicht die Gleiche" - man müssen geschmeidig sein bei die FAZ :-)	NN PDS VAFIN ART NE PPER VAFIN APPRART NN PDS VAFIN PTKNEG ART NN $( PIS VMFIN ADJD VAINF APPR ART NE $(	2/RE 3/SB 0/-- 5/NK 3/SB 7/SB 3/CJ 7/MO 8/NK 11/SB 7/CJ 11/NG 14/NK 11/PD 16/-- 17/SB 0/-- 19/PD 17/OC 19/MO 22/NK 20/NK 22/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True
332591919404290049	negative	NSU-Prozess: Islam-Vertreter kritisieren Ruf nach Kruzifix-Verbot (welt): Share With Friends: | | Politik - ... http://t.co/Y2vS8TxSIi	NSU-Prozess: Islam-Vertreter kritisieren Ruf nach Kruzifix-Verbot (welt): Share With Friends: | | Politik - ... http://t.co/Y2vS8TxSIi	NN NN VVFIN NN APPR NN NN NN NE NN XY XY NN $( $. NE	3/SB 1/NK 0/-- 3/OA 3/MO 5/NK 6/NK 3/OA 8/NK 13/PNC 12/PNC 13/NK 8/CJ 13/-- 14/-- 0/--	case=nom|gender=neut|num=sg|Source::markable_91::Source=True|Sentiment::markable_90::Sentiment=True case=nom|gender=neut|num=sg|Source::markable_91::Source=True|Sentiment::markable_90::Sentiment=True EmoExpression::markable_92::SubjectiveFact=false|EmoExpression::markable_92::Intensity=medium|mood=ind|EmoExpression::markable_92::Uncertain=false|pers=3|num=pl|tense=pres|EmoExpression::markable_92::Polarity=negative|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_90::Sentiment=True|EmoExpression::markable_92::Sarcasm=false case=acc|Target::markable_93::Preferred=true|num=sg|Target::markable_93::Target=True|gender=masc|Sentiment::markable_90::Sentiment=True|Target::markable_93::Anaphref=empty Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg *=True *=True case=acc|gender=fem|num=sg _ _ _
326169332331724801	neutral	Der Bundestag hat Entlastungen für die Anbieter von Lebensversicherungen beschlossen. Verkündet wurde http://t.co/vj0pq9VLnc	die Bundestag haben Entlastung für die Anbieter von Lebensversicherung beschlossen. verkünden werden http://t.co/vj0pq9VLnc	ART NN VAFIN NN APPR ART NN APPR NN NE VVPP VAFIN NE	2/NK 3/SB 0/-- 3/OA 4/MNR 7/NK 5/NK 7/PG 8/NK 9/AG 12/OC 0/-- 12/SB	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=pl _ _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg
332712607502962688	neutral	Vitalkur nach Wahl mit Schüssler-Salzen von der Löwen Apotheke ab 19,90 Euro (bis zu 65% sparen) http://t.co/CUi9DRLlMY	Vitalkur nach Wahl mit Schüssler-Salzen von die Löwe Apotheke ab @card@ Euro (bis zu @card@ sparen) http://t.co/CUi9DRLlMY	NN APPR NN APPR NN APPR ART NN NN APPR CARD NN NN APPR CARD ADJA NN	0/-- 1/MNR 2/NK 3/MNR 4/NK 5/MNR 8/NK 6/NK 8/NK 8/MNR 12/NK 10/NK 12/NK 8/MNR 17/NK 17/NK 14/NK	case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl _ _ gender=masc|*=True gender=masc|*=True|num=sg _ _ _ _
322439850596904960	neutral	RT @klabauter10: WIR exportieren #Strom (Überfluss)- ABER bei UNS steigen die #Strompreise-DAS müsst doch einer "Physiker- #Kanzlerin" auc ...	RT @klabauter10: sie exportieren #Strom (Überfluss)- aber bei sie steigen die #Strompreise-DAS müssen doch eine "Physiker- #Kanzlerin" auc ...	NE NN PPER VVFIN NN TRUNC KON APPR PPER VVFIN ART NE VMFIN ADV ART TRUNC NN NE $.	2/PNC 0/-- 4/SB 0/-- 4/OA 7/CJ 4/CD 10/MO 8/NK 7/CJ 12/NK 10/OA 4/CJ 13/MO 17/NK 17/NK 13/SB 17/NK 18/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg _ _ _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=gen|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ _
325327685012320256	neutral	@m_litzenberg finde ich auch, obwohl cdu hier im netz nicht so aktiv ist.	@m_litzenberg finden ich auch, obwohl cdu hier in Netz nicht so aktiv ist.	NN VVFIN PPER NE KOUS NN ADV APPRART NN PTKNEG ADV ADJD ADJA	0/-- 0/-- 2/SB 2/SB 13/CP 13/SB 13/MO 13/MO 8/NK 12/NG 12/MO 13/MO 2/MO	case=nom|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ pos=True case=acc|gender=neut|num=sg|pos=True
335494707343925249	neutral	RT @KESS_: Ökostrom ist nicht Ursache für steigende Netzkosten: Bevölkerungsdichte und Gewinner der Fonds sind entscheidend http://t.co/9Fw...	RT @KESS_: Ökostrom sein nicht Ursache für steigend Netzkosten: Bevölkerungsdichte und Gewinner die Fonds sein entscheidend http://t.co/9Fw...	NE ADJA NN VAFIN PTKNEG NN APPR ADJA NN NN KON NN ART NN VAFIN ADJD NN	0/-- 1/UC 4/SB 0/-- 9/NG 4/PD 6/MNR 9/NK 7/NK 15/SB 10/CD 11/CJ 14/NK 10/AG 4/CJ 15/MO 15/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True case=nom|gender=neut|num=pl
318965143725817856	neutral	Korea-Konflikt: SPD-Aussenexperte sieht keine Möglichkeit für Einfluss von aussen http://t.co/KsKvsIbQQp #wirtschaft #news	Korea-Konflikt: SPD-Aussenexperte sehen keine Möglichkeit für Einfluss von außenßen http://t.co/KsKvsIbQQp #wirtschaft #news	ADJA NN VVFIN PIAT NN APPR NN APPR ADJD NN NN NN	2/NK 3/DA 0/-- 5/NK 3/OA 5/MNR 6/NK 7/MNR 10/NK 8/NK 10/NK 3/OA	case=dat|gender=masc|num=pl|pos=True case=gen|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
335877805512474624	positive	Steinbrück rechnet sich noch immer gute Chancen aus - http://t.co/8qpDmwNmAh	Steinbrück rechnen sich noch immer gut Chance aus - http://t.co/8qpDmwNmAh	NN VVFIN PRF ADV ADV ADJA NN APPR $( NE	2/SB 0/-- 2/DA 2/MO 4/MO 7/NK 2/OA 7/MNR 8/-- 8/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ Target::markable_95::Target=True|Target::markable_95::Preferred=true|pos=True|EmoExpression::markable_96::EmoExpression=True|EmoExpression::markable_96::Uncertain=false|num=pl|EmoExpression::markable_96::SubjectiveFact=false|Sentiment::markable_94::Sarcasm=false|EmoExpression::markable_96::Polarity=positive|EmoExpression::markable_96::Sarcasm=false|Target::markable_95::Anaphref=empty|case=acc|gender=fem|Sentiment::markable_94::Polarity=positive|EmoExpression::markable_96::Intensity=medium|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True case=acc|gender=fem|Sentiment::markable_94::Sentiment=True|num=pl|Target::markable_95::Target=True _ _ pers=2|num=sg|mood=imp
337304755791597569	neutral	RT @heinzandreas: Herzliche Glückwünsche an die SPD ! Man weiss, man tut etwas für den Sozialismus und weiss genau, mit ihr kommt er garantie...	RT @heinzandreas: herzlich Glückwunsch an die SPD ! man weiss, man tun etwas für die Sozialismus und wissen genau, mit ihr kommen er garantie...	NE ADJA ADJA NN APPR ART NE $. PIS NE PIS VVFIN ADV APPR ART NN KON VVFIN NE APPR PPER VVFIN PPER ADJA	2/SB 0/-- 4/NK 0/-- 4/MNR 7/NK 5/NK 7/-- 12/SB 12/PNC 12/SB 0/-- 12/MO 12/MO 16/NK 14/NK 12/CD 17/CJ 18/SB 18/MO 20/NK 18/OC 22/SB 22/MO	case=nom|*=True|num=sg case=nom|gender=masc|num=pl|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 pos=True
324718014983438337	negative	Ende von Sanktionen und Manövern: Jetzt stellt Nordkorea Bedingungen http://t.co/DsMdX1nbet @ntvde	Ende von Sanktion und Manövern: jetzt stellen Nordkorea Bedingung http://t.co/DsMdX1nbet @ntvde	NN APPR NN KON NN ADV VVFIN NE NN NN ADJA	7/MO 1/PG 2/NK 3/CD 4/CJ 7/MO 0/-- 7/SB 7/OA 11/OA 9/OC	case=nom|gender=neut|num=sg _ case=dat|EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::EmoExpression=True|EmoExpression::markable_100500216::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500216::Polarity=negative|num=pl|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Intensity=medium _ case=dat|gender=neut|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500217::Intensity=medium|gender=neut|EmoExpression::markable_100500217::EmoExpression=True|EmoExpression::markable_100500217::Sarcasm=false|num=sg|EmoExpression::markable_100500217::Polarity=negative|EmoExpression::markable_100500217::SubjectiveFact=true|EmoExpression::markable_100500217::Uncertain=false case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True
325706535638552576	mixed	Der "moralischen Instanz" Ulli #Hoeness stehen schwierige Zeiten bevor - erste Reaktionen aus Politik,Sport und Medien http://t.co/ZwAzkccJCx	die "moralischen Instanz" Ulli #Hoeness stehen schwierig Zeit bevor - erst Reaktion aus Politik,Sport und Medium http://t.co/ZwAzkccJCx	ART NN NN NE NN VVFIN ADJA NN PTKVZ $( ADJA NN APPR NN KON NN NN	3/NK 3/NK 6/SB 5/PNC 3/NK 0/-- 8/NK 6/SB 6/SVP 9/-- 12/NK 6/SB 12/MNR 13/NK 14/CD 15/CJ 16/NK	case=nom|Target::markable_100500170::Target=True|Sentiment::markable_100500169::Intensity=medium|gender=masc|Sentiment::markable_100500169::Sentiment=True|Sentiment::markable_100500169::Polarity=positive|num=sg|Target::markable_100500170::Preferred=true|Target::markable_100500170::Anaphref=empty|Sentiment::markable_100500169::Sarcasm=false case=nom|Sentiment::markable_100500169::Sentiment=True|Target::markable_100500170::Target=True|num=sg|gender=masc|pos=True case=nom|gender=masc|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True case=nom|gender=masc|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True case=nom|gender=masc|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True pers=3|Sentiment::markable_100500169::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|EmoExpression::markable_99::EmoExpression=True|gender=fem|pos=True|Sentiment::markable_100::Sarcasm=false|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100500169::Sentiment=True|EmoExpression::markable_99::Intensity=medium|num=pl|EmoExpression::markable_99::Polarity=negative|Sentiment::markable_100::Polarity=negative|Sentiment::markable_100::Intensity=weak|EmoExpression::markable_99::Uncertain=false case=acc|Sentiment::markable_100500169::Sentiment=True|num=pl|EmoExpression::markable_99::EmoExpression=True|gender=fem|Sentiment::markable_100::Sentiment=True Sentiment::markable_100500169::Sentiment=True _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=fem|num=sg _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl
333689704157425664	negative	RT @h_schiederer: Die Syrien Rebellen sollen mit dem tödlichen Nervengas Sarin gegen ihre Gegner vorgegangen sein. http://t.co/xugWYg64zO	RT @h_schiederer: die Syrien Rebell sollen mit die tödlich Nervengas Sarin gegen ihr Gegner vorgehen sein. http://t.co/xugWYg64zO	NE NN ART NE NN VMFIN APPR ART ADJA NN NE APPR PPOSAT NN VVPP NE NN	2/AG 0/-- 5/NK 5/NK 6/SB 0/-- 15/MO 10/NK 10/NK 7/NK 10/NK 15/OP 14/NK 12/NK 16/OC 17/NK 6/SB	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind Sentiment::markable_100500171::Polarity=negative|Sentiment::markable_100500171::Sentiment=True|Sentiment::markable_100500171::Sarcasm=false|Sentiment::markable_100500171::Intensity=strong case=dat|Target::markable_100500172::Preferred=true|num=sg|Target::markable_100500172::Anaphref=empty|gender=masc|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True case=dat|EmoExpression::markable_100500173::Sarcasm=false|EmoExpression::markable_100500173::EmoExpression=True|EmoExpression::markable_100500173::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500173::Polarity=negative|Target::markable_100500172::Target=True|pos=True|Sentiment::markable_100500171::Sentiment=True|num=sg|EmoExpression::markable_100500173::Uncertain=false|EmoExpression::markable_100500173::Intensity=strong case=dat|gender=masc|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True|EmoExpression::markable_100500218::Uncertain=false|EmoExpression::markable_100500218::Intensity=medium|num=sg|EmoExpression::markable_100500218::EmoExpression=True|EmoExpression::markable_100500218::SubjectiveFact=true|EmoExpression::markable_100500218::Polarity=negative|EmoExpression::markable_100500218::Sarcasm=false case=nom|gender=fem|num=sg|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl
335478796243308544	negative	RT @JP_Stich: was der alte Winner Seehofer wohl zu dieser beleidigten Presseschelte der CDU BaWü zu sagen hätte https://t.co/mTysJh9923	RT @JP_Stich: was die alt Winner Seehofer wohl zu dies beleidigt Presseschelte die CDU BaWü zu sagen haben https://t.co/mTysJh9923	NE ADJD PIS ART ADJA NN NE ADV APPR PDAT ADJA NN ART NE NE PTKZU VVINF VAFIN CARD	0/-- 1/PD 17/OA 6/NK 6/NK 3/AG 6/NK 17/MO 17/OP 12/NK 12/NK 9/NK 14/NK 12/AG 14/NK 17/PM 18/OC 0/-- 18/SB	case=nom|*=True|num=sg pos=True case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl case=nom|gender=masc|num=sg|pos=True case=gen|gender=masc|num=pl case=nom|*=True|num=sg _ Sentiment::markable_100500174::Sarcasm=false|Sentiment::markable_100500174::Polarity=negative|Sentiment::markable_100500174::Sentiment=True|Sentiment::markable_100500174::Intensity=medium case=dat|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True|Target::markable_100500175::Anaphref=empty|gender=fem|Target::markable_100500175::Preferred=true case=dat|EmoExpression::markable_100500176::SubjectiveFact=false|Target::markable_100500175::Target=True|EmoExpression::markable_100500176::Sarcasm=false|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500176::EmoExpression=True|gender=fem|EmoExpression::markable_100500176::Uncertain=false|pos=True|EmoExpression::markable_100500176::Intensity=medium|EmoExpression::markable_100500176::Polarity=negative|num=sg case=dat|EmoExpression::markable_100500177::Polarity=negative|Target::markable_100500175::Target=True|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500177::Intensity=medium|gender=fem|EmoExpression::markable_100500177::SubjectiveFact=false|EmoExpression::markable_100500177::EmoExpression=True|EmoExpression::markable_100500177::Uncertain=false|num=sg|EmoExpression::markable_100500177::Sarcasm=false case=gen|gender=fem|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True case=gen|gender=fem|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True Target::markable_100500175::Target=True|Sentiment::markable_100500174::Sentiment=True _ _ pers=3|num=sg|tense=past|mood=subj _
323880126720917505	positive	#Piratenpartei RV_DOS unterstützt "Holi"-Festival in Beeskow: Vielfarbig und bunt ist nicht nur d... http://t.co/BVamOxAIxX #Piraten #bb	#Piratenpartei RV_DOS unterstützen "Holi"-Festival in Beeskow: vielfarbig und bunt sein nicht nur d... http://t.co/BVamOxAIxX #Piraten #bb	NN NN VVFIN NN APPR NN ADJD KON ADJD VAFIN PTKNEG ADV NE NN NN ADJD	3/SB 1/NK 0/-- 3/OA 3/MO 5/NK 3/MO 7/CD 8/CJ 3/CJ 12/NG 14/MO 14/NK 10/SB 14/NK 14/PD	case=nom|Sentiment::markable_100500178::Polarity=positive|gender=fem|Sentiment::markable_100500178::Sentiment=True|Source::markable_100500179::Source=True|Sentiment::markable_100500178::Intensity=medium|num=sg|Source::markable_100500179::Anaphref=empty|Sentiment::markable_100500178::Sarcasm=false case=nom|gender=fem|Sentiment::markable_100500178::Sentiment=True|num=sg|Source::markable_100500179::Source=True EmoExpression::markable_100500180::Uncertain=false|mood=ind|EmoExpression::markable_100500180::SubjectiveFact=false|Sentiment::markable_100500178::Sentiment=True|pers=3|EmoExpression::markable_100500180::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_100500180::Sarcasm=false|EmoExpression::markable_100500180::Polarity=positive|EmoExpression::markable_100500180::Intensity=medium case=acc|gender=neut|Target::markable_100500181::Target=True|num=sg|Sentiment::markable_100500178::Sentiment=True Target::markable_100500181::Target=True|Sentiment::markable_100500178::Sentiment=True case=dat|gender=neut|num=sg pos=True _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ pos=True gender=neut|*=True|num=sg gender=masc|*=True|num=sg _
334758065008160768	positive	Lavendelblog | Produkttests und Shopvorstellungen: Zwei Shirts nach Wahl von Likoli zu gewinnen http://t.co/UFTijLTXIV	Lavendelblog | Produkttests und Shopvorstellungen: zwei Shirt nach Wahl von Likoli zu gewinnen http://t.co/UFTijLTXIV	NN XY NN KON NN CARD NN APPR NN APPR NE PTKZU VVINF ADJD	0/-- 1/NK 13/OA 3/CD 4/CJ 7/NK 8/MO 13/MO 8/NK 9/PG 10/NK 13/PM 14/OC 1/PD	case=nom|gender=masc|num=sg *=True case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ case=dat|*=True|num=sg _ EmoExpression::markable_100500182::Intensity=medium|EmoExpression::markable_100500182::Sarcasm=false|EmoExpression::markable_100500182::SubjectiveFact=false|EmoExpression::markable_100500182::EmoExpression=True|EmoExpression::markable_100500182::Uncertain=false|EmoExpression::markable_100500182::Polarity=positive _
323875554665308163	positive	RT @femInsist: Warum die #CDU freiwillige Selbstverpflichtungen so toll findet? Weil sich dann nichts ändert #quotejetzt http://t.co/3IH ...	RT @femInsist: warum die #CDU freiwillig Selbstverpflichtung so toll findet? weil sich dann nichts ändern #quotejetzt http://t.co/3IH ...	NE ADJA PWAV ART NN ADJA NN ADV ADJD VVFIN KOUS PRF ADV PIS VVFIN ADJA NN $.	0/-- 1/PNC 10/MO 5/NK 10/SB 7/NK 10/OA 9/MO 10/MO 0/-- 15/CP 15/OA 15/MO 15/OA 0/-- 17/NK 15/DA 17/--	case=nom|*=True|num=sg *=True|pos=True _ case=nom|Sentiment::markable_101::Sentiment=True|Sentiment::markable_101::Polarity=positive|gender=fem|Sentiment::markable_101::Intensity=medium|num=sg|Source::markable_102::Source=True|Source::markable_102::Anaphref=empty|Sentiment::markable_101::Sarcasm=false case=nom|gender=fem|num=sg|Source::markable_102::Source=True|Sentiment::markable_101::Sentiment=True case=acc|Sentiment::markable_101::Sentiment=True|gender=fem|pos=True|num=pl|Target::markable_103::Anaphref=empty|Target::markable_103::Target=True|Target::markable_103::Preferred=true case=acc|gender=fem|num=pl|Target::markable_103::Target=True|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True EmoExpression::markable_104::Intensity=medium|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::SubjectiveFact=false|pos=True|EmoExpression::markable_104::Uncertain=false|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::Sarcasm=false pers=3|num=sg|tense=past|mood=ind _ case=acc|pers=3|num=sg _ gender=neut|*=True pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _
