373986383125176320	positive	@_JennyGER_ das ganze plakative Gehabe lass ich mal durchgehen weil ''wahlkampf'' ist :-)	@_JennyGER_ die ganz plakative Gehabe laß ich mal durchgehen weil ''wahlkampf'' sein :-)	NN ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS NN VAFIN $(	0/-- 5/NK 5/NK 5/NK 12/SB 12/PD 12/SB 12/MO 8/UC 12/CP 12/SB 0/-- 12/--	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
380978562028695554	positive	RT @heikoherberg: Koalition aus #SDP- #CDU- lehnt mal wieder den Mindestlohn im #AGH im #Hauptausschuss ab. Soviel zu Wahlversprechen :-( ......	RT @heikoherberg: Koalition aus #SDP- #CDU- lehnen mal wieder die Mindestlohn in #AGH in #Hauptausschuss ab. soviele zu Wahlversprechen :-( ......	NE ADJA NN APPR ADJA NN VVFIN ADV ADV ART NN APPRART NN APPRART NN NE PIS APPR NN $( NN	2/SB 0/-- 7/SB 3/MNR 6/NK 4/NK 0/-- 7/MO 7/MO 11/NK 7/OA 11/MNR 12/NK 7/MO 14/NK 15/NK 0/-- 17/MNR 18/NK 19/-- 19/CJ	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True|Sentiment::markable_100500265::Sentiment=True case=nom|gender=fem|Source::markable_100500267::Anaphref=empty|num=sg|Sentiment::markable_100500267::Sarcasm=false|Sentiment::markable_100500267::Polarity=positive|Sentiment::markable_100500267::Intensity=medium|Source::markable_100500267::Source=True|Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True Source::markable_100500267::Source=True|Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True case=dat|num=pl|Sentiment::markable_100500265::Sentiment=True|Source::markable_100500267::Source=True|gender=masc|Sentiment::markable_100500267::Sentiment=True|pos=True case=dat|gender=masc|Sentiment::markable_100500267::Sentiment=True|num=pl|Sentiment::markable_100500265::Sentiment=True EmoExpression::markable_100500267::EmoExpression=True|mood=ind|EmoExpression::markable_100500267::SubjectiveFact=false|EmoExpression::markable_100500267::Intensity=medium|EmoExpression::markable_100500267::Uncertain=false|pers=3|num=sg|tense=pres|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500267::Sarcasm=false|Sentiment::markable_100500267::Sentiment=True|EmoExpression::markable_100500267::Polarity=negative Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True case=acc|Target::markable_100500267::Target=True|Target::markable_100500267::Preferred=true|Target::markable_100500267::Anaphref=empty|gender=masc|num=sg|Sentiment::markable_100500265::Sentiment=True|Sentiment::markable_100500267::Sentiment=True case=acc|Target::markable_100500267::Target=True|num=sg|Sentiment::markable_100500265::Sentiment=True|gender=masc|Sentiment::markable_100500267::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=nom|*=True|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True *=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500265::Sentiment=True EmoExpression::markable_100500265::EmoExpression=True|EmoExpression::markable_100500265::Uncertain=false|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500265::SubjectiveFact=false|EmoExpression::markable_100500265::Sarcasm=false|EmoExpression::markable_100500265::Polarity=negative|EmoExpression::markable_100500265::Intensity=medium case=dat|gender=fem|num=sg|Sentiment::markable_100500265::Sentiment=True
347112396017528832	positive	#Piratenpartei Mittwoch und Freitag Pflichttermine für Kernis ;-): Beitrag kann nach Anmeldung... http://t.co/7oC7mpjGSM #Piraten #Forum	#Piratenpartei Mittwoch und Freitag Pflichttermin für Kernis ;-): Beitrag können nach Anmeldung... http://t.co/7oC7mpjGSM #Piraten #Forum	NN NN KON NN NN APPR NN ADJA NN VMFIN APPR ADJA NN NN NN	8/MO 1/NK 2/CD 3/CJ 1/PD 5/MNR 6/NK 9/NK 10/SB 0/-- 10/MO 11/NK 0/-- 13/NK 13/PD	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_33::Sarcasm=false|gender=neut|EmoExpression::markable_33::Intensity=medium|num=sg|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::SubjectiveFact=false case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl
377317914246139904	neutral	So geht Wahlwerbung! Zeigt Schwarz/Gelb am 22.9 die GRÜNE Karte;-) GRÜN verändert... GRÜN wirkt... 2013 wird... http://t.co/2MmjrLEZ6Q	so gehen Wahlwerbung! zeigen Schwarz/Gelb an @card@ die grün Karte;-) grün verändert... grün wirkt... @card@ wird... http://t.co/2MmjrLEZ6Q	ADV VVFIN NN VVFIN NN APPRART CARD ART ADJA $( ADJD ADJA ADJD ADJA CARD ADJA NN	2/MO 0/-- 2/SB 12/MO 4/SB 4/MO 6/NK 9/NK 4/OA 9/-- 12/MO 0/-- 14/MO 0/-- 16/MO 0/-- 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg pos=True case=acc|gender=fem|num=sg|pos=True pos=True pers=2|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=pl|comp=True case=nom|gender=fem|num=sg
382475602139164674	positive	@Pfeffermynzia @phlox81 Das stelle ich mir getade bildlich vor: die gewesenen #FDP-Minister im #Arbeitsamt :)	@Pfeffermynzia @phlox81 die stellen ich ich getade bildlich vor: die gewesen #FDP-Minister in #Arbeitsamt :)	NN NN PDS VVFIN PPER PRF ADJD ADJD VVFIN ART ADJA NN APPRART NN ADJA	0/-- 0/-- 4/OA 0/-- 4/SB 4/DA 8/MO 9/MO 4/OC 12/NK 12/NK 9/OA 12/MNR 13/NK 9/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=dat|pers=1|num=sg pos=True pos=True pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=pl case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_35::EmoExpression=True|num=pl|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Polarity=positive
370276983038812162	negative	RT @Konstanze_MaHe: Noch immer Keine Helfer zum Plakatieren am Freitag Abend am Olympiastadion. :-( #Fanrechte #Berlin #Piraten	RT @Konstanze_MaHe: noch immer keine Helfer zu Plakatieren an Freitag Abend an Olympiastadion. :-( #Fanrechte #Berlin #Piraten	NE NN ADV ADV PIAT NN APPRART NN APPRART NN NN APPRART NN $( NN NE NN	2/AG 0/-- 4/MO 5/MO 6/NK 0/-- 6/MNR 7/NK 8/MNR 9/NK 9/CJ 11/MNR 12/NK 15/-- 0/-- 15/NK 15/PD	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg Sentiment::markable_36::Sarcasm=false|Target::markable_37::Preferred=true|Target::markable_37::Anaphref=empty|Sentiment::markable_36::Polarity=negative|Target::markable_37::Target=True|Sentiment::markable_36::Intensity=medium|Sentiment::markable_36::Sentiment=True Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True EmoExpression::markable_38::Polarity=negative|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|EmoExpression::markable_38::SubjectiveFact=false|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium|Sentiment::markable_36::Sentiment=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
348742398429503489	positive	RT @Backnang: #Grüne: "#s21 soll dabei ABSPRACHEGEMÄss keine Rolle spielen - auch in #Stuttgart nicht." Das hättet ihr wohl gern :( #BTW13	RT @Backnang: #Grüne: "#s21 sollen dabei absprachegemäß keine Rolle spielen - auch in #Stuttgart nicht." die haben ihr wohl gern :( #BTW13	NE ADJA NN CARD VMFIN PAV ADJD PIAT NN VVINF $( ADV APPR NE ADJD PDS VAFIN PPER ADV ADV ADJD CARD	0/-- 1/UC 5/SB 3/NK 0/-- 10/NK 10/MO 9/NK 10/OA 5/OC 10/-- 13/MO 15/MO 13/NK 9/PD 17/SB 0/-- 21/DA 21/MO 21/MO 22/MO 17/SB	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=sg _ case=nom|Sentiment::markable_100500272::Sarcasm=false|Sentiment::markable_100500272::Polarity=positive|Target::markable_100500273::Anaphref=empty|gender=neut|Target::markable_100500273::Preferred=true|num=sg|Sentiment::markable_100500272::Sentiment=True|Target::markable_100500273::Target=True|Sentiment::markable_100500272::Intensity=medium pers=3|Sentiment::markable_100500272::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg|Source::markable_100500274::Source=True|Sentiment::markable_100500272::Sentiment=True|Source::markable_100500274::Anaphref=empty|gender=fem Sentiment::markable_100500272::Sentiment=True Sentiment::markable_100500272::Sentiment=True|EmoExpression::markable_100500275::EmoExpression=True|EmoExpression::markable_100500275::Uncertain=false|EmoExpression::markable_100500275::Sarcasm=false|EmoExpression::markable_100500275::Intensity=medium|EmoExpression::markable_100500275::SubjectiveFact=false|EmoExpression::markable_100500275::Polarity=positive EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|EmoExpression::markable_39::Sarcasm=false|Sentiment::markable_100500272::Sentiment=True|EmoExpression::markable_39::Polarity=negative|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium _
372729019458125824	neutral	@kahrs Haha, vorsicht, eben bei der SZ 79% FDP-Übereinstimmung bekommen! (SPD 70%) :> @LucasGerrits @pscljnsn	@kahrs Haha, vorsicht, eben bei die SZ @card@ FDP-Übereinstimmung bekommen! (SPD 70%) :> @LucasGerrits @pscljnsn	NN NE NE ADV APPR ART NE CARD NN ADJA NN ADJA ADJA NN NE	0/-- 3/PNC 10/SB 10/MO 10/MO 7/NK 5/NK 9/NK 10/AMS 0/-- 0/-- 14/NK 14/NK 11/NK 0/--	_ case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg
367909097774919680	negative	Kreuzbergs grüne Bezirksbürgermeisterin versucht gar nicht erst den Kampf gegen Gangsterbande http://t.co/wMe1eWIS8Y	Kreuzberg grün Bezirksbürgermeisterin versuchen gar nicht erst die Kampf gegen Gangsterbande http://t.co/wMe1eWIS8Y	NE ADJA NN VVFIN ADV PTKNEG ADV ART NN APPR NN NN	3/AG 3/NK 4/SB 0/-- 6/MO 7/NG 4/MO 9/NK 4/OA 9/MNR 10/NK 4/OA	case=gen|*=True|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_100500276::EmoExpression=True|gender=masc|EmoExpression::markable_100500276::Sarcasm=false|EmoExpression::markable_100500276::Polarity=negative|num=sg|EmoExpression::markable_100500276::Intensity=medium|EmoExpression::markable_100500276::Uncertain=false|EmoExpression::markable_100500276::SubjectiveFact=false _ case=acc|EmoExpression::markable_100500418::Polarity=negative|EmoExpression::markable_100500418::Intensity=medium|gender=masc|EmoExpression::markable_100500418::SubjectiveFact=false|EmoExpression::markable_100500418::EmoExpression=True|EmoExpression::markable_100500418::Uncertain=false|num=pl|EmoExpression::markable_100500418::Sarcasm=false case=acc|gender=masc|num=pl
351306802849259521	negative	@EinAugenschmaus #AfD+ Unwählbar sind nur die Berliner gestalten Inklusive Opposition die den Bürgern nur noch verarschen!	@EinAugenschmaus #AfD+ Unwählbar sein nur die Berliner gestalten inklusive Opposition die die Bürger nur noch verarschen!	NN ADJA NN VAFIN ADV ART NN VVFIN APPR NN ART ART NN ADV ADV ADJA	0/-- 3/NK 4/SB 0/-- 7/MO 7/NK 4/SB 4/CJ 8/MO 9/NK 8/SB 13/NK 16/DA 16/MO 16/MO 8/CJ	_ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg *=True|pos=True EmoExpression::markable_100500419::SubjectiveFact=false|EmoExpression::markable_100500419::Intensity=medium|EmoExpression::markable_100500419::Sarcasm=false|mood=ind|EmoExpression::markable_100500419::EmoExpression=True|EmoExpression::markable_100500419::Uncertain=false|pers=3|EmoExpression::markable_100500419::Polarity=negative|num=pl|tense=pres _ case=dat|Sentiment::markable_100500281::Sentiment=True|gender=fem|Sentiment::markable_100500281::Intensity=strong|Target::markable_100500282::Anaphref=empty|num=sg|Target::markable_100500282::Target=True|Sentiment::markable_100500281::Polarity=negative|Sentiment::markable_100500281::Sarcasm=false|Target::markable_100500282::Preferred=true case=nom|gender=fem|num=pl|Sentiment::markable_100500281::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500281::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500281::Sentiment=True Sentiment::markable_100500281::Sentiment=True Sentiment::markable_100500281::Sentiment=True case=acc|gender=neut|num=pl|pos=True
370526915645677568	positive	RT @timrahmann: Wenn Twitter & Co. ein Frühinidkator sind, kann die #SPD wieder hoffen. RT @ovoss Die erstaunliche Aufholjagd der SPD http:...	RT @timrahmann: wenn Twitter & Co. eine Frühinidkator sind, können die #SPD wieder hoffen. RT @ovoss die erstaunlich Aufholjagd die SPD http:...	NE NN KOUS NN KON NN ART NN NE VMFIN ART NN ADV NE NE NN ART ADJA NN ART NE NN	2/AG 0/-- 10/CP 10/SB 4/CD 5/CJ 8/NK 4/MNR 8/NK 0/-- 12/NK 10/SB 10/MO 10/SB 16/PNC 0/-- 19/NK 19/NK 0/-- 21/NK 19/AG 19/PD	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=pl _ *=True *=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|Sentiment::markable_100500278::Sentiment=True|Sentiment::markable_100500278::Sarcasm=false|gender=fem|Sentiment::markable_100500278::Intensity=medium|Target::markable_100500279::Preferred=true|Sentiment::markable_100500278::Polarity=positive|Target::markable_100500279::Target=True|num=sg|Target::markable_100500279::Anaphref=empty case=nom|EmoExpression::markable_100500280::Polarity=positive|Sentiment::markable_100500278::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_100500280::Uncertain=false|Target::markable_100500279::Target=True|num=sg|EmoExpression::markable_100500280::Intensity=medium|EmoExpression::markable_100500280::SubjectiveFact=false|EmoExpression::markable_100500280::EmoExpression=True|EmoExpression::markable_100500280::Sarcasm=false case=nom|gender=fem|num=sg|Target::markable_100500279::Target=True|Sentiment::markable_100500278::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_100500279::Target=True|Sentiment::markable_100500278::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_100500279::Target=True|Sentiment::markable_100500278::Sentiment=True case=acc|gender=masc|num=sg
351425205144530944	positive	RT @Sasa_Gunjevic: Unterstütze den Vorschlag von Sven #Giegold, Sprecher der #Grünen im Europaparlament, #Snowden #Asyl in #Deutschland zu ...	RT @Sasa_Gunjevic: unterstützen die Vorschlag von Sven #Giegold, Sprecher die #Grünen in Europaparlament, #Snowden #Asyl in #Deutschland zu ...	NE NN VVFIN ART NN APPR NE NE NN ART NN APPRART NE ADJA NN APPR NN PTKVZ $.	2/AG 0/-- 0/-- 5/NK 3/OA 5/PG 8/PNC 9/NK 6/NK 11/NK 9/AG 11/MNR 12/NK 15/NK 3/OA 15/MNR 16/NK 3/SVP 18/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_100500292::Sentiment=True EmoExpression::markable_100500294::EmoExpression=True|EmoExpression::markable_100500294::Uncertain=false|mood=subj|EmoExpression::markable_100500294::Sarcasm=false|EmoExpression::markable_100500294::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_100500294::Intensity=medium|EmoExpression::markable_100500294::SubjectiveFact=false|Sentiment::markable_100500292::Sentiment=True case=acc|Target::markable_100500295::Anaphref=empty|num=sg|gender=masc|Target::markable_100500295::Target=True|Sentiment::markable_100500292::Sentiment=True|Target::markable_100500295::Preferred=true case=acc|gender=masc|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True Target::markable_100500295::Target=True|Sentiment::markable_100500292::Sentiment=True Target::markable_100500295::Target=True|*=True|Sentiment::markable_100500292::Sentiment=True Target::markable_100500295::Target=True|*=True|Sentiment::markable_100500292::Sentiment=True case=nom|gender=masc|Target::markable_100500295::Target=True|num=pl|Sentiment::markable_100500292::Sentiment=True case=gen|gender=fem|Target::markable_100500295::Target=True|num=pl|Sentiment::markable_100500292::Sentiment=True case=gen|gender=fem|Target::markable_100500295::Target=True|num=pl|Sentiment::markable_100500292::Sentiment=True case=dat|gender=masc|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True case=dat|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _
374562149864972289	positive	TV-Duell: "Merkel hat sich prächtig von der AfD abgegrenzt" http://t.co/yxCqqqbkxz via @welt	TV-Duell: "Merkel haben sich prächtig von die AfD abgegrenzt" http://t.co/yxCqqqbkxz via @welt	NN NN VAFIN PRF ADJD APPR ART NN ADJA NN APPR NN	3/SB 1/NK 0/-- 9/OA 9/MO 9/SBP 8/NK 6/NK 3/OC 9/SB 10/MNR 11/NK	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_42::Sentiment=True|gender=masc|Sentiment::markable_42::Sarcasm=false|Sentiment::markable_42::Polarity=positive|num=sg|Sentiment::markable_42::Intensity=strong|Target::markable_43::Target=True|Target::markable_43::Preferred=true|Target::markable_43::Anaphref=empty pers=3|Sentiment::markable_42::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_43::Target=True case=acc|pers=3|num=sg|Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True EmoExpression::markable_41::EmoExpression=True|Sentiment::markable_42::Sentiment=True|EmoExpression::markable_41::Uncertain=false|EmoExpression::markable_41::Intensity=strong|EmoExpression::markable_41::Polarity=positive|EmoExpression::markable_41::Sarcasm=false|pos=True|EmoExpression::markable_41::SubjectiveFact=false Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True _ _ _ pers=3|num=sg|tense=pres|mood=ind
382870043639701504	neutral	Neuer Artikel der Piraten_BS Bruchstrasse demnächst ohne Rotlicht? http://t.co/aVwrrvm34z	neu Artikel die Piraten_BS Bruchstrasse demnächst ohne Rotlicht? http://t.co/aVwrrvm34z	ADJA NN ART NN NN ADV APPR ADJA NN	2/NK 0/-- 4/NK 2/AG 4/NK 7/MO 4/MO 7/NK 0/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=pl|pos=True case=nom|gender=fem|num=sg
379514462593490944	positive	DTN Germany: Rot-Grün schwächelt: Für die SPD geht es nur noch um die Grosse Koalition: Rückenwind fühlt sich a... http://t.co/ZkmamlaUhu	DTN Germany: Rot-Grün schwächelt: für die SPD gehen es nur noch um die groß Koalition: Rückenwind fühlen sich a... http://t.co/ZkmamlaUhu	NN NE NE VVFIN APPR ART NE VVFIN PPER ADV ADV APPR ART ADJA NN NN VVFIN PRF ADJA NN	4/SB 3/PNC 1/NK 0/-- 8/MO 7/NK 5/NK 4/OC 8/EP 12/MO 10/MO 8/OP 15/NK 15/NK 12/NK 17/OA 8/CJ 17/OA 20/NK 17/OA	Sentiment::markable_100500284::Sarcasm=false|Sentiment::markable_100500284::Intensity=medium|*=True|Sentiment::markable_100500284::Sentiment=True|Source::markable_100500285::Source=True|Sentiment::markable_100500284::Polarity=positive|Source::markable_100500285::Anaphref=empty case=nom|*=True|num=sg|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True case=nom|EmoExpression::markable_100500287::Polarity=negative|EmoExpression::markable_100500287::SubjectiveFact=false|EmoExpression::markable_100500287::Sarcasm=false|*=True|Sentiment::markable_100500284::Sentiment=True|num=sg|EmoExpression::markable_100500287::Uncertain=false|EmoExpression::markable_100500287::Intensity=medium|EmoExpression::markable_100500287::EmoExpression=True pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|*=True|num=sg _
359207971063996418	positive	RT @maennerstreik: Liebe #Piraten: "Eine weitere feministische Partei ist nicht das, wonach sich zahllose Wähler sehnen." http://t.co/1VRe8...	RT @maennerstreik: Liebe #Piraten: "Eine weit feministisch Partei sein nicht das, wonach sich zahllos Wähler sehnen." http://t.co/1VRe8...	NE ADJA NN ADJA NN ADJA ADJA NN VAFIN PTKNEG ADJA PWAV PRF ADJA NN ADJA NN	0/-- 1/UC 8/NK 5/NK 3/NK 8/NK 8/NK 9/SB 0/-- 11/NG 9/SB 16/MO 16/OA 15/NK 16/OA 9/RS 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|EmoExpression::markable_100500288::Sarcasm=false|gender=fem|EmoExpression::markable_100500288::SubjectiveFact=false|EmoExpression::markable_100500288::Polarity=positive|num=sg|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::EmoExpression=True|EmoExpression::markable_100500288::Intensity=medium case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl|comp=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=acc|pers=3|num=pl case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl|pos=True case=nom|gender=neut|num=pl
