369517901734096896	positive	Piraten bei puls4! gleich geht los :-) http://t.co/EGeZ2oiZrQ	Pirat bei puls4! gleich gehen los :-) http://t.co/EGeZ2oiZrQ	NN APPR ADJD ADJD VVFIN ADJD $( NN	0/-- 1/MNR 2/NK 5/MO 0/-- 5/MO 6/-- 6/PAR	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
362611909561819137	mixed	RT @Nordpirat: Die #SPD ist gar keine #Alternative zur #CDU. Aber wem erzähl ich das :( http://t.co/mztwisqABI #Bundestagswahl #Wahl #Polit...	RT @Nordpirat: die #SPD sein gar keine #Alternative zu #CDU. aber wer erzählen ich die :( http://t.co/mztwisqABI #Bundestagswahl #Wahl #Polit...	NE NN ART NN VAFIN ADV PIAT NN APPRART NE KON PWS VVIMP PPER ART ADJA NN NN NN ADJA	2/AG 0/-- 4/NK 5/SB 0/-- 7/MO 8/NK 5/SB 8/MNR 9/NK 12/JU 13/NK 0/-- 20/SB 17/NK 17/NK 20/OA 17/NK 18/NK 13/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|Sentiment::markable_94::Sentiment=True|num=sg case=nom|Target::markable_96::Anaphref=empty|num=sg|Target::markable_96::Preferred=true|gender=fem|Sentiment::markable_94::Sentiment=True|Target::markable_96::Target=True case=nom|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg|Target::markable_96::Target=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=pres|mood=ind Intensifier::markable_99::EmoExpressionRef=emo-expression:markable_97|Sentiment::markable_94::Sentiment=True|Intensifier::markable_99::Degree=medium|Intensifier::markable_99::Intensifier=True case=nom|Negation::markable_98::Negation=True|num=sg|Negation::markable_98::EmoExpressionRef=emo-expression:markable_97|gender=fem|Sentiment::markable_94::Sentiment=True case=nom|EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|EmoExpression::markable_97::Uncertain=true|EmoExpression::markable_97::Intensity=medium|gender=fem|EmoExpression::markable_97::Polarity=positive|num=sg|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|gender=neut|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|pos=True|EmoExpression::markable_100::Polarity=negative|num=sg|EmoExpression::markable_100::Intensity=medium case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
373734340330786816	positive	RT @Nachtfalke_de: #Piraten in der ehemaligen Stadt der abgestuften Chancengleichheit ;-) #btw13 #Herne http://t.co/oq0VWOU4oj	RT @Nachtfalke_de: #Piraten in die ehemalig Stadt die abgestuft Chancengleichheit ;-) #btw13 #Herne http://t.co/oq0VWOU4oj	NE ADJA NN APPR ART ADJA NN ART ADJA NN $( CARD NN NE	0/-- 1/PNC 0/-- 3/MNR 7/NK 7/NK 4/NK 10/NK 10/NK 7/AG 10/-- 13/NK 7/PAR 13/NK	case=nom|*=True|num=sg *=True|pos=True case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|EmoExpression::markable_10409139::Uncertain=false|gender=fem|EmoExpression::markable_10409139::EmoExpression=True|EmoExpression::markable_10409139::SubjectiveFact=true|num=sg|EmoExpression::markable_10409139::Intensity=medium|EmoExpression::markable_10409139::Polarity=positive|EmoExpression::markable_10409139::Sarcasm=false EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
374218477659492352	positive	RT @kroppzoich2011: +1! #hach... :-) RT @Duesenberg_: Das mag ich dann doch wieder an den #piraten Sehr sogar http://t.co/ZogCdvc1YY	RT @kroppzoich2011: +1! #hach... :-) RT @Duesenberg_: die mögen ich dann doch wieder an die #piraten sehr sogar http://t.co/ZogCdvc1YY	NE ADJA ADJA NN $( NE NN PDS VMFIN PPER ADV ADV ADV APPR ART NN ADV ADV NN	0/-- 1/PNC 0/-- 0/-- 6/-- 7/NK 0/-- 9/SB 0/-- 9/SB 9/MO 9/MO 9/MO 9/MO 16/NK 14/NK 18/MO 9/MO 9/OA	case=nom|*=True|num=sg *=True|pos=True _ case=nom|gender=neut|num=sg EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=positive gender=fem|*=True|num=sg gender=fem|*=True|num=sg|Sentiment::markable_103::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True EmoExpression::markable_105::Uncertain=false|mood=ind|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::EmoExpression=True|pers=3|EmoExpression::markable_105::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_105::Intensity=medium case=nom|pers=1|num=sg|Source::markable_106::Anaphref=markable_104|Source::markable_106::Source=True|*=True|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True case=dat|num=pl|Target::markable_107::Target=True|Target::markable_107::Preferred=true|Target::markable_107::Anaphref=empty|gender=fem|Sentiment::markable_103::Sentiment=True case=dat|num=pl|Target::markable_107::Target=True|sup=True|gender=fem|Sentiment::markable_103::Sentiment=True Intensifier::markable_108::Intensifier=True|Sentiment::markable_103::Sentiment=True|Intensifier::markable_108::Degree=medium|Intensifier::markable_108::EmoExpressionRef=emo-expression:markable_105 Sentiment::markable_103::Sentiment=True case=nom|gender=neut|num=pl
357875120586489857	positive	@AlterPirat saustarke Argumentation auf höchstem intellektuellen Niveau - dafür ein fröhlicher Tritt gegen das Holzbein: #piraten- #AfD+ :-)	@AlterPirat saustarke Argumentation auf hoch intellektuell Niveau - dafür eine fröhlich Tritt gegen die Holzbein: #piraten- #AfD+ :-)	NN VVFIN NN APPR ADJA ADJA NN $( PAV ART ADJA NN APPR ART NN ADJD ADJA $(	0/-- 17/MO 2/SB 2/MO 7/NK 7/NK 4/NK 7/-- 2/NK 12/NK 12/NK 2/SB 2/MO 15/NK 13/NK 17/MO 0/-- 17/--	case=nom|gender=masc|num=sg Sentiment::markable_109::Polarity=positive|Sentiment::markable_109::Sentiment=True|EmoExpression::markable_110::Intensity=strong|Sentiment::markable_109::Sarcasm=false|Target::markable_112::Anaphref=empty|num=sg|tense=pres|EmoExpression::markable_110::EmoExpression=True|Target::markable_112::Target=True|EmoExpression::markable_110::SubjectiveFact=false|mood=subj|Sentiment::markable_109::Intensity=medium|Target::markable_112::Preferred=true|EmoExpression::markable_110::Polarity=positive|pers=3|EmoExpression::markable_110::Uncertain=false|EmoExpression::markable_110::Sarcasm=false case=nom|gender=fem|num=sg|Sentiment::markable_109::Sentiment=True|Target::markable_112::Target=True Sentiment::markable_109::Sentiment=True case=dat|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=neut|Sentiment::markable_109::Sentiment=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|num=sg|sup=True|EmoExpression::markable_111::Intensity=strong|EmoExpression::markable_111::Uncertain=false case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_109::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_109::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::SubjectiveFact=false|gender=masc|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|pos=True|EmoExpression::markable_113::Polarity=positive|num=sg|EmoExpression::markable_113::Intensity=medium case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|EmoExpression::markable_114::SubjectiveFact=false|gender=neut|num=sg|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Polarity=positive
380375408727699456	mixed	Schmöker-Tipp für alle #AfD-Freunde und sonstige Menschenverachter - das ElitePartner-Forum: http://t.co/J8gFGU84AR :-) #Realsatire	Schmöker-Tipp für alle #AfD-Freunde und sonstig Menschenverachter - die ElitePartner-Forum: http://t.co/J8gFGU84AR :-) #Realsatire	NN APPR PIAT NN KON ADJA NN $( ART ADJA NN $( NN	0/-- 1/MNR 4/NK 2/NK 4/CD 7/NK 5/CJ 7/-- 11/NK 11/NK 7/APP 11/-- 11/CJ	case=nom|gender=masc|num=sg _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=acc|*=True|num=pl|pos=True case=acc|EmoExpression::markable_117::Intensity=medium|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::EmoExpression=True|*=True|EmoExpression::markable_117::Uncertain=false|num=pl|EmoExpression::markable_117::Polarity=negative|EmoExpression::markable_117::Sarcasm=false _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=pl EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false case=nom|gender=masc|num=pl
377822921584312320	neutral	Die CSU kann sich anscheinend alles erlauben.	die CSU können sich anscheinend alle erlauben.	ART NE VMFIN PRF ADJD PIAT ADJA	2/NK 3/SB 0/-- 7/OA 3/MO 7/MO 3/OC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
355266092207321088	positive	RT @TeilerDoehrden: Zu meiner gestrigen STASI-Anspielung im Landtag passend ein schöner Artikel in der FAZ http://t.co/mssCZr3vXj via @alio ...	RT @TeilerDoehrden: zu mein gestrig STASI-Anspielung in Landtag passend eine schön Artikel in die FAZ http://t.co/mssCZr3vXj via @alio ...	NE NN APPR PPOSAT ADJA NN APPRART NN ADJD ART ADJA NN APPR ART NE NE APPR NN $.	2/PNC 0/-- 9/MO 6/NK 6/NK 3/NK 6/MNR 7/NK 12/MO 12/NK 12/NK 0/-- 12/MNR 15/NK 13/NK 12/NK 12/MNR 17/NK 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=false|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|Sentiment::markable_118::Sentiment=True|gender=masc|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|pos=True|Target::markable_119::Target=True|num=sg|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Intensity=medium|EmoExpression::markable_120::SubjectiveFact=false case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True _ _ case=dat|gender=masc|num=sg _
378185296094822400	negative	@Ekynos die angst vor dem wähler? harhar	@Ekynos die Angst vor die wähler? harhar	NN ART NN APPR ART ADJA NE	0/-- 3/NK 0/-- 3/MNR 6/NK 4/NK 0/--	_ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=negative|gender=fem|EmoExpression::markable_121::EmoExpression=True|num=sg|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True
374640192176803840	positive	RT @sekor: Geil, die Grünen rufen zur Demo gegen ihre eigenen Überwachungsgesetze auf ^^ http://t.co/QoogoF75il http://t.co/87Vy6Ic9JF	RT @sekor: Geil, die Grüne rufen zu Demo gegen ihr eigen Überwachungsgesetze auf ^^ http://t.co/QoogoF75il http://t.co/87Vy6Ic9JF	NE NN NE ART NN VVFIN APPRART NN APPR PPOSAT ADJA NN APPR ADJA NN NE	2/PNC 0/-- 6/DA 5/NK 6/SB 0/-- 6/OP 7/NK 8/MNR 12/NK 12/NK 9/NK 6/MO 15/NK 13/NK 6/OA	case=nom|*=True|num=sg case=nom|Sentiment::markable_122::Sentiment=True|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::Intensity=medium|*=True|EmoExpression::markable_122::EmoExpression=True|num=sg|EmoExpression::markable_122::Uncertain=false case=nom|*=True|num=pl|Sentiment::markable_122::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|Target::markable_124::Anaphref=empty|Sentiment::markable_131::Intensity=medium|*=True|Target::markable_124::Preferred=true|Source::markable_131::Anaphref=empty|Sentiment::markable_131::Polarity=positive|num=pl|Target::markable_124::Target=True|Sentiment::markable_131::Sarcasm=false|Source::markable_131::Source=True|Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|num=pl|Sentiment::markable_131::Sentiment=True|Source::markable_131::Source=True|*=True|Target::markable_124::Target=True pers=3|Sentiment::markable_122::Sentiment=True|num=pl|tense=pres|mood=ind|Target::markable_124::Target=True|Sentiment::markable_131::Sentiment=True case=dat|Sentiment::markable_122::Sentiment=True|num=sg|Sentiment::markable_131::Sentiment=True|gender=fem|Target::markable_124::Target=True case=dat|Sentiment::markable_122::Sentiment=True|num=sg|Sentiment::markable_131::Sentiment=True|gender=fem|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_131::Intensity=medium|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_131::EmoExpression=True|EmoExpression::markable_131::Sarcasm=false|EmoExpression::markable_131::Uncertain=false|Target::markable_124::Target=True|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::Polarity=positive case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|Sentiment::markable_131::Sentiment=True|gender=masc|Target::markable_131::Preferred=true|num=pl|Target::markable_124::Target=True|Target::markable_131::Anaphref=empty case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|Sentiment::markable_131::Sentiment=True|gender=masc|pos=True|num=pl|Target::markable_124::Target=True case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|num=pl|Sentiment::markable_131::Sentiment=True|gender=masc|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Sentiment::markable_131::Sentiment=True|Target::markable_124::Target=True case=acc|Sentiment::markable_122::Sentiment=True|num=pl|gender=masc|pos=True|EmoExpression::markable_126::EmoExpression=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl
381089319131181056	positive	Klar, es ist Wahlkampf. Die Rücktrittsforderungen an #Beck und #Trittin #Grüne finde ich trotzdem ok.	Klar, es sein Wahlkampf. die Rücktrittsforderung an #Beck und #Trittin #Grüne finden ich trotzdem ok.	NE PPER VAFIN NE ART NN APPR NN KON NN NN VVFIN PPER PAV ADJA	2/APP 3/SB 0/-- 3/SB 6/NK 12/OA 6/MNR 7/NK 8/CD 9/CJ 8/NK 0/-- 12/SB 15/NK 12/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=acc|gender=fem|Target::markable_133::Target=True|Sentiment::markable_132::Polarity=positive|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Preferred=true|Sentiment::markable_132::Intensity=medium|Target::markable_133::Anaphref=empty|Sentiment::markable_132::Sarcasm=false case=acc|gender=fem|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True pers=1|Sentiment::markable_132::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Sentiment::markable_132::Sentiment=True|Source::markable_134::Source=True|Source::markable_134::Anaphref=empty|*=True Sentiment::markable_132::Sentiment=True _
384292162588147712	negative	RT @kaczmarekkkkkkk: Einsam und alleine stand in Heidelsheim ein CDU-Sonnenschirm.	RT @kaczmarekkkkkkk: einsam und alleine stehen in Heidelsheim eine CDU-Sonnenschirm.	NE ADJD ADJD KON ADV VVFIN APPR NN ART NE	0/-- 1/PD 6/MO 3/CD 4/CJ 0/-- 6/MO 7/NK 10/NK 6/SB	case=nom|*=True|num=sg pos=True|Sentiment::markable_137::Sentiment=True EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=negative|pos=True|Sentiment::markable_137::Sentiment=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_137::Sentiment=True case=acc|Target::markable_138::Anaphref=empty|num=sg|Target::markable_138::Preferred=true|gender=neut|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_137::Sentiment=True
350291807738929152	negative	DT @W_SK: Ärgerlich: SPD gegen Untersuchungsausschuss zu #Blockupy dpa: SPD und Grüne über Untere es... http://t.co/RBg45gHnE0	DT @W_SK: Ärgerlich: SPD gegen Untersuchungsausschuss zu #Blockupy dpa: SPD und Grüne über unter es... http://t.co/RBg45gHnE0	NN ADJA NN NE APPR NN APPR NN VVFIN NE KON NN APPR ADJA ADJA NN	0/-- 1/NK 9/SB 3/NK 3/MNR 5/NK 6/MNR 7/NK 0/-- 9/SB 10/CD 11/CJ 9/OP 15/NK 13/NK 0/--	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_139::Sentiment=True|gender=fem|EmoExpression::markable_139::SubjectiveFact=false|pos=True|EmoExpression::markable_139::Intensity=medium|num=sg|EmoExpression::markable_139::EmoExpression=True|Sentiment::markable_139::Intensity=medium|Sentiment::markable_139::Polarity=negative|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=negative|Sentiment::markable_139::Sarcasm=false case=nom|gender=neut|num=sg|Sentiment::markable_139::Sentiment=True case=nom|Sentiment::markable_142::Sarcasm=false|Target::markable_139::Anaphref=empty|Target::markable_139::Preferred=true|Sentiment::markable_142::Polarity=negative|gender=neut|Source::markable_142::Anaphref=empty|num=sg|Sentiment::markable_142::Intensity=medium|Source::markable_142::Source=True|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True Sentiment::markable_142::Sentiment=True|EmoExpression::markable_142::Polarity=positive|EmoExpression::markable_142::Sarcasm=false|EmoExpression::markable_142::SubjectiveFact=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Uncertain=false|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|EmoExpression::markable_142::Intensity=medium case=acc|gender=neut|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|Target::markable_142::Target=True|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True case=dat|num=sg|gender=neut|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=acc|gender=neut|num=pl|comp=True pos=True _
377438362866446336	neutral	Allianz GI-Umfrage: Zeitpunkt für den Ausstieg aus Niedrigzinspolitik unklar: Frankfurt (http://t.co/YnCbYGmWEq... http://t.co/YuQi3iVUim	Allianz GI-Umfrage: Zeitpunkt für die Ausstieg aus Niedrigzinspolitik unklar: Frankfurt (http://t.co/YnCbYGmWEq... http://t.co/YuQi3iVUim	NN NN NN APPR ART NN APPR NN ADJA NE NN NN	9/SB 1/MNR 2/NK 1/MNR 6/NK 4/NK 6/MNR 7/NK 0/-- 9/SB 9/OA 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
376247130957963264	neutral	RT @de_Wastl: Piraten kennen keine Wahltermine, sie sind immer aktiv.	RT @de_Wastl: Pirat kennen keine Wahltermine, sie sein immer aktiv.	NE ADJA NN VVFIN PIAT NN PPER VAFIN ADV ADJA	0/-- 1/UC 4/SB 0/-- 6/NK 4/SB 8/SB 4/CJ 8/MO 8/MO	case=nom|*=True|num=sg case=nom|*=True|Sentiment::markable_146::Sentiment=True|num=sg case=nom|Target::markable_148::Preferred=true|num=pl|Target::markable_148::Anaphref=empty|gender=masc|Sentiment::markable_146::Sentiment=True|Target::markable_148::Target=True pers=3|Sentiment::markable_146::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_146::Sentiment=True|num=pl case=nom|gender=masc|Sentiment::markable_146::Sentiment=True|num=pl case=acc|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg|pers=3 pers=3|Sentiment::markable_146::Sentiment=True|num=pl|tense=pres|mood=ind Intensifier::markable_150::Degree=medium|Intensifier::markable_150::Intensifier=True|Sentiment::markable_146::Sentiment=True|Intensifier::markable_150::EmoExpressionRef=emo-expression:markable_149 case=nom|gender=neut|Sentiment::markable_146::Sentiment=True|num=pl|pos=True
358247187253592064	positive	Dietz plädiert fürs Nichtwählen. Liebe Wähler, hat einer von Euch ein zwingendes Gegenargument? http://t.co/WJriocBms5	Dietz plädieren fürs Nichtwählen. lieb Wähler, haben eine von ihr eine zwingend Gegenargument? http://t.co/WJriocBms5	NE VVFIN APPRART NE ADJA NN VAFIN PIS APPR PPER ART ADJA NN CARD	2/SB 0/-- 2/MO 3/NK 6/NK 7/OA 0/-- 7/SB 8/PG 9/NK 13/NK 13/NK 7/OA 0/--	case=nom|Sentiment::markable_151::Sarcasm=false|Source::markable_152::Source=True|Sentiment::markable_151::Polarity=positive|gender=masc|num=sg|Source::markable_152::Anaphref=empty|Sentiment::markable_151::Intensity=medium|Sentiment::markable_151::Sentiment=True EmoExpression::markable_153::SubjectiveFact=false|mood=ind|EmoExpression::markable_153::Uncertain=false|pers=3|EmoExpression::markable_153::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium|Sentiment::markable_151::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_151::Sentiment=True case=acc|gender=neut|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=dat|pers=3|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _
347642110629003264	negative	RT @neuthfer: @Rainer_Klute @nuklearia Der @greentecawards Skandal zeigt wie stark die Hegemonie der Grünen in den Medien ist. #DFR träfe ...	RT @neuthfer: @Rainer_Klute @nuklearia die @greentecawards Skandal zeigen wie stark die Hegemonie die Grüne in die Medium ist. #DFR treffen ...	NE ADJA ADJA NN ART NN NN VVFIN KOKOM ADJD ART NN ART NN APPR ART NN NE NN VVFIN $.	0/-- 1/UC 0/-- 0/-- 6/NK 0/-- 8/SB 0/-- 10/CM 8/MO 12/NK 8/OA 14/NK 12/AG 8/MO 17/NK 15/NK 17/NK 20/SB 0/-- 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_10409140::Uncertain=false|gender=fem|EmoExpression::markable_10409140::EmoExpression=True|EmoExpression::markable_10409140::SubjectiveFact=true|num=sg|EmoExpression::markable_10409140::Intensity=medium|EmoExpression::markable_10409140::Polarity=negative|EmoExpression::markable_10409140::Sarcasm=false case=gen|*=True|num=pl case=gen|*=True|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _
