311919759388192769	positive	@christopherkohn Zum Glüch wurde der neue Papst heute gekürt ;-)	@christopherkohn zu Glüch werden die neu Papst heute küren ;-)	NN APPRART NN VAFIN ART ADJA NN ADV VVPP $(	0/-- 9/MO 2/NK 0/-- 7/NK 7/NK 4/SB 9/MO 4/OC 9/--	case=nom|gender=masc|num=sg case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311928831453847552	positive	RT @wunderfitzig: Der ist ja putzig! :) Der neue Papst.	RT @wunderfitzig: die sein ja putzig! :) die neu Papst.	NE NN PDS VAFIN ADV ADJA NN ART ADJA NN	2/AG 0/-- 4/SB 0/-- 4/MO 4/MO 0/-- 10/NK 10/NK 7/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|Sentiment::markable_61::Sentiment=True|num=sg case=nom|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_63::Target=True|gender=masc|Target::markable_63::Anaphref=markable_65|Target::markable_63::Preferred=true pers=3|Sentiment::markable_61::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_61::Sentiment=True Sentiment::markable_61::Sentiment=True|pos=True case=nom|Sentiment::markable_61::Sentiment=True|EmoExpression::markable_66::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false case=nom|Target::markable_65::Anaphref=empty|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_65::Preferred=true|gender=masc|Target::markable_65::Target=True case=nom|Sentiment::markable_61::Sentiment=True|num=sg|gender=masc|Target::markable_65::Target=True|pos=True case=nom|gender=masc|Sentiment::markable_61::Sentiment=True|num=sg
312119689000148992	neutral	@Scharfensteiner @bistummainz @larswienand ... der Papst promovierte dort, wo Kardinal Lehmann kurz zuvor noch lehrte: in Freiburg!	@Scharfensteiner @bistummainz @larswienand ... die Papst promovieren dort, wo Kardinal Lehmann kurz zuvor noch lehrte: in Freiburg!	NN NE NE $. ART NN VVFIN NE PWAV NN NE ADJD ADV ADV VVFIN APPR ADJA	0/-- 0/-- 0/-- 0/-- 6/NK 7/SB 0/-- 7/SB 15/MO 15/SB 10/NK 13/MO 15/MO 15/MO 7/RC 15/MO 16/NK	case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|*=True|num=sg _ case=acc|gender=neut|num=sg case=nom|*=True|num=sg pos=True _ _ pers=3|num=sg|tense=past|mood=ind _ *=True|pos=True
311935213393547264	positive	RT @AliceVanWunder: Glücklich sieht anders aus. Der fängt bestimmt heute Abend an zu twittern. #papst	RT @AliceVanWunder: glücklich sehen anders aus. die fangen bestimmt heute Abend an zu twittern. #papst	NE ADJD ADJD VVFIN ADV ADJD PDS VVFIN ADV ADV NN APZR APPR NE NN	0/-- 1/PD 4/MO 0/-- 6/MO 4/MO 8/SB 0/-- 8/MO 8/MO 8/OA 8/SVP 11/MNR 13/NK 0/--	case=nom|*=True|num=sg pos=True EmoExpression::markable_67::Intensity=medium|EmoExpression::markable_67::Polarity=positive|EmoExpression::markable_67::Uncertain=false|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::SubjectiveFact=false|EmoExpression::markable_67::EmoExpression=True|pos=True pers=3|num=sg|tense=pres|mood=ind _ pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg _ _ case=dat|*=True|num=sg case=nom|gender=masc|num=sg
311914216070213633	negative	wah wah wah... neuer papst, interessiert mich null.! http://t.co/y9Qizf3VCA	wah wah wah... neu papst, interessieren ich null.! http://t.co/y9Qizf3VCA	NE NE ADJA ADJA NE VVFIN PRF ADJA NN	0/-- 1/UC 1/UC 5/NK 6/SB 0/-- 6/OA 6/MO 0/--	_ _ _ case=nom|Target::markable_69::Target=True|gender=masc|Target::markable_69::Anaphref=empty|pos=True|Target::markable_69::Preferred=true|Sentiment::markable_68::Sentiment=True|num=sg|Sentiment::markable_68::Intensity=medium|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=negative case=nom|gender=masc|num=sg|Sentiment::markable_68::Sentiment=True EmoExpression::markable_70::SubjectiveFact=false|EmoExpression::markable_70::EmoExpression=True|mood=ind|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|pers=3|Sentiment::markable_68::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::Uncertain=false case=acc|pers=1|num=sg|Sentiment::markable_68::Sentiment=True|*=True|Source::markable_71::Anaphref=empty|Source::markable_71::Source=True Sentiment::markable_68::Sentiment=True case=nom|gender=fem|num=sg
311916198017249280	positive	Zur Feier des Tages, eine Mohammed Karikatur: http://t.co/07oVK3D8ce #papst	zu Feier die Tages, eine Mohammed Karikatur: http://t.co/07oVK3D8ce #papst	APPRART NN ART NN ART NE ADJA NN NN	8/MNR 1/NK 4/NK 2/AG 6/NK 7/OA 8/NK 0/-- 8/NK	case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|gender=fem|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive|num=sg|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
311926498695188482	neutral	RT @KoenigKopflos: Auf allen Sendern läuft die Papstwahl. Auf BibelTV läuft ein amerikanischer Gospel. Finde den Fehler. #Papst #habemus ...	RT @KoenigKopflos: auf alle Sender laufen die Papstwahl. auf BibelTV laufen eine amerikanisch Gospel. finden die Fehler. #Papst #habemus ...	NE NN APPR PIAT NN VVFIN ART NN APPR NE VVFIN ART ADJA NN VVFIN ART NE NN NN $.	2/AG 0/-- 6/MO 5/NK 3/NK 0/-- 8/NK 6/OA 11/MO 9/NK 0/-- 14/NK 14/NK 11/SB 0/-- 17/NK 15/OA 0/-- 18/NK 19/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311942851296636928	neutral	RT @teilweise: #Papst Franziskus hat in Deutschland promoviert. Ist franziplag.de noch frei?	RT @teilweise: #Papst Franziskus haben in Deutschland promoviert. sein franziplag.de noch frei?	NE ADJA NN NE VAFIN APPR NE NE VAFIN ADJA KON ADJA	0/-- 1/UC 5/SB 3/NK 0/-- 5/MO 6/NK 5/OA 0/-- 9/PD 10/CD 11/CJ	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pos=True _ _
311914607340036097	neutral	RT @oliverdasgupta: Da... marschieren Uniformierte zu Marschmusik mit.... Knarren! Und alle Kapellen spielen durcheinander. Sind die irr ...	RT @oliverdasgupta: Da... marschieren Uniformierte zu Marschmusik mit.... Knarren! und alle Kapelle spielen durcheinander. sein die irren ...	NE NN NE VVFIN NN APPR NN ADJA NN KON PIAT NN VVFIN NE VAFIN ART VVIMP $.	2/AG 0/-- 0/-- 8/MO 4/SB 8/MO 6/NK 0/-- 0/-- 13/JU 12/NK 13/SB 0/-- 13/OA 0/-- 15/SB 15/OC 17/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _
311984810878971905	neutral	Papst-Begeisterung in Rom: Polonäse über den Petersplatz: "Viva, viva il Papa Francesco!" Tausende Gläubige be... http://t.co/iKaYoe3ZjZ	Papst-Begeisterung in Rom: Polonäse über die Petersplatz: "Viva, Viva il Papa Francesco!" Tausend gläubig be... http://t.co/iKaYoe3ZjZ	NN APPR NE NN APPR ART NN NE NE NE NN ADJA NN ADJA ADJA NN	0/-- 1/MNR 4/AG 2/NK 4/MNR 7/NK 5/NK 10/PNC 10/PNC 7/NK 12/OA 4/APP 0/-- 13/NK 13/NK 0/--	case=nom|gender=fem|num=sg _ case=gen|*=True|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
311909570316468224	neutral	RT @HerrHundertmark: Stelle mir gerade vor, wie der neu gewählte Papst gerade die Kardinäle abklatscht und andauernd:"Fuck, ist das kras ...	RT @HerrHundertmark: Stelle ich gerade vor, wie die neu gewählt Papst gerade die Kardinal abklatschen und andauernd:"Fuck, sein die kras ...	NE ADJA NN PRF ADV NE KOKOM ART ADJD ADJA NN ADV ART NN VVFIN KON NE VAFIN ART NN $.	2/SB 0/-- 15/SB 15/DA 6/MO 15/DA 15/MO 11/NK 10/MO 11/NK 15/SB 15/MO 14/NK 15/OA 0/-- 15/CD 18/SB 16/CJ 20/NK 18/PD 20/--	case=nom|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=dat|*=True|num=sg|pers=1 _ _ _ case=nom|gender=masc|num=sg pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
311921072125652993	negative	Woher weiss das Konklave nur immer so gut, welchen #Papst dieser ominöse Gott gerade will? Und warum müssen die trotzdem so oft wählen?	woher wissen die Konklave nur immer so gut, welche #Papst dies ominös Gott gerade will? und warum müssen die trotzdem so oft wählen?	PWAV VVFIN ART NN ADV ADV ADV ADJD PIAT NN PDAT ADJA NN ADV VVFIN KON PWAV VMFIN ART PAV ADV ADV ADJA	2/MO 0/-- 4/NK 2/SB 6/MO 2/MO 8/MO 2/MO 10/NK 2/OA 13/NK 13/NK 10/AG 15/MO 2/OC 18/JU 18/MO 0/-- 18/SB 19/NK 22/MO 18/MO 18/MO	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|Target::markable_76::Preferred=true|gender=fem|Sentiment::markable_75::Sentiment=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Intensity=medium|Target::markable_76::Target=True|num=sg|Target::markable_76::Anaphref=empty|Sentiment::markable_75::Polarity=negative case=nom|EmoExpression::markable_77::Uncertain=false|gender=neut|Sentiment::markable_75::Sentiment=True|pos=True|EmoExpression::markable_77::EmoExpression=True|Target::markable_76::Target=True|num=sg|EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Polarity=negative|EmoExpression::markable_77::SubjectiveFact=false|EmoExpression::markable_77::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True _ pers=3|num=sg|tense=past|mood=ind _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ _ _ _
312108178609422337	neutral	Neuer Mann und immer noch: der Papst hat es Speckbsteck zspät bstellt. Lernen die das nicht? #Papst	neu Mann und immer noch: die Papst haben es Speckbsteck zspät bstellt. Lernen die die nicht? #Papst	ADJA NN KON ADV VVFIN ART NN VAFIN PPER NN VVFIN NE NN ART ART ADJA NN	2/NK 8/SB 2/CD 5/MO 3/CJ 7/NK 5/SB 0/-- 11/OA 11/OA 8/OC 11/OA 0/-- 13/SB 16/NK 13/PD 0/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _
311922659724259328	positive	RT @JuliaSmith_21: Ich habe es auch toll gefunden, dass er erst an den ehemaligen Papst Benedikt gedacht und für ihn gebetet hat! #papst ...	RT @JuliaSmith_21: ich haben es auch toll gefunden, dass er erst an die ehemalig Papst Benedikt denken|gedenken und für er beten hat! #papst ...	NE NN PPER VAFIN PPER ADV ADJD ADJA KOUS PPER ADV APPR ART ADJA NN NE VVPP KON APPR PPER VVPP ADJA NN $.	2/NK 0/-- 4/SB 0/-- 17/OA 8/MO 8/MO 17/OA 17/CP 17/SB 12/MO 17/MO 15/NK 15/NK 12/NK 15/NK 4/OC 17/CD 21/MO 19/NK 18/CJ 21/MO 0/-- 23/--	case=nom|*=True|num=sg case=nom|gender=neut|num=pl|Sentiment::markable_78::Sentiment=True case=nom|pers=1|num=sg|Source::markable_80::Source=True|Source::markable_80::Anaphref=markable_79|*=True|Sentiment::markable_78::Sentiment=True pers=1|Sentiment::markable_78::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|Sentiment::markable_78::Sentiment=True|pers=3 Sentiment::markable_78::Sentiment=True EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=strong|pos=True|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_78::Sentiment=True|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Sarcasm=false case=gen|gender=masc|num=pl|pos=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True case=nom|Sentiment::markable_78::Sentiment=True|gender=masc|Target::markable_82::Preferred=true|pers=3|Target::markable_82::Target=True|num=sg|Target::markable_82::Anaphref=empty Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|Sentiment::markable_78::Sentiment=True|num=sg|Target::markable_82::Target=True|gender=masc|pos=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=acc|pers=3|num=sg|Target::markable_82::Target=True|gender=masc|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=dat|gender=neut|num=pl|pos=True|Sentiment::markable_78::Sentiment=True _ _
312106776508125184	neutral	RT @SZ: Der @peersteinbrueck ist nicht der #Papst, doch beichten kann er auch: @kopfzeiler hat ihn sich bei #will angesehen: http://t.co ...	RT @SZ: die @peersteinbrueck sein nicht die #Papst, doch beichten können er auch: @kopfzeiler haben er sich bei #will angesehen: http://t.co ...	NE NN ART NN VAFIN PTKNEG ART NN ADV VVINF VMFIN PPER ADJA NN VAFIN PPER PRF APPR NN ADJA NN $.	2/PNC 0/-- 4/NK 0/-- 0/-- 5/NG 8/NK 5/PD 11/MO 11/OC 14/NK 11/SB 14/NK 8/AG 0/-- 15/SB 20/OA 20/MO 18/NK 15/OC 20/OA 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|gender=neut|num=pl|pos=True case=gen|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ case=dat|gender=masc|num=sg _ _ _
312095175646273536	negative	RT @tazgezwitscher: Einige Linke empören sich schon über den neuen #Papst. Aber was haben die denn erwartet? Kommentar von Deniz #Yücel: ...	RT @tazgezwitscher: einige Linke empören sich schon über die neu #Papst. aber was haben die denn erwartet? Kommentar von Deniz #Yücel: ...	NE ADJD PIAT NN VVFIN PRF ADV APPR ART ADJA NN KON PIS VAFIN ART ADV ADJA NN APPR NE ADJD $.	0/-- 1/PD 4/NK 5/SB 0/-- 5/OA 5/MO 5/OP 11/NK 11/NK 8/NK 14/JU 14/OA 0/-- 14/SB 17/MO 14/RS 0/-- 18/PG 19/NK 18/PD 21/--	case=nom|*=True|num=sg pos=True case=nom|Sentiment::markable_83::Sarcasm=false|Source::markable_84::Anaphref=empty|Source::markable_84::Source=True|Sentiment::markable_83::Intensity=medium|*=True|num=pl|Sentiment::markable_83::Polarity=negative|Sentiment::markable_83::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_83::Sentiment=True|Source::markable_84::Source=True EmoExpression::markable_85::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_85::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::Polarity=negative|EmoExpression::markable_85::Sarcasm=false|Sentiment::markable_83::Sentiment=True|EmoExpression::markable_85::SubjectiveFact=false case=acc|pers=3|num=pl|EmoExpression::markable_85::EmoExpression=True|Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True case=acc|num=sg|Target::markable_86::Target=True|gender=masc|Target::markable_86::Preferred=true|Target::markable_86::Anaphref=empty|Sentiment::markable_83::Sentiment=True case=acc|num=sg|Target::markable_86::Target=True|gender=masc|pos=True|Sentiment::markable_83::Sentiment=True case=acc|gender=masc|num=sg _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _
311915887525494784	neutral	RT @988KISSFM: Exklusiv Meldung aus Vatikan: #Papst kommt nicht raus, schaut noch 98 Komma 8 Stunden wach via Livestream #988stundenwach	RT @988KISSFM: exklusiv Meldung aus Vatikan: #Papst kommen nicht raus, schauen noch 98 Komma 8 Stunde|Stunden wach via Livestream #988stundenwach	NE ADJD ADJD NN APPR ADJA NN VVFIN PTKNEG NE VVFIN ADV CARD NN CARD NN ADJD APPR NN ADJD	0/-- 1/PD 8/MO 8/SB 4/MNR 7/NK 5/NK 0/-- 8/NG 11/SB 8/CJ 13/MO 11/MO 11/MO 16/NK 11/OA 11/MO 11/MO 18/NK 11/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg pos=True case=nom|gender=fem|num=sg _ gender=fem|*=True|num=sg|pos=True gender=fem|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|*=True|num=sg|pers=1 _ case=acc|gender=fem|num=pl pos=True _ case=dat|gender=neut|num=sg pos=True
311941711272226816	negative	RT @Darth_Lehrer: "Guten Abend!" (Böser Verdacht: Neuer Papst ein Mainzelmännchen? )	RT @Darth_Lehrer: "Guten Abend!" (Böser Verdacht: neu Papst eine Mainzelmännchen? )	NE ADJA NN ADJA NN ADJA ADJA NN ART NN $(	0/-- 1/UC 0/-- 3/NK 0/-- 8/NK 8/NK 5/NK 10/NK 5/PD 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg gender=masc|*=True|num=sg EmoExpression::markable_88::EmoExpression=True|gender=masc|*=True|num=sg|EmoExpression::markable_88::Polarity=negative|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=nom|EmoExpression::markable_87::Polarity=negative|gender=masc|EmoExpression::markable_87::EmoExpression=True|EmoExpression::markable_87::Intensity=medium|num=sg|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Uncertain=false case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311921423813844992	positive	Und er nimmt Bezug auf den alten Papst. Sehr sympathisch!	und er nehmen Bezug auf die alt Papst. sehr sympathisch!	KON PPER VVFIN NN APPR ART ADJA NN ADV ADJA	3/JU 3/SB 0/-- 3/OA 3/MO 8/NK 8/NK 5/NK 10/MO 0/--	Sentiment::markable_90::Polarity=positive|Sentiment::markable_90::Sarcasm=false|Sentiment::markable_90::Intensity=strong|Sentiment::markable_90::Sentiment=True case=nom|gender=masc|Target::markable_91::Preferred=true|pers=3|Target::markable_91::Target=True|num=sg|Target::markable_91::Anaphref=empty|Sentiment::markable_90::Sentiment=True pers=3|Target::markable_91::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True Target::markable_91::Target=True|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True case=acc|Target::markable_91::Target=True|num=sg|gender=masc|pos=True|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True Intensifier::markable_93::Degree=medium|Intensifier::markable_93::EmoExpressionRef=emo-expression:markable_92|Sentiment::markable_90::Sentiment=True|Intensifier::markable_93::Intensifier=True Sentiment::markable_90::Sentiment=True
311922451468668929	positive	Feuerwerk und Konfettiregen wären jetzt cool. Und dazu fetzige Musik von den Village People. http://t.co/Pxo4sfcnyr #papst	Feuerwerk und Konfettiregen sein jetzt cool. und dazu fetzige Musik von die Village People. http://t.co/Pxo4sfcnyr #papst	NN KON NN VAFIN ADV ADJA KON PAV ADJA NN APPR ART NN NE NN NN	4/SB 1/CD 2/CJ 0/-- 4/MO 4/MO 15/JU 10/NK 10/NK 15/OA 10/PG 13/NK 11/NK 13/NK 0/-- 15/NK	case=nom|Target::markable_95::Target=True|gender=neut|Target::markable_95::Preferred=true|Sentiment::markable_94::Polarity=positive|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True|Target::markable_95::Anaphref=empty Sentiment::markable_94::Sentiment=True case=dat|Target::markable_96::Anaphref=empty|num=pl|Target::markable_96::Preferred=true|gender=masc|Sentiment::markable_94::Sentiment=True|Target::markable_96::Target=True pers=3|Sentiment::markable_94::Sentiment=True|num=pl|tense=past|mood=subj Sentiment::markable_94::Sentiment=True case=gen|gender=masc|Sentiment::markable_94::Sentiment=True|num=pl|comp=True _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311919085619388416	negative	Na toll. Da hat man den Tweet seines Lebens vorbereitet und dann ist der neue Papst kein hinkender Peruaner, dessen Name auf olov endet.	na toll. da haben man die Tweet sein Leben vorbereiten und dann sein die neu Papst keine hinkend Peruaner, die Name auf olov endet.	ITJ ADJA ADV VAFIN PIS ART NN PPOSAT NN VVPP KON ADV VAFIN ART ADJA NN PIAT ADJA NN PDAT NN APPR NE NE	2/NK 0/-- 10/MO 0/-- 4/SB 7/NK 10/OA 9/NK 7/AG 4/OC 4/CD 13/MO 11/CJ 16/NK 16/NK 13/SB 19/NK 19/NK 13/PD 21/NK 19/AG 19/MNR 24/PNC 22/NK	EmoExpression::markable_104012639::EmoExpression=True|EmoExpression::markable_104012639::Intensity=medium|EmoExpression::markable_104012639::Uncertain=false|EmoExpression::markable_104012639::SubjectiveFact=false|EmoExpression::markable_104012639::Polarity=negative|EmoExpression::markable_104012639::Sarcasm=false _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|*=True|num=sg _
311922928562364417	neutral	Der Papst segnet alle Menschen und Frauen, weil wir sind dann genau was?!	die Papst segnen alle Mensch und Frauen, weil wir sein dann genau was?!	ART NN VVFIN PIAT NN KON NN KOUS PPER VAFIN ADV ADJD ADJA	2/NK 3/SB 0/-- 5/NK 3/OA 5/CD 6/CJ 10/CP 10/SB 3/MO 10/MO 13/MO 10/MO	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=dat|gender=masc|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ pos=True pos=True
