332946021107769344	neutral	Grüne stellen Bedingungen für Koalition in Salzburg zB aus für Wasserkraft. Energieautonomie ade!	Grüne stellen Bedingung für Koalition in Salzburg zB aus für Wasserkraft. Energieautonomie ade!	NN VVFIN NN APPR NN APPR NE VVFIN APPR APPR NN NN ADJA	2/SB 0/-- 2/OA 3/MNR 4/NK 5/MNR 6/NK 2/SVP 2/SVP 2/MO 10/NK 0/-- 12/NK	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
336255655205797889	positive	aber wenn man das so liest (schwarz-gelb, rot) ist es eher belgien! %PosSmiley lasttweet	aber wenn man die so lesen (schwarz-gelb, rot) sein es eher belgien! %PosSmiley lasttweet	ADV KOUS PIS PDS ADV VVFIN NE NE VAFIN PPER ADV ADJA ITJ ADJA	6/MO 6/CP 6/SB 6/OA 6/MO 0/-- 6/SB 6/MO 6/OC 9/SB 12/MO 9/PD 12/NK 0/--	Sentiment::markable_61::Sentiment=True|Sentiment::markable_61::Polarity=positive|Sentiment::markable_61::Sarcasm=false|Sentiment::markable_61::Intensity=medium Sentiment::markable_61::Sentiment=True|Target::markable_62::Target=True|Target::markable_62::Preferred=true|Target::markable_62::Anaphref=empty case=nom|*=True|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_62::Target=True case=acc|gender=neut|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_62::Target=True Sentiment::markable_61::Sentiment=True|Target::markable_62::Target=True pers=3|Sentiment::markable_61::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_62::Target=True case=nom|*=True|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_62::Target=True Sentiment::markable_61::Sentiment=True|Target::markable_62::Target=True pers=3|Sentiment::markable_61::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_62::Target=True case=nom|pers=3|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_62::Target=True|gender=neut Sentiment::markable_61::Sentiment=True|Target::markable_62::Target=True Sentiment::markable_61::Sentiment=True|pos=True EmoExpression::markable_60::Polarity=positive|Sentiment::markable_61::Sentiment=True|EmoExpression::markable_60::Intensity=medium|EmoExpression::markable_60::SubjectiveFact=false|EmoExpression::markable_60::EmoExpression=True|EmoExpression::markable_60::Sarcasm=false|EmoExpression::markable_60::Uncertain=false _
332944854994780161	neutral	Der hat bei der CDU schon vor 1/2 Jahr begonnen! Bspe. Kritik an Steinbrücks Honoraren aber keine Verschärfung mittragen...	die haben bei die CDU schon vor 1/2 Jahr begonnen! Bspe. Kritik an Steinbrücks Honorar aber keine Verschärfung mittragen...	PDS VAFIN APPR ART NE ADV APPR CARD NN ADJA NE NN APPR NN NN ADV PIAT NN ADJA	2/SB 0/-- 10/MO 5/NK 3/NK 7/MO 10/MO 9/NK 7/NK 2/OC 0/-- 19/OA 12/OP 13/NK 14/NK 19/MO 18/NK 19/OA 0/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ gender=neut|*=True|num=sg case=gen|gender=fem|num=sg|pos=True case=nom|*=True|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
338040542619394048	neutral	Dachte schon, von PannenPeer kommt nichts mehr - spd Steinbrück holt Agenda-Gegner Pronold ins Team	denken schon, von PannenPeer kommen nichts mehr - spd Steinbrück holen Agenda-Gegner Pronold in Team	VVFIN NE APPR NN VVFIN PIS PIAT $( ADJA NN VVFIN NN NE APPRART NN	11/MO 1/SB 5/MO 3/NK 1/RS 10/NK 10/NK 7/-- 10/NK 5/SB 0/-- 11/OA 12/NK 11/MO 14/NK	pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind gender=neut|*=True _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl case=nom|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg
325335463432970240	mixed	Bin ich froh nicht mehr in der SPD zu sein, diese Politik des totsparens dieser Partei in Sachsen Anhalt könnte ich nicht mehr vertreten.	sein ich froh nicht mehr in die SPD zu sein, dies Politik die totsparens dies Partei in Sachsen Anhalt können ich nicht mehr vertreten.	VAFIN PPER ADJD PTKNEG ADV APPR ART NE APPR NE PDAT NN ART NN PDAT NN APPR NE NE VMFIN PPER PTKNEG ADV ADJA	0/-- 1/SB 1/PD 20/NG 4/MO 20/MO 8/NK 6/NK 8/MNR 9/NK 12/NK 20/SB 14/NK 12/AG 16/NK 14/AG 14/MNR 19/PNC 17/NK 3/CC 20/SB 20/NG 22/MO 20/OC	mood=ind|Sentiment::markable_63::Intensity=medium|Sentiment::markable_63::Sentiment=True|Sentiment::markable_63::Sarcasm=false|pers=1|num=sg|tense=pres|Sentiment::markable_63::Polarity=negative case=nom|pers=1|num=sg|gender=masc|Sentiment::markable_63::Sentiment=True|Source::markable_64::Anaphref=empty|Source::markable_64::Source=True EmoExpression::markable_65::Intensity=medium|Sentiment::markable_63::Sentiment=True|pos=True|EmoExpression::markable_65::EmoExpression=True|EmoExpression::markable_65::Uncertain=false|EmoExpression::markable_65::Polarity=positive|EmoExpression::markable_65::Sarcasm=false|EmoExpression::markable_65::SubjectiveFact=false Negation::markable_68::Negation=True|Negation::markable_68::EmoExpressionRef=emo-expression:markable_65|Target::markable_66::Anaphref=empty|Target::markable_66::Preferred=true|Sentiment::markable_63::Sentiment=True|Target::markable_66::Target=True Sentiment::markable_63::Sentiment=True|Target::markable_66::Target=True Sentiment::markable_63::Sentiment=True|Target::markable_66::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_63::Sentiment=True|Target::markable_66::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_63::Sentiment=True|Target::markable_66::Target=True Sentiment::markable_63::Sentiment=True|Target::markable_66::Target=True case=dat|gender=neut|num=sg case=acc|Sentiment::markable_67::Sentiment=True|Target::markable_69::Target=True|gender=fem|Sentiment::markable_67::Sarcasm=false|Target::markable_69::Anaphref=empty|Sentiment::markable_67::Polarity=positive|num=sg|Target::markable_69::Preferred=true|Sentiment::markable_67::Intensity=medium case=acc|gender=fem|Target::markable_69::Target=True|num=sg|Sentiment::markable_67::Sentiment=True case=gen|gender=neut|Target::markable_69::Target=True|num=sg|Sentiment::markable_67::Sentiment=True case=gen|EmoExpression::markable_104013588::EmoExpression=True|EmoExpression::markable_104013588::Uncertain=false|EmoExpression::markable_104013588::SubjectiveFact=false|gender=neut|EmoExpression::markable_104013588::Polarity=negative|Target::markable_69::Target=True|num=sg|EmoExpression::markable_104013588::Intensity=medium|EmoExpression::markable_104013588::Sarcasm=false|Sentiment::markable_67::Sentiment=True case=gen|gender=fem|Target::markable_69::Target=True|num=sg|Sentiment::markable_67::Sentiment=True case=gen|gender=fem|Target::markable_69::Target=True|num=sg|Sentiment::markable_67::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_67::Sentiment=True case=dat|gender=neut|Target::markable_69::Target=True|num=sg|Sentiment::markable_67::Sentiment=True case=nom|gender=masc|Target::markable_69::Target=True|num=sg|Sentiment::markable_67::Sentiment=True pers=1|Sentiment::markable_67::Sentiment=True|num=sg|tense=past|mood=subj case=nom|pers=1|Source::markable_70::Source=True|num=sg|Source::markable_70::Anaphref=empty|*=True|Sentiment::markable_67::Sentiment=True Negation::markable_72::Negation=True|Sentiment::markable_67::Sentiment=True|Negation::markable_72::EmoExpressionRef=emo-expression:markable_71 Sentiment::markable_67::Sentiment=True _
338074230707068929	neutral	Hier wird erklärt wie das mit der Politik ist	hier werden erklären wie die mit die Politik sein	ADV VAFIN VVPP KOKOM PDS APPR ART NN VAFIN	3/MO 0/-- 2/OC 5/CM 9/SB 5/MNR 8/NK 6/NK 2/CJ	_ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind
323879979895115776	negative	Angriff auf FDP-Nachwuchsorganisation: Hacker veröffentlichen Mitgliedesdaten der Jungen Liberalen	Angriff auf FDP-Nachwuchsorganisation: Hacker veröffentlichen Mitgliedesdaten die jung liberal	NN APPR ADJA NN VVFIN NN ART ADJA ADJA	5/SB 1/MNR 4/NK 2/NK 0/-- 5/SB 9/NK 9/MO 6/AG	case=nom|EmoExpression::markable_104013589::EmoExpression=True|gender=masc|EmoExpression::markable_104013589::Polarity=negative|EmoExpression::markable_104013589::Sarcasm=false|num=sg|EmoExpression::markable_104013589::SubjectiveFact=true|EmoExpression::markable_104013589::Uncertain=false|EmoExpression::markable_104013589::Intensity=medium _ case=dat|gender=masc|num=sg|pos=True case=dat|EmoExpression::markable_104013611::EmoExpression=True|gender=masc|EmoExpression::markable_104013611::Uncertain=true|num=sg|EmoExpression::markable_104013611::SubjectiveFact=true|EmoExpression::markable_104013611::Sarcasm=false|EmoExpression::markable_104013611::Polarity=negative|EmoExpression::markable_104013611::Intensity=medium pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl|pos=True
332727133266919424	neutral	Das unbekannte DDR-Leben der Kanzlerin - Stand sie dem System näher als bisher bekannt? Merkel %Link btw13 cdu	die unbekannt DDR-Leben die Kanzlerin - stehen sie die System nah als bisher bekannt? Merkel %Link btw13 cdu	ART ADJA NN ART NN $( VVFIN PPER ART NN ADJD KOKOM ADV ADJA NE XY ADJA NN	3/NK 3/NK 7/SB 5/NK 3/AG 5/-- 0/-- 7/SB 10/NK 7/DA 7/MO 13/CM 11/CC 13/UC 0/-- 15/PNC 18/NK 16/AG	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg|pers=3 case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg comp=True _ _ case=dat|gender=neut|num=pl|comp=True case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _
319219891427221504	positive	Oh cool! SPD bekommt eigene Briefmarke: Freu mich drauf: Anspucken und draufhauen, aber rich...	oh cool! SPD bekommen eigen Briefmarke: freuen ich drauf: Anspucken und draufhauen, aber rich...	ITJ ADJA NE VVFIN ADJA NN VVIMP PRF ADJA NN KON VVFIN ADV ADJA	2/NK 0/-- 4/SB 0/-- 6/NK 4/OA 4/MO 4/OA 10/NK 4/OA 4/CD 11/CJ 12/MO 12/MO	Sentiment::markable_74::Sentiment=True Sentiment::markable_74::Sentiment=True case=nom|num=sg|Sentiment::markable_74::Sentiment=True|Target::markable_75::Target=True|gender=fem|Target::markable_75::Anaphref=empty|Target::markable_75::Preferred=true pers=3|num=sg|tense=pres|mood=ind|Target::markable_75::Target=True|Sentiment::markable_74::Sentiment=True case=nom|num=sg|Sentiment::markable_74::Sentiment=True|Target::markable_75::Target=True|gender=fem|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_74::Sentiment=True Sentiment::markable_77::Sentiment=True|EmoExpression::markable_78::Polarity=positive|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::Intensity=medium|Sentiment::markable_77::Sarcasm=false|pos=True|Sentiment::markable_77::Polarity=positive|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::SubjectiveFact=false|Sentiment::markable_77::Intensity=medium|EmoExpression::markable_78::EmoExpression=True case=acc|pers=1|num=sg|Sentiment::markable_77::Sentiment=True|*=True|EmoExpression::markable_78::EmoExpression=True case=acc|gender=fem|num=pl|pos=True|Sentiment::markable_77::Sentiment=True case=acc|Target::markable_80::Preferred=true|EmoExpression::markable_104013590::Sarcasm=false|EmoExpression::markable_104013590::Polarity=negative|Sentiment::markable_77::Sentiment=True|gender=fem|EmoExpression::markable_104013590::Uncertain=false|EmoExpression::markable_104013590::Intensity=medium|Target::markable_80::Anaphref=empty|num=pl|Target::markable_80::Target=True|EmoExpression::markable_104013590::EmoExpression=True|EmoExpression::markable_104013590::SubjectiveFact=false Sentiment::markable_77::Sentiment=True|Target::markable_80::Target=True pers=3|num=sg|tense=past|mood=ind _ _
322787262117056512	negative	Ist es nicht verfassungsfeindlich was hier in Deutschland mittlerwiele täglich an Hetze, Zwang und U Politik ...	sein es nicht verfassungsfeindlich was hier in Deutschland mittlerwiele täglich an Hetze, Zwang und U Politik ...	VAFIN PPER PTKNEG ADJD PIS ADV APPR NE NE ADJD APPR NE NN KON NN NN $.	0/-- 1/SB 1/NG 1/PD 1/SB 1/MO 1/MO 7/NK 8/NK 1/PD 10/OP 11/NK 1/PD 13/CD 14/CJ 1/PD 16/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ pos=True gender=neut|*=True _ _ case=dat|gender=neut|num=sg case=nom|*=True|num=pl pos=True _ case=dat|gender=neut|num=sg case=acc|EmoExpression::markable_104013593::Intensity=medium|EmoExpression::markable_104013593::Polarity=negative|gender=masc|EmoExpression::markable_104013593::Uncertain=false|num=sg|EmoExpression::markable_104013593::EmoExpression=True|EmoExpression::markable_104013593::SubjectiveFact=false|EmoExpression::markable_104013593::Sarcasm=false _ case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg _
323173114630508545	neutral	Schulterschluss dank Nordkorea-Krise - DIE WELT	Schulterschluss dank Nordkorea-Krise - die WELT	NN APPR NN $( ART NE	0/-- 1/MO 2/NK 5/-- 6/NK 0/--	case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg _ *=True *=True
333750942019244032	positive	DDR-Biografie: Merkels Gelassenheit bei der Frage zum Dezember 1989 War Angela Merkel in der DDR schon früher politis	DDR-Biografie: Merkel Gelassenheit bei die Frage zu Dezember 1989 sein Angela Merkel in die DDR schon früher politis	NN NE NN APPR ART NN APPRART NN CARD VAFIN NE NE APPR ART NE ADV ADV ADJA	3/AG 1/NK 10/SB 3/MNR 6/NK 4/NK 6/MNR 7/NK 8/NK 0/-- 12/PNC 10/SB 12/MNR 15/NK 13/NK 18/MO 18/MO 12/CJ	case=nom|gender=masc|num=sg case=gen|*=True|num=sg case=acc|EmoExpression::markable_104013594::Polarity=positive|EmoExpression::markable_104013594::Sarcasm=false|gender=fem|EmoExpression::markable_104013594::SubjectiveFact=false|num=sg|EmoExpression::markable_104013594::Uncertain=true|EmoExpression::markable_104013594::Intensity=weak|EmoExpression::markable_104013594::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ comp=True case=dat|gender=fem|num=pl|pos=True
334774182653071360	negative	Die Piraten im NRW-Landtag haben ihrem Unmut über Innenminister Ralf Jäger (SPD) Luft gemacht. Achtung	die Pirat in NRW-Landtag haben ihr Unmut über Innenminister Ralf Jäger (SPD) Luft gemacht. Achtung	ART NN APPRART NN VAFIN PPOSAT NN APPR NN NE NE NN NN NE NN	2/NK 5/SB 2/MNR 3/NK 0/-- 7/NK 12/DA 7/MNR 8/NK 11/PNC 9/NK 5/SB 5/OA 13/NK 0/--	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_104013595::Polarity=negative|EmoExpression::markable_104013595::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_104013595::Uncertain=false|EmoExpression::markable_104013595::Intensity=medium|EmoExpression::markable_104013595::Sarcasm=false|EmoExpression::markable_104013595::SubjectiveFact=false _ case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg
324238115222994944	positive	Du hast die Wahl: 250Euro, oder ich komm zu dir &gt;%PosSmiley Letzteres wäre eher eine Qual, darum würd ich an deiner stelle das Geld nehmen.	du haben die Wahl: 250Euro, oder ich kommen zu du &gt;%PosSmiley Letztere sein eher eine Qual, darum würd ich an dein stellen die Geld nehmen.	PPER VAFIN ART NN VVFIN KON PPER VVIMP APPR PPER ADJA NN VAFIN ADV ART NE PAV VVFIN PPER APPR PPOSAT VVFIN ART NN NE	2/SB 0/-- 4/NK 5/OA 2/OC 2/CD 13/SB 9/MO 7/MNR 9/NK 12/NK 9/NK 6/CJ 16/MO 16/NK 13/SB 16/NK 13/OC 18/SB 22/MO 20/NK 18/OC 24/NK 22/SB 24/NK	case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|Sentiment::markable_82::Sentiment=True Sentiment::markable_82::Sentiment=True Sentiment::markable_82::Sentiment=True case=nom|*=True|Target::markable_83::Preferred=true|pers=1|num=sg|Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True|Target::markable_83::Anaphref=empty pers=1|num=sg|tense=past|mood=ind|Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True Target::markable_83::Target=True|Sentiment::markable_82::Sentiment=True case=nom|EmoExpression::markable_81::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_81::Uncertain=false|num=sg|EmoExpression::markable_81::EmoExpression=True|Sentiment::markable_82::Sentiment=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::Sarcasm=false case=nom|gender=neut|num=sg|Sentiment::markable_82::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_82::Sentiment=True Sentiment::markable_82::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_82::Sentiment=True case=nom|gender=fem|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=sg pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg
324620691385225216	mixed	ich nehme es auch Niemandem übel! Die Fans haben die Hoffnung aufgegeben und in der Politik die Schuldigen gefunden.	ich nehmen es auch niemand übel! die Fan haben die Hoffnung aufgeben und in die Politik die schuldig gefunden.	PPER VVFIN PPER ADV PIS VVFIN ART NN VAFIN ART NN VVPP KON APPR ART NN ART ADJA ADJA	2/SB 0/-- 2/OA 6/MO 6/DA 2/OC 8/NK 9/SB 0/-- 11/NK 12/OA 9/OC 12/CD 19/MO 16/NK 14/NK 18/NK 19/MO 13/CJ	case=nom|*=True|num=sg|pers=1 EmoExpression::markable_104013596::Uncertain=false|EmoExpression::markable_104013596::Polarity=negative|EmoExpression::markable_104013596::Sarcasm=false|mood=ind|pers=1|num=sg|tense=pres|EmoExpression::markable_104013596::Intensity=medium|EmoExpression::markable_104013596::SubjectiveFact=false|EmoExpression::markable_104013596::EmoExpression=True case=acc|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|EmoExpression::markable_85::EmoExpression=True|EmoExpression::markable_85::Uncertain=false|num=sg|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::SubjectiveFact=false|EmoExpression::markable_85::Polarity=positive|EmoExpression::markable_85::Sarcasm=false pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_104013597::Intensity=medium|EmoExpression::markable_104013597::Polarity=negative|EmoExpression::markable_104013597::Sarcasm=false|gender=fem|EmoExpression::markable_104013597::SubjectiveFact=false|num=sg|EmoExpression::markable_104013597::EmoExpression=True|EmoExpression::markable_104013597::Uncertain=false EmoExpression::markable_104013597::EmoExpression=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=fem|num=pl case=nom|EmoExpression::markable_86::Sarcasm=false|*=True|EmoExpression::markable_86::Intensity=weak|num=sg|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=negative|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=true case=acc|gender=neut|num=sg|pos=True
336217880549011456	positive	Ganz grosses Kino: "Pispers zum Ausgang der Bundestagswahl. Super!	ganz groß Kino: "Pispers zu Ausgang die Bundestagswahl. Super!	ADV ADJA NN NN APPRART NN ART NN NN	2/MO 3/NK 0/-- 3/NK 3/MNR 5/NK 8/NK 6/AG 0/--	EmoExpression::markable_104013598::EmoExpression=True|EmoExpression::markable_104013598::Sarcasm=false|EmoExpression::markable_104013598::SubjectiveFact=false|EmoExpression::markable_104013598::Polarity=positive|Sentiment::markable_87::Sarcasm=false|Intensifier::markable_90::Degree=strong|Target::markable_88::Target=True|Sentiment::markable_87::Polarity=positive|Intensifier::markable_90::EmoExpressionRef=emo-expression:markable_89|EmoExpression::markable_104013598::Uncertain=false|EmoExpression::markable_104013598::Intensity=medium|Sentiment::markable_87::Intensity=strong|Target::markable_88::Anaphref=empty|Target::markable_88::Preferred=true|Sentiment::markable_87::Sentiment=True|Intensifier::markable_90::Intensifier=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=acc|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=fem|num=sg
322438934292463616	positive	Taktik pur - Analyst: Merkel wird Eurobonds nach der Wahl zustimmen (also denkt daran !	Taktik pur - Analyst: Merkel werden Eurobonds nach die Wahl zustimmen (also denken daran !	NN ADJD $( NN NE VAFIN NN APPR ART NN VVFIN ADV VVFIN PAV $.	6/SB 1/PD 2/-- 1/PAR 4/NK 0/-- 11/DA 7/MNR 10/NK 8/NK 6/OC 11/MO 11/OC 7/NK 13/--	case=nom|gender=fem|num=sg pos=True _ case=nom|gender=fem|num=sg case=nom|Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|gender=fem|Source::markable_93::Anaphref=empty|num=sg|Source::markable_93::Source=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=positive pers=3|Sentiment::markable_92::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_92::Sentiment=True|num=sg|Target::markable_94::Preferred=true|Target::markable_94::Target=True|gender=masc|Target::markable_94::Anaphref=empty Sentiment::markable_92::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_92::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_92::Sentiment=True mood=ind|EmoExpression::markable_95::Sarcasm=false|EmoExpression::markable_95::Intensity=medium|pers=3|num=pl|tense=pres|EmoExpression::markable_95::Uncertain=false|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_95::Polarity=positive|EmoExpression::markable_95::EmoExpression=True|EmoExpression::markable_95::SubjectiveFact=false _ pers=3|num=sg|tense=pres|mood=ind _ _
324642403560587264	positive	zdf &amp;amp; ard sollten lernen, dass herr steinbrück ein exzellenter mann für finanzen ist. -wahlen bayern spd cdu fdp	zdf &amp;amp; ard sollen lernen, dass Herr steinbrück eine exzellent mann für finanzen ist. -wahlen bayern spd cdu fdp	NE ADJD VVINF VMFIN NE KOUS NN NN ART ADJA ADJA APPR ADJA NN VVFIN ADJA ADJA NN NN	4/SB 3/MO 4/OC 0/-- 7/PNC 7/MO 4/SB 7/NK 11/NK 11/NK 4/SB 11/MNR 14/NK 12/NK 0/-- 18/NK 18/NK 15/SB 15/OA	_ pos=True _ pers=3|num=pl|tense=past|mood=ind _ _ Sentiment::markable_96::Intensity=strong|Target::markable_97::Anaphref=empty|Sentiment::markable_96::Sentiment=True|Sentiment::markable_96::Sarcasm=false|Target::markable_97::Target=True|Target::markable_97::Preferred=true|Sentiment::markable_96::Polarity=positive case=nom|gender=neut|num=sg|Sentiment::markable_96::Sentiment=True|Target::markable_97::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_96::Sentiment=True case=nom|Sentiment::markable_96::Sentiment=True|EmoExpression::markable_98::Intensity=strong|gender=masc|pos=True|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Uncertain=false|num=sg|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false case=nom|gender=masc|num=sg|Sentiment::markable_96::Sentiment=True Sentiment::markable_96::Sentiment=True case=acc|gender=fem|num=pl|Sentiment::markable_96::Sentiment=True|pos=True case=acc|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ _ _
333675747027865600	neutral	SPD - In der SPD richtet man sich auf Opposition ein %Link via %User	SPD - in die SPD richten man sich auf Opposition ein %Link via %User	NE $( APPR ART NE VVFIN PIS PRF APPR NN PTKVZ XY APPR NE	0/-- 3/-- 6/MO 5/NK 3/NK 0/-- 6/SB 6/OA 6/MO 9/NK 6/SVP 6/NK 6/MO 13/NK	case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|pers=3|num=sg _ case=acc|gender=fem|num=sg _ _ _ case=nom|gender=masc|num=sg
326131623588421632	negative	tja wir brauchen die Quote in AR- und Verwaltungsräten, Steuerhinterzieher &amp; Plagiatoren müssen auch rein. Hoeness &amp; Kreidl csu	tja wir brauchen die Quote in ar- und Verwaltungsräten, Steuerhinterzieher &amp; Plagiator müssen auch rein. Hoeness &amp; Kreidl csu	NN PPER VVFIN ART NN APPR TRUNC KON NN NN $( NN VMFIN ADV NE NE $( NE NN	3/SB 1/SB 0/-- 5/NK 3/OA 5/MNR 8/CJ 9/CD 6/NK 13/SB 10/-- 10/CJ 3/CJ 15/MO 13/SB 0/-- 16/-- 19/NK 0/--	pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_104013599::Sarcasm=false|EmoExpression::markable_104013599::Uncertain=false|EmoExpression::markable_104013599::Intensity=medium|gender=masc|EmoExpression::markable_104013599::SubjectiveFact=true|num=sg|EmoExpression::markable_104013599::Polarity=negative|EmoExpression::markable_104013599::EmoExpression=True case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_104013600::Uncertain=false|gender=masc|EmoExpression::markable_104013600::EmoExpression=True|EmoExpression::markable_104013600::Polarity=negative|num=sg|EmoExpression::markable_104013600::Sarcasm=false|EmoExpression::markable_104013600::Intensity=medium|EmoExpression::markable_104013600::SubjectiveFact=true pers=3|num=pl|tense=pres|mood=ind _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg
