375349415168724992	positive	Die beiden sehen sich ja auch so ähnlich %PosSmiley	die beide sehen sich ja auch so ähnlich %PosSmiley	ART PIS VVFIN PRF ADV ADV ADV ADJD ITJ	2/NK 3/SB 0/-- 3/OA 3/MO 8/MO 8/MO 3/MO 8/DM	case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
374089513913815040	negative	Da siehst Du, was mein Ex-Genosse bei der SPD für''n Schiss hat %PosSmiley	da sehen Du, was mein Ex-Genosse bei die SPD für''n Schiss haben %PosSmiley	ADV VVFIN NE PIS PPOSAT NN APPR ART NE NE NN VAFIN ITJ	2/MO 0/-- 2/SB 2/OA 6/NK 2/OA 6/MNR 9/NK 7/NK 11/PNC 12/SB 2/CJ 12/NK	_ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=neut|num=sg case=acc|Sentiment::markable_35::Intensity=medium|gender=neut|Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True|Target::markable_36::Anaphref=empty|num=sg|Target::markable_36::Preferred=true|Sentiment::markable_35::Sarcasm=false|Sentiment::markable_35::Polarity=negative case=acc|gender=neut|num=sg|Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_36::Target=True|Sentiment::markable_35::Sentiment=True *=True|Sentiment::markable_35::Sentiment=True case=nom|EmoExpression::markable_37::Uncertain=false|EmoExpression::markable_37::Sarcasm=false|*=True|Sentiment::markable_35::Sentiment=True|EmoExpression::markable_37::EmoExpression=True|num=sg|EmoExpression::markable_37::Intensity=medium|EmoExpression::markable_37::SubjectiveFact=false|EmoExpression::markable_37::Polarity=negative pers=3|EmoExpression::markable_37::EmoExpression=True|num=sg|tense=pres|mood=ind|Sentiment::markable_35::Sentiment=True EmoExpression::markable_34::SubjectiveFact=false|EmoExpression::markable_34::Intensity=medium|EmoExpression::markable_34::EmoExpression=True|EmoExpression::markable_34::Polarity=positive|Sentiment::markable_35::Sentiment=True|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Sarcasm=false
379728459146084352	positive	Der %User Piraten hat in Warngau 17% der Erststimmen bekommen. Und das im CSU Aigner- Stimmkreis %PosSmiley ltwby13	die %User Pirat haben in Warngau @card@ die Erststimme bekommen. und die in CSU Aigner- Stimmkreis %PosSmiley ltwby13	ART NE NN VAFIN APPR NN CARD ART NN NE KON ART APPRART NE TRUNC NN ITJ CARD	2/NK 4/SB 4/OA 0/-- 4/MO 5/NK 6/NK 9/NK 6/AG 9/NK 16/JU 16/NK 16/MO 13/NK 16/NK 0/-- 18/NK 16/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|gender=masc|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium|EmoExpression::markable_38::Polarity=positive|num=sg|EmoExpression::markable_38::SubjectiveFact=false _
380649743741091840	positive	Nein, aber ich kaufe dir gerne eine Burka! Sogar in Piraten orange. %PosSmiley %Link	Nein, aber ich kaufen du gerne eine Burka! sogar in Pirat orange. %PosSmiley %Link	NE ADV PPER VVFIN PRF ADV ART NE ADV APPR NN ADJA ITJ XY	4/SB 4/MO 4/SB 0/-- 4/OA 4/MO 8/NK 4/OA 10/MO 12/MO 10/NK 0/-- 14/NK 0/--	case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=2 EmoExpression::markable_104010172::Uncertain=false|EmoExpression::markable_104010172::Intensity=medium|EmoExpression::markable_104010172::Sarcasm=false|EmoExpression::markable_104010172::SubjectiveFact=false|EmoExpression::markable_104010172::Polarity=positive|EmoExpression::markable_104010172::EmoExpression=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl|pos=True EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|EmoExpression::markable_39::Polarity=positive|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium _
364774732962332672	positive	Lass mich mal raten: vornehmlich wenn es gegen die Grünen geht? %PosSmiley	laß ich mal raten: vornehmlich wenn es gegen die Grüne geht? %PosSmiley	ADJD PRF ADV ADJD ADJD KOUS PPER APPR ART NN ADJA ITJ	11/MO 11/OA 11/MO 5/MO 11/MO 11/CP 11/OA 11/MO 10/NK 8/NK 0/-- 11/NK	pos=True case=acc|*=True|num=sg|pers=1 _ pos=True pos=True _ case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl|pos=True case=acc|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::SubjectiveFact=false|gender=masc|EmoExpression::markable_40::Sarcasm=false|num=pl|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::Polarity=positive
383685599963541505	positive	Das Video wurde lange vor den Wahlen gemacht, passt aber irgendwie immer noch. %PosSmiley SPD	die Video werden lange vor die Wahl gemacht, passen aber irgendwie immer noch. %PosSmiley SPD	ART NN VAFIN ADV APPR ART NN NE VVFIN ADV ADV ADV ADJA ITJ NE	2/NK 3/SB 0/-- 5/MO 9/MO 7/NK 5/NK 7/NK 3/OC 9/MO 9/MO 13/MO 9/MO 15/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=pl|comp=True case=nom|EmoExpression::markable_41::EmoExpression=True|EmoExpression::markable_41::Uncertain=false|EmoExpression::markable_41::Intensity=medium|gender=fem|EmoExpression::markable_41::Polarity=positive|EmoExpression::markable_41::Sarcasm=false|num=sg|EmoExpression::markable_41::SubjectiveFact=false case=nom|gender=fem|num=sg
381728918815776768	positive	Und hier das amtliche Endergebis: CDU/CSU 4,8 Promille, SPD 5,0 Promille, FDP -0,9 Promille, Grüne 6,1 Promille, Linke 11 Prozent %PosSmiley	und hier die amtlich Endergebis: CDU/CSU @card@ Promille, SPD @card@ Promille, FDP @card@ Promille, grün @card@ Promille, link 11 Prozent %PosSmiley	KON ADV ART ADJA NE NE CARD NE NE CARD NE NE CARD NE ADJA CARD NE ADJA CARD NN ITJ	6/JU 6/MO 6/NK 6/NK 6/PNC 0/-- 6/PNC 9/PNC 6/CJ 20/NK 14/PNC 14/PNC 14/NK 9/NK 17/NK 17/NK 14/PNC 20/NK 20/NK 14/AG 20/NK	_ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ gender=neut|*=True case=nom|EmoExpression::markable_42::Uncertain=false|gender=fem|EmoExpression::markable_42::EmoExpression=True|EmoExpression::markable_42::SubjectiveFact=false|num=sg|EmoExpression::markable_42::Sarcasm=false|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::Intensity=strong
383167906374500352	mixed	Das werde ich mir nicht entgehen lassen. %PosSmiley %User	die werden ich ich nicht entgehen lassen. %PosSmiley %User	PDS VAFIN PPER PRF PTKNEG VVINF VVFIN ITJ NE	7/OA 7/OC 2/SB 6/DA 6/NG 2/OC 0/-- 9/NK 0/--	case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=dat|*=True|num=sg|pers=1 _ EmoExpression::markable_104010173::Intensity=medium|EmoExpression::markable_104010173::SubjectiveFact=false|EmoExpression::markable_104010173::EmoExpression=True|EmoExpression::markable_104010173::Polarity=negative|EmoExpression::markable_104010173::Sarcasm=false|EmoExpression::markable_104010173::Uncertain=false pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_43::Intensity=medium|EmoExpression::markable_43::Polarity=positive|EmoExpression::markable_43::Sarcasm=false|EmoExpression::markable_43::SubjectiveFact=false|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True case=nom|gender=masc|num=sg
382762112356855808	positive	also ich bin kein FDP-Wähler? %PosSmiley %User	also ich sein keine FDP-Wähler? %PosSmiley %User	ADV PPER VAFIN PIAT NN ITJ NE	2/MO 3/SB 0/-- 5/NK 3/PD 5/NK 0/--	_ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_44::Uncertain=false|EmoExpression::markable_44::Intensity=medium|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::SubjectiveFact=false|EmoExpression::markable_44::EmoExpression=True|EmoExpression::markable_44::Polarity=positive case=nom|gender=masc|num=sg
380601717857222657	positive	das ist noch aus Glücksrad-Zeiten (da war ich zehn Jahre) da gespeichert%PosSmiley	die sein noch aus Glücksrad-Zeiten (da sein ich zehn Jahre) da gespeichert%PosSmiley	PDS VAFIN ADV APPR NN NN VAFIN PPER CARD NN ADV NE	2/SB 0/-- 2/MO 2/MO 4/NK 2/PD 12/RS 7/SB 10/NK 11/AMS 7/MO 6/UC	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=pl case=nom|gender=fem|num=sg pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|gender=neut|num=pl _ EmoExpression::markable_45::SubjectiveFact=false|EmoExpression::markable_45::Intensity=medium|EmoExpression::markable_45::EmoExpression=True|EmoExpression::markable_45::Polarity=positive|EmoExpression::markable_45::Uncertain=false|EmoExpression::markable_45::Sarcasm=false
382848171627384832	positive	Sollte eigtl. ne Selbstverständlichkeit und keine Satire sein %NegSmiley SPD	sollen eigtl. eine Selbstverständlichkeit und keine Satire sein %NegSmiley SPD	VMFIN NE ART NN KON PIAT NN VAINF ITJ NE	0/-- 1/SB 4/NK 1/OA 4/CD 7/NK 5/CJ 1/OC 10/NK 8/DA	pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|gender=fem|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=positive|num=sg|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false case=nom|gender=fem|num=sg
358295179435839488	positive	Hmmm...kommt noch jemand aus Köln, der mich evtl. mitnehmen könnte? %PosSmiley Wuppertal Piraten Grillen	Hmmm...kommt noch jemand aus Köln, die ich evtl. mitnehmen könnte? %PosSmiley Wuppertal Pirat Grille|Grillen	VVFIN ADV PIS APPR NE ART PRF NE VVFIN ADJA ITJ NE NN NN	0/-- 1/MO 1/SB 1/MO 4/NK 10/NK 10/OA 9/SB 10/NK 1/SB 10/NK 13/NK 0/-- 13/NK	pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=acc|*=True|num=sg|pers=1 case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=nom|EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|*=True|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|num=sg|EmoExpression::markable_47::Intensity=medium case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=pl
363624249765793794	positive	Piratenpartei Fwd: Bundesaktion / Beipackzettel %PosSmiley: Beitrag kann nach Anmeldung gelesen werden. %Link Piraten Forum	Piratenpartei Fwd: Bundesaktion / Beipackzettel %PosSmiley: Beitrag können nach Anmeldung lesen werden. %Link Pirat Forum	NN NE NN $( NN ADJA NN VMFIN APPR NN VVPP NE XY NN NN	8/SB 1/NK 1/CJ 3/-- 3/CJ 7/NK 11/OA 0/-- 8/MO 9/NK 8/OC 11/OA 11/OA 0/-- 14/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|gender=fem|pos=True|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::SubjectiveFact=false|num=sg|EmoExpression::markable_48::Intensity=medium|EmoExpression::markable_48::EmoExpression=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ _ _ case=nom|gender=masc|num=pl case=nom|gender=neut|num=sg
380063256247025664	positive	ach nee den Pelzig lass ich mir nicht entgehen%PosSmiley	ach nee die Pelzig laß ich ich nicht entgehen%PosSmiley	ITJ VVFIN ART NN ADJD PPER PRF PTKNEG NE	2/DM 0/-- 4/NK 2/OA 2/MO 2/SB 2/DA 2/NG 2/OA	Sentiment::markable_100500113::Sentiment=True|Sentiment::markable_100500113::Sarcasm=false|Sentiment::markable_100500113::Polarity=positive|Sentiment::markable_100500113::Intensity=medium pers=3|Sentiment::markable_100500113::Sentiment=True|num=sg|tense=pres|mood=subj case=acc|Sentiment::markable_100500113::Sentiment=True|num=sg|Target::markable_100500114::Anaphref=empty|Target::markable_100500114::Preferred=true|gender=masc|Target::markable_100500114::Target=True case=acc|gender=masc|num=sg|Target::markable_100500114::Target=True|Sentiment::markable_100500113::Sentiment=True Sentiment::markable_100500113::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_100500113::Sentiment=True|Source::markable_100500115::Anaphref=empty|*=True|Source::markable_100500115::Source=True case=dat|*=True|num=sg|Sentiment::markable_100500113::Sentiment=True|pers=1 Sentiment::markable_100500113::Sentiment=True|Negation::markable_100500118::EmoExpressionRef=emo-expression:markable_100500116|Negation::markable_100500118::Negation=True Sentiment::markable_100500113::Sentiment=True|EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=false|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::SubjectiveFact=false|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=medium
379163631268954112	positive	Ich wünsche den Piraten in Bayern alles Gute heute!	ich wünschen die Pirat in Bayern alle gut heute!	PPER VVFIN ART NN APPR NE PIAT ADJA NN	2/SB 0/-- 4/NK 2/OA 4/MNR 5/NK 9/NK 9/NK 2/OA	case=nom|pers=1|Source::markable_100500123::Source=True|num=sg|Sentiment::markable_100500121::Sentiment=True|Source::markable_100500123::Anaphref=markable_100500122|*=True Sentiment::markable_100500121::Sentiment=True|mood=ind|EmoExpression::markable_104010174::Sarcasm=false|EmoExpression::markable_104010174::EmoExpression=True|EmoExpression::markable_104010174::SubjectiveFact=false|EmoExpression::markable_104010174::Polarity=positive|pers=1|num=sg|tense=pres|EmoExpression::markable_104010174::Uncertain=false|EmoExpression::markable_104010174::Intensity=medium case=acc|gender=masc|num=sg|Sentiment::markable_100500121::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_100500121::Sentiment=True Sentiment::markable_100500121::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500121::Sentiment=True case=acc|EmoExpression::markable_104010175::EmoExpression=True|Sentiment::markable_100500121::Sentiment=True|EmoExpression::markable_104010175::Intensity=medium|gender=neut|EmoExpression::markable_104010175::Uncertain=false|num=sg|EmoExpression::markable_104010175::SubjectiveFact=false|EmoExpression::markable_104010175::Sarcasm=false|EmoExpression::markable_104010175::Polarity=positive case=acc|num=sg|EmoExpression::markable_104010175::EmoExpression=True|gender=neut|pos=True|Sentiment::markable_100500121::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500121::Sentiment=True
370549161201913856	neutral	Grüne Minister fordern stärkeres Umsteuern bei Agrarfinanzierung: Berlin/Stuttgart (dpa/lsw) - Baden... %Link pforzheim	Grüne Minister fordern stark Umsteuern bei Agrarfinanzierung: Berlin/Stuttgart (dpa/lsw) - Baden... %Link pforzheim	NN NN VVFIN ADJA NN APPR NN NE NN $( NN XY ADJA	3/SB 1/NK 0/-- 5/NK 3/OA 3/MO 6/NK 7/NK 3/OA 9/-- 9/CJ 11/NK 0/--	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|comp=True case=dat|gender=masc|num=pl _ case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
345975507189366785	neutral	ähem, was haben die Grünen bitte jemals gegen s21 ernsthaft unternommen? Und bitte konkrete Beispiele! ...	ähem, was haben die Grüne bitten jemals gegen s21 ernsthaft unternommen? und bitten konkret Beispiele! ...	NE PIS VAFIN ART NN VVFIN ADV APPR CARD ADJD VVFIN KON VVIMP ADJA NN $.	3/SB 11/OA 0/-- 5/NK 6/SB 3/OC 6/MO 6/MO 8/NK 11/MO 6/OC 13/CD 0/-- 15/NK 13/OA 0/--	case=nom|*=True|num=sg case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _ _ _ _ pos=True pers=3|num=sg|tense=past|mood=ind _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _
364307710214279169	negative	Grüne wollen fleischessen an bestimmten tagen verbieten, konservative (leider auch einige sozis) das tanzen. Völlig albern	Grüne wollen fleischessen an bestimmt tagen verbieten, konservativ (leider auch einige sozis) die tanzen. völlig albern	NN VMFIN ADJD APPR ADJA VVFIN NE ADJA NN ADV PIAT ADJA ART NE ADJD ADJD	2/SB 0/-- 6/MO 6/MO 4/NK 2/OC 6/SB 9/NK 6/SB 12/MO 12/MO 6/OA 14/NK 12/OA 16/MO 0/--	Target::markable_100500125::Target=True|Source::markable_100500127::Anaphref=empty|Target::markable_100500125::Preferred=true|Sentiment::markable_100500127::Polarity=negative|num=pl|Sentiment::markable_100500124::Intensity=medium|Sentiment::markable_100500124::Sentiment=True|case=nom|Sentiment::markable_100500127::Intensity=medium|*=True|Target::markable_100500125::Anaphref=empty|Sentiment::markable_100500127::Sarcasm=false|Sentiment::markable_100500124::Polarity=negative|Sentiment::markable_100500124::Sarcasm=false|Source::markable_100500127::Source=True|Sentiment::markable_100500127::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Target::markable_100500125::Target=True|Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True Target::markable_100500127::Anaphref=empty|Target::markable_100500125::Target=True|Target::markable_100500127::Target=True|Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|pos=True|Target::markable_100500127::Preferred=true Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500125::Target=True case=dat|num=pl|Target::markable_100500125::Target=True|gender=fem|Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|pos=True Sentiment::markable_100500127::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500125::Target=True Sentiment::markable_100500124::Sentiment=True case=acc|Target::markable_100500126::Preferred=true|Sentiment::markable_100500131::Sarcasm=false|Source::markable_100500131::Anaphref=empty|Sentiment::markable_100500131::Polarity=negative|Source::markable_100500131::Source=True|gender=neut|Sentiment::markable_100500131::Intensity=medium|pos=True|num=pl|Sentiment::markable_100500131::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500126::Anaphref=empty|Target::markable_100500126::Target=True case=acc|EmoExpression::markable_104010176::Sarcasm=false|EmoExpression::markable_104010176::Uncertain=false|EmoExpression::markable_104010176::Intensity=medium|gender=neut|EmoExpression::markable_104010176::SubjectiveFact=false|num=pl|Sentiment::markable_100500131::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|EmoExpression::markable_104010176::Polarity=negative|EmoExpression::markable_104010176::EmoExpression=True|Target::markable_100500126::Target=True Sentiment::markable_100500131::Sentiment=True|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500126::Target=True case=acc|Sentiment::markable_100500124::Sentiment=True|Source::markable_100500131::Source=True|gender=neut|num=pl|Sentiment::markable_100500131::Sentiment=True|Source::markable_100500131::Anaphref=empty|Target::markable_100500126::Target=True case=acc|num=pl|Sentiment::markable_100500131::Sentiment=True|gender=neut|Sentiment::markable_100500124::Sentiment=True|pos=True|Target::markable_100500126::Target=True case=acc|Sentiment::markable_100500124::Sentiment=True|Target::markable_100500131::Preferred=true|gender=neut|Target::markable_100500131::Anaphref=empty|num=sg|Sentiment::markable_100500131::Sentiment=True|Target::markable_100500131::Target=True|Target::markable_100500126::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_100500124::Sentiment=True Intensifier::markable_52::EmoExpressionRef=emo-expression:markable_51|Intensifier::markable_52::Degree=strong|Intensifier::markable_52::Intensifier=True|pos=True|Sentiment::markable_100500124::Sentiment=True EmoExpression::markable_51::Uncertain=false|EmoExpression::markable_51::Polarity=negative|pos=True|EmoExpression::markable_51::SubjectiveFact=false|EmoExpression::markable_51::EmoExpression=True|EmoExpression::markable_51::Sarcasm=false|Sentiment::markable_100500124::Sentiment=True|EmoExpression::markable_51::Intensity=medium
382884470405091328	positive	"Schwarz-grüne Hoffnung: Ist die Zeit reif?" ZDFlogin heute Abend mit %User (@DieGruenen ) + M. Patzelt (@cducsubt )!...	"Schwarz-grüne Hoffnung: sein die Zeit reif?" ZDFlogin heute abend mit %User (@DieGruenen ) + M. Patzelt (@cducsubt )!...	ADJA NN VAFIN ART NN ADJA NN ADV ADV APPR NE ADJA $( KON NE NE NN ADJA	2/NK 3/PD 0/-- 5/NK 3/SB 3/PD 12/SB 9/MO 7/MNR 7/OP 10/NK 0/-- 14/-- 16/CD 16/PNC 17/PNC 0/-- 0/--	case=nom|EmoExpression::markable_104010177::EmoExpression=True|gender=masc|EmoExpression::markable_104010177::Sarcasm=false|pos=True|EmoExpression::markable_104010177::Polarity=positive|EmoExpression::markable_104010177::Uncertain=false|num=pl|EmoExpression::markable_104010177::Intensity=medium|EmoExpression::markable_104010177::SubjectiveFact=false case=nom|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg _ case=dat|*=True|num=sg case=acc|gender=masc|num=sg|pos=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
358321229612072961	positive	Schlagzeile, die man über Mutti nie lesen wird: "Merkel baut guten Nachwuchs in der CDU auf."	Schlagzeile, die man über Mutti nie lesen wird: "Merkel bauen gut Nachwuchs in die CDU auf."	NE ART PIS APPR NN ADV VVFIN ADJA NN VVFIN ADJA NN APPR ART NE ADJA	16/SB 12/NK 10/SB 7/MO 4/NK 4/AC 10/MO 9/NK 7/SB 12/PD 12/NK 16/OA 12/MNR 15/NK 13/NK 0/--	case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg _ _ case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind Target::markable_56::Preferred=true|EmoExpression::markable_55::SubjectiveFact=false|pos=True|Target::markable_56::Anaphref=empty|EmoExpression::markable_55::Polarity=positive|Sentiment::markable_54::Sarcasm=false|num=sg|EmoExpression::markable_55::Sarcasm=false|Sentiment::markable_54::Intensity=medium|case=gen|EmoExpression::markable_55::EmoExpression=True|Sentiment::markable_54::Polarity=positive|gender=masc|Sentiment::markable_54::Sentiment=True|EmoExpression::markable_55::Uncertain=false|EmoExpression::markable_55::Intensity=medium|Target::markable_56::Target=True case=gen|gender=masc|Target::markable_56::Target=True|num=sg|Sentiment::markable_54::Sentiment=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
383238319431499776	neutral	Ich werde nicht zur Wahl gehen, aus Widerspruchsgeist, Nichtwähler werden immer so hingestellt. Überlege schon mit dem Rauchen anzufangen.	ich werden nicht zu Wahl gehen, aus Widerspruchsgeist, Nichtwähler werden immer so hingestellt. überlegen schon mit die Rauchen anzufangen.	PPER VAFIN PTKNEG APPRART NN NE APPR NE NN VAFIN ADV ADV NN VVFIN ADV APPR ART NN VVIZU	2/SB 0/-- 2/NG 2/MO 4/NK 5/NK 5/MNR 7/NK 10/SB 2/CJ 12/MO 13/MO 10/SB 0/-- 19/MO 19/MO 18/NK 16/NK 14/OC	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|*=True|num=sg _ case=dat|gender=neut|num=sg comp=True pers=3|num=pl|tense=pres|mood=ind _ _ gender=neut|*=True _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
384290484715540480	neutral	Man weint nicht der FDP nach, sondern dem liberalen Gedanken, der nicht mehr polit. vertreten w...	man weinen nicht die FDP nach, sondern die liberal Gedanken, die nicht mehr polit. vertreten w...	PIS VVFIN PTKNEG ART NE NE KON ART ADJA NN ART PTKNEG ADV ADJD VVPP ADJA	2/SB 0/-- 2/NG 5/NK 2/DA 5/NK 5/CD 10/NK 10/NK 7/CJ 16/NK 15/NG 12/MO 15/MO 16/MO 10/AG	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=gen|gender=fem|num=sg _ _ pos=True _ pos=True
