319780665581264897	negative	JETZT geb ich Player 6 den Todesstoss. Lange genug hat er sich gewehrt %PosSmiley	jetzt geb ich Player 6 die Todesstoss. Lange genug haben er sich wehren %PosSmiley	ADV VVFIN PPER NN CARD ART NN NE ADV VAFIN PPER PRF VVPP ITJ	2/MO 0/-- 2/SB 2/SB 2/MO 7/NK 2/OA 10/SB 8/MO 0/-- 10/SB 13/OA 10/OC 13/NK	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True mood=ind|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|Target::markable_2::Anaphref=empty|Target::markable_2::Preferred=true|Target::markable_2::Target=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
326367722738954241	positive	Der Apfel fällt nicht weit vom Birnenbaum %PosSmiley Köhler Sven &amp; Nico Küstermann Das hat man heute gesehen.	die Apfel fallen|fällen nicht weit von Birnenbaum %PosSmiley Köhler Sven &amp; Nico Küstermann die haben man heute gesehen.	ART NN VVFIN PTKNEG ADJD APPRART NN ITJ NE NE $( NE NN PDS VAFIN PIS ADV NE	2/NK 3/SB 0/-- 3/NG 3/MO 3/MO 10/PNC 10/NK 10/PNC 6/NK 10/-- 10/CJ 18/PNC 15/OA 3/CJ 15/SB 15/MO 12/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::Sarcasm=false|EmoExpression::markable_104::Uncertain=false case=nom|*=True|num=sg *=True *=True *=True *=True case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|*=True|num=sg
318692576301563904	negative	jaaaa *-* aber ich weiss nicht bei welchem lied o: hab ich ein lieblingslied? :b	jaaaa *-* aber ich wissen nicht bei welche lied o: haben ich eine lieblingslied? :b	VVPP XY KON PPER VVFIN PTKNEG APPR PRELS ADJD VVPP VAIMP PPER ART ADJA ADJA	0/-- 1/OA 2/CD 5/SB 3/CJ 5/NG 10/MO 7/NK 10/MO 5/MO 2/NK 2/SB 14/NK 1/MO 0/--	EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=positive|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_100500220::Sarcasm=false|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|Sentiment::markable_107::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|Sentiment::markable_107::Sarcasm=false|Sentiment::markable_107::Polarity=negative EmoExpression::markable_105::Sarcasm=false|EmoExpression::markable_105::Uncertain=false|EmoExpression::markable_105::Intensity=medium|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_105::EmoExpression=True Sentiment::markable_107::Sentiment=True case=nom|Sentiment::markable_107::Sentiment=True|*=True|Target::markable_108::Preferred=true|pers=1|num=sg|Target::markable_108::Target=True|Target::markable_108::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True|EmoExpression::markable_106::EmoExpression=True _ case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_109::Intensity=medium|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_109::SubjectiveFact=false|num=sg|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::EmoExpression=True EmoExpression::markable_109::EmoExpression=True
319737047696949249	positive	Wir haben das gleiche Bild, Sami. Weeey! %PosSmiley	wir haben die gleich Bild, Sami. Weeey! %PosSmiley	PPER VAFIN ART ADJA NN ADJA NN ITJ	2/SB 0/-- 5/NK 5/NK 6/OA 2/OC 0/-- 7/NK	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100500222::Intensity=medium|gender=neut|EmoExpression::markable_100500222::SubjectiveFact=false|pos=True|EmoExpression::markable_100500222::Sarcasm=false|num=sg|EmoExpression::markable_100500222::Polarity=positive|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Uncertain=false case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_110::SubjectiveFact=false|gender=masc|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::Polarity=positive|EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|num=sg|EmoExpression::markable_110::EmoExpression=True
320269238625505281	positive	wollte mal ausschlafen. Aber so ab 12/ halb 1 bin ich da. %PosSmiley warum?	wollen mal ausschlafen. aber so ab @card@ halb 1 sein ich Da. %PosSmiley warum?	VMFIN ADV ADJD KON ADV APPR CARD ADJD CARD VAFIN PPER NE ITJ ADJA	0/-- 1/MO 1/MO 10/JU 6/MO 10/MO 9/NMC 9/MO 6/NK 0/-- 10/SB 10/SB 14/NK 0/--	pers=3|num=sg|tense=past|mood=ind _ pos=True _ _ _ _ pos=True _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 mood=ind|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|EmoExpression::markable_111::Polarity=positive|pers=1|EmoExpression::markable_111::SubjectiveFact=false|num=sg|tense=past|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::Uncertain=false _ _
327826286338789376	neutral	Lena Glück: Lies mich und verkaufe dein Buch Sie haben ein Buch geschrieben, doch die Verkäufe sind schleppend?	Lena Glück: Lies ich und verkaufen dein Buch Sie haben eine Buch geschrieben, doch die Verkauf sein schleppend?	NE NN NE PRF KON VVFIN PPOSAT NN PPER VAFIN ART NN NE KON ART NN VAFIN ADJD	2/AG 0/-- 2/NK 2/OA2 4/CD 5/CJ 8/NK 6/OA 10/SB 6/CJ 12/NK 10/OA 12/NK 10/CD 16/NK 17/SB 14/CJ 17/PD	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg case=acc|*=True|num=sg|pers=1 _ pers=3|num=sg|tense=pres|mood=subj case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind pos=True
328506279175806976	negative	Foto: dortmunderjungs11: Also wenn er lacht sieht er ja schon knuffelich aus %PosSmiley %Link	Foto: dortmunderjungs11: also wenn er lachen sehen er ja schon knuffelich aus %PosSmiley %Link	NN VVFIN ADV KOUS PPER VVFIN VVFIN PPER ADV ADV ADJD PTKVZ ITJ XY	2/SB 0/-- 2/MO 6/CP 6/SB 7/MO 2/CJ 7/SB 7/MO 11/MO 7/MO 7/SVP 12/NK 12/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind Sentiment::markable_112::Polarity=negative|Sentiment::markable_112::Sarcasm=false|Sentiment::markable_112::Sentiment=True|Sentiment::markable_112::Intensity=medium Sentiment::markable_112::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_112::Sentiment=True|pers=3 pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True case=nom|Sentiment::markable_112::Sentiment=True|gender=masc|pers=3|num=sg|Target::markable_114::Target=True|Target::markable_114::Preferred=true|Target::markable_114::Anaphref=empty Sentiment::markable_112::Sentiment=True Sentiment::markable_112::Sentiment=True EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_115::Intensity=medium|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|pos=True Sentiment::markable_112::Sentiment=True EmoExpression::markable_116::EmoExpression=True|Sentiment::markable_112::Sentiment=True pos=True
324244065191342080	neutral	Hab eigentlich noch genug Zeit für die Hausaufgaben, mache sie aber lieber morgen in der Pause.	Hab eigentlich noch genug Zeit für die Hausaufgaben, machen sie aber lieb morgen in die Pause.	NN ADV ADV ADV NN APPR ART NN VVFIN PPER ADV ADJD ADV APPR ART ADJA	9/SB 1/MO 4/MO 5/MO 1/PD 5/MNR 8/NK 6/NK 0/-- 9/OA 9/MO 9/MO 9/MO 9/MO 16/NK 14/NK	case=nom|gender=masc|num=sg _ _ *=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg|pers=3 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
323008229334478848	neutral	ich kriege das OP von Haiyore! Nyarlko-san W immer noch nicht aus dem kopf	ich kriegen die OP von Haiyore! Nyarlko-san W immer noch nicht aus die kopf	PPER VVFIN ART NN APPR NE NE NN ADV ADV PTKNEG APPR PDS PTKVZ	2/SB 0/-- 4/NK 2/OA 4/PG 5/NK 8/PNC 0/-- 11/MO 11/MO 13/NG 8/PD 12/NK 12/SVP	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _ case=dat|gender=neut|num=sg _
325201699667066880	neutral	Zühlke Blog, danke dafür, liest sich super! Gibt's Abo-Liste, Hashtag, um schnell zu erfahren, wenn es wieder was Neues gibt?	Zühlke Blog, danken dafür, lesen sich super! geben Abo-Liste, Hashtag, um schnell zu erfahren, wenn es wieder was Neue gibt?	NE NE VVFIN ADV VVFIN PRF ADJD VVFIN NE NE APPR ADJD APPR NE KOUS PPER ADV PIAT NN ADJA	2/PNC 3/SB 5/SB 3/MO 0/-- 5/OA 5/MO 0/-- 10/PNC 8/SB 8/MO 11/MO 8/MO 13/NK 8/MO 8/EP 8/MO 19/NK 8/OA 19/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg pos=True pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True _ case=dat|*=True|num=sg _ case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
321956866903138304	neutral	Isses grau, dann mach dich schlau!	Isses grau, dann machen du schlau!	NN NE ADV VVIMP PPER ADJA	6/SB 1/NK 4/MO 1/PAR 4/OA 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=past|mood=ind case=acc|pers=2|num=sg case=acc|gender=fem|num=sg|pos=True
318962694411653120	positive	der mensch ist unhöflich, müde, sehr interessant, seltsam und neugierig!	die Mensch sein unhöflich, müde, sehr interessant, seltsam und neugierig!	ART NN VAFIN NE NE ADV NE ADJD KON ADJD	2/NK 3/SB 0/-- 5/PNC 3/SB 7/MO 8/DA 3/PD 8/CD 9/CJ	case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=false|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True pers=3|Sentiment::markable_118::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=negative|Sentiment::markable_118::Sentiment=True|gender=masc|EmoExpression::markable_121::EmoExpression=True|num=sg|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|Intensifier::markable_123::Degree=medium|Intensifier::markable_123::Intensifier=True|Intensifier::markable_123::EmoExpressionRef=emo-expression:markable_122 Sentiment::markable_118::Sentiment=True|pos=True Sentiment::markable_118::Sentiment=True|EmoExpression::markable_124::Uncertain=false|EmoExpression::markable_124::SubjectiveFact=false|pos=True|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Sarcasm=false|EmoExpression::markable_124::Polarity=positive|EmoExpression::markable_124::Intensity=medium Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|EmoExpression::markable_126::Intensity=medium|pos=True|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Sarcasm=false|EmoExpression::markable_126::Uncertain=false|EmoExpression::markable_126::Polarity=positive|EmoExpression::markable_126::SubjectiveFact=false
325162078191095808	neutral	Mal sehen was morgen denn dann geht gegen den neuen deutschen Meister... Punkte brauchen die eh nicht mehr +heimsieg h96	Mal sehen was morgen denn dann gehen gegen die neu deutsch Meister... Punkt brauchen die eh nicht mehr +heimsieg h96	NN VVFIN PIS ADV ADV ADV VVFIN APPR ART ADJA ADJA NN NN VVFIN PDS ADV PTKNEG PIAT NN CARD	2/MO 0/-- 2/OA 3/MNR 6/MO 7/MO 2/CJ 7/MO 12/NK 12/NK 12/NK 8/NK 14/SB 0/-- 14/OA 14/MO 14/NG 19/NK 14/OA 19/NK	_ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg _ _ *=True case=acc|gender=masc|num=sg _
325122612378337281	neutral	Wie wäre's jetzt mit einem exotischen Cocktail auf Bali? %Link	wie wäre's jetzt mit eine exotisch Cocktail auf Bali? %Link	KOKOM NE ADV APPR ART ADJA NN APPR TRUNC XY	2/CM 0/-- 2/MO 2/MO 7/NK 7/NK 4/NK 7/MNR 8/NK 0/--	_ case=nom|*=True|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _
326378849120157697	neutral	Twitter, Facebook, Google+... so viele 'Spielwiesen' und so viel Einsamkeit.	Twitter, Facebook, Google+... so viele 'Spielwiesen' und so viele Einsamkeit.	NN NE NN ADV PIAT TRUNC KON ADV PIAT NN	0/-- 3/PNC 1/NK 10/MO 6/NK 7/CJ 10/CD 9/MO 10/NK 0/--	case=nom|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|Intensifier::markable_130::Degree=medium|Intensifier::markable_130::EmoExpressionRef=emo-expression:markable_129|Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|*=True|Sentiment::markable_127::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True
324071884239036417	neutral	"das Leben ist zu kurz um Müesli zu frühstücken" (Reinhold Messner) %User	"das Leben sein zu kurz um Müesli zu frühstücken" (Reinhold Messner) %User	NN NN VAFIN PTKA ADJD APPR NE APPR ADJA NN NN NE	3/SB 1/NK 0/-- 5/MO 3/PD 3/MO 6/NK 3/MO 10/NK 8/NK 3/PD 11/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=acc|*=True|num=sg _ _ gender=fem|*=True|num=sg gender=fem|*=True|num=sg gender=fem|*=True|num=sg
320226570247745536	negative	Zwei Wochen Pause für Bale: Hier entschuldigt sich Degen: Nach dem unglücklichen Zweikampf mit Gareth Bale ent...	zwei Woche Pause für Bale: hier entschuldigen sich Degen: nach die unglücklich Zweikampf mit Gareth Bale ent...	CARD NN NN APPR NN ADV VVFIN PRF NN APPR ART ADJA NN APPR NE NE ADJA	2/NK 7/MO 2/NK 2/MNR 4/NK 7/MO 0/-- 7/OA 7/SB 9/MNR 13/NK 13/NK 10/NK 13/MNR 16/PNC 14/NK 9/UC	_ case=acc|gender=fem|num=pl case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=masc|num=sg Sentiment::markable_131::Polarity=negative|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Sarcasm=false|Sentiment::markable_131::Intensity=medium case=dat|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True|Target::markable_132::Preferred=true|gender=neut|Target::markable_132::Anaphref=empty case=dat|Target::markable_132::Target=True|EmoExpression::markable_133::Uncertain=false|gender=neut|EmoExpression::markable_133::SubjectiveFact=false|pos=True|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|EmoExpression::markable_133::Polarity=negative|EmoExpression::markable_133::Intensity=medium|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True Target::markable_132::Target=True|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True _
322641413235949569	neutral	Himmel blau und Sonne satt %Smiley	Himmel blau und Sonne satt %Smiley	NN ADJD KON NN ADJD ITJ	0/-- 1/PD 1/CD 3/CJ 1/PAR 5/DM	case=nom|gender=masc|num=sg pos=True _ case=acc|gender=fem|num=sg pos=True EmoExpression::markable_100500223::EmoExpression=True
318494157087854592	negative	Die Feinde des Reichs werden vor der Macht meines neuen Zaubers erzittern, Tief. %Link Android AndroidGames gameinsight	die Feind die Reich werden vor die Macht mein neu Zauber erzittern, Tief. %Link Android AndroidGames gameinsight	ART NN ART NE VAFIN APPR ART NN PPOSAT ADJA NN NE NN XY NN NE NE	2/NK 5/SB 4/NK 2/AG 0/-- 13/MO 8/NK 6/NK 11/NK 11/NK 8/AG 11/NK 5/SB 13/NK 0/-- 17/PNC 15/NK	case=nom|EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::Polarity=negative|EmoExpression::markable_136::EmoExpression=True|gender=fem|Sentiment::markable_134::Intensity=medium|num=sg|Sentiment::markable_134::Polarity=negative|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_136::Intensity=medium|Sentiment::markable_134::Sarcasm=false|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false case=nom|gender=fem|EmoExpression::markable_136::EmoExpression=True|num=sg|Sentiment::markable_134::Sentiment=True case=gen|num=sg|Target::markable_135::Preferred=true|gender=masc|Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True|Target::markable_135::Anaphref=empty case=gen|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_135::Target=True pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
323918794915475456	negative	Beginnen Sie einfach mit einem, "kalten Entzug" der falschen Lebensmittel und Gewohnheiten.	beginnen Sie einfach mit einem, "kalten Entzug" die falsch Lebensmittel und Gewohnheiten.	VVFIN PPER ADJD APPR NE NN NN ART ADJA NN KON NN	0/-- 1/SB 1/MO 1/MO 6/PNC 7/NK 4/NK 10/NK 10/NK 7/AG 10/CD 11/CJ	pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 pos=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|Sentiment::markable_137::Sarcasm=false|num=sg|Sentiment::markable_137::Polarity=negative|gender=fem|Sentiment::markable_137::Intensity=medium|Sentiment::markable_137::Sentiment=True case=gen|EmoExpression::markable_139::Intensity=medium|gender=fem|pos=True|Sentiment::markable_137::Sentiment=True|num=sg|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=negative case=gen|Target::markable_138::Anaphref=empty|num=sg|Target::markable_138::Preferred=true|gender=fem|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True
328628433292771329	neutral	Für den Euro mussten die Banken gerettet werden. Kein Euro, keine Bankenrettung, keine Einmischung in die griechische Politik.	für die Euro müssen die Bank retten werden. keine Euro, keine Bankenrettung, keine Einmischung in die griechisch Politik.	APPR ART NN VMFIN ART NN VVPP NE PIAT NN PIAT NN PIAT NN APPR ART ADJA NN	7/MO 3/NK 1/NK 0/-- 6/NK 4/SB 4/OC 7/OA 10/NK 0/-- 12/NK 10/CJ 14/NK 12/CJ 14/MNR 18/NK 18/NK 15/NK	_ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ gender=neut|*=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg
324258207981785089	positive	genau auf den wollte ich hinaus %PosSmiley	genau auf die wollen ich hinaus %PosSmiley	ADJD APPR ART VMFIN PPER PTKVZ ITJ	2/MO 4/MO 2/NK 0/-- 4/SB 4/MO 6/NK	pos=True _ case=acc|gender=masc|num=sg pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ EmoExpression::markable_140::Polarity=positive|EmoExpression::markable_140::SubjectiveFact=false|EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::Uncertain=false|EmoExpression::markable_140::Intensity=medium|EmoExpression::markable_140::EmoExpression=True
326269461000769536	neutral	Sehe ich das richtig dass Schäuble gerade dazu aufruft die Konten leerzuräumen solange noch etwas drauf ist? %Link ESM	sehen ich die richtig dass Schäuble gerade dazu aufrufen die Konto leerräumen solange noch etwas drauf ist? %Link ESM	VVFIN PPER PDS PTKVZ KOUS NE ADV PAV VVFIN ART NN VVIZU KOUS ADV PIS PAV ADJA XY NE	0/-- 1/SB 1/OA 1/MO 12/CP 12/DA 12/MO 12/NK 12/MO 11/NK 12/OA 1/OC 17/CP 15/MO 17/MO 15/NK 1/MO 0/-- 0/--	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ case=nom|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ _ _ gender=neut|*=True _ pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
326695161553903616	positive	Magst du lieber Obst oder Gemüse? - Obst %PosSmiley	mögen du lieb Obst oder Gemüse? - Obst %PosSmiley	VVFIN PPER ADJD NN KON NN $( NN ITJ	0/-- 1/SB 1/MO 1/OA 4/CD 5/CJ 8/-- 0/-- 8/NK	pers=2|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_141::Polarity=positive|gender=masc|Sentiment::markable_141::Sentiment=True|Sentiment::markable_141::Intensity=medium|Sentiment::markable_141::Sarcasm=false|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|Target::markable_142::Target=True case=nom|gender=masc|num=sg
320950022810267648	neutral	Ein Moment. Eine Unehrlichkeit. Ein Abend. Wenn du wüsstest, was du damit angerichtet hättest... hättest du es dann gemacht?	eine Moment. eine Unehrlichkeit. eine Abend. wenn du wüsstest, was du damit anrichten hättest... haben du es dann gemacht?	ART NN ART NN ART NN KOUS PPER VVFIN PIS PPER PAV VVPP NE VAFIN PPER PPER ADV ADJA	2/NK 0/-- 4/NK 0/-- 6/NK 0/-- 13/CP 9/SB 0/-- 9/OA 13/OA 13/NK 9/MO 13/AG 0/-- 15/SB 19/OA 19/MO 15/MO	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 _ _ case=gen|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=neut|num=sg|pers=3 _ case=acc|gender=neut|num=pl|pos=True
