369517901734096896	positive	Piraten bei puls4! gleich geht los %PosSmiley %Link	Pirat bei puls4! gleich gehen los %PosSmiley %Link	NN APPR ADJD ADJD VVFIN PTKVZ ITJ XY	0/-- 1/MNR 2/NK 5/MO 0/-- 5/SVP 6/NK 6/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
373734340330786816	positive	Piraten in der ehemaligen Stadt der abgestuften Chancengleichheit %PosSmiley btw13 Herne	Pirat in die ehemalig Stadt die abgestuft Chancengleichheit %PosSmiley btw13 Herne	NN APPR ART ADJA NN ART ADJA NN ITJ CARD ADJA	11/OA 1/MNR 5/NK 5/NK 2/NK 8/NK 8/NK 5/AG 8/NK 9/NK 0/--	case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|EmoExpression::markable_10409139::Uncertain=false|gender=fem|EmoExpression::markable_10409139::EmoExpression=True|EmoExpression::markable_10409139::SubjectiveFact=true|num=sg|EmoExpression::markable_10409139::Intensity=medium|EmoExpression::markable_10409139::Polarity=positive|EmoExpression::markable_10409139::Sarcasm=false EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium _ case=nom|gender=masc|num=pl|pos=True
374218477659492352	positive	+1! hach... %PosSmiley Das mag ich dann doch wieder an den piraten Sehr sogar	+1! hach... %PosSmiley die mögen ich dann doch wieder an die Pirat sehr sogar	ADJD ADJA ITJ PDS VMFIN PPER ADV ADV ADV APPR ART NN ADV ADV	0/-- 0/-- 2/NK 5/SB 0/-- 5/SB 5/MO 5/MO 5/MO 5/MO 12/NK 10/NK 14/MO 5/MO	_ Source::markable_104::Anaphref=empty|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Polarity=positive|Sentiment::markable_103::Sentiment=True|Source::markable_104::Source=True Sentiment::markable_103::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True EmoExpression::markable_105::Uncertain=false|mood=ind|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::EmoExpression=True|pers=3|EmoExpression::markable_105::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_105::Intensity=medium case=nom|pers=1|num=sg|Source::markable_106::Anaphref=markable_104|Source::markable_106::Source=True|*=True|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True case=dat|num=pl|Target::markable_107::Target=True|Target::markable_107::Preferred=true|Target::markable_107::Anaphref=empty|gender=fem|Sentiment::markable_103::Sentiment=True case=dat|num=pl|Target::markable_107::Target=True|sup=True|gender=fem|Sentiment::markable_103::Sentiment=True Intensifier::markable_108::Intensifier=True|Sentiment::markable_103::Sentiment=True|Intensifier::markable_108::Degree=medium|Intensifier::markable_108::EmoExpressionRef=emo-expression:markable_105 Sentiment::markable_103::Sentiment=True
357875120586489857	positive	saustarke Argumentation auf höchstem intellektuellen Niveau - dafür ein fröhlicher Tritt gegen das Holzbein: piraten- AfD+ %PosSmiley	saustarke Argumentation auf hoch intellektuell Niveau - dafür eine fröhlich Tritt gegen die Holzbein: Piraten- AfD+ %PosSmiley	ADJA NN APPR ADJA ADJA NN $( PAV ART ADJA NN APPR ART NN TRUNC NN ITJ	2/NK 0/-- 2/MNR 6/NK 6/NK 3/NK 6/-- 16/NK 11/NK 11/NK 2/PAR 11/MNR 14/NK 12/NK 16/NK 14/NK 14/NK	Sentiment::markable_109::Polarity=positive|pos=True|Sentiment::markable_109::Sentiment=True|EmoExpression::markable_110::Intensity=strong|Sentiment::markable_109::Sarcasm=false|Target::markable_112::Anaphref=empty|num=sg|EmoExpression::markable_110::EmoExpression=True|Target::markable_112::Target=True|case=nom|EmoExpression::markable_110::SubjectiveFact=false|Sentiment::markable_109::Intensity=medium|Target::markable_112::Preferred=true|gender=fem|EmoExpression::markable_110::Polarity=positive|EmoExpression::markable_110::Uncertain=false|EmoExpression::markable_110::Sarcasm=false case=nom|gender=fem|num=sg|Sentiment::markable_109::Sentiment=True|Target::markable_112::Target=True Sentiment::markable_109::Sentiment=True case=dat|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=neut|Sentiment::markable_109::Sentiment=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|num=sg|sup=True|EmoExpression::markable_111::Intensity=strong|EmoExpression::markable_111::Uncertain=false case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_109::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_109::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::SubjectiveFact=false|gender=masc|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|pos=True|EmoExpression::markable_113::Polarity=positive|num=sg|EmoExpression::markable_113::Intensity=medium case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_114::SubjectiveFact=false|gender=masc|num=sg|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Polarity=positive
380375408727699456	mixed	Schmöker-Tipp für alle AfD-Freunde und sonstige Menschenverachter - das ElitePartner-Forum: %Link %PosSmiley Realsatire	Schmöker-Tipp für alle AfD-Freunde und sonstig Menschenverachter - die ElitePartner-Forum: %Link %PosSmiley Realsatire	NN APPR PIAT NN KON ADJA NN $( ART NN XY ITJ NN	0/-- 1/MNR 4/NK 2/NK 4/CD 7/NK 5/CJ 7/-- 10/NK 7/APP 0/-- 13/NK 10/NK	case=nom|gender=masc|num=sg _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=acc|*=True|num=pl|pos=True case=acc|EmoExpression::markable_117::Intensity=medium|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::EmoExpression=True|*=True|EmoExpression::markable_117::Uncertain=false|num=pl|EmoExpression::markable_117::Polarity=negative|EmoExpression::markable_117::Sarcasm=false _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=fem|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|num=sg case=acc|gender=fem|num=sg
377822921584312320	neutral	Die CSU kann sich anscheinend alles erlauben.	die CSU können sich anscheinend alle erlauben.	ART NE VMFIN PRF ADJD PIAT ADJA	2/NK 3/SB 0/-- 7/OA 3/MO 7/MO 3/OC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
355266092207321088	positive	Zu meiner gestrigen STASI-Anspielung im Landtag passend ein schöner Artikel in der FAZ %Link via %User...	zu mein gestrig STASI-Anspielung in Landtag passend eine schön Artikel in die FAZ %Link via %User...	APPR PPOSAT ADJA NN APPRART NN ADJD ART ADJA NN APPR ART NE XY APPR ADJA	7/MO 4/NK 4/NK 1/NK 4/MNR 5/NK 10/MO 10/NK 10/NK 0/-- 10/MNR 13/NK 11/NK 10/NK 16/MO 10/NK	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=false|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|Sentiment::markable_118::Sentiment=True|gender=masc|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|pos=True|Target::markable_119::Target=True|num=sg|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Intensity=medium|EmoExpression::markable_120::SubjectiveFact=false case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True _ _ case=dat|gender=neut|num=pl|comp=True
378185296094822400	negative	die angst vor dem wähler? harhar	die Angst vor die wähler? harhar	ART NN APPR ART ADJA NE	2/NK 0/-- 2/MNR 5/NK 3/NK 0/--	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=negative|gender=fem|EmoExpression::markable_121::EmoExpression=True|num=sg|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True
374640192176803840	positive	Geil, die Grünen rufen zur Demo gegen ihre eigenen Überwachungsgesetze auf %PosSmiley %Link	Geil, die Grüne rufen zu Demo gegen ihr eigen Überwachungsgesetze auf %PosSmiley %Link	NE ART NN VVFIN APPRART NN APPR PPOSAT ADJA NN PTKVZ ITJ XY	4/DA 3/NK 4/SB 0/-- 4/OP 5/NK 6/MNR 10/NK 10/NK 7/NK 4/SVP 11/NK 11/NK	case=nom|*=True|num=pl|Sentiment::markable_122::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|Target::markable_124::Anaphref=empty|Sentiment::markable_131::Intensity=medium|*=True|Target::markable_124::Preferred=true|Source::markable_131::Anaphref=empty|Sentiment::markable_131::Polarity=positive|num=pl|Target::markable_124::Target=True|Sentiment::markable_131::Sarcasm=false|Source::markable_131::Source=True|Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|num=pl|Sentiment::markable_131::Sentiment=True|Source::markable_131::Source=True|*=True|Target::markable_124::Target=True pers=3|Sentiment::markable_122::Sentiment=True|num=pl|tense=pres|mood=ind|Target::markable_124::Target=True|Sentiment::markable_131::Sentiment=True case=dat|Sentiment::markable_122::Sentiment=True|num=sg|Sentiment::markable_131::Sentiment=True|gender=fem|Target::markable_124::Target=True case=dat|Sentiment::markable_122::Sentiment=True|num=sg|Sentiment::markable_131::Sentiment=True|gender=fem|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_131::Intensity=medium|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_131::EmoExpression=True|EmoExpression::markable_131::Sarcasm=false|EmoExpression::markable_131::Uncertain=false|Target::markable_124::Target=True|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::Polarity=positive case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|Sentiment::markable_131::Sentiment=True|gender=masc|Target::markable_131::Preferred=true|num=pl|Target::markable_124::Target=True|Target::markable_131::Anaphref=empty case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|Sentiment::markable_131::Sentiment=True|gender=masc|pos=True|num=pl|Target::markable_124::Target=True case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|num=pl|Sentiment::markable_131::Sentiment=True|gender=masc|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Sentiment::markable_131::Sentiment=True|Target::markable_124::Target=True _ pos=True
381089319131181056	positive	Klar, es ist Wahlkampf. Die Rücktrittsforderungen an Beck und Trittin Grüne finde ich trotzdem ok.	Klar, es sein Wahlkampf. die Rücktrittsforderung an Beck und Trittin Grüne finden ich trotzdem ok.	NE PPER VAFIN NE ART NN APPR NE KON NE NN VVFIN PPER PAV ADJA	2/APP 3/SB 0/-- 3/SB 6/NK 12/OA 6/MNR 7/NK 8/CD 11/PNC 9/CJ 0/-- 12/SB 15/NK 12/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=fem|Target::markable_133::Target=True|Sentiment::markable_132::Polarity=positive|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Preferred=true|Sentiment::markable_132::Intensity=medium|Target::markable_133::Anaphref=empty|Sentiment::markable_132::Sarcasm=false case=nom|gender=fem|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=acc|*=True|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=nom|*=True|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=nom|*=True|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True pers=1|Sentiment::markable_132::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Sentiment::markable_132::Sentiment=True|Source::markable_134::Source=True|Source::markable_134::Anaphref=empty|*=True Sentiment::markable_132::Sentiment=True _
384292162588147712	negative	Einsam und alleine stand in Heidelsheim ein CDU-Sonnenschirm.	einsam und alleine stehen in Heidelsheim eine CDU-Sonnenschirm.	ADJD KON ADV VVFIN APPR NN ART NE	4/MO 1/CD 2/CJ 0/-- 4/MO 5/NK 8/NK 4/SB	EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=negative|pos=True|Sentiment::markable_137::Sentiment=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_137::Sentiment=True case=acc|Target::markable_138::Anaphref=empty|num=sg|Target::markable_138::Preferred=true|gender=neut|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_137::Sentiment=True
350291807738929152	negative	DT %User: Ärgerlich: SPD gegen Untersuchungsausschuss zu Blockupy dpa: SPD und Grüne über Unters...	DT %User: Ärgerlich: SPD gegen Untersuchungsausschuss zu Blockupy dpa: SPD und Grüne über Unters...	NN ADJA NN NE APPR NN APPR NN VVFIN NE KON NN APPR NN	9/OA 3/NK 1/PAR 3/NK 1/MNR 5/NK 6/MNR 7/NK 0/-- 9/SB 10/CD 11/CJ 9/OP 13/NK	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_139::Sentiment=True|gender=fem|EmoExpression::markable_139::SubjectiveFact=false|pos=True|EmoExpression::markable_139::Intensity=medium|num=sg|EmoExpression::markable_139::EmoExpression=True|Sentiment::markable_139::Intensity=medium|Sentiment::markable_139::Polarity=negative|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=negative|Sentiment::markable_139::Sarcasm=false case=nom|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True case=nom|Sentiment::markable_142::Sarcasm=false|Target::markable_139::Anaphref=empty|Target::markable_139::Preferred=true|Sentiment::markable_142::Polarity=negative|gender=fem|Source::markable_142::Anaphref=empty|num=sg|Sentiment::markable_142::Intensity=medium|Source::markable_142::Source=True|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True Sentiment::markable_142::Sentiment=True|EmoExpression::markable_142::Polarity=positive|EmoExpression::markable_142::Sarcasm=false|EmoExpression::markable_142::SubjectiveFact=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Uncertain=false|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|EmoExpression::markable_142::Intensity=medium case=acc|gender=neut|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|Target::markable_142::Target=True|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True case=dat|num=sg|gender=neut|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=acc|gender=fem|num=sg
377438362866446336	neutral	Allianz GI-Umfrage: Zeitpunkt für den Ausstieg aus Niedrigzinspolitik unklar: Frankfurt (%Link...	Allianz GI-Umfrage: Zeitpunkt für die Ausstieg aus Niedrigzinspolitik unklar: Frankfurt (%Link...	NN NN NN APPR ART NN APPR NN ADJA NE NN	9/SB 1/MNR 2/NK 1/MNR 6/NK 4/NK 6/MNR 7/NK 0/-- 9/SB 9/OA	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
376247130957963264	neutral	Piraten kennen keine Wahltermine, sie sind immer aktiv.	Pirat kennen keine Wahltermine, sie sein immer aktiv.	NN VVFIN PIAT NN PPER VAFIN ADV ADJA	2/SB 0/-- 4/NK 2/SB 6/SB 2/CJ 6/MO 6/MO	case=nom|Target::markable_148::Preferred=true|num=pl|Target::markable_148::Anaphref=empty|gender=masc|Sentiment::markable_146::Sentiment=True|Target::markable_148::Target=True pers=3|Sentiment::markable_146::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_146::Sentiment=True|num=pl case=nom|gender=masc|Sentiment::markable_146::Sentiment=True|num=pl case=acc|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg|pers=3 pers=3|Sentiment::markable_146::Sentiment=True|num=pl|tense=pres|mood=ind Intensifier::markable_150::Degree=medium|Intensifier::markable_150::Intensifier=True|Sentiment::markable_146::Sentiment=True|Intensifier::markable_150::EmoExpressionRef=emo-expression:markable_149 case=nom|gender=neut|Sentiment::markable_146::Sentiment=True|num=pl|pos=True
358247187253592064	positive	Dietz plädiert fürs Nichtwählen. Liebe Wähler, hat einer von Euch ein zwingendes Gegenargument?	Dietz plädieren fürs Nichtwählen. lieb Wähler, haben eine von ihr eine zwingend Gegenargument?	NE VVFIN APPRART NE ADJA NN VAFIN PIS APPR PPER ART ADJA NN	2/SB 0/-- 2/MO 3/NK 6/NK 7/OA 0/-- 7/SB 8/PG 9/NK 13/NK 13/NK 7/OA	case=nom|Sentiment::markable_151::Sarcasm=false|Source::markable_152::Source=True|Sentiment::markable_151::Polarity=positive|gender=masc|num=sg|Source::markable_152::Anaphref=empty|Sentiment::markable_151::Intensity=medium|Sentiment::markable_151::Sentiment=True EmoExpression::markable_153::SubjectiveFact=false|mood=ind|EmoExpression::markable_153::Uncertain=false|pers=3|EmoExpression::markable_153::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium|Sentiment::markable_151::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_151::Sentiment=True case=acc|gender=neut|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=dat|pers=3|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg
347642110629003264	negative	Der %User Skandal zeigt wie stark die Hegemonie der Grünen in den Medien ist. DFR träfe ...	die %User Skandal zeigen wie stark die Hegemonie die Grüne in die Medium ist. DFR treffen ...	ART NE NN VVFIN KOKOM ADJD ART NN ART NN APPR ART NN NE NN VVFIN $.	3/NK 3/PNC 4/SB 0/-- 6/CM 4/MO 8/NK 4/OA 10/NK 8/AG 4/MO 13/NK 11/NK 13/NK 16/SB 0/-- 16/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_10409140::Uncertain=false|gender=fem|EmoExpression::markable_10409140::EmoExpression=True|EmoExpression::markable_10409140::SubjectiveFact=true|num=sg|EmoExpression::markable_10409140::Intensity=medium|EmoExpression::markable_10409140::Polarity=negative|EmoExpression::markable_10409140::Sarcasm=false case=gen|*=True|num=pl case=gen|*=True|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _
376949303513579520	positive	HBPO Marode Infrastruktur: Trittin will Lkw-Maut auf einige Landstrassen ausweiten: Wenn Lkw-Fahrer über Bundes...	HBPO marode Infrastruktur: Trittin wollen Lkw-Maut auf einige Landstrasse ausweiten: wenn Lkw-Fahrer über Bundes...	NN ADJA NN NN VMFIN NN APPR PIAT NN VVFIN KOUS NN APPR NN	5/SB 3/NK 1/MNR 3/NK 0/-- 5/SB 5/MO 9/NK 7/NK 5/OC 10/MO 10/OA 10/MO 13/NK	case=nom|gender=masc|num=sg EmoExpression::markable_157::Uncertain=false|pos=True|Target::markable_156::Preferred=true|num=sg|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::SubjectiveFact=false|EmoExpression::markable_157::EmoExpression=True|case=nom|EmoExpression::markable_157::Sarcasm=false|Sentiment::markable_155::Polarity=positive|Sentiment::markable_155::Sarcasm=false|EmoExpression::markable_157::Polarity=negative|gender=masc|Target::markable_156::Anaphref=empty|Sentiment::markable_155::Intensity=medium|Sentiment::markable_155::Sentiment=True|Target::markable_156::Target=True case=nom|gender=masc|num=sg case=nom|Source::markable_159::Source=True|Sentiment::markable_158::Sentiment=True|gender=masc|Sentiment::markable_158::Intensity=medium|num=sg|Source::markable_159::Anaphref=empty|Sentiment::markable_158::Sarcasm=false|Sentiment::markable_158::Polarity=positive EmoExpression::markable_160::Sarcasm=false|mood=ind|EmoExpression::markable_160::Polarity=positive|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_160::Uncertain=false|EmoExpression::markable_160::SubjectiveFact=false|EmoExpression::markable_160::EmoExpression=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True|pos=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True case=acc|gender=fem|Target::markable_161::Target=True|num=pl|Sentiment::markable_158::Sentiment=True case=acc|gender=fem|Target::markable_161::Target=True|num=pl|Sentiment::markable_158::Sentiment=True _ _ case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg
352396694912122882	positive	Beispielhafter Talk zur NSA-Affäre: Markus Lanz’ Wahlhilfe für die Piraten	beispielhaft Talk zu NSA-Affäre: Markus Lanz’ Wahlhilfe für die Pirat	ADJA NN APPRART NN NE ADJA NN APPR ART NN	2/NK 0/-- 2/MNR 3/NK 4/NK 7/NK 4/PAR 7/MNR 10/NK 8/NK	case=nom|EmoExpression::markable_164::Polarity=positive|Target::markable_165::Target=True|Target::markable_165::Preferred=true|Target::markable_165::Anaphref=empty|gender=masc|pos=True|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_162::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::Sarcasm=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_165::Target=True|Sentiment::markable_162::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_162::Sentiment=True case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl
355994515368194049	positive	Exklusiv: CDU-Vizechefin Julia Klöckner spricht im %Link über ihr Engagement für Lesben und Schwule....	Exklusiv: CDU-Vizechefin Julia Klöckner sprechen in %Link über ihr Engagement für Lesbe und Schwule....	ADJA NN NE NE VVFIN APPRART XY APPR PPOSAT NN APPR NN KON NN	2/NK 5/SB 4/PNC 2/NK 0/-- 5/MO 6/NK 5/OP 10/NK 8/NK 10/MNR 11/NK 12/CD 13/CJ	case=nom|Sentiment::markable_166::Sentiment=True|num=sg|Source::markable_167::Source=True|gender=fem|pos=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_166::Sentiment=True case=acc|EmoExpression::markable_168::Intensity=medium|EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Sarcasm=false|gender=neut|EmoExpression::markable_168::EmoExpression=True|EmoExpression::markable_168::Polarity=positive|Sentiment::markable_166::Sentiment=True|num=sg|EmoExpression::markable_168::Uncertain=false Sentiment::markable_166::Sentiment=True case=acc|Target::markable_169::Target=True|num=pl|Target::markable_169::Preferred=true|Sentiment::markable_166::Sentiment=True|gender=masc|Target::markable_169::Anaphref=empty Sentiment::markable_166::Sentiment=True case=acc|gender=masc|num=sg
