334042502166347776	positive	Obama's "red line" und Syrien - Ein Kommentar von John Stewart - %Link %PosSmiley	Obama's "red line" und Syrien - eine Kommentar von John Stewart - %Link %PosSmiley	NN NE ADJD KON NE $( ART NN APPR NE NE $( XY ITJ	0/-- 1/NK 1/PAR 3/CD 4/CJ 7/-- 8/NK 0/-- 8/PG 11/PNC 9/NK 11/-- 11/PAR 13/NK	_ _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500155::EmoExpression=True|gender=fem|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
334130406532186112	positive	Bis man sich zur nächsten Miss Wahl anmelden kann, steht ein Casting an %PosSmiley Preise im Gesamtwert von mehr als Euro...	bis man sich zu nah Miss Wahl anmelden kann, stehen eine Casting an %PosSmiley Preis in Gesamtwert von mehr als Euro...	KOUS PIS PRF APPRART ADJA NN NN VVFIN NE VVFIN ART NN APZR ITJ NN APPRART NN APPR ADV KOKOM NN	8/CP 8/SB 8/OA 8/MO 6/NK 4/NK 6/NK 10/MO 8/SB 0/-- 12/NK 10/SB 12/MNR 15/NK 13/NK 10/MO 16/NK 17/MNR 18/NK 21/CM 19/CC	_ case=nom|*=True|num=sg case=acc|pers=3|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|EmoExpression::markable_88::EmoExpression=True|gender=masc|num=pl|EmoExpression::markable_88::Polarity=positive|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=acc|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ *=True _ *=True
333678354496626690	positive	"Aber das ist die Politik, ich bin beim Feuilleton, das ist nicht das Gleiche" - Man muss geschmeidig sein bei der FAZ %PosSmiley	"Aber die sein die Politik, ich sein bei Feuilleton, die sein nicht die Gleiche" - man müssen geschmeidig sein bei die FAZ %PosSmiley	NN PDS VAFIN ART NE PPER VAFIN APPRART NN PDS VAFIN PTKNEG ART NN $( PIS VMFIN ADJD VAINF APPR ART NE ITJ	2/RE 3/SB 0/-- 5/NK 3/SB 7/SB 3/CJ 7/MO 8/NK 11/SB 7/CJ 11/NG 14/NK 11/PD 16/-- 17/SB 0/-- 19/PD 17/OC 19/MO 22/NK 20/NK 22/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_89::Intensity=medium|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::SubjectiveFact=false|EmoExpression::markable_89::EmoExpression=True
332591919404290049	negative	NSU-Prozess: Islam-Vertreter kritisieren Ruf nach Kruzifix-Verbot (welt): Share With Friends: | | Politik - ...	NSU-Prozess: Islam-Vertreter kritisieren Ruf nach Kruzifix-Verbot (welt): Share With Friends: | | Politik - ...	NN NN VVFIN NN APPR NN NN NN NE NN XY XY NN $( $.	3/SB 1/NK 0/-- 3/OA 3/MO 5/NK 6/NK 3/OA 8/NK 13/PNC 12/PNC 13/NK 8/CJ 13/-- 14/--	case=nom|gender=neut|num=sg|Source::markable_91::Source=True|Sentiment::markable_90::Sentiment=True case=nom|gender=neut|num=sg|Source::markable_91::Source=True|Sentiment::markable_90::Sentiment=True EmoExpression::markable_92::SubjectiveFact=false|EmoExpression::markable_92::Intensity=medium|mood=ind|EmoExpression::markable_92::Uncertain=false|pers=3|num=pl|tense=pres|EmoExpression::markable_92::Polarity=negative|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_90::Sentiment=True|EmoExpression::markable_92::Sarcasm=false case=acc|Target::markable_93::Preferred=true|num=sg|Target::markable_93::Target=True|gender=masc|Sentiment::markable_90::Sentiment=True|Target::markable_93::Anaphref=empty Sentiment::markable_90::Sentiment=True|Target::markable_93::Target=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg *=True *=True case=acc|gender=fem|num=sg _ _
326169332331724801	neutral	Der Bundestag hat Entlastungen für die Anbieter von Lebensversicherungen beschlossen. Verkündet wurde	die Bundestag haben Entlastung für die Anbieter von Lebensversicherung beschlossen. verkünden werden	ART NN VAFIN NN APPR ART NN APPR NN NE VVPP VAFIN	2/NK 3/SB 0/-- 3/OA 4/MNR 7/NK 5/NK 7/PG 8/NK 9/AG 12/OC 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=pl _ _ pers=3|num=sg|tense=past|mood=ind
332712607502962688	neutral	Vitalkur nach Wahl mit Schüssler-Salzen von der Löwen Apotheke ab 19,90 Euro (bis zu 65% sparen)	Vitalkur nach Wahl mit Schüssler-Salzen von die Löwe Apotheke ab @card@ Euro (bis zu @card@ sparen)	NN APPR NN APPR NN APPR ART NN NN APPR CARD NN NN APPR CARD ADJA	0/-- 1/MNR 2/NK 3/MNR 4/NK 5/MNR 8/NK 6/NK 8/NK 16/MO 12/NK 10/NK 12/NK 16/PM 14/NK 8/UC	case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl _ _ gender=masc|*=True gender=masc|*=True|num=sg _ _ _
322439850596904960	neutral	WIR exportieren Strom (Überfluss)- ABER bei UNS steigen die Strompreise-DAS müsst doch einer "Physiker- Kanzlerin" auc ...	sie exportieren Strom (Überfluss)- aber bei sie steigen die Strompreise-DAS müssen doch eine "Physiker- Kanzlerin" auc ...	PPER VVFIN NN TRUNC KON APPR PPER VVFIN ART NE VMFIN ADV ART TRUNC NN NE $.	2/SB 0/-- 2/OA 5/CJ 2/CD 8/MO 6/NK 5/CJ 10/NK 8/OA 2/CJ 11/MO 15/NK 15/NK 11/SB 15/NK 16/--	_ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg _ _ _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=gen|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ _
325327685012320256	neutral	finde ich auch, obwohl cdu hier im netz nicht so aktiv ist.	finden ich auch, obwohl cdu hier in Netz nicht so aktiv ist.	VVFIN PPER NE KOUS NN ADV APPRART NN PTKNEG ADV ADJD NE	0/-- 1/SB 5/PNC 5/CP 1/OA 1/MO 1/MO 7/NK 1/NG 11/MO 1/MO 1/OA	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ pos=True _
335494707343925249	neutral	Ökostrom ist nicht Ursache für steigende Netzkosten: Bevölkerungsdichte und Gewinner der Fonds sind entscheidend...	Ökostrom sein nicht Ursache für steigend Netzkosten: Bevölkerungsdichte und Gewinner die Fonds sein entscheidend...	NN VAFIN PTKNEG NN APPR ADJA NN NN KON NN ART NN VAFIN ADJA	2/SB 0/-- 7/NG 2/PD 4/MNR 7/NK 5/NK 13/SB 8/CD 9/CJ 12/NK 10/AG 2/CJ 13/MO	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=dat|pers=3|num=pl
318965143725817856	neutral	Korea-Konflikt: SPD-Aussenexperte sieht keine Möglichkeit für Einfluss von aussen %Link wirtschaft news	Korea-Konflikt: SPD-Aussenexperte sehen keine Möglichkeit für Einfluss von außenßen %Link wirtschaft news	ADJA NN VVFIN PIAT NN APPR NN APPR ADJD XY ADJA NN	2/NK 3/DA 0/-- 5/NK 3/OA 5/MNR 6/NK 7/PG 11/MO 0/-- 12/NK 8/NK	case=dat|gender=masc|num=pl|pos=True case=gen|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg pos=True _
335877805512474624	positive	Steinbrück rechnet sich noch immer gute Chancen aus	Steinbrück rechnen sich noch immer gut Chance aus	NN VVFIN PRF ADV ADV ADJA NN APPR	2/SB 0/-- 2/DA 2/MO 4/MO 7/NK 2/OA 2/SVP	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ Target::markable_95::Target=True|Target::markable_95::Preferred=true|pos=True|EmoExpression::markable_96::EmoExpression=True|EmoExpression::markable_96::Uncertain=false|num=pl|EmoExpression::markable_96::SubjectiveFact=false|Sentiment::markable_94::Sarcasm=false|EmoExpression::markable_96::Polarity=positive|EmoExpression::markable_96::Sarcasm=false|Target::markable_95::Anaphref=empty|case=nom|gender=fem|Sentiment::markable_94::Polarity=positive|EmoExpression::markable_96::Intensity=medium|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True case=nom|gender=fem|Sentiment::markable_94::Sentiment=True|num=pl|Target::markable_95::Target=True _
337304755791597569	neutral	Herzliche Glückwünsche an die SPD ! Man weiss, man tut etwas für den Sozialismus und weiss genau, mit ihr kommt er garantie...	herzlich Glückwunsch an die SPD ! man weiss, man tun etwas für die Sozialismus und wissen genau, mit ihr kommen er garantie...	ADJA NN APPR ART NE $. PIS NE PIS VVFIN ADV APPR ART NN KON VVFIN NE APPR PPER VVFIN PPER ADJA	2/NK 0/-- 2/MNR 5/NK 3/NK 5/-- 10/SB 10/PNC 10/SB 0/-- 10/MO 10/MO 14/NK 12/NK 10/CD 15/CJ 16/SB 16/MO 18/NK 16/OC 20/SB 20/MO	case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 pos=True
324718014983438337	negative	Ende von Sanktionen und Manövern: Jetzt stellt Nordkorea Bedingungen %Link %User	Ende von Sanktion und Manövern: jetzt stellen Nordkorea Bedingung %Link %User	NN APPR NN KON NN ADV VVFIN NE NN XY NE	7/MO 1/PG 2/NK 3/CD 4/CJ 7/MO 0/-- 7/SB 7/OA 11/PNC 7/SVP	case=nom|gender=neut|num=sg _ case=dat|EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::EmoExpression=True|EmoExpression::markable_100500216::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500216::Polarity=negative|num=pl|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Intensity=medium _ case=dat|gender=neut|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500217::Intensity=medium|gender=neut|EmoExpression::markable_100500217::EmoExpression=True|EmoExpression::markable_100500217::Sarcasm=false|num=sg|EmoExpression::markable_100500217::Polarity=negative|EmoExpression::markable_100500217::SubjectiveFact=true|EmoExpression::markable_100500217::Uncertain=false case=acc|gender=fem|num=pl _ _
325706535638552576	mixed	Der "moralischen Instanz" Ulli Hoeness stehen schwierige Zeiten bevor - erste Reaktionen aus Politik,Sport und Medien	die "moralischen Instanz" Ulli Hoeness stehen schwierig Zeit bevor - erst Reaktion aus Politik,Sport und Medium	ART NN NN NE NE VVFIN ADJA NN PTKVZ $( ADJA NN APPR NN KON NN	2/NK 6/SB 2/NK 5/PNC 3/NK 0/-- 8/NK 6/SB 6/SVP 9/-- 12/NK 6/SB 12/MNR 13/NK 14/CD 15/CJ	case=nom|Target::markable_100500170::Target=True|Sentiment::markable_100500169::Intensity=medium|gender=masc|Sentiment::markable_100500169::Sentiment=True|Sentiment::markable_100500169::Polarity=positive|num=sg|Target::markable_100500170::Preferred=true|Target::markable_100500170::Anaphref=empty|Sentiment::markable_100500169::Sarcasm=false case=nom|Sentiment::markable_100500169::Sentiment=True|Target::markable_100500170::Target=True|num=sg|gender=masc|pos=True case=nom|gender=masc|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True case=nom|gender=masc|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True case=nom|gender=masc|Target::markable_100500170::Target=True|num=sg|Sentiment::markable_100500169::Sentiment=True pers=3|Sentiment::markable_100500169::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|EmoExpression::markable_99::EmoExpression=True|gender=fem|pos=True|Sentiment::markable_100::Sarcasm=false|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100500169::Sentiment=True|EmoExpression::markable_99::Intensity=medium|num=pl|EmoExpression::markable_99::Polarity=negative|Sentiment::markable_100::Polarity=negative|Sentiment::markable_100::Intensity=weak|EmoExpression::markable_99::Uncertain=false case=acc|Sentiment::markable_100500169::Sentiment=True|num=pl|EmoExpression::markable_99::EmoExpression=True|gender=fem|Sentiment::markable_100::Sentiment=True Sentiment::markable_100500169::Sentiment=True _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=pl
333689704157425664	negative	Die Syrien Rebellen sollen mit dem tödlichen Nervengas Sarin gegen ihre Gegner vorgegangen sein.	die Syrien Rebell sollen mit die tödlich Nervengas Sarin gegen ihr Gegner vorgehen sein.	ART NE NN VMFIN APPR ART ADJA NN NE APPR PPOSAT NN VVPP NE	3/NK 3/NK 4/SB 0/-- 13/MO 8/NK 8/NK 5/NK 8/NK 13/OP 12/NK 10/NK 4/OC 13/OA	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind Sentiment::markable_100500171::Polarity=negative|Sentiment::markable_100500171::Sentiment=True|Sentiment::markable_100500171::Sarcasm=false|Sentiment::markable_100500171::Intensity=strong case=dat|Target::markable_100500172::Preferred=true|num=sg|Target::markable_100500172::Anaphref=empty|gender=masc|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True case=dat|EmoExpression::markable_100500173::Sarcasm=false|EmoExpression::markable_100500173::EmoExpression=True|EmoExpression::markable_100500173::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500173::Polarity=negative|Target::markable_100500172::Target=True|pos=True|Sentiment::markable_100500171::Sentiment=True|num=sg|EmoExpression::markable_100500173::Uncertain=false|EmoExpression::markable_100500173::Intensity=strong case=dat|gender=masc|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True|EmoExpression::markable_100500218::Uncertain=false|EmoExpression::markable_100500218::Intensity=medium|num=sg|EmoExpression::markable_100500218::EmoExpression=True|EmoExpression::markable_100500218::SubjectiveFact=true|EmoExpression::markable_100500218::Polarity=negative|EmoExpression::markable_100500218::Sarcasm=false case=nom|gender=fem|num=sg|Target::markable_100500172::Target=True|Sentiment::markable_100500171::Sentiment=True _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ pos=True
335478796243308544	negative	was der alte Winner Seehofer wohl zu dieser beleidigten Presseschelte der CDU BaWü zu sagen hätte	was die alt Winner Seehofer wohl zu dies beleidigt Presseschelte die CDU BaWü zu sagen haben	PIS ART ADJA NN NE ADV APPR PDAT ADJA NN ART NE NE PTKZU VVINF VAFIN	15/OA 4/NK 4/NK 1/AG 4/NK 15/MO 15/OP 10/NK 10/NK 7/NK 12/NK 10/AG 12/NK 15/PM 16/OC 0/--	case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl case=nom|gender=masc|num=sg|pos=True case=gen|gender=masc|num=pl case=nom|*=True|num=sg _ Sentiment::markable_100500174::Sarcasm=false|Sentiment::markable_100500174::Polarity=negative|Sentiment::markable_100500174::Sentiment=True|Sentiment::markable_100500174::Intensity=medium case=dat|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True|Target::markable_100500175::Anaphref=empty|gender=fem|Target::markable_100500175::Preferred=true case=dat|EmoExpression::markable_100500176::SubjectiveFact=false|Target::markable_100500175::Target=True|EmoExpression::markable_100500176::Sarcasm=false|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500176::EmoExpression=True|gender=fem|EmoExpression::markable_100500176::Uncertain=false|pos=True|EmoExpression::markable_100500176::Intensity=medium|EmoExpression::markable_100500176::Polarity=negative|num=sg case=dat|EmoExpression::markable_100500177::Polarity=negative|Target::markable_100500175::Target=True|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500177::Intensity=medium|gender=fem|EmoExpression::markable_100500177::SubjectiveFact=false|EmoExpression::markable_100500177::EmoExpression=True|EmoExpression::markable_100500177::Uncertain=false|num=sg|EmoExpression::markable_100500177::Sarcasm=false case=gen|gender=fem|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True case=gen|gender=fem|Target::markable_100500175::Target=True|num=sg|Sentiment::markable_100500174::Sentiment=True Target::markable_100500175::Target=True|Sentiment::markable_100500174::Sentiment=True _ _ pers=3|num=sg|tense=past|mood=subj
323880126720917505	positive	Piratenpartei RVDOS unterstützt "Holi"-Festival in Beeskow: Vielfarbig und bunt ist nicht nur d... %Link Piraten bb	Piratenpartei RVDOS unterstützen "Holi"-Festival in Beeskow: vielfarbig und bunt sein nicht nur d... %Link Pirat bb	NN NN VVFIN NN APPR NN ADJD KON ADJD VAFIN PTKNEG ADV NN XY NN ADJA	3/SB 1/NK 0/-- 3/OA 3/MO 5/NK 3/MO 7/CD 8/CJ 3/CJ 12/NG 13/MO 10/SB 15/PNC 13/NK 13/UC	case=nom|Sentiment::markable_100500178::Polarity=positive|gender=fem|Sentiment::markable_100500178::Sentiment=True|Source::markable_100500179::Source=True|Sentiment::markable_100500178::Intensity=medium|num=sg|Source::markable_100500179::Anaphref=empty|Sentiment::markable_100500178::Sarcasm=false case=nom|gender=fem|Sentiment::markable_100500178::Sentiment=True|num=sg|Source::markable_100500179::Source=True EmoExpression::markable_100500180::Uncertain=false|mood=ind|EmoExpression::markable_100500180::SubjectiveFact=false|Sentiment::markable_100500178::Sentiment=True|pers=3|EmoExpression::markable_100500180::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_100500180::Sarcasm=false|EmoExpression::markable_100500180::Polarity=positive|EmoExpression::markable_100500180::Intensity=medium case=acc|gender=neut|Target::markable_100500181::Target=True|num=sg|Sentiment::markable_100500178::Sentiment=True Target::markable_100500181::Target=True|Sentiment::markable_100500178::Sentiment=True case=dat|gender=neut|num=sg pos=True _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ *=True *=True case=acc|gender=masc|num=pl _
334758065008160768	positive	Lavendelblog | Produkttests und Shopvorstellungen: Zwei Shirts nach Wahl von Likoli zu gewinnen	Lavendelblog | Produkttests und Shopvorstellungen: zwei Shirt nach Wahl von Likoli zu gewinnen	NN XY NN KON NN CARD NN APPR NN APPR NE PTKZU VVINF	0/-- 1/NK 13/OA 3/CD 4/CJ 7/NK 8/MO 13/MO 8/NK 9/PG 10/NK 13/PM 2/OC	case=nom|gender=masc|num=sg *=True case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ case=dat|*=True|num=sg _ EmoExpression::markable_100500182::Intensity=medium|EmoExpression::markable_100500182::Sarcasm=false|EmoExpression::markable_100500182::SubjectiveFact=false|EmoExpression::markable_100500182::EmoExpression=True|EmoExpression::markable_100500182::Uncertain=false|EmoExpression::markable_100500182::Polarity=positive
323875554665308163	positive	Warum die CDU freiwillige Selbstverpflichtungen so toll findet? Weil sich dann nichts ändert quotejetzt ...	warum die CDU freiwillig Selbstverpflichtung so toll findet? weil sich dann nichts ändern quotejetzt ...	PWAV ART NE ADJA NN ADV ADJD VVFIN KOUS PRF ADV PIS VVFIN ADJD $.	8/MO 3/NK 8/SB 5/NK 8/OA 7/MO 8/MO 0/-- 13/CP 13/OA 13/MO 13/OA 0/-- 13/MO 14/--	_ case=nom|Sentiment::markable_101::Sentiment=True|Sentiment::markable_101::Polarity=positive|gender=fem|Sentiment::markable_101::Intensity=medium|num=sg|Source::markable_102::Source=True|Source::markable_102::Anaphref=empty|Sentiment::markable_101::Sarcasm=false case=nom|gender=fem|num=sg|Source::markable_102::Source=True|Sentiment::markable_101::Sentiment=True case=acc|Sentiment::markable_101::Sentiment=True|gender=fem|pos=True|num=pl|Target::markable_103::Anaphref=empty|Target::markable_103::Target=True|Target::markable_103::Preferred=true case=acc|gender=fem|num=pl|Target::markable_103::Target=True|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True EmoExpression::markable_104::Intensity=medium|Sentiment::markable_101::Sentiment=True|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::SubjectiveFact=false|pos=True|EmoExpression::markable_104::Uncertain=false|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::Sarcasm=false pers=3|num=sg|tense=past|mood=ind _ case=acc|pers=3|num=sg _ gender=neut|*=True pers=3|num=sg|tense=pres|mood=ind _ _
334043546384478209	neutral	Sagt mir bitte, dass das nicht stimmt! RT "Am 22.9. die SPD weiträumig umfahren.	sagen ich bitte, dass die nicht stimmt! RT "Am @card@ die SPD weiträumig umfahren.	VVFIN PPER ADJA KOUS PDS PTKNEG ADJA NE NN CARD ART NE ADJD NE	0/-- 1/DA 7/MO 7/MO 7/SB 7/NG 1/OC 9/PNC 0/-- 9/NK 12/NK 13/DA 10/MO 10/UC	pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pos=True _
323885003392053250	neutral	Herr Bundespräsident haben Sie wirklich eine Katze namens Freiheit?	Herr Bundespräsident haben Sie wirklich eine Katze namens Freiheit?	NN NN VAFIN PPER ADJD ART NN APPR ADJA	3/VO 1/NK 0/-- 3/SB 3/MO 7/NK 3/OA 7/MNR 8/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ *=True|pos=True
323150587971661824	mixed	... Steuerrecht, Datenschutz, Warondrugs usw. brauchen dringend liberale Ideen - die Ehe mit der oft zu konservativen CDU hat uns..	... Steuerrecht, Datenschutz, Warondrugs usw. brauchen dringend liberal Idee - die Ehe mit die oft zu konservativ CDU haben uns..	$. NE NE NN ADV VVFIN ADJD ADJA NN $( ART NN APPR ART ADV PTKZU ADJA NE VAFIN ADJA	0/-- 3/PNC 6/SB 3/PNC 6/MO 0/-- 6/MO 9/NK 6/SB 9/-- 12/NK 19/SB 12/MNR 18/NK 17/MO 17/PM 18/NK 13/NK 6/CJ 19/RS	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind pos=True Target::markable_106::Preferred=true|Sentiment::markable_105::Polarity=positive|pos=True|num=pl|EmoExpression::markable_107::Intensity=medium|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::EmoExpression=True|Target::markable_106::Anaphref=empty|EmoExpression::markable_107::Polarity=positive|Sentiment::markable_105::Intensity=medium|case=nom|Sentiment::markable_105::Sentiment=True|EmoExpression::markable_107::SubjectiveFact=false|gender=fem|Target::markable_106::Target=True|Sentiment::markable_105::Sarcasm=false|EmoExpression::markable_107::Sarcasm=false case=nom|gender=fem|Sentiment::markable_105::Sentiment=True|num=pl|Target::markable_106::Target=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ Sentiment::markable_108::Polarity=negative|Sentiment::markable_108::Sentiment=True|Sentiment::markable_108::Sarcasm=false|Intensifier::markable_112::Degree=medium|Sentiment::markable_108::Intensity=medium|Intensifier::markable_112::Intensifier=True|Intensifier::markable_112::EmoExpressionRef=emo-expression:markable_111 case=dat|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=fem|pos=True|EmoExpression::markable_111::Polarity=negative|EmoExpression::markable_111::SubjectiveFact=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::Uncertain=false case=dat|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True|gender=fem|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl|pos=True
332940662196539392	neutral	Sie ist unsere neue Politische Geschäftsführerin Vorsitz steht nicht zur Wahl	Sie sein unser neu politisch Geschäftsführerin Vorsitz stehen nicht zu Wahl	PPER VAFIN PPOSAT ADJA ADJA NN NN VVFIN PTKNEG APPRART NN	2/SB 0/-- 6/NK 6/NK 6/NK 8/SB 6/NK 2/PD 8/NG 8/CVC 10/NK	case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
