381454356932861952	negative	so wird das nix mit meiner Stimme für die Piraten %PosSmiley	so werden die nix mit mein Stimme für die Pirat %PosSmiley	ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN ITJ	2/MO 0/-- 2/SB 5/MO 2/CJ 7/NK 5/NK 7/MNR 10/NK 8/NK 5/MO	Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
382903993900343296	positive	Ha, DAS sind Piraten! Volle Transparenz auch, wenn die Schatzmeisterin mit der Kohle durchbrennt! %PosSmiley	Ha, DAS sein Piraten! voll Transparenz auch, wenn die Schatzmeisterin mit die Kohle durchbrennt! %PosSmiley	NE NE VAFIN NN ADJA NN VVFIN KOUS ART NN APPR ART NN ADJA ITJ	2/PNC 3/SB 0/-- 3/PD 6/NK 7/SB 0/-- 14/CP 10/NK 14/SB 10/MNR 13/NK 11/NK 15/NK 7/DM	case=nom|gender=masc|num=sg|Sentiment::markable_49::Sentiment=True case=nom|EmoExpression::markable_321::Sarcasm=false|gender=masc|EmoExpression::markable_321::Intensity=medium|num=sg|EmoExpression::markable_321::Uncertain=false|EmoExpression::markable_321::SubjectiveFact=false|EmoExpression::markable_321::Polarity=positive|Sentiment::markable_49::Sentiment=True|EmoExpression::markable_321::EmoExpression=True pers=3|Sentiment::markable_49::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|num=sg|Intensifier::markable_100500485::EmoExpressionRef=empty|gender=masc|Intensifier::markable_100500485::Intensifier=True|Sentiment::markable_49::Sentiment=True|Intensifier::markable_100500485::Degree=medium case=nom|Intensifier::markable_100500487::EmoExpressionRef=emo-expression:markable_100500486|gender=fem|Intensifier::markable_100500487::Degree=strong|pos=True|num=sg|Sentiment::markable_49::Sentiment=True|Intensifier::markable_100500487::Intensifier=True case=nom|EmoExpression::markable_100500486::EmoExpression=True|gender=fem|EmoExpression::markable_100500486::Sarcasm=false|num=sg|EmoExpression::markable_100500486::Polarity=positive|EmoExpression::markable_100500486::Intensity=medium|Sentiment::markable_49::Sentiment=True|EmoExpression::markable_100500486::SubjectiveFact=false|EmoExpression::markable_100500486::Uncertain=false pers=3|Sentiment::markable_49::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_49::Sentiment=True case=nom|Sentiment::markable_100500488::Intensity=medium|gender=fem|Target::markable_100500488::Target=True|num=sg|Sentiment::markable_100500488::Polarity=positive|Target::markable_100500488::Anaphref=empty|Sentiment::markable_100500488::Sarcasm=false|Target::markable_100500488::Preferred=true|Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True case=nom|num=sg|Target::markable_100500488::Target=True|gender=fem|Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True case=dat|EmoExpression::markable_100500488::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500488::Uncertain=false|EmoExpression::markable_100500488::Intensity=weak|num=sg|EmoExpression::markable_100500488::Sarcasm=false|EmoExpression::markable_100500488::EmoExpression=True|EmoExpression::markable_100500488::Polarity=negative|Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True case=dat|num=sg|EmoExpression::markable_100500488::EmoExpression=True|gender=fem|Sentiment::markable_49::Sentiment=True|Sentiment::markable_100500488::Sentiment=True case=gen|gender=neut|num=pl|Sentiment::markable_49::Sentiment=True|pos=True case=gen|EmoExpression::markable_48::Polarity=positive|EmoExpression::markable_48::Sarcasm=false|gender=neut|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::Intensity=medium|EmoExpression::markable_48::SubjectiveFact=false|num=pl|Sentiment::markable_49::Sentiment=True|EmoExpression::markable_48::EmoExpression=True
365962885849034752	positive	Kommt vorbei! Die Vortragsreihe "Stoppt die Totalüberwachung" der Piraten+ startet am 11%PosSmiley um 16h in Düsseldorf %PosSmiley %Link	kommen vorbei! die Vortragsreihe "Stoppt die Totalüberwachung" die Piraten+ starten an 11%PosSmiley um 16h in Düsseldorf %PosSmiley %Link	VVFIN ADJD ART NN NN ART NN ART NN VVFIN APPRART NE APPR NN APPR NE ITJ XY	0/-- 1/MO 4/NK 10/SB 4/NK 7/NK 10/OA 9/NK 7/AG 0/-- 10/MO 11/NK 10/OP 13/NK 14/MNR 15/NK 13/MO 17/NK	pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|gender=neut|EmoExpression::markable_52::Polarity=positive|EmoExpression::markable_52::Sarcasm=false|num=sg|EmoExpression::markable_52::SubjectiveFact=false _
357571357619392512	negative	Piraten laut Umfragen derzeit gleichauf mit der FDP in Bayern ... aber bei BR_kontrovers %User ... "sonstige" %NegSmiley	Pirat laut Umfrage derzeit gleichauf mit die FDP in Bayern ... aber bei BR_kontrovers %User ... "sonstige" %NegSmiley	NN APPR NN ADV NN APPR ART NE APPR NE $. ADV APPR NN NE $. NN ITJ	0/-- 1/MO 2/NK 1/MO 1/SB 5/MNR 8/NK 6/NK 8/MNR 9/NK 10/-- 13/MO 0/-- 13/NK 14/NK 15/-- 0/-- 17/NK	case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=pl _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=pl case=nom|gender=masc|num=sg _ _ EmoExpression::markable_53::Sarcasm=false|EmoExpression::markable_53::EmoExpression=True|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::Intensity=medium|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Polarity=negative
373003803588435969	mixed	... das "immerhin" zeigt bereits, dass es keine "technischen Probleme" bei der Umsetzung gibt %PosSmiley	... die "immerhin" zeigen bereits, dass es keine "technischen Probleme" bei die Umsetzung geben %PosSmiley	$. ART NN VVFIN NE KOUS PPER PIAT NN NN APPR ART NN VVFIN ITJ	0/-- 3/NK 4/SB 0/-- 4/SB 14/CP 14/EP 9/NK 14/OA 9/NK 9/MNR 13/NK 11/NK 4/MO 14/DM	_ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=pl case=dat|EmoExpression::markable_325::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_325::Sarcasm=false|EmoExpression::markable_325::EmoExpression=True|num=sg|EmoExpression::markable_325::Intensity=medium|EmoExpression::markable_325::Polarity=negative|EmoExpression::markable_325::SubjectiveFact=false case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Uncertain=false|EmoExpression::markable_56::Sarcasm=false
372101485720379392	mixed	Kein Wähler kann zwischen CDU und CSU wählen. Warum sitzen die beide da? Ich finde das ernsthaft empörend. ard überzeugtuns	keine Wähler können zwischen CDU und CSU wählen. warum sitzen die beide da? ich finden die ernsthaft empörend. ard überzeugtuns	PIAT NN VMFIN APPR NE KON NE NE PWAV VVFIN ART PIS VVFIN PPER VVFIN ART ADJD ADJA ADJA NN	2/NK 3/SB 0/-- 3/MO 4/NK 5/CD 8/PNC 6/CJ 10/MO 0/-- 12/NK 10/SB 10/MO 15/SB 0/-- 20/NK 18/MO 20/NK 20/NK 15/OA	case=nom|gender=masc|Negation::markable_100500496::Negation=True|Sentiment::markable_100500492::Intensity=medium|Sentiment::markable_100500492::Sentiment=True|num=sg|Negation::markable_100500496::EmoExpressionRef=empty|Sentiment::markable_100500492::Sarcasm=false|Sentiment::markable_100500492::Polarity=negative case=nom|gender=masc|num=sg|Sentiment::markable_100500492::Sentiment=True pers=3|Sentiment::markable_100500492::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500492::Sentiment=True case=dat|Sentiment::markable_100500492::Sentiment=True|num=sg|Target::markable_100500493::Target=True|Target::markable_100500493::Preferred=true|gender=fem|Target::markable_100500493::Anaphref=empty Sentiment::markable_100500492::Sentiment=True case=dat|Sentiment::markable_100500492::Sentiment=True|num=sg|Target::markable_100500494::Target=True|gender=fem|Target::markable_100500494::Preferred=true|Target::markable_100500494::Anaphref=empty case=dat|gender=fem|num=sg|Sentiment::markable_100500492::Sentiment=True Target::markable_62::Target=True|Target::markable_62::Preferred=true|Target::markable_62::Anaphref=empty pers=3|Target::markable_62::Target=True|num=pl|tense=pres|mood=ind case=nom|*=True|Target::markable_62::Target=True|num=pl case=nom|*=True|Target::markable_62::Target=True|num=pl _ case=nom|Source::markable_60::Source=True|Sentiment::markable_57::Polarity=positive|Sentiment::markable_57::Sarcasm=false|*=True|pers=1|num=sg|Sentiment::markable_57::Intensity=medium|Source::markable_60::Anaphref=empty|Sentiment::markable_57::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_57::Sentiment=True case=acc|Target::markable_326::Target=True|num=sg|Target::markable_326::Preferred=true|gender=neut|Target::markable_326::Anaphref=empty|Sentiment::markable_57::Sentiment=True Intensifier::markable_59::Degree=strong|Intensifier::markable_59::Intensifier=True|Intensifier::markable_59::EmoExpressionRef=emo-expression:markable_58|pos=True|Sentiment::markable_57::Sentiment=True case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg
381721273472397312	neutral	Liebe NPD-Wähler, nicht vergessen: Am 22. Oktober ist Bundestagswahl!	Liebe NPD-Wähler, nicht vergessen: an 22. Oktober sein Bundestagswahl!	NN NE PTKNEG ADJD APPRART ADJA NN VAFIN NN	8/SB 1/NK 4/NG 5/MO 1/MNR 7/NK 5/NK 0/-- 8/PD	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg
374090776252129280	positive	SPD setzt grosse Erwartungen auf heutiges Tvduell. CDU-->Verlierer? Hat das Auswirkungen auf die AfD oder Grüne oder FDP oder andere Partei?	SPD setzen groß Erwartung auf heutig Tvduell. CDU-->Verlierer? haben die Auswirkung auf die AfD oder Grüne oder FDP oder andere Partei?	NE VVFIN ADJA NN APPR ADJA NN NN VAFIN ART NN APPR ART NN KON NN KON NE KON PIS NN	2/SB 0/-- 4/NK 2/OA 2/MO 7/NK 5/NK 0/-- 0/-- 11/NK 9/SB 11/OP 14/NK 12/NK 14/CD 15/CJ 16/CD 17/CJ 14/CD 21/NK 19/CJ	case=nom|Source::markable_328::Anaphref=empty|Sentiment::markable_327::Intensity=medium|Sentiment::markable_327::Sarcasm=false|gender=fem|Source::markable_328::Source=True|Sentiment::markable_327::Sentiment=True|num=sg|Sentiment::markable_327::Polarity=positive pers=3|Sentiment::markable_327::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Intensifier::markable_331::EmoExpressionRef=emo-expression:markable_330|gender=fem|Intensifier::markable_331::Degree=medium|pos=True|Intensifier::markable_331::Intensifier=True|num=pl|Sentiment::markable_327::Sentiment=True case=acc|EmoExpression::markable_330::Intensity=medium|EmoExpression::markable_330::Uncertain=false|EmoExpression::markable_330::Sarcasm=false|EmoExpression::markable_330::EmoExpression=True|gender=fem|EmoExpression::markable_330::Polarity=positive|Sentiment::markable_327::Sentiment=True|num=pl|EmoExpression::markable_330::SubjectiveFact=false Sentiment::markable_327::Sentiment=True case=acc|Target::markable_329::Preferred=true|Target::markable_329::Anaphref=empty|gender=neut|Target::markable_329::Target=True|Sentiment::markable_327::Sentiment=True|pos=True|num=sg case=acc|EmoExpression::markable_332::Sarcasm=false|gender=neut|EmoExpression::markable_332::Intensity=medium|num=sg|EmoExpression::markable_332::Uncertain=false|EmoExpression::markable_332::EmoExpression=True|EmoExpression::markable_332::Polarity=negative|EmoExpression::markable_332::SubjectiveFact=false case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
350398385418809345	positive	"Das Wir entscheidet": Mit diesem Slogan wollen wir im Bundestagswahlkampf bestehen. Mir gefällt dieser Slogan,...	"Das wir entscheidet": mit dies Slogan wollen wir in Bundestagswahlkampf bestehen. ich gefallen dies Slogan,...	NN PPER VVFIN APPR PDAT NN VMFIN PPER APPRART NN NE PPER VVFIN PDAT NN	7/SB 3/SB 1/OC 3/MO 6/NK 4/NK 0/-- 7/SB 7/MO 9/NK 10/NK 13/DA 0/-- 15/NK 13/OA	case=nom|Target::markable_337::Target=True|num=sg|gender=masc|Target::markable_337::Anaphref=markable_336|Target::markable_337::Preferred=true case=nom|*=True|Target::markable_337::Target=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=dat|Source::markable_334::Anaphref=empty|Sentiment::markable_333::Sarcasm=false|*=True|Sentiment::markable_333::Polarity=positive|pers=1|num=sg|Source::markable_334::Source=True|Sentiment::markable_333::Intensity=medium|Sentiment::markable_333::Sentiment=True EmoExpression::markable_335::SubjectiveFact=false|EmoExpression::markable_335::Intensity=medium|mood=ind|EmoExpression::markable_335::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_335::EmoExpression=True|EmoExpression::markable_335::Sarcasm=false|Sentiment::markable_333::Sentiment=True|EmoExpression::markable_335::Polarity=positive case=nom|num=sg|Target::markable_336::Target=True|Sentiment::markable_333::Sentiment=True|gender=masc|Target::markable_336::Anaphref=empty|Target::markable_336::Preferred=true case=nom|gender=masc|num=sg
377444868349788160	positive	Journalisten, ausländische Autofahrer, Windräder: göring- eckardt wirft csu und seehofer Politik der Ausgrenzung vor. ltw13 grüne	Journalisten, ausländisch Autofahrer, Windräder: göring- Eckardt werfen csu und seehofer Politik die Ausgrenzung vor. ltw13 grünen	NE ADJA NN ADJA TRUNC NE VVFIN NN KON ADJA NN ART NN ADJA NN VVFIN	3/AG 3/NK 7/SB 6/NK 6/NK 3/NK 0/-- 7/OA 7/CD 11/NK 16/SB 13/NK 11/AG 15/NK 13/AG 9/CJ	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_100500522::Sarcasm=false|EmoExpression::markable_100500522::Polarity=positive|gender=fem|EmoExpression::markable_100500522::Uncertain=false|EmoExpression::markable_100500522::Intensity=medium|num=sg|EmoExpression::markable_100500522::EmoExpression=True|EmoExpression::markable_100500522::SubjectiveFact=false case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj
347023563531878401	positive	Liebe piraten, sollten wir die cdu csu spd fdp und grüne nicht zu der gemeinsamen Aktion "Abhörsicheres WLAN-Kabel" einladen? %PosSmiley	Liebe piraten, sollen wir die cdu csu spd fdp und grünen nicht zu die gemeinsam Aktion "Abhörsicheres WLAN-Kabel" einladen? %PosSmiley	NN NE VMFIN PPER ART NN NN ADJA NN KON VVFIN PTKNEG APPR ART ADJA NN NN NN ADJA ITJ	3/SB 1/NK 0/-- 3/SB 6/NK 8/OA 6/NK 3/OC 8/SB 8/CD 10/CJ 11/NG 11/MO 16/NK 16/NK 13/NK 16/NK 17/NK 20/NK 3/DM	case=nom|EmoExpression::markable_338::SubjectiveFact=false|EmoExpression::markable_338::Polarity=positive|gender=fem|num=sg|EmoExpression::markable_338::Intensity=medium|EmoExpression::markable_338::EmoExpression=True|EmoExpression::markable_338::Uncertain=false|EmoExpression::markable_338::Sarcasm=false case=nom|gender=fem|num=sg pers=1|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=subj _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|EmoExpression::markable_63::EmoExpression=True|gender=neut|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::Polarity=positive|num=sg|EmoExpression::markable_63::SubjectiveFact=false
353917522875129856	positive	Das diesjährige "Rock für Deutschland" war wiedermal ein voller Erfolg! Spürbarer Gutmenschenwiderstand? Fehlanzeige! Alternative apw	die diesjährig "Rock für Deutschland" sein wiedermal eine voll Erfolg! spürbar Gutmenschenwiderstand? Fehlanzeige! alternativ apw	ART ADJA NN APPR NN VAFIN ADJD ART ADJA NN ADJA ADJA NN ADJA NN	3/NK 3/NK 6/SB 3/MNR 4/NK 0/-- 6/MO 10/NK 10/NK 6/PD 12/NK 0/-- 0/-- 15/NK 0/--	case=nom|Target::markable_65::Anaphref=empty|Target::markable_65::Preferred=true|gender=neut|Sentiment::markable_64::Polarity=positive|num=sg|Sentiment::markable_64::Intensity=medium|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True|Sentiment::markable_64::Sarcasm=false case=nom|num=sg|gender=neut|Target::markable_65::Target=True|pos=True|Sentiment::markable_64::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True case=acc|*=True|num=pl|Target::markable_65::Target=True|Sentiment::markable_64::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_64::Sentiment=True Sentiment::markable_64::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_64::Sentiment=True case=nom|Intensifier::markable_67::Degree=strong|gender=masc|pos=True|num=sg|Intensifier::markable_67::Intensifier=True|Sentiment::markable_64::Sentiment=True|Intensifier::markable_67::EmoExpressionRef=emo-expression:markable_66 case=nom|Intensifier::markable_100500497::Intensifier=True|num=sg|Intensifier::markable_100500497::Degree=medium|gender=masc|Sentiment::markable_64::Sentiment=True|Intensifier::markable_100500497::EmoExpressionRef=empty *=True|pos=True EmoExpression::markable_339::EmoExpression=True|EmoExpression::markable_339::Uncertain=false|*=True|pos=True|EmoExpression::markable_339::Intensity=medium|EmoExpression::markable_339::Polarity=negative|EmoExpression::markable_339::Sarcasm=false|EmoExpression::markable_339::SubjectiveFact=false case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
377015828522086401	neutral	Töchterchen (2 1/2) sah heute auf einer Zeitung die kanzlerin und meinte ganz aufgeregt: "Da ist Merkel!" CDU btw13	Töchterchen (2 1/2) sehen heute auf eine Zeitung die Kanzlerin und meinen ganz aufgeregt: "Da sein Merkel!" CDU btw13	NN CARD ADJD VVFIN ADV APPR ART NN ART NN KON VVFIN ADV ADJA NN VAFIN ADJA NE CARD	3/DA 1/NK 4/MO 0/-- 4/MO 4/MO 8/NK 6/NK 10/NK 4/OA 4/CD 11/CJ 14/MO 15/NK 16/PD 12/OC 16/PD 0/-- 18/NK	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 case=nom|gender=fem|num=sg _
369776251726467072	neutral	Piraten+ sind grossartig. " Dein Anliegen: unser Antrag" Openantrag %Link So geht das mit der Bürgerbetei...	Piraten+ sein grossartig. " dein Anliegen: unser Antrag" Openantrag %Link so gehen die mit die Bürgerbetei...	NN VAFIN ADJD $( PPOSAT NN PPOSAT NN NN XY ADV VVFIN PDS APPR ART NN	2/SB 0/-- 2/PD 3/-- 6/NK 12/SB 8/NK 6/CJ 8/NK 6/NK 12/MO 0/-- 12/SB 12/MO 16/NK 14/NK	case=nom|gender=masc|num=pl|Sentiment::markable_341::Sentiment=True|Target::markable_342::Target=True pers=3|Sentiment::markable_341::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_341::Sentiment=True|pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
381774329957998592	positive	Zum Glück haben die Vegetarier eh keine Kraft zum Wahllokal zu gehen und die Grünen zu wählen. CDU btw13 spd 72hSPD 3tw steinbrück	zu Glück haben die Vegetarier eh keine Kraft zu Wahllokal zu gehen und die Grüne zu wählen. CDU btw13 spd 72hSPD 3tw steinbrück	APPRART NN VAFIN ART NN ADV PIAT NN APPRART NN PTKZU VVINF KON ART NN APPR NE NE CARD ADJA ADJA ADJA NN	12/MO 1/NK 0/-- 5/NK 3/SB 3/MO 8/NK 3/OA 12/MO 9/NK 12/PM 8/OC 3/CD 15/NK 13/CJ 15/MNR 16/NK 20/SB 18/NK 0/-- 20/MO 23/NK 20/OA	case=dat|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::EmoExpression=True|gender=masc|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|EmoExpression::markable_70::SubjectiveFact=false|Sentiment::markable_68::Sentiment=True|num=sg|Sentiment::markable_68::Intensity=medium|Sentiment::markable_68::Sarcasm=false|Sentiment::markable_68::Polarity=positive|EmoExpression::markable_70::Uncertain=false case=dat|EmoExpression::markable_100500525::Intensity=medium|EmoExpression::markable_100500525::Polarity=positive|EmoExpression::markable_70::EmoExpression=True|gender=masc|EmoExpression::markable_100500525::Sarcasm=false|EmoExpression::markable_100500525::SubjectiveFact=false|Sentiment::markable_68::Sentiment=True|num=sg|EmoExpression::markable_100500525::EmoExpression=True|EmoExpression::markable_100500525::Uncertain=false mood=ind|Target::markable_69::Target=True|Target::markable_69::Preferred=true|Target::markable_69::Anaphref=empty|pers=3|Sentiment::markable_68::Sentiment=True|num=pl|tense=pres case=nom|gender=masc|Target::markable_69::Target=True|num=pl|Sentiment::markable_68::Sentiment=True case=nom|gender=masc|Target::markable_69::Target=True|num=pl|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True case=acc|gender=fem|Target::markable_69::Target=True|num=sg|Sentiment::markable_68::Sentiment=True case=acc|EmoExpression::markable_100500526::Polarity=positive|EmoExpression::markable_100500526::Sarcasm=false|Target::markable_69::Target=True|gender=fem|EmoExpression::markable_100500526::SubjectiveFact=false|Sentiment::markable_68::Sentiment=True|num=sg|EmoExpression::markable_100500526::Uncertain=false|EmoExpression::markable_100500526::Intensity=medium|EmoExpression::markable_100500526::EmoExpression=True case=dat|gender=neut|Target::markable_69::Target=True|num=sg|Sentiment::markable_68::Sentiment=True case=dat|gender=neut|Target::markable_69::Target=True|num=sg|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True case=nom|*=True|Target::markable_69::Target=True|num=pl|Sentiment::markable_68::Sentiment=True case=nom|*=True|Target::markable_69::Target=True|num=pl|Sentiment::markable_68::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_68::Sentiment=True case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg _ _ _ _ _
381922783791681536	neutral	Bei den Wahlkreisen der LTWHE in Frankfurt haben die Piraten 2,6-3,0% erreicht (2011: 2,0%).	bei die Wahlkreis die LTWHE in Frankfurt haben die Pirat @card@ erreichen (2011: 2,0%).	APPR ART NN ART NN APPR NE VAFIN ART NN CARD VVFIN NN ADJA	14/MO 3/NK 1/NK 5/NK 3/AG 5/MNR 6/NK 0/-- 10/NK 8/SB 12/SB 8/OC 12/SB 12/CJ	_ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True
