317379081333243904	negative	hihi. RT‏@GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi. RT‏@GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	ADJA NN $( NN NE ART NN ART NN NE	0/-- 0/-- 4/-- 0/-- 4/NK 7/NK 4/DA 9/NK 7/AG 9/NK	_ case=nom|gender=masc|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
333668323646648323	neutral	Der Unterschied zwischen Seehofer und seinen Ministern? Er macht das so, dass man ihm nichts nachweisen kann. %PosSmiley %Link...	die Unterschied zwischen Seehofer und sein Ministern? er machen die so, dass man er nichts nachweise kann. %PosSmiley %Link...	ART NN APPR NE KON PPOSAT NN PPER VVFIN ART ADJA KOUS PIS PPER PIAT ADJA NE ITJ ADJA	2/NK 0/-- 2/MNR 3/NK 4/CD 7/NK 5/CJ 9/SB 0/-- 17/NK 17/NK 16/CP 16/SB 16/DA 16/NK 17/NK 9/OA 19/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg case=dat|gender=masc|num=sg|pers=3 gender=neut|*=True _ _ _ case=dat|*=True|num=sg|pos=True
318119434491412480	positive	Ich musste Schmunzeln, obwohl das Thema Ernst ist %PosSmiley %Link Zypern FAZinvestigativ Cyprus StopDen ...	ich müssen Schmunzeln, obwohl die Thema Ernst sein %PosSmiley %Link Zypern FAZinvestigativ Cyprus StopDen ...	PPER VMFIN TRUNC KOUS ART NN NE VAFIN ITJ XY NE NN NE NN $.	2/SB 0/-- 14/CJ 8/CP 6/NK 8/SB 6/NK 3/NK 12/NK 9/NK 12/AG 8/SB 12/NK 2/SB 14/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_27::EmoExpression=True|EmoExpression::markable_27::Uncertain=false|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|*=True|num=sg *=True _
325347526813298689	negative	datenschutz: schau an, innenministerium hat direkten zugang zu öbb-videoüberwachung... %Link hauptsach bankgeheimnis %NegSmiley	datenschutz: schauen an, innenministerium haben direkt Zugang zu öbb-videoüberwachung... %Link hauptsach bankgeheimnis %NegSmiley	ADJA VVIMP NN ADJD VAFIN ADJA NN APPR ADJA XY NE ADJA ITJ	3/NK 3/NK 4/AMS 5/SB 0/-- 7/NK 5/OA 7/MNR 10/NK 8/NK 12/NK 0/-- 12/NK	_ pos=True gender=neut|*=True _ pers=3|num=sg|tense=pres|mood=ind case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg pos=True case=nom|gender=masc|num=pl|pos=True EmoExpression::markable_100500141::Polarity=negative|EmoExpression::markable_100500141::EmoExpression=True|EmoExpression::markable_100500141::Uncertain=false|EmoExpression::markable_100500141::Intensity=medium|EmoExpression::markable_100500141::Sarcasm=false|EmoExpression::markable_100500141::SubjectiveFact=false
322443181365002240	negative	RamSAUer also auch beim Autobahnbau ein Flop. Wer es zahlt? Wieder die Steuerzahler %NegSmiley ÖP...	RamSAUer also auch bei Autobahnbau eine Flop. wer es zahlt? wieder die Steuerzahler %NegSmiley ÖP...	VVFIN ADV ADV APPRART NN ART NN PWS PPER VVFIN ADV ART NN ITJ NN	0/-- 1/MO 4/MO 1/MO 4/NK 7/NK 1/OA 10/SB 10/OA 0/-- 13/MO 13/NK 0/-- 15/NK 13/NK	Target::markable_100500143::Target=True|Sentiment::markable_100500142::Intensity=medium|mood=ind|Target::markable_100500143::Anaphref=empty|pers=3|num=sg|tense=past|Sentiment::markable_100500142::Sentiment=True|Sentiment::markable_100500142::Sarcasm=false|Target::markable_100500143::Preferred=true|Sentiment::markable_100500142::Polarity=negative Sentiment::markable_100500142::Sentiment=True Sentiment::markable_100500142::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500142::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500142::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500142::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500142::Sentiment=True case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
323874133886763009	positive	jup, keine hetze, nach der wahl ist vor der wahl %PosSmiley	jup, keine hetze, nach die Wahl sein vor die wahl %PosSmiley	NE PIAT NE APPR ART NN VAFIN APPR ART ADJA ITJ	3/PNC 3/NK 7/SB 3/MNR 6/NK 4/NK 0/-- 7/MO 10/NK 8/NK 8/MO	case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::EmoExpression=True|EmoExpression::markable_28::Uncertain=false
333312096253116416	positive	BER Fightclub: im Ring Mehdorn vs. Wowereit. Platzeck mit k. o. ausgeschieden%PosSmiley Wen erwischt es?...	BER Fightclub: in Ring Mehdorn vs. Wowereit. Platzeck mit k. oder ausgeschieden%PosSmiley Wen erwischen es?...	NE NN APPRART NN NE NN NE NN APPR NN APPR NE NE VVFIN ADJA	2/PNC 0/-- 2/MNR 3/NK 7/PNC 7/PNC 4/NK 14/SB 8/MNR 9/NK 10/MNR 13/PNC 11/NK 0/-- 14/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ case=dat|EmoExpression::markable_29::Intensity=medium|gender=neut|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Uncertain=false|num=sg|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::SubjectiveFact=false case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True
332610924768808961	negative	Hatte aber nie eine Wahl, das zu ändern %NegSmiley	haben aber nie eine Wahl, die zu ändern %NegSmiley	VAFIN ADV ADV ART NN PDS PTKZU VVINF ITJ	0/-- 1/MO 1/MO 5/NK 1/OA 8/OA 8/PM 5/OC 8/NK	Target::markable_32::Target=True|Sentiment::markable_31::Intensity=medium|Target::markable_32::Anaphref=empty|mood=ind|Sentiment::markable_31::Polarity=negative|pers=3|Target::markable_32::Preferred=true|num=sg|tense=past|Sentiment::markable_31::Sentiment=True|Sentiment::markable_31::Sarcasm=false Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True case=acc|gender=fem|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True case=acc|gender=fem|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True case=nom|gender=neut|Target::markable_32::Target=True|num=sg|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True Target::markable_32::Target=True|Sentiment::markable_31::Sentiment=True EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Sarcasm=false|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=negative|Sentiment::markable_31::Sentiment=True
318448951449776129	neutral	Kann mir voll vorstellen, dass die Linke Anna ist. los, sagt mir "hi" :--)	können ich voll vorstellen, dass die Linke Anna ist. los, sagen ich "hi" :--)	VMFIN PPER ADJD VVFIN KOUS ART NN NE NE NE VVFIN PPER NN $(	0/-- 1/SB 4/MO 1/OC 1/MO 7/NK 11/SB 10/PNC 10/PNC 7/NK 1/CJ 11/DA 11/OA 13/--	pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 pos=True _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg|EmoExpression::markable_33::EmoExpression=True _
338047237156392960	positive	Ab heute bin ich SPD Mitglied! %PosSmiley	ab heute sein ich SPD Mitglied! %PosSmiley	APPR ADV VAFIN PPER NE NN ITJ	3/MO 1/NK 0/-- 3/SB 6/PNC 3/PD 1/MO	Target::markable_37::Anaphref=empty|Target::markable_37::Preferred=true|Sentiment::markable_36::Sarcasm=false|Sentiment::markable_36::Polarity=positive|Target::markable_37::Target=True|Sentiment::markable_36::Intensity=medium|Sentiment::markable_36::Sentiment=True Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True case=nom|pers=1|num=sg|Target::markable_37::Target=True|*=True|Sentiment::markable_36::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True case=nom|EmoExpression::markable_34::SubjectiveFact=false|gender=fem|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Intensity=medium|num=sg|EmoExpression::markable_34::EmoExpression=True|EmoExpression::markable_34::Polarity=positive|Sentiment::markable_36::Sentiment=True|EmoExpression::markable_34::Sarcasm=false
319195993260298241	positive	Yep, und das auf ganzer Linie und deshalb sag ich's ja! %PosSmiley Aigner Lobby - Politik fail	Yep, und die auf ganz Linie und deshalb sagen ich's ja! %PosSmiley Aigner Lobby - Politik fail	NE KON ART APPR ADJA NN KON PAV VVIMP ADJD ADJA ITJ NE NN $( NN NE	0/-- 1/CD 11/NK 11/MO 6/NK 4/NK 4/CD 9/NK 7/CJ 11/MO 2/CJ 11/NK 14/PNC 0/-- 14/-- 14/APP 16/NK	case=nom|*=True|num=sg _ case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ pers=3|num=sg|tense=past|mood=ind pos=True _ EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::EmoExpression=True|EmoExpression::markable_35::Polarity=positive case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
336565821138694145	positive	"Eine SDP-CDU-Koalition ohne CSU hätte auch was." SDP würde nie so ekliges machen. Siehe %Link %PosSmiley	"Eine SDP-CDU-Koalition ohne CSU haben auch was." SDP werden nie so eklig machen. siehe %Link %PosSmiley	NN NN APPR NE VAFIN ADV ADJA NN VAFIN ADV ADV ADJA NE ADV XY ITJ	5/SB 1/NK 1/MNR 3/NK 0/-- 7/MO 5/SB 9/SB 0/-- 12/MO 12/MO 13/NK 9/SB 0/-- 0/-- 14/DM	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_39::Sentiment=True|Sentiment::markable_39::Sarcasm=false|Sentiment::markable_39::Polarity=positive|gender=fem|Target::markable_42::Anaphref=empty|num=sg|Target::markable_42::Target=True|Target::markable_42::Preferred=true|Sentiment::markable_39::Intensity=medium _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ Intensifier::markable_41::Intensifier=True|Sentiment::markable_39::Sentiment=True|Intensifier::markable_41::Degree=medium|Intensifier::markable_41::EmoExpressionRef=emo-expression:markable_40 case=nom|Sentiment::markable_39::Sentiment=True|EmoExpression::markable_40::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_40::Sarcasm=false|num=sg|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Polarity=negative case=nom|gender=neut|num=sg pers=2|num=sg|mood=imp case=acc|gender=masc|num=sg _
334764901849509888	mixed	Eine neue Erfahrung für die Koalition, die sich vor dem Sparen gedrückt und Projekte über Schulden finanziert hat.	eine neu Erfahrung für die Koalition, die sich vor die Sparen drücken und Projekt über Schuld finanzieren hat.	ART ADJA NN APPR ART NN ART PRF APPR ART NN VVPP KON NN APPR NN VVFIN NE	3/NK 3/NK 12/OA 3/MNR 6/NK 4/NK 12/OA 12/OA 12/MO 11/NK 9/NK 0/-- 12/CD 17/OA 14/MNR 15/NK 13/CJ 17/OA	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|EmoExpression::markable_100500204::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500204::Polarity=positive|pos=True|EmoExpression::markable_100500204::Intensity=medium|num=sg|EmoExpression::markable_100500204::Sarcasm=true case=nom|gender=fem|EmoExpression::markable_100500204::EmoExpression=True|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|pers=3|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=acc|gender=neut|num=pl _ case=acc|EmoExpression::markable_100500205::EmoExpression=True|gender=fem|EmoExpression::markable_100500205::Polarity=negative|EmoExpression::markable_100500205::Sarcasm=false|num=pl|EmoExpression::markable_100500205::SubjectiveFact=true|EmoExpression::markable_100500205::Uncertain=false|EmoExpression::markable_100500205::Intensity=medium _ case=acc|*=True|num=sg
332956708697694208	negative	Der Sauer kann sprechen, ich dachte das ist ihr Schosshündchen heuteshow merkel	die Sauer können sprechen, ich denken die sein ihr Schosshündchen heuteshow Merkel	ART NN VMFIN NE PPER VVFIN PDS VAFIN PPOSAT NN NN NE	2/NK 3/SB 0/-- 3/SB 6/SB 3/CJ 6/OA 6/OC 10/NK 8/PD 12/PNC 10/NK	case=nom|num=sg|Target::markable_45::Preferred=true|gender=masc|Target::markable_45::Target=True|Target::markable_45::Anaphref=empty case=nom|gender=masc|Target::markable_45::Target=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=acc|Sentiment::markable_43::Sarcasm=false|Sentiment::markable_43::Intensity=medium|Target::markable_44::Target=True|gender=neut|Sentiment::markable_43::Sentiment=True|Target::markable_44::Preferred=true|num=sg|Sentiment::markable_43::Polarity=negative|Target::markable_44::Anaphref=markable_45 pers=3|Sentiment::markable_43::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_43::Sentiment=True|num=sg case=nom|EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|gender=masc|Sentiment::markable_43::Sentiment=True|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Polarity=negative|num=sg|EmoExpression::markable_46::Intensity=medium|EmoExpression::markable_46::Sarcasm=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
335124634087346176	mixed	Streit um das Loipenspuren in Buntenbock: SPD hofft auf Schlichtung %Link Weihnachten	Streit um die Loipenspuren in Buntenbock: SPD hoffen auf Schlichtung %Link Weihnachten	NN APPR ART NN APPR ADJA NE VVFIN APPR NN XY NN	8/SB 1/OP 4/NK 2/NK 4/MNR 7/NK 5/NK 0/-- 8/OP 9/NK 10/NK 10/NK	case=nom|EmoExpression::markable_100500206::Uncertain=false|EmoExpression::markable_100500206::Intensity=medium|EmoExpression::markable_100500206::Sarcasm=false|EmoExpression::markable_100500206::Polarity=negative|gender=masc|EmoExpression::markable_100500206::EmoExpression=True|num=sg|EmoExpression::markable_100500206::SubjectiveFact=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg mood=ind|EmoExpression::markable_100500208::Polarity=positive|EmoExpression::markable_100500208::SubjectiveFact=false|EmoExpression::markable_100500208::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500208::EmoExpression=True|EmoExpression::markable_100500208::Intensity=medium|EmoExpression::markable_100500208::Sarcasm=false EmoExpression::markable_100500208::EmoExpression=True case=acc|EmoExpression::markable_100500207::Intensity=medium|EmoExpression::markable_100500207::SubjectiveFact=false|EmoExpression::markable_100500207::EmoExpression=True|gender=fem|EmoExpression::markable_100500207::Sarcasm=false|num=sg|EmoExpression::markable_100500207::Polarity=positive|EmoExpression::markable_100500207::Uncertain=false pos=True case=acc|gender=neut|num=sg
322499024198455296	positive	Politik ist niemals nicht nie überflüssig Domian	Politik sein niemals nicht nie überflüssig Domian	NN VAFIN ADV PTKNEG ADV ADJD NE	2/SB 0/-- 2/MO 2/NG 2/MO 2/PD 6/AG	case=nom|gender=fem|Sentiment::markable_100500146::Polarity=positive|Sentiment::markable_100500146::Sarcasm=false|num=sg|Target::markable_100500147::Target=True|Target::markable_100500147::Preferred=true|Sentiment::markable_100500146::Sentiment=True|Target::markable_100500147::Anaphref=empty|Sentiment::markable_100500146::Intensity=medium pers=3|Sentiment::markable_100500146::Sentiment=True|num=sg|tense=pres|mood=ind Negation::markable_100500195::Negation=True|Sentiment::markable_100500146::Sentiment=True|Negation::markable_100500195::EmoExpressionRef=emo-expression:markable_100500148 Negation::markable_100500194::Negation=True|Sentiment::markable_100500146::Sentiment=True|Negation::markable_100500194::EmoExpressionRef=emo-expression:markable_100500148 Negation::markable_100500149::EmoExpressionRef=emo-expression:markable_100500148|Negation::markable_100500149::Negation=True|Sentiment::markable_100500146::Sentiment=True pos=True|EmoExpression::markable_100500148::Uncertain=false|EmoExpression::markable_100500148::Intensity=medium|EmoExpression::markable_100500148::SubjectiveFact=false|EmoExpression::markable_100500148::EmoExpression=True|EmoExpression::markable_100500148::Polarity=negative|Sentiment::markable_100500146::Sentiment=True|EmoExpression::markable_100500148::Sarcasm=false case=nom|gender=masc|num=sg
323873700095074304	positive	Das siebte Gebot:" Du sollst nicht stehlen." Liebe Politik in D und der Welt!	die siebt Gebot:" du sollen nicht stehlen." Liebe Politik in D und die Welt!	ART ADJA NN PPER VMFIN PTKNEG ADJA NN NN APPR NN KON ART NN	3/NK 3/NK 5/SB 5/SB 0/-- 7/NG 5/MO 0/-- 8/NK 8/MNR 10/NK 11/CD 14/NK 12/CJ	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_50::Intensity=medium|Target::markable_49::Target=True|Target::markable_49::Anaphref=empty|Sentiment::markable_48::Intensity=medium|EmoExpression::markable_50::Uncertain=false|num=sg|EmoExpression::markable_50::Polarity=positive|EmoExpression::markable_50::Sarcasm=false|Target::markable_49::Preferred=true|case=nom|EmoExpression::markable_50::EmoExpression=True|gender=fem|Sentiment::markable_48::Sentiment=True|Sentiment::markable_48::Sarcasm=false|Sentiment::markable_48::Polarity=positive|EmoExpression::markable_50::SubjectiveFact=false case=nom|gender=fem|num=sg|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
337434730247106561	positive	Westerwelle fordert besseren Schutz der Grundwerte in der EU %Link Keine Sorge, er meint nicht das Recht auf Asyl	Westerwelle fordern gut Schutz die Grundwert in die EU %Link keine Sorge, er meinen nicht die Recht auf Asyl	NN VVFIN ADJA NN ART NN APPR ART NN XY PIAT NN PPER VVFIN PTKNEG ART NN APPR NN	2/SB 0/-- 4/NK 2/OA 6/NK 4/AG 6/MNR 9/NK 7/NK 9/NK 12/NK 2/OA 14/SB 2/CJ 14/NG 17/NK 14/OA 17/MNR 18/NK	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|comp=True case=acc|EmoExpression::markable_100500209::Uncertain=false|gender=masc|EmoExpression::markable_100500209::Intensity=medium|EmoExpression::markable_100500209::Sarcasm=false|EmoExpression::markable_100500209::SubjectiveFact=false|num=sg|EmoExpression::markable_100500209::Polarity=positive|EmoExpression::markable_100500209::EmoExpression=True case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg
318119417445761024	neutral	So funktioniert das von der FDP-Bundestagsfraktion für eine EEG-Reform vorgeschlagene Mengenmodell	so funktionieren die von die FDP-Bundestagsfraktion für eine EEG-Reform vorgeschlagen Mengenmodell	ADV VVFIN PDS APPR ART NN APPR ART NN ADJA NN	2/MO 0/-- 2/SB 10/SBP 6/NK 4/NK 10/MO 9/NK 7/NK 11/NK 2/OA	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg
324620460081946624	positive	Kermit von der antieuropäischen Partei AfD hat keine Lust zum Verantwortung übernehmen: "Koalition mit niemandem!"	Kermit von die antieuropäisch Partei AfD haben keine Lust zu Verantwortung übernehmen: "Koalition mit niemandem!"	NE APPR ART ADJA NN NN VAFIN PIAT NN APPRART NN ADJA NN APPR ADJA	7/SB 1/MNR 5/NK 5/NK 2/NK 5/NK 0/-- 9/NK 7/SB 9/MNR 10/NK 13/NK 9/APP 13/MNR 14/NK	case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg *=True EmoExpression::markable_100500211::Polarity=positive|mood=ind|EmoExpression::markable_100500211::Uncertain=false|EmoExpression::markable_100500211::Intensity=medium|EmoExpression::markable_100500211::Sarcasm=false|EmoExpression::markable_100500211::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500211::EmoExpression=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|EmoExpression::markable_100500211::EmoExpression=True case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_100500212::Intensity=medium|gender=neut|EmoExpression::markable_100500212::SubjectiveFact=true|EmoExpression::markable_100500212::EmoExpression=True|EmoExpression::markable_100500212::Uncertain=false|num=sg|EmoExpression::markable_100500212::Sarcasm=false|EmoExpression::markable_100500212::Polarity=positive _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True
332269749591482368	positive	Gute Wahl beim Aachener Friedenspreis: Schulen, die sich Besuchen der Bundeswehr verweigern, werden ausgezeichnet	gut Wahl bei Aachener Friedenspreis: Schulen, die sich Besuch|Besuchen die Bundeswehr verweigern, werden ausgezeichnet	ADJA NN APPRART ADJA NN NE ART PRF NN ART NN NE VAFIN ADJD	2/NK 13/SB 2/MNR 5/NK 3/NK 5/NK 9/NK 9/OA 5/APP 11/NK 9/AG 11/NK 0/-- 13/PD	case=acc|Sentiment::markable_51::Sentiment=True|EmoExpression::markable_53::EmoExpression=True|gender=fem|Sentiment::markable_51::Sarcasm=false|pos=True|Sentiment::markable_51::Polarity=positive|EmoExpression::markable_53::Sarcasm=false|num=sg|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Intensity=medium|Sentiment::markable_51::Intensity=medium|EmoExpression::markable_53::Polarity=positive case=acc|Sentiment::markable_51::Sentiment=True|Target::markable_52::Anaphref=empty|num=sg|Target::markable_52::Preferred=true|gender=fem|Target::markable_52::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_51::Sentiment=True Sentiment::markable_51::Sentiment=True|*=True|pos=True case=dat|gender=neut|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|pers=3|num=sg case=dat|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_100500214::Sarcasm=false|EmoExpression::markable_100500214::Polarity=positive|EmoExpression::markable_100500214::EmoExpression=True|EmoExpression::markable_100500214::Uncertain=false|EmoExpression::markable_100500214::Intensity=medium|EmoExpression::markable_100500214::SubjectiveFact=false
332594680338464769	neutral	Jakob Augstein: Die Grünen haben Recht Illner	Jakob Augstein: die Grüne haben Recht Illner	NE NE ART NN VAFIN NN NE	2/PNC 5/SB 4/NK 5/SB 0/-- 5/OA 6/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=nom|*=True|num=sg
332675917145063424	positive	Reichtum nach Politik: Al Gore verdiente 75 Millionen Euro im Monat %Link via %User	Reichtum nach Politik: Al Gore verdienen 75 Million Euro in Monat %Link via %User	NN APPR NN NE NE VVFIN CARD NN NN APPRART NN XY APPR NE	6/SB 1/MNR 2/NK 5/PNC 3/NK 0/-- 8/NMC 6/OA 8/NK 6/MO 10/NK 11/NK 11/MNR 13/NK	case=nom|EmoExpression::markable_100500215::SubjectiveFact=false|EmoExpression::markable_100500215::Polarity=positive|gender=masc|EmoExpression::markable_100500215::Uncertain=false|EmoExpression::markable_100500215::Intensity=medium|EmoExpression::markable_100500215::EmoExpression=True|num=sg|EmoExpression::markable_100500215::Sarcasm=false _ case=dat|gender=fem|num=sg case=nom|*=True case=dat|gender=masc|num=sg EmoExpression::markable_100500216::Sarcasm=false|EmoExpression::markable_100500216::SubjectiveFact=true|mood=ind|EmoExpression::markable_100500216::Polarity=positive|EmoExpression::markable_100500216::EmoExpression=True|pers=3|num=sg|tense=past|EmoExpression::markable_100500216::Uncertain=false|EmoExpression::markable_100500216::Intensity=medium _ case=acc|gender=fem|num=pl gender=masc|*=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
