328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	ADJD APPR NE APPR ADJA NN ITJ	2/MO 0/-- 2/NK 2/SVP 6/NK 4/NK 4/MO	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
321218364263522304	mixed	Ich bin grade voll traurig .. Weil ich nicht bei justin bieber sein kann .. Ich vermisse ihn so ..	ich sein grade voll traurig .. weil ich nicht bei justin bieber sein können .. ich vermissen er so ..	PPER VAFIN PTKVZ ADJD ADJD ADJA KOUS PPER PTKNEG APPR ADJA NN VAINF VMFIN NN PPER VVFIN PPER ADV ADJA	2/SB 0/-- 6/MO 6/MO 6/MO 2/PD 14/CP 14/SB 14/NG 13/MO 12/NK 10/NK 14/OC 0/-- 13/PD 17/SB 0/-- 17/OA 20/MO 17/MO	case=nom|Sentiment::markable_65::Polarity=negative|Sentiment::markable_65::Intensity=strong|Source::markable_66::Anaphref=empty|Sentiment::markable_65::Sentiment=True|Sentiment::markable_65::Sarcasm=false|*=True|pers=1|num=sg|Source::markable_66::Source=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_65::Sentiment=True *=True|Sentiment::markable_65::Sentiment=True Intensifier::markable_68::Degree=strong|Intensifier::markable_68::Intensifier=True|Intensifier::markable_68::EmoExpressionRef=emo-expression:markable_67|pos=True|Sentiment::markable_65::Sentiment=True Sentiment::markable_65::Sentiment=True|EmoExpression::markable_67::Uncertain=false|EmoExpression::markable_67::SubjectiveFact=false|EmoExpression::markable_67::EmoExpression=True|pos=True|EmoExpression::markable_67::Polarity=negative|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::Intensity=medium case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_65::Sentiment=True Sentiment::markable_65::Sentiment=True case=nom|Sentiment::markable_65::Sentiment=True|Target::markable_69::Target=True|Target::markable_69::Preferred=true|*=True|Target::markable_69::Anaphref=empty|pers=1|num=sg Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True Target::markable_69::Target=True|Sentiment::markable_65::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_65::Sentiment=True|Target::markable_69::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_65::Sentiment=True case=nom|Source::markable_74::Source=True|Sentiment::markable_70::Sentiment=True|Sentiment::markable_70::Polarity=positive|*=True|pers=1|num=sg|Sentiment::markable_70::Intensity=strong|Source::markable_74::Anaphref=empty|Sentiment::markable_70::Sarcasm=false EmoExpression::markable_71::Intensity=medium|mood=ind|Sentiment::markable_70::Sentiment=True|EmoExpression::markable_71::Polarity=positive|pers=1|EmoExpression::markable_71::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_71::Sarcasm=false|EmoExpression::markable_71::EmoExpression=True|EmoExpression::markable_71::SubjectiveFact=false case=acc|Target::markable_73::Preferred=true|Sentiment::markable_70::Sentiment=True|gender=masc|pers=3|Target::markable_73::Anaphref=empty|num=sg|Target::markable_73::Target=True Sentiment::markable_70::Sentiment=True|Intensifier::markable_72::Degree=strong|Intensifier::markable_72::Intensifier=True|Intensifier::markable_72::EmoExpressionRef=empty case=gen|gender=masc|num=pl|Sentiment::markable_70::Sentiment=True|comp=True
327792755248078850	positive	Wir freuen uns wieder über Eure ff-Empfehlungen und verlosen heute ein reichelt-Package + Multimedia-Headset:...	wir freuen wir wieder über euer ff-Empfehlungen und verlosen heute eine reichelt-Package + Multimedia-Headset:...	PPER VVFIN PPER ADV APPR PPOSAT NN KON VVFIN ADV ART ADJA KON ADJA	2/SB 0/-- 2/OA 2/MO 2/OP 7/NK 5/NK 2/CD 8/CJ 9/MO 12/NK 9/OA 12/CD 13/CJ	case=nom|Source::markable_76::Anaphref=empty|Sentiment::markable_75::Sentiment=True|*=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Intensity=medium|pers=1|num=pl|Source::markable_76::Source=True|Sentiment::markable_75::Polarity=positive mood=ind|EmoExpression::markable_104012285::Intensity=medium|Sentiment::markable_75::Sentiment=True|EmoExpression::markable_104012285::SubjectiveFact=false|EmoExpression::markable_104012285::EmoExpression=True|pers=1|EmoExpression::markable_104012285::Uncertain=false|EmoExpression::markable_104012285::Polarity=positive|num=pl|tense=pres|EmoExpression::markable_104012285::Sarcasm=false case=acc|pers=1|num=pl|Sentiment::markable_75::Sentiment=True Sentiment::markable_75::Sentiment=True Sentiment::markable_75::Sentiment=True case=acc|num=pl|Target::markable_78::Preferred=true|gender=fem|Target::markable_78::Target=True|Sentiment::markable_75::Sentiment=True|Target::markable_78::Anaphref=empty case=acc|gender=fem|Target::markable_78::Target=True|num=pl|Sentiment::markable_75::Sentiment=True _ pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ case=acc|gender=neut|num=sg|pos=True
324575931178053632	positive	Wenn ich zurück entfolge ist das nicht aus Trotz. Vielmehr stimme ich zu, dass wir nicht zueinander passen.	wenn ich zurück entfolge sein die nicht aus Trotz. vielmehr stimmen ich zu, dass wir nicht zueinander passen.	KOUS PPER ADV NN VAFIN PDS PTKNEG APPR NN ADV VVFIN PPER NE KOUS PPER PTKNEG ADV ADJA	5/CP 5/SB 4/MO 5/PD 0/-- 5/SB 5/NG 5/MO 8/NK 11/MO 0/-- 11/SB 11/DA 18/CP 18/SB 17/NG 18/MO 11/MO	_ case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Source::markable_265::Source=True|*=True|Source::markable_265::Anaphref=empty pers=1|num=sg|tense=past|mood=ind _ case=nom|Target::markable_262::Anaphref=empty|Sentiment::markable_243::Sarcasm=false|*=True|Target::markable_262::Target=True|Sentiment::markable_243::Polarity=positive|pers=1|num=pl|Sentiment::markable_243::Intensity=medium|Sentiment::markable_243::Sentiment=True|Target::markable_262::Preferred=true Sentiment::markable_243::Sentiment=True|Negation::markable_264::Negation=True|Negation::markable_264::EmoExpressionRef=empty Sentiment::markable_243::Sentiment=True Sentiment::markable_243::Sentiment=True|pos=True
327112577547128834	neutral	Wenn ich mir den tat es. Datendurchsatz meiner Telekom DSL-50 anschaue, werde ich schon seit Jahren um 50% gedrosselt. Wird das angerechnet?	wenn ich ich die tun es. Datendurchsatz mein Telekom DSL-50 anschaue, werden ich schon seit Jahr um @card@ gedrosselt. werden die angerechnet?	KOUS PPER PPER PDS VVFIN ADJA NN PPOSAT NE CARD NE VAFIN PPER ADV APPR NN APPR CARD NN VAFIN ART ADJA	5/CP 5/SB 5/DA 5/OA 6/MO 0/-- 11/NK 11/NK 11/PNC 11/NK 12/SVP 0/-- 12/SB 15/MO 12/OC 15/NK 15/MO 19/NK 17/NK 0/-- 22/NK 20/SB	_ case=nom|*=True|num=sg|pers=1 case=dat|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=dat|gender=neut|num=pl _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
322079937370660864	neutral	Outlet Uhren bei Amazon für kurze Zeit um bis zu 60% reduziert! Jetzt zuschlagen:	Outlet Uhr bei Amazon für kurz Zeit um bis zu @card@ reduziert! jetzt zuschlagen:	NN NN APPR NN APPR ADJA NN PTKVZ KON APPR CARD VVFIN ADV ADJD	12/MO 1/NK 12/MO 3/NK 4/MNR 7/NK 5/NK 12/MO 8/CD 11/MO 9/CJ 0/-- 14/MO 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ _ _ _ _ pos=True
322416924539625472	positive	Danke dir auch noch einen schönen abend%PosSmiley	Dank du auch noch eine schön abend%PosSmiley	NN PRF ADV ADV ART ADJA NE	2/SB 4/DA 4/MO 7/MO 7/NK 7/NK 0/--	case=nom|EmoExpression::markable_104012288::Uncertain=false|EmoExpression::markable_104012288::Intensity=medium|*=True|EmoExpression::markable_104012288::EmoExpression=True|num=pl|EmoExpression::markable_104012288::Sarcasm=false|EmoExpression::markable_104012288::SubjectiveFact=false|EmoExpression::markable_104012288::Polarity=positive case=dat|*=True|num=sg|pers=2 _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_81::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_81::Uncertain=false|num=sg|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::Sarcasm=false case=acc|EmoExpression::markable_79::Polarity=positive|gender=masc|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::Sarcasm=false|EmoExpression::markable_79::SubjectiveFact=false|num=sg|EmoExpression::markable_79::Uncertain=false|EmoExpression::markable_79::EmoExpression=True
322702905213845506	negative	vermerk auf rentenwisch: bitte beachten sie die inflationsrate. ein betrag von 100Euro heute ist in 25 jahren nur noch etwa 69Euro wert. %PosSmiley	Vermerk auf rentenwisch: bitte beachten sie die inflationsrate. ein betragen von 100Euro heute sein in 25 Jahr nur noch etwa 69Euro wert. %PosSmiley	NN APPR ADJD ADV VVFIN PPER ART NE PTKVZ VVIMP APPR NE ADV VAFIN APPR CARD NN ADV ADV ADV NE NN ITJ	5/MO 1/MNR 2/NK 2/MO 0/-- 5/SB 8/NK 5/OA 5/SVP 5/CJ 10/MO 11/NK 5/MO 5/CJ 14/MO 17/NK 15/NK 22/MO 18/MO 21/MO 22/NK 14/PD 0/NK	case=nom|gender=neut|num=sg _ pos=True _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg Target::markable_85::Anaphref=empty|Target::markable_85::Preferred=true|Sentiment::markable_84::Intensity=strong|Sentiment::markable_84::Sentiment=True|Sentiment::markable_84::Sarcasm=true|Target::markable_85::Target=True|Sentiment::markable_84::Polarity=negative Sentiment::markable_84::Sentiment=True|pos=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True case=dat|gender=neut|num=sg|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True case=dat|gender=neut|num=pl|Target::markable_85::Target=True|Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True Sentiment::markable_84::Sentiment=True|Target::markable_85::Target=True case=nom|EmoExpression::markable_104012290::SubjectiveFact=false|*=True|Target::markable_85::Target=True|EmoExpression::markable_104012290::Uncertain=false|EmoExpression::markable_104012290::Intensity=medium|num=sg|EmoExpression::markable_104012290::EmoExpression=True|EmoExpression::markable_104012290::Polarity=positive|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_104012290::Sarcasm=false case=nom|*=True|num=sg|Sentiment::markable_84::Sentiment=True EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=true|EmoExpression::markable_83::Intensity=strong
328130320580882433	positive	dieser pulli hat einfach mal unser Leben verändert.. %PosSmiley	dies Pulli haben einfach mal unser Leben verändert.. %PosSmiley	PDAT NN VAFIN ADJD ADV PPOSAT NN ADJA ITJ	2/NK 3/SB 0/-- 8/MO 7/MO 7/NK 8/MO 3/OC 8/NK	case=nom|num=sg|Target::markable_88::Anaphref=empty|Target::markable_88::Preferred=true|gender=masc|Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True case=nom|gender=masc|Sentiment::markable_87::Sentiment=True|num=sg|Target::markable_88::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True Sentiment::markable_87::Sentiment=True|pos=True|Target::markable_88::Target=True Sentiment::markable_87::Sentiment=True|Target::markable_88::Target=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Target::markable_88::Target=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|Target::markable_88::Target=True case=acc|gender=neut|Sentiment::markable_87::Sentiment=True|num=sg|pos=True case=acc|EmoExpression::markable_86::Sarcasm=false|gender=neut|EmoExpression::markable_86::Intensity=medium|num=sg|EmoExpression::markable_86::Uncertain=false|EmoExpression::markable_86::Polarity=positive|Sentiment::markable_87::Sentiment=True|EmoExpression::markable_86::EmoExpression=True|EmoExpression::markable_86::SubjectiveFact=false
329264281222778881	positive	Meine neuen Hasis ** ♥ rechts von meiner Mama als Geburtstagsgeschenk ♥ links von einem netten Mädchen aus FB.	mein neu Hasis ** ♥ rechts von mein Mama als Geburtstagsgeschenk ♥ links von eine nett Mädchen aus FB.	PPOSAT ADJA NN ADJA NN ADV APPR PPOSAT NN KOKOM NN ADJD ADV APPR ART ADJA NN APPR NN	3/NK 3/NK 0/-- 5/NK 3/APP 7/MO 5/MNR 9/NK 7/NK 13/CM 13/PNC 13/MO 5/MNR 13/MO 17/NK 17/NK 14/NK 17/MNR 18/NK	case=nom|Sentiment::markable_248::Sentiment=True|Sentiment::markable_248::Polarity=positive|gender=masc|Target::markable_249::Anaphref=empty|Target::markable_249::Preferred=true|num=pl|Target::markable_249::Target=True|Sentiment::markable_248::Intensity=medium|Sentiment::markable_248::Sarcasm=false case=nom|Sentiment::markable_248::Sentiment=True|num=pl|Target::markable_249::Target=True|gender=masc|pos=True case=nom|Sentiment::markable_248::Sentiment=True|EmoExpression::markable_104012291::SubjectiveFact=false|gender=masc|EmoExpression::markable_104012291::Uncertain=false|EmoExpression::markable_104012291::Intensity=medium|num=pl|EmoExpression::markable_104012291::Sarcasm=false|Target::markable_249::Target=True|EmoExpression::markable_104012291::Polarity=positive|EmoExpression::markable_104012291::EmoExpression=True case=nom|Sentiment::markable_248::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_247::Intensity=medium|num=pl|EmoExpression::markable_247::EmoExpression=True|EmoExpression::markable_247::SubjectiveFact=false|EmoExpression::markable_247::Sarcasm=false|EmoExpression::markable_247::Uncertain=false|EmoExpression::markable_247::Polarity=positive case=nom|Sentiment::markable_248::Sentiment=True|EmoExpression::markable_157::Sarcasm=false|EmoExpression::markable_157::Uncertain=false|EmoExpression::markable_157::Polarity=positive|gender=masc|EmoExpression::markable_157::SubjectiveFact=false|num=pl|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::EmoExpression=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Intensity=medium|EmoExpression::markable_158::Uncertain=false|EmoExpression::markable_158::Sarcasm=false|EmoExpression::markable_158::SubjectiveFact=false|EmoExpression::markable_158::Polarity=positive _ _ case=dat|Sentiment::markable_89::Sentiment=True|Sentiment::markable_89::Polarity=positive|num=sg|gender=masc|Sentiment::markable_89::Sarcasm=false|Sentiment::markable_89::Intensity=medium case=dat|Sentiment::markable_89::Sentiment=True|EmoExpression::markable_90::EmoExpression=True|gender=masc|pos=True|EmoExpression::markable_90::Intensity=medium|num=sg|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false case=dat|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_91::Anaphref=empty|gender=masc|Target::markable_91::Preferred=true|Target::markable_91::Target=True Sentiment::markable_89::Sentiment=True case=dat|gender=masc|Sentiment::markable_89::Sentiment=True|num=sg
327476224278552576	positive	Gesundheitspolitik - "Das Pflegesystem ist unmenschlich und überaltert"	Gesundheitspolitik - "Das Pflegesystem sein unmenschlich und überaltert"	NN $( NN NN VAFIN ADJD KON ADJD	5/SB 1/-- 1/CJ 3/NK 0/-- 5/PD 6/CD 7/CJ	case=nom|gender=fem|num=sg _ case=nom|Target::markable_93::Preferred=true|Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|gender=neut|Target::markable_93::Anaphref=empty|num=sg|Target::markable_93::Target=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=positive case=nom|gender=neut|num=sg|Sentiment::markable_92::Sentiment=True|Target::markable_93::Target=True pers=3|Sentiment::markable_92::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_94::EmoExpression=True|EmoExpression::markable_94::Polarity=negative|EmoExpression::markable_94::Sarcasm=false|pos=True|EmoExpression::markable_94::Intensity=medium|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_94::SubjectiveFact=false|EmoExpression::markable_94::Uncertain=false Sentiment::markable_92::Sentiment=True pos=True
327475613487230976	positive	Pfingstzeltcamp mit der ganzen Stufe. So muss das. Abriss!	Pfingstzeltcamp mit die ganz Stufe. so müssen das. Abriss!	NN APPR ART ADJA NN ADV VMFIN ADJA NN	0/-- 1/MNR 5/NK 5/NK 2/NK 7/MO 0/-- 7/SB 0/--	case=nom|Target::markable_251::Preferred=true|Target::markable_251::Anaphref=empty|Target::markable_251::Target=True|*=True|Sentiment::markable_250::Polarity=positive|num=sg|Sentiment::markable_250::Intensity=medium|Sentiment::markable_250::Sentiment=True|Sentiment::markable_250::Sarcasm=false Sentiment::markable_250::Sentiment=True|Target::markable_251::Target=True case=dat|gender=fem|Target::markable_251::Target=True|num=sg|Sentiment::markable_250::Sentiment=True case=dat|num=sg|Sentiment::markable_250::Sentiment=True|gender=fem|Target::markable_251::Target=True|pos=True case=dat|gender=fem|num=sg|Sentiment::markable_250::Sentiment=True EmoExpression::markable_104012292::SubjectiveFact=false|EmoExpression::markable_104012292::Uncertain=false|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True|EmoExpression::markable_104012292::Polarity=positive|EmoExpression::markable_104012292::Sarcasm=false|EmoExpression::markable_104012292::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_250::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_250::Sentiment=True
325393540358213632	neutral	Angebot des Tages mit 50% Rabatt beim Designer Outlet: 3/4 Hose von Lynne im buntem 70's Muster %Link Mode miss50percent	Angebot die Tag mit @card@ Rabatt bei Designer Outlet: 3/4 Hose von Lynne in bunt 70's Muster %Link Mode miss50percent	NN ART NN APPR CARD NN APPRART NN ADJD CARD NN APPR NE APPRART ADJA ADJA NN XY NN ADJD	0/-- 3/NK 1/AG 1/MNR 6/NK 4/NK 6/MNR 7/NK 10/MO 11/NK 6/APP 11/PG 12/NK 11/MNR 17/NK 17/NK 14/NK 19/NK 17/NK 1/PD	case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ _ gender=neut|*=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg *=True case=acc|gender=fem|num=sg pos=True
328472317116166144	positive	Respekt. Das war ein sehr sympathischer und professioneller Auftritt und tat der Sendung gut.	Respekt. die sein eine sehr sympathisch und professionell Auftritt und tun die Sendung gut.	NN PDS VAFIN ART ADV ADJA KON ADJA NN KON VVFIN ART NN ADJD	0/-- 3/SB 0/-- 9/NK 6/MO 9/NK 6/CD 7/CJ 3/PD 3/CD 10/CJ 13/NK 11/DA 11/MO	case=nom|gender=masc|num=sg|Sentiment::markable_252::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_252::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_252::Sentiment=True case=nom|Target::markable_100::Anaphref=empty|Target::markable_100::Preferred=true|Sentiment::markable_252::Sentiment=True|gender=neut|Sentiment::markable_96::Sarcasm=false|Sentiment::markable_96::Intensity=medium|num=sg|Sentiment::markable_96::Sentiment=True|Target::markable_100::Target=True|Sentiment::markable_96::Polarity=positive Sentiment::markable_96::Sentiment=True|Intensifier::markable_98::Degree=strong|Intensifier::markable_98::Intensifier=True|Sentiment::markable_252::Sentiment=True|Intensifier::markable_98::EmoExpressionRef=emo-expression:markable_97|Target::markable_100::Target=True case=gen|EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|Sentiment::markable_96::Sentiment=True|EmoExpression::markable_97::Uncertain=false|EmoExpression::markable_97::Intensity=medium|gender=fem|EmoExpression::markable_97::Polarity=positive|pos=True|num=sg|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_252::Sentiment=True|Target::markable_100::Target=True Target::markable_100::Target=True|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True case=gen|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|Target::markable_100::Target=True|EmoExpression::markable_99::Uncertain=false case=gen|num=sg|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True|gender=fem|Target::markable_100::Target=True Sentiment::markable_252::Sentiment=True EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|mood=ind|Sentiment::markable_252::Sentiment=True|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|pers=3|num=sg|tense=past|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium case=dat|gender=fem|num=sg|Sentiment::markable_252::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_252::Sentiment=True pos=True|Sentiment::markable_252::Sentiment=True
320661075429318656	negative	ksta Mühlheimer Strasse - Mehrere Verletzte bei Wohnungsbrand Bei einem Feuer am späten Samstagnachmittag in einem M	ksta Mühlheimer Straße - mehrere Verletzte bei Wohnungsbrand bei eine Feuer an spät Samstagnachmittag in eine M	NN ADJA NN $( PIAT NN APPR NE APPR ART NN APPRART ADJA NN APPR ART NE	0/-- 3/NK 1/MNR 3/-- 6/NK 1/CJ 6/MNR 7/NK 1/MO 11/NK 9/NK 11/MNR 14/NK 12/NK 14/MNR 17/NK 15/NK	case=nom|gender=fem|num=sg *=True|pos=True case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl case=acc|EmoExpression::markable_104012293::Sarcasm=false|*=True|EmoExpression::markable_104012293::EmoExpression=True|EmoExpression::markable_104012293::Intensity=medium|EmoExpression::markable_104012293::Uncertain=false|num=pl|EmoExpression::markable_104012293::SubjectiveFact=false|EmoExpression::markable_104012293::Polarity=negative _ case=dat|gender=neut|EmoExpression::markable_104012295::Polarity=negative|EmoExpression::markable_104012295::Sarcasm=false|num=sg|EmoExpression::markable_104012295::Uncertain=false|EmoExpression::markable_104012295::Intensity=medium|EmoExpression::markable_104012295::SubjectiveFact=false|EmoExpression::markable_104012295::EmoExpression=True _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_104012296::Intensity=medium|EmoExpression::markable_104012296::Sarcasm=false|gender=neut|EmoExpression::markable_104012296::Polarity=negative|num=sg|EmoExpression::markable_104012296::SubjectiveFact=true|EmoExpression::markable_104012296::EmoExpression=True|EmoExpression::markable_104012296::Uncertain=false case=dat|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
321337882944094208	positive	Ich habe ein %User-Video von %User positiv bewertet: %Link e-Funktion Kurvendiskussion 1	ich haben eine %User-Video von %User positiv bewertet: %Link e-Funktion Kurvendiskussion 1	PPER VAFIN ART NN APPR NE ADJD ADJA XY NN NN CARD	2/SB 0/-- 4/NK 8/OA 4/PG 5/NK 8/MO 2/OC 10/NK 2/OA 10/NK 11/NK	case=nom|Sentiment::markable_103::Polarity=positive|*=True|Source::markable_105::Source=True|pers=1|Source::markable_105::Anaphref=empty|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Sentiment=True pers=1|Sentiment::markable_103::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_104::Preferred=true|num=sg|Target::markable_104::Anaphref=empty|gender=neut|Target::markable_104::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_102::Uncertain=false _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
